,MM:DD:YYYY hh:mm:ss,Device_Number,Battery_Voltage,Motor_Turns,Session_Type,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,filename,RelativeTime,poke_int,Errors
2824,2020-06-11 01:12:37,0,3.99,2,1,Pellet,Left,102,46,102,1.0,FED9.CSV,1 days 09:05:10,0 days 00:00:05,0.0
2825,2020-06-11 02:27:22,0,3.98,0,1,Poke,Left,102,47,102,NaN,FED9.CSV,1 days 10:19:55,0 days 01:14:45,1.0
2826,2020-06-11 02:27:24,0,3.98,0,1,Poke,Left,103,47,102,NaN,FED9.CSV,1 days 10:19:57,0 days 00:00:02,0.0
2827,2020-06-11 02:27:32,0,3.99,4,1,Pellet,Left,103,47,103,1.0,FED9.CSV,1 days 10:20:05,0 days 00:00:08,0.0
2828,2020-06-11 02:27:53,0,3.98,0,1,Poke,Left,104,47,103,NaN,FED9.CSV,1 days 10:20:26,0 days 00:00:21,0.0
2829,2020-06-11 02:28:06,0,3.98,4,1,Pellet,Left,104,47,104,6.0,FED9.CSV,1 days 10:20:39,0 days 00:00:13,0.0
2830,2020-06-11 03:17:29,0,3.98,0,1,Poke,Left,105,47,104,NaN,FED9.CSV,1 days 11:10:02,0 days 00:49:23,0.0
2831,2020-06-11 03:17:36,0,3.98,3,1,Pellet,Left,105,47,105,1.0,FED9.CSV,1 days 11:10:09,0 days 00:00:07,0.0
2832,2020-06-11 03:17:45,0,3.98,0,1,Poke,Left,106,47,105,NaN,FED9.CSV,1 days 11:10:18,0 days 00:00:09,0.0
2833,2020-06-11 03:17:50,0,3.98,2,1,Poke,Left,106,47,106,NaN,FED9.CSV,1 days 11:10:23,0 days 00:00:05,0.0
2834,2020-06-11 03:29:20,0,3.98,0,1,Poke,Left,107,47,106,NaN,FED9.CSV,1 days 11:21:53,0 days 00:11:30,0.0
2835,2020-06-11 03:29:35,0,3.98,15,1,Pellet,Left,107,47,107,1.0,FED9.CSV,1 days 11:22:08,0 days 00:00:15,0.0
2836,2020-06-11 03:36:59,0,3.98,0,1,Poke,Left,107,48,107,NaN,FED9.CSV,1 days 11:29:32,0 days 00:07:24,1.0
2837,2020-06-11 03:37:48,0,3.98,0,1,Poke,Left,108,48,107,NaN,FED9.CSV,1 days 11:30:21,0 days 00:00:49,0.0
2838,2020-06-11 03:37:58,0,3.97,4,1,Pellet,Left,108,48,108,3.0,FED9.CSV,1 days 11:30:31,0 days 00:00:10,0.0
2839,2020-06-11 04:34:04,0,3.97,0,1,Poke,Left,109,48,108,NaN,FED9.CSV,1 days 12:26:37,0 days 00:56:06,0.0
2840,2020-06-11 04:34:09,0,3.96,2,1,Pellet,Left,109,48,109,1.0,FED9.CSV,1 days 12:26:42,0 days 00:00:05,0.0
2841,2020-06-11 04:34:26,0,3.98,0,1,Poke,Left,110,48,109,NaN,FED9.CSV,1 days 12:26:59,0 days 00:00:17,0.0
2842,2020-06-11 04:34:30,0,3.97,2,1,Pellet,Left,110,48,110,1.0,FED9.CSV,1 days 12:27:03,0 days 00:00:04,0.0
2843,2020-06-11 04:34:48,0,3.97,0,1,Poke,Left,111,48,110,NaN,FED9.CSV,1 days 12:27:21,0 days 00:00:18,0.0
2844,2020-06-11 04:35:09,0,3.96,15,1,Pellet,Left,111,48,111,12.0,FED9.CSV,1 days 12:27:42,0 days 00:00:21,0.0
2845,2020-06-11 04:37:04,0,3.97,0,1,Poke,Left,111,49,111,NaN,FED9.CSV,1 days 12:29:37,0 days 00:01:55,1.0
2846,2020-06-11 04:41:07,0,3.97,0,1,Poke,Left,112,49,111,NaN,FED9.CSV,1 days 12:33:40,0 days 00:04:03,0.0
2847,2020-06-11 04:41:12,0,3.96,2,1,Pellet,Left,112,49,112,1.0,FED9.CSV,1 days 12:33:45,0 days 00:00:05,0.0
2848,2020-06-11 04:41:23,0,3.97,0,1,Poke,Left,113,49,112,NaN,FED9.CSV,1 days 12:33:56,0 days 00:00:11,0.0
2849,2020-06-11 04:41:30,0,3.97,4,1,Pellet,Left,113,49,113,1.0,FED9.CSV,1 days 12:34:03,0 days 00:00:07,0.0
2850,2020-06-11 05:04:30,0,3.96,0,1,Poke,Left,114,49,113,NaN,FED9.CSV,1 days 12:57:03,0 days 00:23:00,0.0
2851,2020-06-11 05:04:35,0,3.96,2,1,Pellet,Left,114,49,114,1.0,FED9.CSV,1 days 12:57:08,0 days 00:00:05,0.0
2852,2020-06-11 05:04:49,0,3.97,0,1,Poke,Left,115,49,114,NaN,FED9.CSV,1 days 12:57:22,0 days 00:00:14,0.0
2853,2020-06-11 05:05:00,0,3.96,4,1,Pellet,Left,115,49,115,5.0,FED9.CSV,1 days 12:57:33,0 days 00:00:11,0.0
2854,2020-06-11 05:05:14,0,3.96,0,1,Poke,Left,116,49,115,NaN,FED9.CSV,1 days 12:57:47,0 days 00:00:14,0.0
2855,2020-06-11 05:05:24,0,3.96,4,1,Pellet,Left,116,49,116,3.0,FED9.CSV,1 days 12:57:57,0 days 00:00:10,0.0
2856,2020-06-11 05:47:30,0,3.96,0,1,Poke,Left,116,50,116,NaN,FED9.CSV,1 days 13:40:03,0 days 00:42:06,1.0
2857,2020-06-11 05:48:07,0,3.96,0,1,Poke,Left,116,51,116,NaN,FED9.CSV,1 days 13:40:40,0 days 00:00:37,1.0
2858,2020-06-11 05:48:11,0,3.97,0,1,Poke,Left,117,51,116,NaN,FED9.CSV,1 days 13:40:44,0 days 00:00:04,0.0
2859,2020-06-11 05:48:15,0,3.96,2,1,Pellet,Left,117,51,117,1.0,FED9.CSV,1 days 13:40:48,0 days 00:00:04,0.0
2860,2020-06-11 05:51:20,0,3.97,0,1,Poke,Left,118,51,117,NaN,FED9.CSV,1 days 13:43:53,0 days 00:03:05,0.0
2861,2020-06-11 05:51:25,0,3.96,2,1,Pellet,Left,118,51,118,1.0,FED9.CSV,1 days 13:43:58,0 days 00:00:05,0.0
2862,2020-06-11 05:54:04,0,3.96,0,1,Poke,Left,119,51,118,NaN,FED9.CSV,1 days 13:46:37,0 days 00:02:39,0.0
2863,2020-06-11 05:54:09,0,3.96,2,1,Pellet,Left,119,51,119,1.0,FED9.CSV,1 days 13:46:42,0 days 00:00:05,0.0
2864,2020-06-11 06:00:51,0,3.96,0,1,Poke,Left,119,52,119,NaN,FED9.CSV,1 days 13:53:24,0 days 00:06:42,1.0
2865,2020-06-11 06:00:56,0,3.96,0,1,Poke,Left,120,52,119,NaN,FED9.CSV,1 days 13:53:29,0 days 00:00:05,0.0
2866,2020-06-11 06:01:02,0,3.96,2,1,Pellet,Left,120,52,120,2.0,FED9.CSV,1 days 13:53:35,0 days 00:00:06,0.0
2867,2020-06-11 06:24:46,0,3.96,0,1,Poke,Left,121,52,120,NaN,FED9.CSV,1 days 14:17:19,0 days 00:23:44,0.0
2868,2020-06-11 06:24:58,0,3.96,3,1,Pellet,Left,121,52,121,6.0,FED9.CSV,1 days 14:17:31,0 days 00:00:12,0.0
2869,2020-06-11 06:26:55,0,3.96,0,1,Poke,Left,122,52,121,NaN,FED9.CSV,1 days 14:19:28,0 days 00:01:57,0.0
2870,2020-06-11 06:30:45,0,3.96,2,1,Pellet,Left,122,52,122,226.0,FED9.CSV,1 days 14:23:18,0 days 00:03:50,0.0
2871,2020-06-11 09:11:07,0,3.95,0,1,Poke,Left,122,53,122,NaN,FED9.CSV,1 days 17:03:40,0 days 02:40:22,1.0
2872,2020-06-11 09:11:10,0,3.94,0,1,Poke,Left,123,53,122,NaN,FED9.CSV,1 days 17:03:43,0 days 00:00:03,0.0
2873,2020-06-11 09:11:18,0,3.95,2,1,Pellet,Left,123,53,123,4.0,FED9.CSV,1 days 17:03:51,0 days 00:00:08,0.0
2874,2020-06-11 09:22:14,0,3.95,0,1,Poke,Left,123,54,123,NaN,FED9.CSV,1 days 17:14:47,0 days 00:10:56,1.0
2875,2020-06-11 09:22:56,0,3.95,0,1,Poke,Left,124,54,123,NaN,FED9.CSV,1 days 17:15:29,0 days 00:00:42,0.0
2876,2020-06-11 09:23:01,0,3.94,2,1,Pellet,Left,124,54,124,2.0,FED9.CSV,1 days 17:15:34,0 days 00:00:05,0.0
2877,2020-06-11 12:03:54,0,3.94,0,1,Poke,Left,125,54,124,NaN,FED9.CSV,1 days 19:56:27,0 days 02:40:53,0.0
2878,2020-06-11 12:03:59,0,3.94,2,1,Pellet,Left,125,54,125,1.0,FED9.CSV,1 days 19:56:32,0 days 00:00:05,0.0
2879,2020-06-11 12:09:23,0,3.94,0,1,Poke,Left,125,55,125,NaN,FED9.CSV,1 days 20:01:56,0 days 00:05:24,1.0
2880,2020-06-11 12:09:43,0,3.94,0,1,Poke,Left,126,55,125,NaN,FED9.CSV,1 days 20:02:16,0 days 00:00:20,0.0
2881,2020-06-11 12:09:48,0,3.93,2,1,Pellet,Left,126,55,126,1.0,FED9.CSV,1 days 20:02:21,0 days 00:00:05,0.0
2882,2020-06-11 14:44:45,0,3.93,0,1,Poke,Left,127,55,126,NaN,FED9.CSV,1 days 22:37:18,0 days 02:34:57,0.0
2883,2020-06-11 14:45:00,0,3.92,2,1,Pellet,Left,127,55,127,11.0,FED9.CSV,1 days 22:37:33,0 days 00:00:15,0.0
2884,2020-06-11 14:49:22,0,3.92,0,1,Poke,Left,127,56,127,NaN,FED9.CSV,1 days 22:41:55,0 days 00:04:22,1.0
2885,2020-06-11 17:24:24,0,3.91,0,1,Poke,Left,128,56,127,NaN,FED9.CSV,2 days 01:16:57,0 days 02:35:02,0.0
2886,2020-06-11 17:24:28,0,3.91,1,1,Pellet,Left,128,56,128,2.0,FED9.CSV,2 days 01:17:01,0 days 00:00:04,0.0
2887,2020-06-11 18:09:15,0,3.91,0,1,Poke,Left,128,57,128,NaN,FED9.CSV,2 days 02:01:48,0 days 00:44:47,1.0
2888,2020-06-11 18:09:18,0,3.91,0,1,Poke,Left,129,57,128,NaN,FED9.CSV,2 days 02:01:51,0 days 00:00:03,0.0
2889,2020-06-11 18:09:25,0,3.91,2,1,Pellet,Left,129,57,129,3.0,FED9.CSV,2 days 02:01:58,0 days 00:00:07,0.0
2890,2020-06-11 18:40:41,0,3.91,0,1,Poke,Left,130,57,129,NaN,FED9.CSV,2 days 02:33:14,0 days 00:31:16,0.0
2891,2020-06-11 18:40:56,0,3.91,15,1,Pellet,Left,130,57,130,6.0,FED9.CSV,2 days 02:33:29,0 days 00:00:15,0.0
2892,2020-06-11 18:50:45,0,3.91,0,1,Poke,Left,131,57,130,NaN,FED9.CSV,2 days 02:43:18,0 days 00:09:49,0.0
2893,2020-06-11 18:50:50,0,3.91,2,1,Pellet,Left,131,57,131,2.0,FED9.CSV,2 days 02:43:23,0 days 00:00:05,0.0
2894,2020-06-11 18:55:48,0,3.91,0,1,Poke,Left,132,57,131,NaN,FED9.CSV,2 days 02:48:21,0 days 00:04:58,0.0
2895,2020-06-11 18:55:54,0,3.91,2,1,Pellet,Left,132,57,132,2.0,FED9.CSV,2 days 02:48:27,0 days 00:00:06,0.0
2896,2020-06-11 18:56:07,0,3.91,0,1,Poke,Left,133,57,132,NaN,FED9.CSV,2 days 02:48:40,0 days 00:00:13,0.0
2897,2020-06-11 18:56:12,0,3.91,2,1,Pellet,Left,133,57,133,1.0,FED9.CSV,2 days 02:48:45,0 days 00:00:05,0.0
2898,2020-06-11 19:02:09,0,3.91,0,1,Poke,Left,134,57,133,NaN,FED9.CSV,2 days 02:54:42,0 days 00:05:57,0.0
2899,2020-06-11 19:02:15,0,3.9,2,1,Pellet,Left,134,57,134,2.0,FED9.CSV,2 days 02:54:48,0 days 00:00:06,0.0
2900,2020-06-11 19:10:24,0,3.91,0,1,Poke,Left,134,58,134,NaN,FED9.CSV,2 days 03:02:57,0 days 00:08:09,1.0
2901,2020-06-11 19:15:12,0,3.91,0,1,Poke,Left,134,59,134,NaN,FED9.CSV,2 days 03:07:45,0 days 00:04:48,1.0
2902,2020-06-11 19:15:25,0,3.9,0,1,Poke,Left,135,59,134,NaN,FED9.CSV,2 days 03:07:58,0 days 00:00:13,0.0
2903,2020-06-11 19:15:30,0,3.9,2,1,Pellet,Left,135,59,135,2.0,FED9.CSV,2 days 03:08:03,0 days 00:00:05,0.0
2904,2020-06-11 19:42:43,0,3.91,0,1,Poke,Left,135,60,135,NaN,FED9.CSV,2 days 03:35:16,0 days 00:27:13,1.0
2905,2020-06-11 19:42:45,0,3.91,0,1,Poke,Left,135,61,135,NaN,FED9.CSV,2 days 03:35:18,0 days 00:00:02,1.0
2906,2020-06-11 19:42:46,0,3.91,0,1,Poke,Left,135,62,135,NaN,FED9.CSV,2 days 03:35:19,0 days 00:00:01,1.0
2907,2020-06-11 19:42:50,0,3.91,0,1,Poke,Left,136,62,135,NaN,FED9.CSV,2 days 03:35:23,0 days 00:00:04,0.0
2908,2020-06-11 19:42:57,0,3.9,3,1,Pellet,Left,136,62,136,1.0,FED9.CSV,2 days 03:35:30,0 days 00:00:07,0.0
2909,2020-06-11 19:43:10,0,3.91,0,1,Poke,Left,137,62,136,NaN,FED9.CSV,2 days 03:35:43,0 days 00:00:13,0.0
2910,2020-06-11 19:43:34,0,3.91,15,1,Pellet,Left,137,62,137,16.0,FED9.CSV,2 days 03:36:07,0 days 00:00:24,0.0
2911,2020-06-11 20:02:33,0,3.91,0,1,Poke,Left,138,62,137,NaN,FED9.CSV,2 days 03:55:06,0 days 00:18:59,0.0
2912,2020-06-11 20:02:47,0,3.91,15,1,Pellet,Left,138,62,138,4.0,FED9.CSV,2 days 03:55:20,0 days 00:00:14,0.0
2913,2020-06-11 20:02:58,0,3.9,0,1,Poke,Left,139,62,138,NaN,FED9.CSV,2 days 03:55:31,0 days 00:00:11,0.0
2914,2020-06-11 20:03:07,0,3.9,4,1,Pellet,Left,139,62,139,2.0,FED9.CSV,2 days 03:55:40,0 days 00:00:09,0.0
2915,2020-06-11 20:03:23,0,3.91,0,1,Poke,Left,140,62,139,NaN,FED9.CSV,2 days 03:55:56,0 days 00:00:16,0.0
2916,2020-06-11 20:03:28,0,3.89,2,1,Pellet,Left,140,62,140,1.0,FED9.CSV,2 days 03:56:01,0 days 00:00:05,0.0
2917,2020-06-11 20:03:37,0,3.9,0,1,Poke,Left,141,62,140,NaN,FED9.CSV,2 days 03:56:10,0 days 00:00:09,0.0
2918,2020-06-11 20:03:59,0,3.91,15,1,Pellet,Left,141,62,141,12.0,FED9.CSV,2 days 03:56:32,0 days 00:00:22,0.0
2919,2020-06-11 20:21:00,0,3.91,0,1,Poke,Left,142,62,141,NaN,FED9.CSV,2 days 04:13:33,0 days 00:17:01,0.0
2920,2020-06-11 20:21:20,0,3.89,2,1,Pellet,Left,142,62,142,4.0,FED9.CSV,2 days 04:13:53,0 days 00:00:20,0.0
2921,2020-06-11 20:32:11,0,3.9,0,1,Poke,Left,143,62,142,NaN,FED9.CSV,2 days 04:24:44,0 days 00:10:51,0.0
2922,2020-06-11 20:41:11,0,3.9,15,1,Pellet,Left,143,62,143,7.0,FED9.CSV,2 days 04:33:44,0 days 00:09:00,0.0
2923,2020-06-11 20:45:39,0,3.9,0,1,Poke,Left,144,62,143,NaN,FED9.CSV,2 days 04:38:12,0 days 00:04:28,0.0
2924,2020-06-11 20:45:48,0,3.9,2,1,Pellet,Left,144,62,144,2.0,FED9.CSV,2 days 04:38:21,0 days 00:00:09,0.0
2925,2020-06-11 21:52:54,0,3.89,0,1,Poke,Left,145,62,144,NaN,FED9.CSV,2 days 05:45:27,0 days 01:07:06,0.0
2926,2020-06-11 21:53:09,0,3.89,4,1,Pellet,Left,145,62,145,8.0,FED9.CSV,2 days 05:45:42,0 days 00:00:15,0.0
2927,2020-06-11 21:53:19,0,3.9,0,1,Poke,Left,146,62,145,NaN,FED9.CSV,2 days 05:45:52,0 days 00:00:10,0.0
2928,2020-06-11 21:53:23,0,3.9,2,1,Pellet,Left,146,62,146,1.0,FED9.CSV,2 days 05:45:56,0 days 00:00:04,0.0
2929,2020-06-11 22:09:04,0,3.89,0,1,Poke,Left,147,62,146,NaN,FED9.CSV,2 days 06:01:37,0 days 00:15:41,0.0
2930,2020-06-11 22:09:16,0,3.89,15,1,Pellet,Left,147,62,147,3.0,FED9.CSV,2 days 06:01:49,0 days 00:00:12,0.0
2931,2020-06-11 22:28:17,0,3.89,0,1,Poke,Left,147,63,147,NaN,FED9.CSV,2 days 06:20:50,0 days 00:19:01,1.0
2932,2020-06-11 22:28:19,0,3.89,0,1,Poke,Left,148,63,147,NaN,FED9.CSV,2 days 06:20:52,0 days 00:00:02,0.0
2933,2020-06-11 22:28:25,0,3.89,2,1,Pellet,Left,148,63,148,2.0,FED9.CSV,2 days 06:20:58,0 days 00:00:06,0.0
2934,2020-06-11 22:28:31,0,3.89,0,1,Poke,Left,149,63,148,NaN,FED9.CSV,2 days 06:21:04,0 days 00:00:06,0.0
2935,2020-06-11 22:28:37,0,3.89,2,1,Pellet,Left,149,63,149,2.0,FED9.CSV,2 days 06:21:10,0 days 00:00:06,0.0
2936,2020-06-11 22:28:47,0,3.89,0,1,Poke,Left,150,63,149,NaN,FED9.CSV,2 days 06:21:20,0 days 00:00:10,0.0
2937,2020-06-11 22:28:58,0,3.89,3,1,Pellet,Left,150,63,150,5.0,FED9.CSV,2 days 06:21:31,0 days 00:00:11,0.0
2938,2020-06-11 22:29:10,0,3.89,0,1,Poke,Left,151,63,150,NaN,FED9.CSV,2 days 06:21:43,0 days 00:00:12,0.0
2939,2020-06-11 22:29:16,0,3.89,2,1,Pellet,Left,151,63,151,2.0,FED9.CSV,2 days 06:21:49,0 days 00:00:06,0.0
2940,2020-06-11 22:42:18,0,3.89,0,1,Poke,Left,151,64,151,NaN,FED9.CSV,2 days 06:34:51,0 days 00:13:02,1.0
2941,2020-06-11 22:58:23,0,3.89,0,1,Poke,Left,152,64,151,NaN,FED9.CSV,2 days 06:50:56,0 days 00:16:05,0.0
2942,2020-06-11 22:58:28,0,3.89,2,1,Pellet,Left,152,64,152,1.0,FED9.CSV,2 days 06:51:01,0 days 00:00:05,0.0
2943,2020-06-11 23:07:49,0,3.89,0,1,Poke,Left,153,64,152,NaN,FED9.CSV,2 days 07:00:22,0 days 00:09:21,0.0
2944,2020-06-11 23:08:22,0,3.88,2,1,Pellet,Left,153,64,153,29.0,FED9.CSV,2 days 07:00:55,0 days 00:00:33,0.0
2945,2020-06-12 00:00:36,0,3.89,0,1,Poke,Left,154,64,153,NaN,FED9.CSV,2 days 07:53:09,0 days 00:52:14,0.0
2946,2020-06-12 00:00:47,0,3.89,15,1,Pellet,Left,154,64,154,3.0,FED9.CSV,2 days 07:53:20,0 days 00:00:11,0.0
2947,2020-06-12 00:01:00,0,3.88,0,1,Poke,Left,155,64,154,NaN,FED9.CSV,2 days 07:53:33,0 days 00:00:13,0.0
2948,2020-06-12 00:01:13,0,3.89,15,1,Pellet,Left,155,64,155,2.0,FED9.CSV,2 days 07:53:46,0 days 00:00:13,0.0
2949,2020-06-12 00:09:12,0,3.89,0,1,Poke,Left,155,65,155,NaN,FED9.CSV,2 days 08:01:45,0 days 00:07:59,1.0
2950,2020-06-12 00:09:15,0,3.89,0,1,Poke,Left,156,65,155,NaN,FED9.CSV,2 days 08:01:48,0 days 00:00:03,0.0
2951,2020-06-12 00:09:21,0,3.88,2,1,Pellet,Left,156,65,156,2.0,FED9.CSV,2 days 08:01:54,0 days 00:00:06,0.0
2952,2020-06-12 00:29:28,0,3.89,0,1,Poke,Left,157,65,156,NaN,FED9.CSV,2 days 08:22:01,0 days 00:20:07,0.0
2953,2020-06-12 00:29:33,0,3.89,2,1,Pellet,Left,157,65,157,2.0,FED9.CSV,2 days 08:22:06,0 days 00:00:05,0.0
2954,2020-06-12 01:18:49,0,3.89,0,1,Poke,Left,158,65,157,NaN,FED9.CSV,2 days 09:11:22,0 days 00:49:16,0.0
2955,2020-06-12 01:18:59,0,3.88,4,1,Pellet,Left,158,65,158,4.0,FED9.CSV,2 days 09:11:32,0 days 00:00:10,0.0
2956,2020-06-12 01:19:12,0,3.88,0,1,Poke,Left,159,65,158,NaN,FED9.CSV,2 days 09:11:45,0 days 00:00:13,0.0
2957,2020-06-12 01:19:25,0,3.87,4,1,Pellet,Left,159,65,159,6.0,FED9.CSV,2 days 09:11:58,0 days 00:00:13,0.0
2958,2020-06-12 01:35:22,0,3.88,0,1,Poke,Left,160,65,159,NaN,FED9.CSV,2 days 09:27:55,0 days 00:15:57,0.0
2959,2020-06-12 01:35:35,0,3.89,15,1,Pellet,Left,160,65,160,5.0,FED9.CSV,2 days 09:28:08,0 days 00:00:13,0.0
2960,2020-06-12 01:55:44,0,3.88,0,1,Poke,Left,161,65,160,NaN,FED9.CSV,2 days 09:48:17,0 days 00:20:09,0.0
2961,2020-06-12 01:55:49,0,3.87,2,1,Pellet,Left,161,65,161,1.0,FED9.CSV,2 days 09:48:22,0 days 00:00:05,0.0
2962,2020-06-12 02:04:24,0,3.88,0,1,Poke,Left,162,65,161,NaN,FED9.CSV,2 days 09:56:57,0 days 00:08:35,0.0
2963,2020-06-12 02:04:35,0,3.89,15,1,Pellet,Left,162,65,162,3.0,FED9.CSV,2 days 09:57:08,0 days 00:00:11,0.0
2964,2020-06-12 02:04:45,0,3.88,0,1,Poke,Left,163,65,162,NaN,FED9.CSV,2 days 09:57:18,0 days 00:00:10,0.0
2965,2020-06-12 02:04:57,0,3.88,15,1,Pellet,Left,163,65,163,4.0,FED9.CSV,2 days 09:57:30,0 days 00:00:12,0.0
2966,2020-06-12 02:35:50,0,3.87,0,1,Poke,Left,164,65,163,NaN,FED9.CSV,2 days 10:28:23,0 days 00:30:53,0.0
2967,2020-06-12 02:36:00,0,3.87,4,1,Pellet,Left,164,65,164,4.0,FED9.CSV,2 days 10:28:33,0 days 00:00:10,0.0
2968,2020-06-12 03:06:59,0,3.87,0,1,Poke,Left,164,66,164,NaN,FED9.CSV,2 days 10:59:32,0 days 00:30:59,1.0
2969,2020-06-12 03:07:17,0,3.87,0,1,Poke,Left,165,66,164,NaN,FED9.CSV,2 days 10:59:50,0 days 00:00:18,0.0
2970,2020-06-12 03:07:22,0,3.87,2,1,Pellet,Left,165,66,165,1.0,FED9.CSV,2 days 10:59:55,0 days 00:00:05,0.0
2971,2020-06-12 03:13:23,0,3.88,0,1,Poke,Left,165,67,165,NaN,FED9.CSV,2 days 11:05:56,0 days 00:06:01,1.0
2972,2020-06-12 03:15:51,0,3.87,0,1,Poke,Left,166,67,165,NaN,FED9.CSV,2 days 11:08:24,0 days 00:02:28,0.0
2973,2020-06-12 03:15:56,0,3.87,2,1,Pellet,Left,166,67,166,1.0,FED9.CSV,2 days 11:08:29,0 days 00:00:05,0.0
2974,2020-06-12 03:19:18,0,3.87,0,1,Poke,Left,167,67,166,NaN,FED9.CSV,2 days 11:11:51,0 days 00:03:22,0.0
2975,2020-06-12 03:19:23,0,3.87,2,1,Poke,Left,167,67,167,NaN,FED9.CSV,2 days 11:11:56,0 days 00:00:05,0.0
2976,2020-06-12 03:29:10,0,3.87,0,1,Poke,Left,168,67,167,NaN,FED9.CSV,2 days 11:21:43,0 days 00:09:47,0.0
2977,2020-06-12 03:29:25,0,3.87,15,1,Pellet,Left,168,67,168,6.0,FED9.CSV,2 days 11:21:58,0 days 00:00:15,0.0
2978,2020-06-12 03:29:38,0,3.87,0,1,Poke,Left,168,68,168,NaN,FED9.CSV,2 days 11:22:11,0 days 00:00:13,1.0
2979,2020-06-12 03:41:32,0,3.87,0,1,Poke,Left,169,68,168,NaN,FED9.CSV,2 days 11:34:05,0 days 00:11:54,0.0
2980,2020-06-12 03:41:42,0,3.87,15,1,Pellet,Left,169,68,169,1.0,FED9.CSV,2 days 11:34:15,0 days 00:00:10,0.0
2981,2020-06-12 03:41:56,0,3.87,0,1,Poke,Left,170,68,169,NaN,FED9.CSV,2 days 11:34:29,0 days 00:00:14,0.0
2982,2020-06-12 03:42:02,0,3.87,2,1,Pellet,Left,170,68,170,2.0,FED9.CSV,2 days 11:34:35,0 days 00:00:06,0.0
2983,2020-06-12 04:42:01,0,3.87,0,1,Poke,Left,170,69,170,NaN,FED9.CSV,2 days 12:34:34,0 days 00:59:59,1.0
2984,2020-06-12 04:42:04,0,3.87,0,1,Poke,Left,171,69,170,NaN,FED9.CSV,2 days 12:34:37,0 days 00:00:03,0.0
2985,2020-06-12 04:42:10,0,3.87,2,1,Pellet,Left,171,69,171,2.0,FED9.CSV,2 days 12:34:43,0 days 00:00:06,0.0
2986,2020-06-12 04:42:21,0,3.87,0,1,Poke,Left,172,69,171,NaN,FED9.CSV,2 days 12:34:54,0 days 00:00:11,0.0
2987,2020-06-12 04:45:16,0,3.87,15,1,Pellet,Left,172,69,172,168.0,FED9.CSV,2 days 12:37:49,0 days 00:02:55,0.0
2988,2020-06-12 05:16:42,0,3.87,0,1,Poke,Left,172,70,172,NaN,FED9.CSV,2 days 13:09:15,0 days 00:31:26,1.0
2989,2020-06-12 05:16:46,0,3.87,0,1,Poke,Left,173,70,172,NaN,FED9.CSV,2 days 13:09:19,0 days 00:00:04,0.0
2990,2020-06-12 05:16:57,0,3.87,4,1,Pellet,Left,173,70,173,5.0,FED9.CSV,2 days 13:09:30,0 days 00:00:11,0.0
2991,2020-06-12 05:17:07,0,3.87,0,1,Poke,Left,174,70,173,NaN,FED9.CSV,2 days 13:09:40,0 days 00:00:10,0.0
2992,2020-06-12 05:17:31,0,3.87,15,1,Pellet,Left,174,70,174,15.0,FED9.CSV,2 days 13:10:04,0 days 00:00:24,0.0
2993,2020-06-12 05:25:24,0,3.87,0,1,Poke,Left,175,70,174,NaN,FED9.CSV,2 days 13:17:57,0 days 00:07:53,0.0
2994,2020-06-12 05:25:37,0,3.86,15,1,Pellet,Left,175,70,175,5.0,FED9.CSV,2 days 13:18:10,0 days 00:00:13,0.0
2995,2020-06-12 05:25:57,0,3.87,0,1,Poke,Left,176,70,175,NaN,FED9.CSV,2 days 13:18:30,0 days 00:00:20,0.0
2996,2020-06-12 05:26:09,0,3.87,2,1,Pellet,Left,176,70,176,8.0,FED9.CSV,2 days 13:18:42,0 days 00:00:12,0.0
2997,2020-06-12 05:43:34,0,3.87,0,1,Poke,Left,176,71,176,NaN,FED9.CSV,2 days 13:36:07,0 days 00:17:25,1.0
2998,2020-06-12 05:43:35,0,3.86,0,1,Poke,Left,176,72,176,NaN,FED9.CSV,2 days 13:36:08,0 days 00:00:01,1.0
2999,2020-06-12 05:52:12,0,3.87,0,1,Poke,Left,177,72,176,NaN,FED9.CSV,2 days 13:44:45,0 days 00:08:37,0.0
3000,2020-06-12 05:52:39,0,3.86,15,1,Pellet,Left,177,72,177,17.0,FED9.CSV,2 days 13:45:12,0 days 00:00:27,0.0
3001,2020-06-12 06:00:56,0,3.85,0,1,Poke,Left,178,72,177,NaN,FED9.CSV,2 days 13:53:29,0 days 00:08:17,0.0
3002,2020-06-12 06:01:02,0,3.86,2,1,Pellet,Left,178,72,178,2.0,FED9.CSV,2 days 13:53:35,0 days 00:00:06,0.0
3003,2020-06-12 06:03:34,0,3.87,0,1,Poke,Left,179,72,178,NaN,FED9.CSV,2 days 13:56:07,0 days 00:02:32,0.0
3004,2020-06-12 06:08:55,0,3.87,2,1,Pellet,Left,179,72,179,316.0,FED9.CSV,2 days 14:01:28,0 days 00:05:21,0.0
3005,2020-06-12 06:19:49,0,3.85,0,1,Poke,Left,180,72,179,NaN,FED9.CSV,2 days 14:12:22,0 days 00:10:54,0.0
3006,2020-06-12 06:20:00,0,3.86,15,1,Pellet,Left,180,72,180,1.0,FED9.CSV,2 days 14:12:33,0 days 00:00:11,0.0
3007,2020-06-12 07:42:47,0,3.85,0,1,Poke,Left,181,72,180,NaN,FED9.CSV,2 days 15:35:20,0 days 01:22:47,0.0
