,MM:DD:YYYY hh:mm:ss,Device_Number,Battery_Voltage,Motor_Turns,Session_Type,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,filename,RelativeTime,poke_int,Errors
5312,2020-06-13 00:52:01,0,3.82,1,1,Poke,Left,279,141,279,NaN,FED10.CSV,3 days 08:45:17,0 days 00:00:03,0.0
5313,2020-06-13 01:43:25,0,3.82,0,1,Poke,Left,280,141,279,NaN,FED10.CSV,3 days 09:36:41,0 days 00:51:24,0.0
5314,2020-06-13 01:43:42,0,3.82,5,1,Pellet,Left,280,141,280,NaN,FED10.CSV,3 days 09:36:58,0 days 00:00:17,0.0
5315,2020-06-13 02:04:01,0,3.82,0,1,Poke,Left,281,141,280,NaN,FED10.CSV,3 days 09:57:17,0 days 00:20:19,0.0
5316,2020-06-13 02:04:15,0,3.84,2,1,Pellet,Left,281,141,281,NaN,FED10.CSV,3 days 09:57:31,0 days 00:00:14,0.0
5317,2020-06-13 02:25:19,0,3.82,0,1,Poke,Left,282,141,281,NaN,FED10.CSV,3 days 10:18:35,0 days 00:21:04,0.0
5318,2020-06-13 02:25:34,0,3.83,3,1,Pellet,Left,282,141,282,NaN,FED10.CSV,3 days 10:18:50,0 days 00:00:15,0.0
5319,2020-06-13 02:36:33,0,3.82,0,1,Poke,Left,283,141,282,NaN,FED10.CSV,3 days 10:29:49,0 days 00:10:59,0.0
5320,2020-06-13 02:36:50,0,3.82,3,1,Pellet,Left,283,141,283,NaN,FED10.CSV,3 days 10:30:06,0 days 00:00:17,0.0
5321,2020-06-13 02:56:12,0,3.82,0,1,Poke,Left,283,142,283,NaN,FED10.CSV,3 days 10:49:28,0 days 00:19:22,1.0
5322,2020-06-13 02:56:16,0,3.81,0,1,Poke,Left,284,142,283,NaN,FED10.CSV,3 days 10:49:32,0 days 00:00:04,0.0
5323,2020-06-13 02:56:35,0,3.82,2,1,Pellet,Left,284,142,284,NaN,FED10.CSV,3 days 10:49:51,0 days 00:00:19,0.0
5324,2020-06-13 03:00:20,0,3.82,0,1,Poke,Left,284,143,284,NaN,FED10.CSV,3 days 10:53:36,0 days 00:03:45,1.0
5325,2020-06-13 03:00:55,0,3.81,0,1,Poke,Left,285,143,284,NaN,FED10.CSV,3 days 10:54:11,0 days 00:00:35,0.0
5326,2020-06-13 03:01:10,0,3.83,5,1,Pellet,Left,285,143,285,NaN,FED10.CSV,3 days 10:54:26,0 days 00:00:15,0.0
5327,2020-06-13 03:02:03,0,3.82,0,1,Poke,Left,286,143,285,NaN,FED10.CSV,3 days 10:55:19,0 days 00:00:53,0.0
5328,2020-06-13 03:11:23,0,3.82,1,1,Pellet,Left,286,143,286,NaN,FED10.CSV,3 days 11:04:39,0 days 00:09:20,0.0
5329,2020-06-13 03:28:13,0,3.81,0,1,Poke,Left,287,143,286,NaN,FED10.CSV,3 days 11:21:29,0 days 00:16:50,0.0
5330,2020-06-13 03:28:28,0,3.83,2,1,Pellet,Left,287,143,287,NaN,FED10.CSV,3 days 11:21:44,0 days 00:00:15,0.0
5331,2020-06-13 03:54:48,0,3.8,0,1,Poke,Left,288,143,287,NaN,FED10.CSV,3 days 11:48:04,0 days 00:26:20,0.0
5332,2020-06-13 03:54:51,0,3.82,1,1,Pellet,Left,288,143,288,NaN,FED10.CSV,3 days 11:48:07,0 days 00:00:03,0.0
5333,2020-06-13 04:09:10,0,3.8,0,1,Poke,Left,289,143,288,NaN,FED10.CSV,3 days 12:02:26,0 days 00:14:19,0.0
5334,2020-06-13 04:09:13,0,3.82,1,1,Pellet,Left,289,143,289,NaN,FED10.CSV,3 days 12:02:29,0 days 00:00:03,0.0
5335,2020-06-13 04:23:20,0,3.8,0,1,Poke,Left,289,144,289,NaN,FED10.CSV,3 days 12:16:36,0 days 00:14:07,1.0
5336,2020-06-13 04:23:54,0,3.8,0,1,Poke,Left,290,144,289,NaN,FED10.CSV,3 days 12:17:10,0 days 00:00:34,0.0
5337,2020-06-13 04:24:08,0,3.82,3,1,Pellet,Left,290,144,290,NaN,FED10.CSV,3 days 12:17:24,0 days 00:00:14,0.0
5338,2020-06-13 04:45:01,0,3.8,0,1,Poke,Left,291,144,290,NaN,FED10.CSV,3 days 12:38:17,0 days 00:20:53,0.0
5339,2020-06-13 04:45:05,0,3.81,1,1,Pellet,Left,291,144,291,NaN,FED10.CSV,3 days 12:38:21,0 days 00:00:04,0.0
5340,2020-06-13 04:51:59,0,3.79,0,1,Poke,Left,292,144,291,NaN,FED10.CSV,3 days 12:45:15,0 days 00:06:54,0.0
5341,2020-06-13 04:52:03,0,3.81,1,1,Poke,Left,292,144,292,NaN,FED10.CSV,3 days 12:45:19,0 days 00:00:04,0.0
5342,2020-06-13 04:52:32,0,3.8,0,1,Poke,Left,293,144,292,NaN,FED10.CSV,3 days 12:45:48,0 days 00:00:29,0.0
5343,2020-06-13 04:52:53,0,3.82,1,1,Pellet,Left,293,144,293,NaN,FED10.CSV,3 days 12:46:09,0 days 00:00:21,0.0
5344,2020-06-13 05:00:42,0,3.8,0,1,Poke,Left,294,144,293,NaN,FED10.CSV,3 days 12:53:58,0 days 00:07:49,0.0
5345,2020-06-13 05:01:08,0,3.81,1,1,Pellet,Left,294,144,294,NaN,FED10.CSV,3 days 12:54:24,0 days 00:00:26,0.0
5346,2020-06-13 05:14:41,0,3.78,0,1,Poke,Left,294,145,294,NaN,FED10.CSV,3 days 13:07:57,0 days 00:13:33,1.0
5347,2020-06-13 05:14:44,0,3.8,0,1,Poke,Left,294,146,294,NaN,FED10.CSV,3 days 13:08:00,0 days 00:00:03,1.0
5348,2020-06-13 05:14:47,0,3.79,0,1,Poke,Left,295,146,294,NaN,FED10.CSV,3 days 13:08:03,0 days 00:00:03,0.0
5349,2020-06-13 05:14:56,0,3.82,5,1,Pellet,Left,295,146,295,NaN,FED10.CSV,3 days 13:08:12,0 days 00:00:09,0.0
5350,2020-06-13 05:20:08,0,3.78,0,1,Poke,Left,295,147,295,NaN,FED10.CSV,3 days 13:13:24,0 days 00:05:12,1.0
5351,2020-06-13 05:21:26,0,3.78,0,1,Poke,Left,296,147,295,NaN,FED10.CSV,3 days 13:14:42,0 days 00:01:18,0.0
5352,2020-06-13 05:23:58,0,3.8,1,1,Pellet,Left,296,147,296,NaN,FED10.CSV,3 days 13:17:14,0 days 00:02:32,0.0
5353,2020-06-13 05:24:38,0,3.79,0,1,Poke,Left,297,147,296,NaN,FED10.CSV,3 days 13:17:54,0 days 00:00:40,0.0
5354,2020-06-13 05:24:44,0,3.8,1,1,Pellet,Left,297,147,297,NaN,FED10.CSV,3 days 13:18:00,0 days 00:00:06,0.0
5355,2020-06-13 05:36:20,0,3.78,0,1,Poke,Left,298,147,297,NaN,FED10.CSV,3 days 13:29:36,0 days 00:11:36,0.0
5356,2020-06-13 05:36:24,0,3.8,1,1,Pellet,Left,298,147,298,NaN,FED10.CSV,3 days 13:29:40,0 days 00:00:04,0.0
5357,2020-06-13 05:37:46,0,3.78,0,1,Poke,Left,299,147,298,NaN,FED10.CSV,3 days 13:31:02,0 days 00:01:22,0.0
5358,2020-06-13 05:38:03,0,3.8,2,1,Pellet,Left,299,147,299,NaN,FED10.CSV,3 days 13:31:19,0 days 00:00:17,0.0
5359,2020-06-13 05:49:22,0,3.77,0,1,Poke,Left,300,147,299,NaN,FED10.CSV,3 days 13:42:38,0 days 00:11:19,0.0
5360,2020-06-13 05:55:01,0,3.8,1,1,Pellet,Left,300,147,300,NaN,FED10.CSV,3 days 13:48:17,0 days 00:05:39,0.0
5361,2020-06-13 05:59:36,0,3.75,0,1,Poke,Left,300,148,300,NaN,FED10.CSV,3 days 13:52:52,0 days 00:04:35,1.0
5362,2020-06-13 06:06:14,0,3.75,0,1,Poke,Left,301,148,300,NaN,FED10.CSV,3 days 13:59:30,0 days 00:06:38,0.0
5363,2020-06-13 06:06:23,0,3.78,2,1,Pellet,Left,301,148,301,NaN,FED10.CSV,3 days 13:59:39,0 days 00:00:09,0.0
5364,2020-06-13 06:06:38,0,3.75,0,1,Poke,Left,301,149,301,NaN,FED10.CSV,3 days 13:59:54,0 days 00:00:15,1.0
5365,2020-06-13 06:18:45,0,3.76,0,1,Poke,Left,301,150,301,NaN,FED10.CSV,3 days 14:12:01,0 days 00:12:07,1.0
5366,2020-06-13 06:18:59,0,3.76,0,1,Poke,Left,301,151,301,NaN,FED10.CSV,3 days 14:12:15,0 days 00:00:14,1.0
5367,2020-06-13 06:20:11,0,3.74,0,1,Poke,Left,302,151,301,NaN,FED10.CSV,3 days 14:13:27,0 days 00:01:12,0.0
5368,2020-06-13 06:20:23,0,3.8,2,1,Pellet,Left,302,151,302,NaN,FED10.CSV,3 days 14:13:39,0 days 00:00:12,0.0
5369,2020-06-13 06:24:52,0,3.75,0,1,Poke,Left,302,152,302,NaN,FED10.CSV,3 days 14:18:08,0 days 00:04:29,1.0
5370,2020-06-13 06:25:12,0,3.74,0,1,Poke,Left,303,152,302,NaN,FED10.CSV,3 days 14:18:28,0 days 00:00:20,0.0
5371,2020-06-13 06:25:16,0,3.79,1,1,Pellet,Left,303,152,303,NaN,FED10.CSV,3 days 14:18:32,0 days 00:00:04,0.0
5372,2020-06-13 06:36:00,0,3.76,0,1,Poke,Left,304,152,303,NaN,FED10.CSV,3 days 14:29:16,0 days 00:10:44,0.0
5373,2020-06-13 06:36:04,0,3.8,1,1,Pellet,Left,304,152,304,NaN,FED10.CSV,3 days 14:29:20,0 days 00:00:04,0.0
5374,2020-06-13 06:37:11,0,3.77,0,1,Poke,Left,304,153,304,NaN,FED10.CSV,3 days 14:30:27,0 days 00:01:07,1.0
5375,2020-06-13 06:37:24,0,3.76,0,1,Poke,Left,305,153,304,NaN,FED10.CSV,3 days 14:30:40,0 days 00:00:13,0.0
5376,2020-06-13 06:55:16,0,3.8,1,1,Pellet,Left,305,153,305,NaN,FED10.CSV,3 days 14:48:32,0 days 00:17:52,0.0
5377,2020-06-13 09:41:18,0,3.72,0,1,Poke,Left,306,153,305,NaN,FED10.CSV,3 days 17:34:34,0 days 02:46:02,0.0
5378,2020-06-13 09:41:22,0,3.77,1,1,Pellet,Left,306,153,306,NaN,FED10.CSV,3 days 17:34:38,0 days 00:00:04,0.0
5379,2020-06-13 09:51:59,0,3.69,0,1,Poke,Left,307,153,306,NaN,FED10.CSV,3 days 17:45:15,0 days 00:10:37,0.0
5380,2020-06-13 09:52:04,0,3.77,2,1,Poke,Left,307,153,307,NaN,FED10.CSV,3 days 17:45:20,0 days 00:00:05,0.0
5381,2020-06-13 10:00:38,0,3.72,0,1,Poke,Left,308,153,307,NaN,FED10.CSV,3 days 17:53:54,0 days 00:08:34,0.0
5382,2020-06-13 10:02:39,0,3.77,1,1,Pellet,Left,308,153,308,NaN,FED10.CSV,3 days 17:55:55,0 days 00:02:01,0.0
5383,2020-06-13 10:04:38,0,3.73,0,1,Poke,Left,308,154,308,NaN,FED10.CSV,3 days 17:57:54,0 days 00:01:59,1.0
5384,2020-06-13 13:06:09,0,3.73,0,1,Poke,Left,309,154,308,NaN,FED10.CSV,3 days 20:59:25,0 days 03:01:31,0.0
5385,2020-06-13 13:06:13,0,3.76,1,1,Pellet,Left,309,154,309,NaN,FED10.CSV,3 days 20:59:29,0 days 00:00:04,0.0
5386,2020-06-13 13:15:06,0,3.72,0,1,Poke,Left,310,154,309,NaN,FED10.CSV,3 days 21:08:22,0 days 00:08:53,0.0
5387,2020-06-13 13:15:20,0,3.76,2,1,Pellet,Left,310,154,310,NaN,FED10.CSV,3 days 21:08:36,0 days 00:00:14,0.0
5388,2020-06-13 15:38:15,0,3.74,0,1,Poke,Left,311,154,310,NaN,FED10.CSV,3 days 23:31:31,0 days 02:22:55,0.0
5389,2020-06-13 15:38:20,0,3.76,1,1,Pellet,Left,311,154,311,NaN,FED10.CSV,3 days 23:31:36,0 days 00:00:05,0.0
5390,2020-06-13 15:38:58,0,3.74,0,1,Poke,Left,311,155,311,NaN,FED10.CSV,3 days 23:32:14,0 days 00:00:38,1.0
5391,2020-06-13 16:27:05,0,3.74,0,1,Poke,Left,312,155,311,NaN,FED10.CSV,4 days 00:20:21,0 days 00:48:07,0.0
5392,2020-06-13 16:27:23,0,3.74,4,1,Pellet,Left,312,155,312,NaN,FED10.CSV,4 days 00:20:39,0 days 00:00:18,0.0
5393,2020-06-13 16:27:40,0,3.73,0,1,Poke,Left,313,155,312,NaN,FED10.CSV,4 days 00:20:56,0 days 00:00:17,0.0
5394,2020-06-13 16:27:44,0,3.75,1,1,Pellet,Left,313,155,313,NaN,FED10.CSV,4 days 00:21:00,0 days 00:00:04,0.0
5395,2020-06-13 16:36:16,0,3.74,0,1,Poke,Left,313,156,313,NaN,FED10.CSV,4 days 00:29:32,0 days 00:08:32,1.0
5396,2020-06-13 16:36:19,0,3.73,0,1,Poke,Left,314,156,313,NaN,FED10.CSV,4 days 00:29:35,0 days 00:00:03,0.0
5397,2020-06-13 16:41:49,0,3.75,1,1,Pellet,Left,314,156,314,NaN,FED10.CSV,4 days 00:35:05,0 days 00:05:30,0.0
5398,2020-06-13 17:02:50,0,3.74,0,1,Poke,Left,315,156,314,NaN,FED10.CSV,4 days 00:56:06,0 days 00:21:01,0.0
5399,2020-06-13 17:02:54,0,3.74,1,1,Poke,Left,315,156,315,NaN,FED10.CSV,4 days 00:56:10,0 days 00:00:04,0.0
5400,2020-06-13 17:03:05,0,3.73,0,1,Poke,Left,316,156,315,NaN,FED10.CSV,4 days 00:56:21,0 days 00:00:11,0.0
5401,2020-06-13 17:03:19,0,3.76,4,1,Pellet,Left,316,156,316,NaN,FED10.CSV,4 days 00:56:35,0 days 00:00:14,0.0
5402,2020-06-13 17:31:04,0,3.73,0,1,Poke,Left,317,156,316,NaN,FED10.CSV,4 days 01:24:20,0 days 00:27:45,0.0
5403,2020-06-13 17:31:17,0,3.76,3,1,Pellet,Left,317,156,317,NaN,FED10.CSV,4 days 01:24:33,0 days 00:00:13,0.0
5404,2020-06-13 17:57:38,0,3.71,0,1,Poke,Left,318,156,317,NaN,FED10.CSV,4 days 01:50:54,0 days 00:26:21,0.0
5405,2020-06-13 17:57:49,0,3.74,2,1,Pellet,Left,318,156,318,NaN,FED10.CSV,4 days 01:51:05,0 days 00:00:11,0.0
5406,2020-06-13 17:58:06,0,3.72,0,1,Poke,Left,319,156,318,NaN,FED10.CSV,4 days 01:51:22,0 days 00:00:17,0.0
5407,2020-06-13 17:58:11,0,3.73,1,1,Pellet,Left,319,156,319,NaN,FED10.CSV,4 days 01:51:27,0 days 00:00:05,0.0
5408,2020-06-13 18:28:11,0,3.71,0,1,Poke,Left,320,156,319,NaN,FED10.CSV,4 days 02:21:27,0 days 00:30:00,0.0
5409,2020-06-13 18:28:16,0,3.74,2,1,Pellet,Left,320,156,320,NaN,FED10.CSV,4 days 02:21:32,0 days 00:00:05,0.0
5410,2020-06-13 18:28:30,0,3.71,0,1,Poke,Left,321,156,320,NaN,FED10.CSV,4 days 02:21:46,0 days 00:00:14,0.0
5411,2020-06-13 18:28:44,0,3.73,2,1,Pellet,Left,321,156,321,NaN,FED10.CSV,4 days 02:22:00,0 days 00:00:14,0.0
5412,2020-06-13 18:35:59,0,3.71,0,1,Poke,Left,321,157,321,NaN,FED10.CSV,4 days 02:29:15,0 days 00:07:15,1.0
5413,2020-06-13 18:42:40,0,3.73,0,1,Poke,Left,321,158,321,NaN,FED10.CSV,4 days 02:35:56,0 days 00:06:41,1.0
5414,2020-06-13 18:46:41,0,3.72,0,1,Poke,Left,322,158,321,NaN,FED10.CSV,4 days 02:39:57,0 days 00:04:01,0.0
5415,2020-06-13 18:46:54,0,3.73,3,1,Pellet,Left,322,158,322,NaN,FED10.CSV,4 days 02:40:10,0 days 00:00:13,0.0
5416,2020-06-13 18:48:52,0,3.71,0,1,Poke,Left,323,158,322,NaN,FED10.CSV,4 days 02:42:08,0 days 00:01:58,0.0
5417,2020-06-13 18:59:16,0,3.75,1,1,Pellet,Left,323,158,323,NaN,FED10.CSV,4 days 02:52:32,0 days 00:10:24,0.0
5418,2020-06-13 19:03:57,0,3.71,0,1,Poke,Left,324,158,323,NaN,FED10.CSV,4 days 02:57:13,0 days 00:04:41,0.0
5419,2020-06-13 19:04:30,0,3.74,2,1,Pellet,Left,324,158,324,NaN,FED10.CSV,4 days 02:57:46,0 days 00:00:33,0.0
5420,2020-06-13 19:12:15,0,3.71,0,1,Poke,Left,324,159,324,NaN,FED10.CSV,4 days 03:05:31,0 days 00:07:45,1.0
5421,2020-06-13 19:12:17,0,3.71,0,1,Poke,Left,325,159,324,NaN,FED10.CSV,4 days 03:05:33,0 days 00:00:02,0.0
5422,2020-06-13 19:12:21,0,3.73,1,1,Pellet,Left,325,159,325,NaN,FED10.CSV,4 days 03:05:37,0 days 00:00:04,0.0
5423,2020-06-13 19:15:48,0,3.72,0,1,Poke,Left,326,159,325,NaN,FED10.CSV,4 days 03:09:04,0 days 00:03:27,0.0
5424,2020-06-13 19:15:53,0,3.73,1,1,Pellet,Left,326,159,326,NaN,FED10.CSV,4 days 03:09:09,0 days 00:00:05,0.0
5425,2020-06-13 19:20:46,0,3.71,0,1,Poke,Left,326,160,326,NaN,FED10.CSV,4 days 03:14:02,0 days 00:04:53,1.0
5426,2020-06-13 19:20:49,0,3.71,0,1,Poke,Left,327,160,326,NaN,FED10.CSV,4 days 03:14:05,0 days 00:00:03,0.0
5427,2020-06-13 19:20:55,0,3.73,2,1,Pellet,Left,327,160,327,NaN,FED10.CSV,4 days 03:14:11,0 days 00:00:06,0.0
5428,2020-06-13 19:35:55,0,3.68,0,1,Poke,Left,328,160,327,NaN,FED10.CSV,4 days 03:29:11,0 days 00:15:00,0.0
5429,2020-06-13 19:35:59,0,3.73,1,1,Pellet,Left,328,160,328,NaN,FED10.CSV,4 days 03:29:15,0 days 00:00:04,0.0
5430,2020-06-13 19:36:26,0,3.69,0,1,Poke,Left,329,160,328,NaN,FED10.CSV,4 days 03:29:42,0 days 00:00:27,0.0
5431,2020-06-13 19:36:30,0,3.73,1,1,Pellet,Left,329,160,329,NaN,FED10.CSV,4 days 03:29:46,0 days 00:00:04,0.0
5432,2020-06-13 19:40:04,0,3.71,0,1,Poke,Left,330,160,329,NaN,FED10.CSV,4 days 03:33:20,0 days 00:03:34,0.0
5433,2020-06-13 19:40:09,0,3.75,1,1,Pellet,Left,330,160,330,NaN,FED10.CSV,4 days 03:33:25,0 days 00:00:05,0.0
5434,2020-06-13 19:54:26,0,3.72,0,1,Poke,Left,330,161,330,NaN,FED10.CSV,4 days 03:47:42,0 days 00:14:17,1.0
5435,2020-06-13 19:54:29,0,3.72,0,1,Poke,Left,331,161,330,NaN,FED10.CSV,4 days 03:47:45,0 days 00:00:03,0.0
5436,2020-06-13 19:54:33,0,3.73,1,1,Pellet,Left,331,161,331,NaN,FED10.CSV,4 days 03:47:49,0 days 00:00:04,0.0
5437,2020-06-13 19:54:50,0,3.72,0,1,Poke,Left,332,161,331,NaN,FED10.CSV,4 days 03:48:06,0 days 00:00:17,0.0
5438,2020-06-13 20:00:00,0,3.74,1,1,Pellet,Left,332,161,332,NaN,FED10.CSV,4 days 03:53:16,0 days 00:05:10,0.0
5439,2020-06-13 20:16:19,0,3.71,0,1,Poke,Left,332,162,332,NaN,FED10.CSV,4 days 04:09:35,0 days 00:16:19,1.0
5440,2020-06-13 20:16:24,0,3.71,0,1,Poke,Left,333,162,332,NaN,FED10.CSV,4 days 04:09:40,0 days 00:00:05,0.0
5441,2020-06-13 20:16:28,0,3.73,1,1,Pellet,Left,333,162,333,NaN,FED10.CSV,4 days 04:09:44,0 days 00:00:04,0.0
5442,2020-06-13 20:16:45,0,3.71,0,1,Poke,Left,334,162,333,NaN,FED10.CSV,4 days 04:10:01,0 days 00:00:17,0.0
5443,2020-06-13 20:16:50,0,3.74,1,1,Pellet,Left,334,162,334,NaN,FED10.CSV,4 days 04:10:06,0 days 00:00:05,0.0
5444,2020-06-13 20:25:42,0,3.69,0,1,Poke,Left,335,162,334,NaN,FED10.CSV,4 days 04:18:58,0 days 00:08:52,0.0
5445,2020-06-13 20:26:19,0,3.73,1,1,Pellet,Left,335,162,335,NaN,FED10.CSV,4 days 04:19:35,0 days 00:00:37,0.0
5446,2020-06-13 20:26:36,0,3.7,0,1,Poke,Left,336,162,335,NaN,FED10.CSV,4 days 04:19:52,0 days 00:00:17,0.0
5447,2020-06-13 20:26:42,0,3.72,3,1,Pellet,Left,336,162,336,NaN,FED10.CSV,4 days 04:19:58,0 days 00:00:06,0.0
5448,2020-06-13 20:33:27,0,3.7,0,1,Poke,Left,337,162,336,NaN,FED10.CSV,4 days 04:26:43,0 days 00:06:45,0.0
5449,2020-06-13 20:33:34,0,3.73,2,1,Pellet,Left,337,162,337,NaN,FED10.CSV,4 days 04:26:50,0 days 00:00:07,0.0
5450,2020-06-13 20:36:09,0,3.69,0,1,Poke,Left,338,162,337,NaN,FED10.CSV,4 days 04:29:25,0 days 00:02:35,0.0
5451,2020-06-13 21:06:38,0,3.71,1,1,Pellet,Left,338,162,338,NaN,FED10.CSV,4 days 04:59:54,0 days 00:30:29,0.0
5452,2020-06-13 21:22:40,0,3.68,0,1,Poke,Left,339,162,338,NaN,FED10.CSV,4 days 05:15:56,0 days 00:16:02,0.0
5453,2020-06-13 21:22:52,0,3.72,3,1,Pellet,Left,339,162,339,NaN,FED10.CSV,4 days 05:16:08,0 days 00:00:12,0.0
5454,2020-06-13 21:37:45,0,3.66,0,1,Poke,Left,340,162,339,NaN,FED10.CSV,4 days 05:31:01,0 days 00:14:53,0.0
5455,2020-06-13 21:37:49,0,3.71,1,1,Pellet,Left,340,162,340,NaN,FED10.CSV,4 days 05:31:05,0 days 00:00:04,0.0
5456,2020-06-13 21:46:37,0,3.67,0,1,Poke,Left,341,162,340,NaN,FED10.CSV,4 days 05:39:53,0 days 00:08:48,0.0
5457,2020-06-13 21:46:53,0,3.72,4,1,Pellet,Left,341,162,341,NaN,FED10.CSV,4 days 05:40:09,0 days 00:00:16,0.0
5458,2020-06-13 21:47:14,0,3.67,0,1,Poke,Left,342,162,341,NaN,FED10.CSV,4 days 05:40:30,0 days 00:00:21,0.0
5459,2020-06-13 21:47:25,0,3.71,3,1,Pellet,Left,342,162,342,NaN,FED10.CSV,4 days 05:40:41,0 days 00:00:11,0.0
5460,2020-06-13 21:56:16,0,3.67,0,1,Poke,Left,342,163,342,NaN,FED10.CSV,4 days 05:49:32,0 days 00:08:51,1.0
5461,2020-06-13 21:56:21,0,3.67,0,1,Poke,Left,343,163,342,NaN,FED10.CSV,4 days 05:49:37,0 days 00:00:05,0.0
5462,2020-06-13 21:56:25,0,3.71,1,1,Pellet,Left,343,163,343,NaN,FED10.CSV,4 days 05:49:41,0 days 00:00:04,0.0
5463,2020-06-13 22:07:58,0,3.67,0,1,Poke,Left,344,163,343,NaN,FED10.CSV,4 days 06:01:14,0 days 00:11:33,0.0
5464,2020-06-13 22:08:04,0,3.71,2,1,Pellet,Left,344,163,344,NaN,FED10.CSV,4 days 06:01:20,0 days 00:00:06,0.0
5465,2020-06-13 22:13:14,0,3.64,0,1,Poke,Left,345,163,344,NaN,FED10.CSV,4 days 06:06:30,0 days 00:05:10,0.0
5466,2020-06-13 22:13:22,0,3.71,2,1,Pellet,Left,345,163,345,NaN,FED10.CSV,4 days 06:06:38,0 days 00:00:08,0.0
5467,2020-06-13 22:13:53,0,3.64,0,1,Poke,Left,346,163,345,NaN,FED10.CSV,4 days 06:07:09,0 days 00:00:31,0.0
5468,2020-06-13 22:24:31,0,3.69,1,1,Pellet,Left,346,163,346,NaN,FED10.CSV,4 days 06:17:47,0 days 00:10:38,0.0
5469,2020-06-13 22:34:48,0,3.67,0,1,Poke,Left,347,163,346,NaN,FED10.CSV,4 days 06:28:04,0 days 00:10:17,0.0
5470,2020-06-13 22:34:52,0,3.71,1,1,Pellet,Left,347,163,347,NaN,FED10.CSV,4 days 06:28:08,0 days 00:00:04,0.0
5471,2020-06-13 22:35:05,0,3.67,0,1,Poke,Left,348,163,347,NaN,FED10.CSV,4 days 06:28:21,0 days 00:00:13,0.0
5472,2020-06-13 22:35:08,0,3.71,1,1,Poke,Left,348,163,348,NaN,FED10.CSV,4 days 06:28:24,0 days 00:00:03,0.0
5473,2020-06-13 22:40:36,0,3.67,0,1,Poke,Left,349,163,348,NaN,FED10.CSV,4 days 06:33:52,0 days 00:05:28,0.0
5474,2020-06-13 23:03:20,0,3.69,1,1,Pellet,Left,349,163,349,NaN,FED10.CSV,4 days 06:56:36,0 days 00:22:44,0.0
5475,2020-06-13 23:22:23,0,3.68,0,1,Poke,Left,350,163,349,NaN,FED10.CSV,4 days 07:15:39,0 days 00:19:03,0.0
5476,2020-06-13 23:22:27,0,3.71,1,1,Pellet,Left,350,163,350,NaN,FED10.CSV,4 days 07:15:43,0 days 00:00:04,0.0
5477,2020-06-13 23:22:45,0,3.67,0,1,Poke,Left,351,163,350,NaN,FED10.CSV,4 days 07:16:01,0 days 00:00:18,0.0
5478,2020-06-13 23:22:58,0,3.7,4,1,Pellet,Left,351,163,351,NaN,FED10.CSV,4 days 07:16:14,0 days 00:00:13,0.0
5479,2020-06-13 23:37:40,0,3.67,0,1,Poke,Left,352,163,351,NaN,FED10.CSV,4 days 07:30:56,0 days 00:14:42,0.0
5480,2020-06-13 23:37:54,0,3.71,2,1,Pellet,Left,352,163,352,NaN,FED10.CSV,4 days 07:31:10,0 days 00:00:14,0.0
5481,2020-06-13 23:38:12,0,3.67,0,1,Poke,Left,353,163,352,NaN,FED10.CSV,4 days 07:31:28,0 days 00:00:18,0.0
5482,2020-06-13 23:38:16,0,3.71,1,1,Pellet,Left,353,163,353,NaN,FED10.CSV,4 days 07:31:32,0 days 00:00:04,0.0
5483,2020-06-14 00:00:18,0,3.66,0,1,Poke,Left,353,164,353,NaN,FED10.CSV,4 days 07:53:34,0 days 00:22:02,1.0
5484,2020-06-14 00:01:19,0,3.65,0,1,Poke,Left,354,164,353,NaN,FED10.CSV,4 days 07:54:35,0 days 00:01:01,0.0
5485,2020-06-14 00:01:23,0,3.7,1,1,Pellet,Left,354,164,354,NaN,FED10.CSV,4 days 07:54:39,0 days 00:00:04,0.0
5486,2020-06-14 00:16:32,0,3.65,0,1,Poke,Left,355,164,354,NaN,FED10.CSV,4 days 08:09:48,0 days 00:15:09,0.0
5487,2020-06-14 00:16:40,0,3.69,3,1,Pellet,Left,355,164,355,NaN,FED10.CSV,4 days 08:09:56,0 days 00:00:08,0.0
5488,2020-06-14 00:36:32,0,3.64,0,1,Poke,Left,356,164,355,NaN,FED10.CSV,4 days 08:29:48,0 days 00:19:52,0.0
5489,2020-06-14 00:36:36,0,3.69,1,1,Pellet,Left,356,164,356,NaN,FED10.CSV,4 days 08:29:52,0 days 00:00:04,0.0
5490,2020-06-14 00:52:32,0,3.65,0,1,Poke,Left,357,164,356,NaN,FED10.CSV,4 days 08:45:48,0 days 00:15:56,0.0
5491,2020-06-14 00:52:36,0,3.69,1,1,Pellet,Left,357,164,357,NaN,FED10.CSV,4 days 08:45:52,0 days 00:00:04,0.0
5492,2020-06-14 00:52:50,0,3.64,0,1,Poke,Left,358,164,357,NaN,FED10.CSV,4 days 08:46:06,0 days 00:00:14,0.0
5493,2020-06-14 00:52:54,0,3.69,1,1,Pellet,Left,358,164,358,NaN,FED10.CSV,4 days 08:46:10,0 days 00:00:04,0.0
5494,2020-06-14 00:53:07,0,3.64,0,1,Poke,Left,359,164,358,NaN,FED10.CSV,4 days 08:46:23,0 days 00:00:13,0.0
5495,2020-06-14 00:53:11,0,3.69,1,1,Pellet,Left,359,164,359,NaN,FED10.CSV,4 days 08:46:27,0 days 00:00:04,0.0
