MM:DD:YYYY hh:mm:ss,LibaryVersion,Sessiontype,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
1/29/2021 16:04:34,1.1.4,ProRat2,4,4.15,0,1,Right,Left,0,1,0,0,nan,0.04
1/29/2021 16:12:17,1.1.4,ProRat2,4,4.15,0,1,Left,Left,1,1,0,0,nan,0.09
1/29/2021 16:12:19,1.1.4,ProRat2,4,4.15,0,1,Pellet,Left,1,1,1,1,1.16,nan
1/29/2021 16:14:59,1.1.4,ProRat2,4,4.15,0,1,Right,Left,1,2,1,1,nan,1.00
1/29/2021 16:15:01,1.1.4,ProRat2,4,4.15,0,1,Left,Left,2,2,1,1,nan,0.00
1/29/2021 16:15:04,1.1.4,ProRat2,4,4.15,0,1,Pellet,Left,2,2,2,2,1.10,nan
1/29/2021 16:15:27,1.1.4,ProRat2,4,4.15,0,2,Left,Left,3,2,2,2,nan,0.21
1/29/2021 16:19:30,1.1.4,ProRat2,4,4.15,0,2,Right,Left,3,3,2,2,nan,0.53
1/29/2021 16:19:33,1.1.4,ProRat2,4,4.15,0,2,Left,Left,4,3,2,2,nan,0.60
1/29/2021 16:19:35,1.1.4,ProRat2,4,4.15,0,2,Pellet,Left,4,3,3,3,0.25,nan
1/29/2021 16:19:59,1.1.4,ProRat2,4,4.15,0,2,Left,Left,5,3,3,3,nan,0.28
1/29/2021 16:28:49,1.1.4,ProRat2,4,4.15,0,2,Left,Left,6,3,3,3,nan,0.14
1/29/2021 16:28:51,1.1.4,ProRat2,4,4.15,0,2,Pellet,Left,6,3,4,4,0.55,nan
1/29/2021 16:31:57,1.1.4,ProRat2,4,4.15,0,3,Left,Left,7,3,4,4,nan,0.41
1/29/2021 16:31:59,1.1.4,ProRat2,4,4.15,0,3,Left,Left,8,3,4,4,nan,0.54
1/29/2021 16:32:02,1.1.4,ProRat2,4,4.15,0,3,Left,Left,9,3,4,4,nan,0.33
1/29/2021 16:32:07,1.1.4,ProRat2,4,4.15,0,3,Pellet,Left,9,3,5,5,0.73,nan
1/29/2021 16:32:47,1.1.4,ProRat2,4,4.15,0,4,Right,Left,9,4,5,5,nan,0.17
1/29/2021 16:33:51,1.1.4,ProRat2,4,4.15,0,4,Left,Left,10,4,5,5,nan,0.63
1/29/2021 16:33:54,1.1.4,ProRat2,4,4.15,0,4,Left,Left,11,4,5,5,nan,0.39
1/29/2021 16:33:57,1.1.4,ProRat2,4,4.15,0,4,Left,Left,12,4,5,5,nan,0.56
1/29/2021 16:34:03,1.1.4,ProRat2,4,4.15,0,4,Left,Left,13,4,5,5,nan,0.44
1/29/2021 16:34:05,1.1.4,ProRat2,4,4.15,0,4,Pellet,Left,13,4,6,6,0.18,nan
1/29/2021 16:35:47,1.1.4,ProRat2,4,4.15,0,5,Left,Left,14,4,6,6,nan,0.03
1/29/2021 16:41:34,1.1.4,ProRat2,4,4.15,0,5,Left,Left,15,4,6,6,nan,0.38
1/29/2021 16:41:38,1.1.4,ProRat2,4,4.15,0,5,Left,Left,16,4,6,6,nan,0.00
1/29/2021 16:47:38,1.1.4,ProRat2,4,4.15,0,5,Left,Left,17,4,6,6,nan,0.36
1/29/2021 16:48:08,1.1.4,ProRat2,4,4.15,0,5,Left,Left,18,4,6,6,nan,0.25
