MM:DD:YYYY hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
5/9/2054 0:58,0,4.11,1,1,Left,1,1,1,2
5/9/2054 1:30,0,4.11,1,1,Left,2,5,2,1451
5/9/2054 2:03,0,4.11,1,1,Left,3,6,3,167
5/9/2054 2:11,0,4.11,1,1,Left,4,6,4,414
5/9/2054 2:13,0,4.11,1,1,Left,5,6,5,105
5/9/2054 2:40,0,4.11,1,1,Left,6,6,6,85
5/9/2054 2:54,0,4.11,1,1,Left,7,6,7,91
5/9/2054 3:02,0,4.11,1,1,Left,8,6,8,293
5/9/2054 3:07,0,4.11,1,1,Left,9,6,9,260
5/9/2054 3:07,0,4.11,1,1,Left,10,6,10,12
5/9/2054 3:10,0,4.11,1,1,Left,11,6,11,30
5/9/2054 3:26,0,4.1,1,1,Left,12,6,12,240
5/9/2054 4:31,0,4.1,1,1,Left,13,6,13,3578
5/9/2054 4:42,0,4.11,1,1,Left,14,7,14,62
5/9/2054 4:43,0,4.1,2,1,Left,15,7,15,14
5/9/2054 4:45,0,4.09,1,1,Left,16,7,16,76
5/9/2054 4:49,0,4.1,1,1,Left,17,7,17,61
5/9/2054 5:06,0,4.09,1,1,Left,18,8,18,204
5/9/2054 5:09,0,4.09,1,1,Left,19,8,19,130
5/9/2054 5:21,0,4.09,1,1,Left,20,8,20,31
5/9/2054 5:32,0,4.1,1,1,Left,21,9,21,37
5/9/2054 5:45,0,4.09,1,1,Left,22,11,22,4
5/9/2054 5:45,0,4.09,1,1,Left,23,11,23,2
5/9/2054 5:48,0,4.09,1,1,Left,24,12,24,2
5/9/2054 5:55,0,4.09,2,1,Left,25,15,25,4
5/9/2054 6:04,0,4.09,2,1,Left,26,17,26,15
5/9/2054 6:10,0,4.09,1,1,Left,27,18,27,113
5/9/2054 6:23,0,4.09,1,1,Left,28,22,28,4
5/9/2054 6:23,0,4.09,1,1,Left,29,22,29,2
5/9/2054 6:24,0,4.09,1,1,Left,30,22,30,13
5/9/2054 6:24,0,4.09,1,1,Left,31,22,31,9
5/9/2054 6:30,0,4.09,1,1,Left,32,22,32,57
5/9/2054 6:33,0,4.09,1,1,Left,33,22,33,96
5/9/2054 6:54,0,4.09,1,1,Left,34,22,34,56
5/9/2054 7:17,0,4.08,1,1,Left,35,22,35,279
5/9/2054 7:34,0,4.09,1,1,Left,36,29,36,62
5/9/2054 7:40,0,4.09,2,1,Left,37,29,37,3
5/9/2054 7:42,0,4.09,1,1,Left,38,29,38,136
5/9/2054 7:45,0,4.09,1,1,Left,39,29,39,132
5/9/2054 8:46,0,4.09,1,1,Left,40,29,40,440
5/9/2054 8:51,0,4.09,1,1,Left,41,29,41,3
5/9/2054 8:53,0,4.08,2,1,Left,42,30,42,11
5/9/2054 8:54,0,4.08,3,1,Left,43,30,43,6
5/9/2054 8:55,0,4.08,2,1,Left,44,30,44,11
5/9/2054 9:17,0,4.08,1,1,Left,45,31,45,96
5/9/2054 10:30,0,4.07,2,1,Left,46,31,46,2
5/9/2054 10:33,0,4.07,2,1,Left,47,31,47,11
5/9/2054 10:36,0,4.08,1,1,Left,48,32,48,13
5/9/2054 10:37,0,4.07,1,1,Left,49,32,49,2
5/9/2054 10:38,0,4.08,1,1,Left,50,32,50,14
5/9/2054 10:41,0,4.08,4,1,Left,51,32,51,4
5/9/2054 10:49,0,4.08,1,1,Left,52,32,52,10
5/9/2054 15:18,0,4.07,1,1,Left,53,33,53,5
5/9/2054 15:19,0,4.07,1,1,Left,54,33,54,4
5/9/2054 15:20,0,4.06,1,1,Left,55,33,55,1
5/9/2054 15:24,0,4.07,1,1,Left,56,33,56,2
5/9/2054 15:25,0,4.07,1,1,Left,57,33,57,1
5/9/2054 15:26,0,4.07,1,1,Left,58,33,58,2
5/9/2054 15:27,0,4.07,2,1,Left,59,33,59,7
5/9/2054 15:30,0,4.07,1,1,Left,60,33,60,2
