MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
10/11/2019,15:47:41,16,4.12,1,1,Left,1,2,1,2
10/11/2019,15:50:31,16,4.11,2,1,Left,2,3,2,20
10/11/2019,15:51:05,16,4.11,1,1,Left,3,3,3,2
10/11/2019,15:52:29,16,4.11,1,1,Left,4,4,4,21
10/11/2019,15:57:04,16,4.11,1,1,Left,5,5,5,2
10/11/2019,15:59:59,16,4.11,1,1,Left,6,7,6,2
10/11/2019,16:11:20,16,4.10,1,1,Left,7,15,7,39
10/11/2019,16:22:05,16,4.10,1,1,Left,8,17,8,1
10/11/2019,16:23:33,16,4.10,1,1,Left,9,17,9,2
10/11/2019,16:47:55,16,4.08,1,1,Left,10,17,10,2
10/11/2019,16:50:57,16,4.08,1,1,Left,11,17,11,5
10/11/2019,16:55:02,16,4.08,2,1,Left,12,18,12,81
10/11/2019,16:56:26,16,4.08,1,1,Left,13,18,13,3
10/11/2019,17:26:31,16,4.06,1,1,Left,14,19,14,2
10/11/2019,17:28:03,16,4.07,1,1,Left,15,19,15,3
10/11/2019,17:36:21,16,4.05,1,1,Left,16,20,16,2
10/11/2019,17:44:48,16,4.05,1,1,Left,17,20,17,3
10/11/2019,17:47:17,16,4.06,1,1,Left,18,20,18,2
10/11/2019,17:48:09,16,4.05,1,1,Left,19,20,19,2
10/11/2019,17:49:35,16,4.05,1,1,Left,20,20,20,28
10/11/2019,17:54:32,16,4.05,1,1,Left,21,20,21,2
10/11/2019,18:06:17,16,4.05,1,1,Left,22,21,22,2
10/11/2019,18:21:37,16,4.04,1,1,Left,23,21,23,2
10/11/2019,18:45:32,16,4.03,1,1,Left,24,21,24,3
10/11/2019,18:47:05,16,4.03,2,1,Left,25,24,25,35
10/11/2019,18:49:29,16,4.03,2,1,Left,26,25,26,36
10/11/2019,19:04:37,16,4.03,2,1,Left,27,25,27,38
10/11/2019,19:07:21,16,4.02,1,1,Left,28,27,28,2
10/11/2019,19:13:13,16,4.02,1,1,Left,29,28,29,2
10/11/2019,19:15:16,16,4.02,1,1,Left,30,29,30,1
10/11/2019,19:26:39,16,4.02,2,1,Left,31,31,31,28
10/11/2019,19:27:57,16,4.01,3,1,Left,32,31,32,21
10/11/2019,19:29:23,16,4.02,2,1,Left,33,31,33,30
10/11/2019,19:41:06,16,4.01,1,1,Left,34,31,34,3
10/11/2019,21:33:45,16,3.96,1,1,Left,35,31,35,4
10/11/2019,21:35:43,16,3.97,2,1,Left,36,31,36,51
10/11/2019,21:37:20,16,3.96,2,1,Left,37,31,37,35
10/11/2019,22:14:31,16,3.95,1,1,Left,38,31,38,21
10/11/2019,22:27:37,16,3.94,1,1,Left,39,32,39,3
10/12/2019,1:28:37,16,3.89,1,1,Left,40,40,40,1
10/12/2019,1:30:54,16,3.89,1,1,Left,41,40,41,1
10/12/2019,1:32:02,16,3.89,1,1,Left,42,40,42,4
10/12/2019,1:33:20,16,3.89,1,1,Left,43,40,43,3
10/12/2019,1:35:04,16,3.89,2,1,Left,44,40,44,48
10/12/2019,8:34:02,16,3.78,4,1,Left,45,47,45,49
10/12/2019,10:08:30,16,3.77,1,1,Left,46,47,46,6
