MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
8/18/2019,9:51:23,17,3.74,1,1,Left,1,1,1,35
8/18/2019,9:52:39,17,3.74,1,1,Left,2,4,2,2
8/18/2019,9:54:21,17,3.74,2,1,Left,3,4,3,60
8/18/2019,9:57:43,17,3.73,1,1,Left,4,9,4,2
8/18/2019,9:59:33,17,3.74,2,1,Left,5,10,5,42
8/18/2019,10:01:37,17,3.74,1,1,Left,6,10,6,2
8/18/2019,10:04:51,17,3.74,1,1,Left,7,10,7,1
8/18/2019,10:06:29,17,3.74,1,1,Left,8,10,8,2
8/18/2019,11:24:35,17,3.71,1,1,Left,9,11,9,3
8/18/2019,11:25:10,17,3.71,1,1,Left,10,11,10,3
8/18/2019,11:26:07,17,3.71,1,1,Left,11,13,11,2
8/18/2019,11:27:23,17,3.72,1,1,Left,12,13,12,2
8/18/2019,11:46:49,17,3.71,2,1,Left,13,13,13,53
8/18/2019,12:10:15,17,3.70,1,1,Left,14,25,14,2
8/18/2019,12:21:57,17,3.69,1,1,Left,15,27,15,3
8/18/2019,12:26:07,17,3.70,3,1,Left,16,30,16,65
8/18/2019,12:28:52,17,3.69,2,1,Left,17,30,17,51
8/18/2019,13:19:32,17,3.69,1,1,Left,18,38,18,5
8/18/2019,13:57:42,17,3.68,1,1,Left,19,38,19,113
8/18/2019,14:01:25,17,3.67,1,1,Left,20,38,20,14
8/18/2019,14:03:09,17,3.67,2,1,Left,21,38,21,36
8/18/2019,14:30:10,17,3.67,1,1,Left,22,39,22,2
8/18/2019,14:52:02,17,3.66,1,1,Left,23,39,23,11
8/18/2019,14:53:07,17,3.66,1,1,Left,24,39,24,2
8/18/2019,15:00:59,17,3.66,1,1,Left,25,41,25,1
8/18/2019,15:12:37,17,3.65,1,1,Left,26,41,26,4
8/18/2019,15:13:34,17,3.66,1,1,Left,27,41,27,2
8/18/2019,15:14:24,17,3.66,1,1,Left,28,41,28,2
8/18/2019,15:15:21,17,3.65,1,1,Left,29,41,29,2
8/18/2019,15:24:30,17,3.65,1,1,Left,30,41,30,2
8/18/2019,15:26:03,17,3.66,2,1,Left,31,41,31,41
8/18/2019,15:27:34,17,3.65,1,1,Left,32,41,32,8
8/18/2019,15:33:53,17,3.65,1,1,Left,33,41,33,1
8/18/2019,15:38:27,17,3.65,4,1,Left,34,41,34,78
8/18/2019,15:43:29,17,3.65,1,1,Left,35,41,35,2
8/18/2019,15:55:06,17,3.65,1,1,Left,36,41,36,2
8/18/2019,15:56:52,17,3.65,1,1,Left,37,41,37,2
8/18/2019,16:14:20,17,3.64,1,1,Left,38,41,38,2
8/18/2019,16:26:02,17,3.64,1,1,Left,39,41,39,2
8/18/2019,16:36:20,17,3.64,1,1,Left,40,41,40,3
8/18/2019,16:36:55,17,3.64,1,1,Left,41,41,41,5
8/18/2019,16:37:25,17,3.64,1,1,Left,42,41,42,1
8/18/2019,16:49:30,17,3.64,3,1,Left,43,41,43,22
8/18/2019,16:50:02,17,3.64,1,1,Left,44,41,44,2
8/18/2019,17:01:30,17,3.64,1,1,Left,45,41,45,3
8/18/2019,17:31:16,17,3.63,1,1,Left,46,41,46,4
8/18/2019,17:33:59,17,3.64,1,1,Left,47,41,47,3
8/18/2019,18:51:54,17,3.62,1,1,Left,48,43,48,2
