MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
1/18/2020,9:56:01,29,3.86,1,1,Left,1,0,1,33
1/18/2020,9:57:57,29,3.86,1,1,Left,2,0,2,2
1/18/2020,10:00:26,29,3.85,1,1,Left,3,0,3,2
1/18/2020,10:06:50,29,3.86,1,1,Left,4,6,4,2
1/18/2020,10:08:19,29,3.86,1,1,Left,5,6,5,8
1/18/2020,10:12:14,29,3.86,1,1,Left,6,8,6,8
1/18/2020,10:15:32,29,3.87,1,1,Left,7,9,7,4
1/18/2020,10:20:17,29,3.87,1,1,Left,8,10,8,3
1/18/2020,10:22:37,29,3.86,1,1,Left,9,10,9,59
1/18/2020,10:36:19,29,3.87,1,1,Left,10,11,10,4
1/18/2020,11:40:10,29,3.89,1,1,Left,11,19,11,2
1/18/2020,11:41:11,29,3.89,1,1,Left,12,19,12,3
1/18/2020,11:42:24,29,3.89,2,1,Left,13,19,13,30
1/18/2020,11:52:05,29,3.89,1,1,Left,14,25,14,5
1/18/2020,12:38:21,29,3.89,1,1,Left,15,27,15,45
1/18/2020,12:40:31,29,3.89,1,1,Left,16,28,16,2
1/18/2020,12:41:34,29,3.90,1,1,Left,17,28,17,6
1/18/2020,13:16:26,29,3.91,1,1,Left,18,32,18,1
1/18/2020,13:20:24,29,3.91,1,1,Left,19,36,19,2
1/18/2020,13:29:20,29,3.91,1,1,Left,20,36,20,5
1/18/2020,13:49:10,29,3.91,1,1,Left,21,37,21,1
1/18/2020,13:53:07,29,3.91,1,1,Left,22,38,22,124
1/18/2020,14:02:15,29,3.91,1,1,Left,23,38,23,5
1/18/2020,14:03:17,29,3.92,1,1,Left,24,38,24,2
1/18/2020,14:16:51,29,3.91,1,1,Left,25,38,25,4
1/18/2020,14:51:59,29,3.93,1,1,Left,26,56,26,2
