MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
1/18/2020,10:11:57,2,3.66,1,1,Left,1,0,1,161
1/18/2020,10:24:11,2,3.66,1,1,Left,2,1,2,282
1/18/2020,10:31:26,2,3.66,1,1,Left,3,4,3,5
1/18/2020,10:34:41,2,3.66,1,1,Left,4,4,4,9
1/18/2020,10:35:43,2,3.66,1,1,Left,5,4,5,4
1/18/2020,10:37:24,2,3.65,1,1,Left,6,7,6,2
1/18/2020,10:39:22,2,3.66,2,1,Left,7,9,7,2
1/18/2020,10:46:19,2,3.67,1,1,Left,8,9,8,2
1/18/2020,11:10:52,2,3.65,1,1,Left,9,12,9,4
1/18/2020,14:58:37,2,3.64,1,1,Left,10,22,10,2
1/18/2020,15:00:52,2,3.65,1,1,Left,11,22,11,3
1/18/2020,15:16:51,2,3.65,1,1,Left,12,23,12,3
1/18/2020,15:26:55,2,3.64,1,1,Left,13,23,13,2
1/18/2020,15:39:10,2,3.64,2,1,Left,14,23,14,1
1/18/2020,15:41:30,2,3.65,1,1,Left,15,23,15,2
1/18/2020,15:43:41,2,3.64,1,1,Left,16,24,16,2
1/18/2020,15:58:48,2,3.65,1,1,Left,17,24,17,4
1/18/2020,16:40:15,2,3.65,1,1,Left,18,24,18,2
