MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
10/11/2019,15:59:07,21,3.64,2,1,Left,1,0,1,20
10/11/2019,16:01:34,21,3.65,1,1,Left,2,0,2,113
10/11/2019,16:05:38,21,3.65,2,1,Left,3,1,3,40
10/11/2019,16:10:20,21,3.65,3,1,Left,4,2,4,38
10/11/2019,16:17:40,21,3.66,1,1,Left,5,2,5,2
10/11/2019,16:27:50,21,3.67,1,1,Left,6,3,6,3
10/11/2019,16:39:15,21,3.67,1,1,Left,7,4,7,1
10/11/2019,16:41:55,21,3.67,2,1,Left,8,4,8,22
10/11/2019,16:43:01,21,3.67,2,1,Left,9,5,9,15
10/11/2019,16:43:41,21,3.67,1,1,Left,10,5,10,2
10/11/2019,17:00:22,21,3.68,1,1,Left,11,5,11,2
10/11/2019,17:21:20,21,3.69,2,1,Left,12,6,12,14
10/11/2019,17:22:26,21,3.69,2,1,Left,13,6,13,16
10/11/2019,17:23:19,21,3.69,2,1,Left,14,6,14,17
10/11/2019,17:28:16,21,3.69,1,1,Left,15,6,15,1
10/11/2019,17:29:14,21,3.69,2,1,Left,16,6,16,21
10/11/2019,17:35:08,21,3.69,1,1,Left,17,25,17,1
10/11/2019,17:38:19,21,3.69,1,1,Left,18,25,18,2
10/11/2019,17:41:57,21,3.71,1,1,Left,19,26,19,1
10/11/2019,17:43:43,21,3.71,1,1,Left,20,26,20,2
10/11/2019,17:45:42,21,3.71,1,1,Left,21,26,21,3
10/11/2019,17:53:09,21,3.71,1,1,Left,22,27,22,35
10/11/2019,18:06:43,21,3.71,1,1,Left,23,27,23,1
10/11/2019,18:14:33,21,3.71,1,1,Left,24,28,24,2
10/11/2019,18:22:03,21,3.71,1,1,Left,25,35,25,2
10/11/2019,18:23:47,21,3.71,1,1,Left,26,36,26,16
10/11/2019,18:26:01,21,3.72,1,1,Left,27,36,27,2
10/11/2019,18:29:12,21,3.72,1,1,Left,28,36,28,3
10/11/2019,18:32:21,21,3.72,1,1,Left,29,36,29,3
10/11/2019,18:57:21,21,3.73,1,1,Left,30,38,30,2
10/11/2019,18:59:02,21,3.73,1,1,Left,31,38,31,2
10/11/2019,19:00:16,21,3.73,1,1,Left,32,39,32,3
10/11/2019,19:11:34,21,3.74,2,1,Left,33,39,33,2
10/11/2019,19:14:59,21,3.74,2,1,Left,34,40,34,25
10/11/2019,19:15:46,21,3.74,1,1,Left,35,40,35,2
10/11/2019,19:22:24,21,3.74,1,1,Left,36,40,36,34
10/11/2019,19:35:08,21,3.74,1,1,Left,37,41,37,2
10/11/2019,19:42:13,21,3.75,1,1,Left,38,46,38,125
10/11/2019,19:57:15,21,3.75,1,1,Left,39,47,39,3
10/11/2019,21:17:29,21,3.76,1,1,Left,40,47,40,4052
10/11/2019,21:24:59,21,3.78,2,1,Left,41,48,41,40
10/11/2019,21:25:48,21,3.79,1,1,Left,42,48,42,1
10/11/2019,21:26:29,21,3.79,1,1,Left,43,48,43,3
10/11/2019,21:29:24,21,3.79,1,1,Left,44,51,44,2
10/11/2019,21:30:52,21,3.80,1,1,Left,45,51,45,2
10/11/2019,21:38:55,21,3.80,1,1,Left,46,54,46,1
10/11/2019,21:43:54,21,3.80,3,1,Left,47,55,47,76
10/11/2019,21:54:34,21,3.80,2,1,Left,48,55,48,3
10/11/2019,21:56:14,21,3.80,1,1,Left,49,55,49,3
10/11/2019,21:57:28,21,3.80,1,1,Left,50,55,50,27
10/11/2019,22:03:00,21,3.80,1,1,Left,51,58,51,1
10/11/2019,22:04:30,21,3.80,2,1,Left,52,58,52,35
10/11/2019,22:14:26,21,3.81,1,1,Left,53,64,53,2
10/11/2019,22:17:08,21,3.81,3,1,Left,54,64,54,108
10/11/2019,22:17:59,21,3.80,1,1,Left,55,65,55,2
10/11/2019,22:20:04,21,3.81,1,1,Left,56,65,56,4
10/12/2019,0:31:59,21,3.82,1,1,Left,57,65,57,-78858
10/12/2019,0:35:22,21,3.85,2,1,Left,58,65,58,74
10/12/2019,0:37:58,21,3.85,1,1,Left,59,65,59,2
10/12/2019,2:29:24,21,3.87,1,1,Left,60,65,60,2
10/12/2019,2:30:50,21,3.87,1,1,Left,61,65,61,2
10/12/2019,2:32:51,21,3.88,2,1,Left,62,65,62,40
10/12/2019,2:34:38,21,3.88,2,1,Left,63,65,63,47
10/12/2019,2:36:24,21,3.87,2,1,Left,64,65,64,37
10/12/2019,2:45:19,21,3.87,1,1,Left,65,71,65,2
10/12/2019,5:31:15,21,3.91,3,1,Left,66,71,66,67
10/12/2019,5:33:09,21,3.91,1,1,Left,67,71,67,41
10/12/2019,5:36:28,21,3.91,1,1,Left,68,72,68,2
10/12/2019,5:40:06,21,3.91,1,1,Left,69,78,69,2
10/12/2019,8:49:20,21,3.95,2,1,Left,70,79,70,55
10/12/2019,8:55:14,21,3.96,1,1,Left,71,79,71,1
10/12/2019,9:45:21,21,3.96,1,1,Left,72,81,72,2
10/12/2019,9:47:06,21,3.96,2,1,Left,73,81,73,47
