MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
10/8/2019,8:29:57,6,3.79,1,1,Left,1,2,1,2
10/8/2019,8:30:24,6,3.79,1,1,Left,2,2,2,3
10/8/2019,8:31:27,6,3.79,1,1,Left,3,6,3,1
10/8/2019,8:33:35,6,3.79,1,1,Left,4,6,4,3
10/8/2019,8:35:05,6,3.79,2,1,Left,5,6,5,15
10/8/2019,8:35:55,6,3.79,2,1,Left,6,8,6,6
10/8/2019,8:36:32,6,3.79,2,1,Left,7,8,7,5
10/8/2019,8:39:57,6,3.79,2,1,Left,8,14,8,18
10/8/2019,9:07:52,6,3.78,1,1,Left,9,21,9,3
10/8/2019,10:14:21,6,3.78,1,1,Left,10,25,10,1
10/8/2019,10:15:24,6,3.78,1,1,Left,11,25,11,1
10/8/2019,10:19:22,6,3.78,1,1,Left,12,26,12,1
10/8/2019,10:20:06,6,3.78,1,1,Left,13,26,13,2
10/8/2019,10:22:59,6,3.78,3,1,Left,14,26,14,4
10/8/2019,10:28:14,6,3.78,1,1,Left,15,26,15,2
10/8/2019,10:29:51,6,3.78,1,1,Left,16,27,16,1
10/8/2019,10:44:14,6,3.77,1,1,Left,17,27,17,1
10/8/2019,10:46:34,6,3.78,3,1,Left,18,27,18,100
10/8/2019,10:51:09,6,3.78,1,1,Left,19,28,19,5
10/8/2019,10:54:32,6,3.78,1,1,Left,20,29,20,2
10/8/2019,11:04:05,6,3.77,2,1,Left,21,30,21,32
10/8/2019,11:05:06,6,3.78,1,1,Left,22,31,22,2
10/8/2019,11:24:02,6,3.76,1,1,Left,23,32,23,2
10/8/2019,11:32:53,6,3.77,2,1,Left,24,32,24,12
10/8/2019,11:33:34,6,3.77,2,1,Left,25,32,25,13
10/8/2019,11:41:32,6,3.77,2,1,Left,26,33,26,62
10/8/2019,11:59:12,6,3.76,1,1,Left,27,33,27,888
10/8/2019,12:18:41,6,3.77,1,1,Left,28,34,28,2
10/8/2019,12:43:39,6,3.77,1,1,Left,29,35,29,2
10/8/2019,12:44:13,6,3.77,2,1,Left,30,35,30,11
10/8/2019,12:46:38,6,3.76,2,1,Left,31,35,31,13
10/8/2019,12:58:54,6,3.76,1,1,Left,32,39,32,2
10/8/2019,13:00:11,6,3.76,2,1,Left,33,39,33,16
10/8/2019,13:06:16,6,3.76,1,1,Left,34,42,34,2
10/8/2019,13:07:30,6,3.76,1,1,Left,35,42,35,1
10/8/2019,13:16:44,6,3.76,2,1,Left,36,42,36,91
10/8/2019,13:18:49,6,3.76,2,1,Left,37,42,37,63
10/8/2019,13:44:16,6,3.76,1,1,Left,38,42,38,907
10/8/2019,13:58:07,6,3.76,1,1,Left,39,90,39,2
10/8/2019,14:17:51,6,3.76,1,1,Left,40,91,40,679
10/8/2019,14:31:04,6,3.76,1,1,Left,41,93,41,465
10/8/2019,14:43:22,6,3.76,1,1,Left,42,95,42,1
10/8/2019,15:22:47,6,3.75,2,1,Left,43,95,43,25
10/8/2019,15:23:40,6,3.75,2,1,Left,44,95,44,21
10/8/2019,15:54:27,6,3.76,2,1,Left,45,95,45,1813
10/8/2019,16:11:17,6,3.75,2,1,Left,46,95,46,15
10/8/2019,16:31:56,6,3.75,1,1,Left,47,96,47,3
10/8/2019,16:33:01,6,3.75,2,1,Left,48,96,48,29
10/8/2019,16:41:02,6,3.74,1,1,Left,49,96,49,180
10/8/2019,16:42:04,6,3.75,2,1,Left,50,96,50,32
10/8/2019,16:50:10,6,3.74,1,1,Left,51,96,51,62
10/8/2019,17:31:26,6,3.75,1,1,Left,52,96,52,456
