MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
8/18/2019,9:48:43,20,4.16,1,1,Left,1,0,1,5
8/18/2019,9:50:18,20,4.15,1,1,Left,2,0,2,22
8/18/2019,9:52:52,20,4.15,1,1,Left,3,0,3,3
8/18/2019,9:53:18,20,4.15,1,1,Left,4,0,4,1
8/18/2019,9:53:41,20,4.15,1,1,Left,5,0,5,3
8/18/2019,9:55:44,20,4.16,3,1,Left,6,0,6,13
8/18/2019,10:01:52,20,4.15,1,1,Left,7,0,7,1
8/18/2019,10:06:27,20,4.14,1,1,Left,8,0,8,2
8/18/2019,10:07:02,20,4.15,2,1,Left,9,0,9,12
8/18/2019,10:51:02,20,4.12,1,1,Left,10,0,10,2
8/18/2019,10:51:39,20,4.13,1,1,Left,11,0,11,2
8/18/2019,10:52:29,20,4.12,1,1,Left,12,0,12,3
8/18/2019,10:53:10,20,4.12,1,1,Left,13,0,13,4
8/18/2019,10:53:37,20,4.12,1,1,Left,14,0,14,1
8/18/2019,12:06:21,20,4.11,1,1,Left,15,0,15,565
8/18/2019,12:20:27,20,4.10,1,1,Left,16,0,16,19
8/18/2019,12:45:08,20,4.09,1,1,Left,17,6,17,2
8/18/2019,12:45:48,20,4.09,2,1,Left,18,6,18,11
8/18/2019,12:46:33,20,4.09,2,1,Left,19,6,19,9
8/18/2019,12:47:10,20,4.09,2,1,Left,20,6,20,6
8/18/2019,14:10:55,20,4.07,1,1,Left,21,8,21,2
8/18/2019,14:40:38,20,4.06,1,1,Left,22,8,22,1
8/18/2019,14:41:35,20,4.06,2,1,Left,23,8,23,7
8/18/2019,14:43:01,20,4.07,1,1,Left,24,8,24,2
8/18/2019,14:47:24,20,4.06,1,1,Left,25,8,25,2
8/18/2019,14:48:13,20,4.06,3,1,Left,26,8,26,7
8/18/2019,15:51:16,20,4.05,1,1,Left,27,8,27,1
8/18/2019,16:03:09,20,4.06,4,1,Left,28,11,28,6
8/18/2019,16:03:58,20,4.05,1,1,Left,29,11,29,1
8/18/2019,16:13:53,20,4.05,1,1,Left,30,11,30,1
8/18/2019,16:37:55,20,4.05,1,1,Left,31,11,31,2
8/18/2019,16:38:39,20,4.05,2,1,Left,32,11,32,6
8/18/2019,16:52:24,20,4.05,2,1,Left,33,11,33,7
8/18/2019,16:58:14,20,4.05,2,1,Left,34,11,34,8
8/18/2019,17:09:53,20,4.05,1,1,Left,35,11,35,5
8/18/2019,17:12:44,20,4.04,1,1,Left,36,11,36,26
8/18/2019,17:32:54,20,4.04,1,1,Left,37,11,37,2
8/18/2019,17:48:24,20,4.04,2,1,Left,38,15,38,7
8/18/2019,18:31:06,20,4.03,1,1,Left,39,23,39,3
8/18/2019,18:31:39,20,4.04,2,1,Left,40,23,40,6
8/18/2019,18:32:22,20,4.04,1,1,Left,41,23,41,1
