MM:DD:YYYY hh:mm:ss, Mouse, Battery_Voltage, MotorTurns, Session_Type, Event, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
5/8/2020 9:26:42,12,4.23,0,1,Poke,Left,1,0,0,nan
5/8/2020 13:21:49,12,4.20,1,1,Pellet,Left,1,0,1,16
5/8/2020 14:16:29,12,4.20,0,1,Poke,Left,1,1,1,nan
5/8/2020 14:16:30,12,4.20,0,1,Poke,Left,1,2,1,nan
5/8/2020 14:16:46,12,4.20,0,1,Poke,Left,2,2,1,nan
5/8/2020 14:17:08,12,4.20,1,1,Pellet,Left,2,2,2,18
5/8/2020 14:29:48,12,4.20,0,1,Poke,Left,3,2,2,nan
5/8/2020 14:30:08,12,4.20,1,1,Pellet,Left,3,2,3,17
5/8/2020 14:31:30,12,4.20,0,1,Poke,Left,4,2,3,nan
5/8/2020 14:31:37,12,4.20,1,1,Pellet,Left,4,2,4,2
5/8/2020 14:32:15,12,4.20,0,1,Poke,Left,5,2,4,nan
5/8/2020 14:32:29,12,4.20,1,1,Pellet,Left,5,2,5,11
5/8/2020 14:33:14,12,4.20,0,1,Poke,Left,5,3,5,nan
5/8/2020 14:59:17,12,4.20,0,1,Poke,Left,6,3,5,nan
5/8/2020 14:59:22,12,4.20,1,1,Pellet,Left,6,3,6,2
5/8/2020 14:59:50,12,4.20,0,1,Poke,Left,7,3,6,nan
5/8/2020 14:59:58,12,4.19,1,1,Pellet,Left,7,3,7,4
5/8/2020 15:00:06,12,4.19,0,1,Poke,Left,7,4,7,nan
5/8/2020 15:00:23,12,4.20,0,1,Poke,Left,7,5,7,nan
5/8/2020 15:00:24,12,4.20,0,1,Poke,Left,7,6,7,nan
5/8/2020 15:00:28,12,4.20,0,1,Poke,Left,7,7,7,nan
5/8/2020 15:00:33,12,4.20,0,1,Poke,Left,7,8,7,nan
5/8/2020 15:00:40,12,4.20,0,1,Poke,Left,8,8,7,nan
5/8/2020 15:00:48,12,4.19,1,1,Pellet,Left,8,8,8,2
5/8/2020 15:01:00,12,4.19,0,1,Poke,Left,9,8,8,nan
5/8/2020 15:01:06,12,4.20,1,1,Pellet,Left,9,8,9,3
5/8/2020 15:01:38,12,4.20,0,1,Poke,Left,10,8,9,nan
5/8/2020 15:01:51,12,4.20,1,1,Pellet,Left,10,8,10,3
5/8/2020 15:02:45,12,4.20,0,1,Poke,Left,11,8,10,nan
5/8/2020 15:03:01,12,4.19,1,1,Pellet,Left,11,8,11,6
5/8/2020 15:03:22,12,4.20,0,1,Poke,Left,12,8,11,nan
5/8/2020 15:03:29,12,4.20,1,1,Pellet,Left,12,8,12,3
5/8/2020 15:03:50,12,4.20,0,1,Poke,Left,13,8,12,nan
5/8/2020 15:04:18,12,4.20,1,1,Pellet,Left,13,8,13,21
5/8/2020 15:04:21,12,4.20,0,1,Poke,Left,13,9,13,nan
5/8/2020 15:17:24,12,4.19,0,1,Poke,Left,14,9,13,nan
5/8/2020 16:48:49,12,4.18,1,1,Pellet,Left,14,9,14,12
5/8/2020 16:49:06,12,4.18,0,1,Poke,Left,15,9,14,nan
5/8/2020 16:49:35,12,4.18,1,1,Pellet,Left,15,9,15,4
5/8/2020 16:50:23,12,4.18,0,1,Poke,Left,16,9,15,nan
5/8/2020 16:50:28,12,4.19,1,1,Pellet,Left,16,9,16,1
5/8/2020 16:50:35,12,4.18,0,1,Poke,Left,17,9,16,nan
5/8/2020 16:50:43,12,4.18,1,1,Pellet,Left,17,9,17,4
5/8/2020 16:51:55,12,4.18,0,1,Poke,Left,18,9,17,nan
5/8/2020 16:52:41,12,4.19,1,1,Pellet,Left,18,9,18,42
5/8/2020 16:56:23,12,4.18,0,1,Poke,Left,19,9,18,nan
5/8/2020 17:08:16,12,4.18,1,1,Pellet,Left,19,9,19,266
5/8/2020 17:08:21,12,4.18,0,1,Poke,Left,20,9,19,nan
5/8/2020 17:08:34,12,4.18,1,1,Pellet,Left,20,9,20,10
5/8/2020 17:10:44,12,4.18,0,1,Poke,Left,20,10,20,nan
5/8/2020 17:14:55,12,4.18,0,1,Poke,Left,21,10,20,nan
5/8/2020 17:15:50,12,4.18,1,1,Pellet,Left,21,10,21,6
5/8/2020 17:15:57,12,4.18,0,1,Poke,Left,22,10,21,nan
5/8/2020 17:16:12,12,4.18,1,1,Pellet,Left,22,10,22,4
5/8/2020 17:16:30,12,4.18,0,1,Poke,Left,22,11,22,nan
5/8/2020 17:16:32,12,4.18,0,1,Poke,Left,22,12,22,nan
