MM:DD:YYYY hh:mm:ss, Mouse, Battery_Voltage, MotorTurns, Session_Type, Event, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
5/8/2020 9:18:48,7,4.18,0,1,Poke,Left,1,0,0,nan
5/8/2020 9:29:02,7,4.16,1,1,Pellet,Left,1,0,1,289
5/8/2020 9:29:49,7,4.17,0,1,Poke,Left,1,1,1,nan
5/8/2020 9:34:08,7,4.16,0,1,Poke,Left,1,2,1,nan
5/8/2020 9:37:22,7,4.16,0,1,Poke,Left,2,2,1,nan
5/8/2020 9:37:40,7,4.16,1,1,Pellet,Left,2,2,2,15
5/8/2020 9:39:33,7,4.16,0,1,Poke,Left,2,3,2,nan
5/8/2020 9:42:06,7,4.16,0,1,Poke,Left,2,4,2,nan
5/8/2020 9:43:24,7,4.16,0,1,Poke,Left,3,4,2,nan
5/8/2020 10:04:47,7,4.16,1,1,Pellet,Left,3,4,3,230
5/8/2020 10:13:09,7,4.16,0,1,Poke,Left,3,5,3,nan
5/8/2020 10:47:33,7,4.16,0,1,Poke,Left,4,5,3,nan
5/8/2020 10:47:41,7,4.14,1,1,Pellet,Left,4,5,4,5
5/8/2020 10:48:20,7,4.15,0,1,Poke,Left,4,6,4,nan
5/8/2020 10:52:08,7,4.16,0,1,Poke,Left,4,7,4,nan
5/8/2020 11:05:51,7,4.14,0,1,Poke,Left,4,8,4,nan
5/8/2020 11:05:52,7,4.14,0,1,Poke,Left,4,9,4,nan
5/8/2020 11:54:06,7,4.14,0,1,Poke,Left,5,9,4,nan
5/8/2020 11:54:16,7,4.13,1,1,Pellet,Left,5,9,5,7
5/8/2020 11:56:06,7,4.14,0,1,Poke,Left,5,10,5,nan
5/8/2020 12:13:50,7,4.13,0,1,Poke,Left,6,10,5,nan
5/8/2020 12:13:58,7,4.12,1,1,Pellet,Left,6,10,6,5
5/8/2020 12:15:47,7,4.13,0,1,Poke,Left,7,10,6,nan
5/8/2020 12:16:00,7,4.13,1,1,Pellet,Left,7,10,7,10
5/8/2020 12:17:13,7,4.13,0,1,Poke,Left,7,11,7,nan
5/8/2020 12:17:19,7,4.12,0,1,Poke,Left,7,12,7,nan
5/8/2020 12:17:20,7,4.14,0,1,Poke,Left,7,13,7,nan
5/8/2020 12:20:17,7,4.13,0,1,Poke,Left,8,13,7,nan
5/8/2020 12:20:23,7,4.13,1,1,Pellet,Left,8,13,8,3
5/8/2020 12:20:38,7,4.13,0,1,Poke,Left,8,14,8,nan
5/8/2020 12:20:44,7,4.13,0,1,Poke,Left,8,15,8,nan
5/8/2020 12:20:45,7,4.13,0,1,Poke,Left,8,16,8,nan
5/8/2020 12:21:01,7,4.13,0,1,Poke,Left,9,16,8,nan
5/8/2020 12:21:19,7,4.13,1,1,Pellet,Left,9,16,9,14
5/8/2020 12:21:52,7,4.14,0,1,Poke,Left,10,16,9,nan
5/8/2020 12:22:01,7,4.13,1,1,Pellet,Left,10,16,10,6
5/8/2020 12:22:22,7,4.13,0,1,Poke,Left,11,16,10,nan
5/8/2020 12:22:27,7,4.13,1,1,Pellet,Left,11,16,11,2
5/8/2020 12:23:20,7,4.13,0,1,Poke,Left,12,16,11,nan
5/8/2020 12:23:29,7,4.14,2,1,Pellet,Left,12,16,12,3
5/8/2020 12:24:03,7,4.14,0,1,Poke,Left,13,16,12,nan
5/8/2020 12:24:19,7,4.12,2,1,Pellet,Left,13,16,13,12
5/8/2020 12:24:39,7,4.13,0,1,Poke,Left,14,16,13,nan
5/8/2020 12:24:45,7,4.12,1,1,Pellet,Left,14,16,14,3
5/8/2020 12:26:16,7,4.13,0,1,Poke,Left,14,17,14,nan
