MM:DD:YYYY hh:mm:ss, Mouse, Battery_Voltage, MotorTurns, Session_Type, Event, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
5/8/2020 10:41:05,2,4.17,0,1,Poke,Left,1,0,0,nan
5/8/2020 17:15:27,2,4.13,1,1,Pellet,Left,1,0,1,1
5/8/2020 17:20:32,2,4.13,0,1,Poke,Left,1,1,1,nan
5/8/2020 17:20:33,2,4.13,0,1,Poke,Left,1,2,1,nan
5/8/2020 17:23:02,2,4.13,0,1,Poke,Left,1,3,1,nan
5/8/2020 17:24:33,2,4.13,0,1,Poke,Left,2,3,1,nan
5/8/2020 17:24:57,2,4.12,1,1,Pellet,Left,2,3,2,20
5/8/2020 17:27:37,2,4.13,0,1,Poke,Left,3,3,2,nan
5/8/2020 17:27:41,2,4.12,1,1,Pellet,Left,3,3,3,1
5/8/2020 17:28:22,2,4.13,0,1,Poke,Left,3,4,3,nan
5/8/2020 17:32:48,2,4.13,0,1,Poke,Left,3,5,3,nan
5/8/2020 17:32:50,2,4.13,0,1,Poke,Left,3,6,3,nan
5/8/2020 17:33:13,2,4.12,0,1,Poke,Left,3,7,3,nan
5/8/2020 17:33:15,2,4.13,0,1,Poke,Left,3,8,3,nan
5/8/2020 17:33:31,2,4.13,0,1,Poke,Left,4,8,3,nan
5/8/2020 17:33:43,2,4.13,1,1,Pellet,Left,4,8,4,9
5/8/2020 17:34:44,2,4.12,0,1,Poke,Left,5,8,4,nan
5/8/2020 17:35:19,2,4.12,1,1,Pellet,Left,5,8,5,32
5/8/2020 17:35:57,2,4.13,0,1,Poke,Left,6,8,5,nan
5/8/2020 17:36:07,2,4.13,1,1,Pellet,Left,6,8,6,7
5/8/2020 18:04:34,2,4.12,0,1,Poke,Left,7,8,6,nan
5/8/2020 18:04:40,2,4.12,1,1,Pellet,Left,7,8,7,3
5/8/2020 18:04:47,2,4.12,0,1,Poke,Left,8,8,7,nan
