MM:DD:YYYY hh:mm:ss, Mouse, Battery_Voltage, MotorTurns, Session_Type, Event, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
5/11/2020 9:18:18,23,3.95,0,1,Poke,Left,1,0,0,nan
5/11/2020 9:20:55,23,3.96,1,1,Pellet,Left,1,0,1,81
5/11/2020 9:23:29,23,3.96,0,1,Poke,Left,2,0,1,nan
5/11/2020 9:23:54,23,3.96,1,1,Pellet,Left,2,0,2,21
5/11/2020 9:24:15,23,3.96,0,1,Poke,Left,2,1,2,nan
5/11/2020 9:26:32,23,3.96,0,1,Poke,Left,3,1,2,nan
5/11/2020 9:26:49,23,3.96,2,1,Pellet,Left,3,1,3,12
5/11/2020 9:29:45,23,3.95,0,1,Poke,Left,4,1,3,nan
5/11/2020 9:30:36,23,3.96,1,1,Pellet,Left,4,1,4,48
5/11/2020 9:30:54,23,3.96,0,1,Poke,Left,4,2,4,nan
5/11/2020 9:33:02,23,3.96,0,1,Poke,Left,5,2,4,nan
5/11/2020 9:33:07,23,3.96,1,1,Pellet,Left,5,2,5,1
5/11/2020 9:34:43,23,3.96,0,1,Poke,Left,6,2,5,nan
5/11/2020 9:34:57,23,3.96,2,1,Pellet,Left,6,2,6,9
5/11/2020 9:37:48,23,3.96,0,1,Poke,Left,7,2,6,nan
5/11/2020 9:39:04,23,3.96,1,1,Pellet,Left,7,2,7,72
5/11/2020 9:57:09,23,3.96,0,1,Poke,Left,8,2,7,nan
5/11/2020 9:57:15,23,3.96,1,1,Pellet,Left,8,2,8,3
5/11/2020 10:05:05,23,3.96,0,1,Poke,Left,9,2,8,nan
5/11/2020 10:05:22,23,3.96,2,1,Pellet,Left,9,2,9,11
5/11/2020 10:09:48,23,3.95,0,1,Poke,Left,10,2,9,nan
5/11/2020 10:10:04,23,3.95,2,1,Pellet,Left,10,2,10,10
5/11/2020 10:10:23,23,3.96,0,1,Poke,Left,10,3,10,nan
5/11/2020 10:10:41,23,3.96,0,1,Poke,Left,10,4,10,nan
5/11/2020 10:12:26,23,3.96,0,1,Poke,Left,11,4,10,nan
5/11/2020 10:12:39,23,3.95,3,1,Pellet,Left,11,4,11,5
5/11/2020 10:13:00,23,3.96,0,1,Poke,Left,12,4,11,nan
5/11/2020 10:13:13,23,3.95,2,1,Pellet,Left,12,4,12,7
5/11/2020 10:13:33,23,3.95,0,1,Poke,Left,13,4,12,nan
5/11/2020 10:13:47,23,3.95,2,1,Pellet,Left,13,4,13,8
5/11/2020 10:43:44,23,3.95,0,1,Poke,Left,14,4,13,nan
5/11/2020 10:47:01,23,3.95,2,1,Pellet,Left,14,4,14,192
5/11/2020 10:47:26,23,3.95,0,1,Poke,Left,15,4,14,nan
5/11/2020 10:55:36,23,3.94,1,1,Pellet,Left,15,4,15,485
5/11/2020 10:59:30,23,3.95,0,1,Poke,Left,16,4,15,nan
5/11/2020 10:59:53,23,3.95,2,1,Pellet,Left,16,4,16,18
5/11/2020 11:00:59,23,3.96,0,1,Poke,Left,17,4,16,nan
5/11/2020 11:07:06,23,3.95,1,1,Pellet,Left,17,4,17,364
5/11/2020 11:12:00,23,3.96,0,1,Poke,Left,18,4,17,nan
5/11/2020 11:12:43,23,3.95,1,1,Pellet,Left,18,4,18,39
5/11/2020 11:12:56,23,3.95,0,1,Poke,Left,19,4,18,nan
5/11/2020 11:13:54,23,3.95,1,1,Pellet,Left,19,4,19,55
5/11/2020 11:16:26,23,3.95,0,1,Poke,Left,20,4,19,nan
5/11/2020 11:21:17,23,3.95,1,1,Pellet,Left,20,4,20,288
5/11/2020 11:27:49,23,3.95,0,1,Poke,Left,21,4,20,nan
5/11/2020 11:27:54,23,3.95,1,1,Pellet,Left,21,4,21,2
5/11/2020 11:30:05,23,3.95,0,1,Poke,Left,22,4,21,nan
5/11/2020 11:30:24,23,3.94,2,1,Pellet,Left,22,4,22,12
5/11/2020 11:30:46,23,3.95,0,1,Poke,Left,23,4,22,nan
5/11/2020 11:34:09,23,3.94,1,1,Pellet,Left,23,4,23,197
5/11/2020 11:53:38,23,3.94,0,1,Poke,Left,24,4,23,nan
5/11/2020 11:54:15,23,3.94,1,1,Pellet,Left,24,4,24,34
5/11/2020 11:58:44,23,3.94,0,1,Poke,Left,25,4,24,nan
5/11/2020 11:58:51,23,3.94,1,1,Pellet,Left,25,4,25,2
5/11/2020 11:59:06,23,3.94,0,1,Poke,Left,26,4,25,nan
