MM:DD:YYYY hh:mm:ss, Mouse, Battery_Voltage, MotorTurns, Session_Type, Event, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
5/10/2020 9:40,25,4.19,0,1,Poke,Left,1,0,0,nan
5/10/2020 17:22,25,4.13,1,1,Pellet,Left,1,0,1,67
5/10/2020 17:32,25,4.13,0,1,Poke,Left,1,1,1,nan
5/10/2020 18:36,25,4.12,0,1,Poke,Left,1,2,1,nan
5/10/2020 18:36,25,4.12,0,1,Poke,Left,1,3,1,nan
5/10/2020 18:36,25,4.12,0,1,Poke,Left,1,4,1,nan
5/10/2020 18:37,25,4.13,0,1,Poke,Left,2,4,1,nan
5/10/2020 18:39,25,4.12,1,1,Pellet,Left,2,4,2,32
5/10/2020 18:41,25,4.13,0,1,Poke,Left,2,5,2,nan
5/10/2020 18:45,25,4.13,0,1,Poke,Left,3,5,2,nan
5/10/2020 18:46,25,4.12,1,1,Pellet,Left,3,5,3,35
5/10/2020 18:46,25,4.12,0,1,Poke,Left,4,5,3,nan
5/10/2020 18:47,25,4.12,1,1,Pellet,Left,4,5,4,11
5/10/2020 18:48,25,4.12,0,1,Poke,Left,5,5,4,nan
5/10/2020 18:48,25,4.12,1,1,Pellet,Left,5,5,5,30
5/10/2020 19:11,25,4.12,0,1,Poke,Left,6,5,5,nan
5/10/2020 19:11,25,4.12,1,1,Pellet,Left,6,5,6,4
5/10/2020 19:12,25,4.12,0,1,Poke,Left,6,6,6,nan
5/10/2020 19:12,25,4.12,0,1,Poke,Left,7,6,6,nan
5/10/2020 19:12,25,4.12,1,1,Pellet,Left,7,6,7,11
5/10/2020 19:14,25,4.12,0,1,Poke,Left,7,7,7,nan
5/10/2020 19:15,25,4.12,0,1,Poke,Left,8,7,7,nan
5/10/2020 19:15,25,4.12,1,1,Pellet,Left,8,7,8,4
5/10/2020 19:15,25,4.12,0,1,Poke,Left,9,7,8,nan
5/10/2020 19:15,25,4.11,1,1,Pellet,Left,9,7,9,7
5/10/2020 19:16,25,4.12,0,1,Poke,Left,10,7,9,nan
5/10/2020 19:16,25,4.12,1,1,Pellet,Left,10,7,10,11
5/10/2020 19:17,25,4.12,0,1,Poke,Left,10,8,10,nan
5/10/2020 19:32,25,4.12,0,1,Poke,Left,10,9,10,nan
5/10/2020 19:56,25,4.11,0,1,Poke,Left,11,9,10,nan
5/10/2020 19:56,25,4.11,1,1,Pellet,Left,11,9,11,5
5/10/2020 19:59,25,4.11,0,1,Poke,Left,12,9,11,nan
5/10/2020 19:59,25,4.11,1,1,Pellet,Left,12,9,12,3
5/10/2020 20:03,25,4.12,0,1,Poke,Left,13,9,12,nan
5/10/2020 20:03,25,4.11,1,1,Pellet,Left,13,9,13,11
5/10/2020 20:20,25,4.11,0,1,Poke,Left,13,10,13,nan
5/10/2020 20:20,25,4.11,0,1,Poke,Left,14,10,13,nan
5/10/2020 20:20,25,4.11,1,1,Pellet,Left,14,10,14,5
5/10/2020 20:26,25,4.11,0,1,Poke,Left,14,11,14,nan
5/10/2020 20:27,25,4.12,0,1,Poke,Left,14,12,14,nan
5/10/2020 20:27,25,4.12,0,1,Poke,Left,14,13,14,nan
5/10/2020 20:27,25,4.11,0,1,Poke,Left,15,13,14,nan
5/10/2020 20:27,25,4.11,1,1,Pellet,Left,15,13,15,3
5/10/2020 20:28,25,4.12,0,1,Poke,Left,16,13,15,nan
5/10/2020 20:28,25,4.11,1,1,Pellet,Left,16,13,16,5
5/10/2020 20:54,25,4.11,0,1,Poke,Left,16,14,16,nan
5/10/2020 20:56,25,4.11,0,1,Poke,Left,17,14,16,nan
5/10/2020 20:56,25,4.11,1,1,Pellet,Left,17,14,17,2
5/10/2020 21:08,25,4.11,0,1,Poke,Left,18,14,17,nan
5/10/2020 21:08,25,4.11,1,1,Pellet,Left,18,14,18,5
5/10/2020 21:09,25,4.11,0,1,Poke,Left,19,14,18,nan
5/10/2020 21:09,25,4.11,1,1,Pellet,Left,19,14,19,12
5/10/2020 21:09,25,4.11,0,1,Poke,Left,20,14,19,nan
5/10/2020 21:23,25,4.11,1,1,Pellet,Left,20,14,20,571
5/10/2020 21:49,25,4.11,0,1,Poke,Left,20,15,20,nan
5/10/2020 21:50,25,4.1,0,1,Poke,Left,21,15,20,nan
5/10/2020 21:50,25,4.11,1,1,Pellet,Left,21,15,21,2
5/10/2020 21:51,25,4.09,0,1,Poke,Left,22,15,21,nan
5/10/2020 21:51,25,4.1,1,1,Pellet,Left,22,15,22,5
5/11/2020 0:35,25,4.09,0,1,Poke,Left,22,16,22,nan
5/11/2020 0:36,25,4.09,0,1,Poke,Left,23,16,22,nan
5/11/2020 0:36,25,4.08,1,1,Pellet,Left,23,16,23,1
5/11/2020 0:41,25,4.09,0,1,Poke,Left,24,16,23,nan
5/11/2020 0:41,25,4.09,1,1,Pellet,Left,24,16,24,2
5/11/2020 0:42,25,4.09,0,1,Poke,Left,25,16,24,nan
5/11/2020 0:42,25,4.08,1,1,Pellet,Left,25,16,25,1
5/11/2020 4:13,25,4.07,0,1,Poke,Left,26,16,25,nan
5/11/2020 4:13,25,4.07,1,1,Pellet,Left,26,16,26,1
5/11/2020 4:18,25,4.08,0,1,Poke,Left,26,17,26,nan
5/11/2020 4:19,25,4.07,0,1,Poke,Left,26,18,26,nan
5/11/2020 4:19,25,4.07,0,1,Poke,Left,26,19,26,nan
5/11/2020 4:20,25,4.07,0,1,Poke,Left,26,20,26,nan
5/11/2020 4:22,25,4.08,0,1,Poke,Left,27,20,26,nan
5/11/2020 4:22,25,4.07,2,1,Pellet,Left,27,20,27,12
5/11/2020 4:25,25,4.07,0,1,Poke,Left,27,21,27,nan
5/11/2020 4:35,25,4.08,0,1,Poke,Left,28,21,27,nan
5/11/2020 4:35,25,4.07,1,1,Pellet,Left,28,21,28,2
5/11/2020 4:36,25,4.07,0,1,Poke,Left,29,21,28,nan
5/11/2020 4:36,25,4.07,1,1,Pellet,Left,29,21,29,1
5/11/2020 5:51,25,4.07,0,1,Poke,Left,30,21,29,nan
5/11/2020 5:51,25,4.07,1,1,Pellet,Left,30,21,30,2
5/11/2020 5:52,25,4.07,0,1,Poke,Left,31,21,30,nan
5/11/2020 5:52,25,4.07,1,1,Pellet,Left,31,21,31,1
5/11/2020 5:52,25,4.07,0,1,Poke,Left,32,21,31,nan
5/11/2020 5:52,25,4.06,1,1,Pellet,Left,32,21,32,1
5/11/2020 5:53,25,4.07,0,1,Poke,Left,33,21,32,nan
5/11/2020 5:53,25,4.07,1,1,Pellet,Left,33,21,33,1
5/11/2020 5:54,25,4.07,0,1,Poke,Left,33,22,33,nan
5/11/2020 5:54,25,4.07,0,1,Poke,Left,34,22,33,nan
5/11/2020 5:55,25,4.07,1,1,Pellet,Left,34,22,34,12
5/11/2020 5:57,25,4.07,0,1,Poke,Left,35,22,34,nan
5/11/2020 5:58,25,4.07,2,1,Pellet,Left,35,22,35,50
5/11/2020 7:36,25,4.06,0,1,Poke,Left,36,22,35,nan
5/11/2020 7:36,25,4.07,1,1,Pellet,Left,36,22,36,2
5/11/2020 7:37,25,4.07,0,1,Poke,Left,37,22,36,nan
5/11/2020 7:37,25,4.07,2,1,Pellet,Left,37,22,37,9
5/11/2020 7:38,25,4.06,0,1,Poke,Left,38,22,37,nan
5/11/2020 7:38,25,4.06,1,1,Pellet,Left,38,22,38,2
5/11/2020 7:51,25,4.07,0,1,Poke,Left,38,23,38,nan
5/11/2020 8:56,25,4.06,0,1,Poke,Left,39,23,38,nan
5/11/2020 8:56,25,4.06,1,1,Pellet,Left,39,23,39,1
5/11/2020 8:56,25,4.06,0,1,Poke,Left,40,23,39,nan
5/11/2020 8:56,25,4.06,1,1,Pellet,Left,40,23,40,1
