MM:DD:YYYY hh:mm:ss, Mouse, Battery_Voltage, MotorTurns, Session_Type, Event, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
5/8/2020 9:14:03,8,4.09,0,1,Poke,Left,1,0,0,nan
5/8/2020 19:51:53,8,4.03,1,1,Pellet,Left,1,0,1,1
5/8/2020 20:04:13,8,4.03,0,1,Poke,Left,1,1,1,nan
5/8/2020 20:04:14,8,4.03,0,1,Poke,Left,1,2,1,nan
5/8/2020 20:06:11,8,4.04,0,1,Poke,Left,2,2,1,nan
5/8/2020 20:06:30,8,4.04,1,1,Pellet,Left,2,2,2,15
5/8/2020 20:11:02,8,4.03,0,1,Poke,Left,2,3,2,nan
5/8/2020 20:41:17,8,4.03,0,1,Poke,Left,3,3,2,nan
5/8/2020 20:41:59,8,4.03,1,1,Pellet,Left,3,3,3,39
5/8/2020 21:15:08,8,4.03,0,1,Poke,Left,4,3,3,nan
5/8/2020 21:15:22,8,4.03,1,1,Pellet,Left,4,3,4,11
5/9/2020 0:20:29,8,4.01,0,1,Poke,Left,5,3,4,nan
5/9/2020 0:20:41,8,4.02,1,1,Pellet,Left,5,3,5,9
5/9/2020 9:18:46,8,3.98,0,1,Poke,Left,6,3,5,nan
5/9/2020 9:18:54,8,3.99,1,1,Pellet,Left,6,3,6,5
5/9/2020 9:25:00,8,3.99,0,1,Poke,Left,6,4,6,nan
5/9/2020 9:32:07,8,3.98,0,1,Poke,Left,7,4,6,nan
5/9/2020 9:32:16,8,3.98,1,1,Pellet,Left,7,4,7,6
5/9/2020 9:32:47,8,3.98,0,1,Poke,Left,8,4,7,nan
5/9/2020 9:32:53,8,3.98,1,1,Pellet,Left,8,4,8,2
5/9/2020 9:35:24,8,3.98,0,1,Poke,Left,9,4,8,nan
5/9/2020 9:35:45,8,3.98,2,1,Pellet,Left,9,4,9,16
5/9/2020 9:37:29,8,3.98,0,1,Poke,Left,10,4,9,nan
5/9/2020 9:37:36,8,3.98,1,1,Pellet,Left,10,4,10,4
5/9/2020 9:39:14,8,3.98,0,1,Poke,Left,10,5,10,nan
