MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
8/18/2019,9:49:33,11,4.15,1,1,Left,1,6,1,1
8/18/2019,9:50:16,11,4.15,2,1,Left,2,6,2,8
8/18/2019,9:53:51,11,4.14,2,1,Left,3,7,3,13
8/18/2019,10:01:12,11,4.14,1,1,Left,4,8,4,29
8/18/2019,10:06:05,11,4.14,1,1,Left,5,8,5,2
8/18/2019,10:11:36,11,4.13,1,1,Left,6,8,6,2
8/18/2019,10:32:56,11,4.13,2,1,Left,7,8,7,16
8/18/2019,10:46:50,11,4.12,1,1,Left,8,8,8,2
8/18/2019,10:47:20,11,4.12,2,1,Left,9,8,9,6
8/18/2019,10:47:41,11,4.12,1,1,Left,10,8,10,1
8/18/2019,10:48:00,11,4.12,1,1,Left,11,8,11,2
8/18/2019,11:06:25,11,4.11,1,1,Left,12,8,12,1
8/18/2019,11:18:28,11,4.11,2,1,Left,13,12,13,10
8/18/2019,11:22:27,11,4.11,1,1,Left,14,12,14,2
8/18/2019,11:22:58,11,4.11,1,1,Left,15,12,15,9
8/18/2019,11:37:08,11,4.11,1,1,Left,16,12,16,2
8/18/2019,11:37:29,11,4.10,1,1,Left,17,12,17,2
8/18/2019,12:09:25,11,4.09,1,1,Left,18,14,18,2
8/18/2019,12:09:54,11,4.09,1,1,Left,19,14,19,1
8/18/2019,12:10:15,11,4.09,2,1,Left,20,14,20,6
8/18/2019,12:10:48,11,4.09,1,1,Left,21,14,21,2
8/18/2019,12:21:47,11,4.08,1,1,Left,22,14,22,2
8/18/2019,12:22:28,11,4.08,2,1,Left,23,14,23,8
8/18/2019,12:22:55,11,4.09,2,1,Left,24,14,24,4
8/18/2019,12:59:42,11,4.07,2,1,Left,25,14,25,13
8/18/2019,13:00:09,11,4.07,2,1,Left,26,14,26,10
8/18/2019,13:36:18,11,4.07,2,1,Left,27,14,27,6
8/18/2019,13:37:25,11,4.07,2,1,Left,28,15,28,6
8/18/2019,13:37:54,11,4.07,2,1,Left,29,15,29,9
8/18/2019,13:38:50,11,4.06,3,1,Left,30,15,30,15
8/18/2019,13:39:36,11,4.06,2,1,Left,31,15,31,9
8/18/2019,14:09:10,11,4.05,1,1,Left,32,15,32,390
8/18/2019,14:31:26,11,4.05,2,1,Left,33,15,33,8
8/18/2019,14:39:40,11,4.05,2,1,Left,34,17,34,6
8/18/2019,14:40:07,11,4.05,1,1,Left,35,17,35,1
8/18/2019,14:40:27,11,4.05,2,1,Left,36,17,36,5
8/18/2019,14:54:43,11,4.04,1,1,Left,37,17,37,1
8/18/2019,15:01:05,11,4.04,2,1,Left,38,19,38,5
8/18/2019,15:01:26,11,4.05,1,1,Left,39,19,39,2
8/18/2019,15:01:53,11,4.04,2,1,Left,40,19,40,6
8/18/2019,15:11:45,11,4.04,2,1,Left,41,27,41,6
8/18/2019,15:12:10,11,4.04,2,1,Left,42,27,42,4
8/18/2019,15:12:41,11,4.04,2,1,Left,43,27,43,7
8/18/2019,15:22:01,11,4.05,1,1,Left,44,27,44,24
8/18/2019,17:08:24,11,4.03,1,1,Left,45,28,45,1
8/18/2019,17:10:59,11,4.03,2,1,Left,46,34,46,7
8/18/2019,17:18:45,11,4.02,1,1,Left,47,35,47,1
8/18/2019,17:26:15,11,4.03,1,1,Left,48,35,48,2
8/18/2019,17:34:52,11,4.03,1,1,Left,49,35,49,1
8/18/2019,17:39:50,11,4.02,1,1,Left,50,35,50,226
8/18/2019,18:05:06,11,4.02,1,1,Left,51,36,51,2
8/18/2019,18:17:25,11,4.02,2,1,Left,52,36,52,16
