MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
5/6/2019,18:11:33,5,4.09,1,1,Left,1,1,1,40
5/6/2019,18:29:51,5,4.09,1,1,Left,2,4,2,6
5/6/2019,18:32:09,5,4.09,1,1,Left,3,4,3,22
5/6/2019,19:36:19,5,4.08,2,1,Left,4,7,4,48
5/6/2019,19:53:13,5,4.08,1,1,Left,5,7,5,7
5/6/2019,20:13:43,5,4.08,3,1,Left,6,7,6,18
5/6/2019,20:16:43,5,4.08,1,1,Left,7,9,7,3
5/6/2019,20:39:18,5,4.07,1,1,Left,8,11,8,6
5/6/2019,21:18:37,5,4.07,1,1,Left,9,15,9,1
5/6/2019,21:19:51,5,4.07,1,1,Left,10,15,10,5
5/6/2019,21:21:13,5,4.07,1,1,Left,11,15,11,2
5/6/2019,23:02:43,5,4.07,2,1,Left,12,16,12,23
5/6/2019,23:03:19,5,4.07,1,1,Left,13,16,13,1
5/6/2019,23:03:42,5,4.07,1,1,Left,14,16,14,2
5/6/2019,23:04:41,5,4.07,1,1,Left,15,21,15,4
5/6/2019,23:05:02,5,4.07,1,1,Left,16,21,16,2
5/6/2019,23:05:29,5,4.07,1,1,Left,17,21,17,2
5/6/2019,23:06:15,5,4.07,1,1,Left,18,21,18,3
5/7/2019,0:18:09,5,4.06,1,1,Left,19,22,19,8
5/7/2019,0:18:54,5,4.06,1,1,Left,20,22,20,3
5/7/2019,0:19:40,5,4.06,2,1,Left,21,23,21,9
5/7/2019,0:20:03,5,4.06,1,1,Left,22,23,22,2
5/7/2019,0:21:01,5,4.06,1,1,Left,23,23,23,3
5/7/2019,0:51:50,5,4.05,1,1,Left,24,23,24,2
5/7/2019,0:52:11,5,4.06,1,1,Left,25,23,25,3
5/7/2019,0:52:38,5,4.07,1,1,Left,26,23,26,1
5/7/2019,0:52:53,5,4.06,1,1,Left,27,23,27,1
5/7/2019,0:53:10,5,4.05,1,1,Left,28,23,28,2
5/7/2019,1:25:56,5,4.06,1,1,Left,29,24,29,4
5/7/2019,1:26:43,5,4.06,2,1,Left,30,26,30,10
5/7/2019,1:27:22,5,4.06,5,1,Left,31,26,31,12
5/7/2019,1:27:57,5,4.05,2,1,Left,32,26,32,6
5/7/2019,2:03:47,5,4.06,1,1,Left,33,54,33,2
5/7/2019,2:04:20,5,4.05,1,1,Left,34,54,34,2
5/7/2019,2:05:02,5,4.05,1,1,Left,35,55,35,4
5/7/2019,2:05:18,5,4.05,1,1,Left,36,55,36,2
5/7/2019,2:05:34,5,4.05,1,1,Left,37,55,37,2
5/7/2019,2:05:55,5,4.06,1,1,Left,38,55,38,2
5/7/2019,2:25:46,5,4.06,1,1,Left,39,61,39,1
5/7/2019,2:26:00,5,4.05,1,1,Left,40,61,40,1
5/7/2019,2:26:19,5,4.06,1,1,Left,41,61,41,2
5/7/2019,2:40:38,5,4.05,1,1,Left,42,61,42,2
5/7/2019,2:42:11,5,4.06,1,1,Left,43,61,43,3
5/7/2019,2:57:04,5,4.06,1,1,Left,44,62,44,2
5/7/2019,5:16:41,5,4.05,2,1,Left,45,63,45,4960
5/7/2019,5:18:32,5,4.05,1,1,Left,46,66,46,1
5/7/2019,5:18:58,5,4.05,1,1,Left,47,66,47,3
5/7/2019,5:21:30,5,4.05,1,1,Left,48,66,48,135
5/7/2019,5:30:52,5,4.05,1,1,Left,49,67,49,17
5/7/2019,5:31:11,5,4.05,1,1,Left,50,67,50,2
5/7/2019,5:31:31,5,4.05,1,1,Left,51,67,51,3
5/7/2019,5:43:35,5,4.05,1,1,Left,52,67,52,2
5/7/2019,5:49:23,5,4.05,2,1,Left,53,67,53,4
5/7/2019,5:51:16,5,4.05,1,1,Left,54,67,54,1
5/7/2019,5:54:27,5,4.05,2,1,Left,55,70,55,17
5/7/2019,6:35:39,5,4.05,1,1,Left,56,80,56,4
5/7/2019,9:50:11,5,4.05,2,1,Left,57,80,57,29
5/7/2019,9:51:01,5,4.04,1,1,Left,58,80,58,2
5/7/2019,10:00:47,5,4.05,2,1,Left,59,85,59,23
5/7/2019,10:01:10,5,4.05,1,1,Left,60,85,60,2
5/7/2019,10:07:43,5,4.05,1,1,Left,61,86,61,2
5/7/2019,11:05:58,5,4.04,1,1,Left,62,86,62,3
