MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
1/18/2020,10:16:17,4,4.09,1,1,Left,1,0,1,18
1/18/2020,10:18:27,4,4.09,1,1,Left,2,0,2,4
1/18/2020,10:21:10,4,4.09,1,1,Left,3,0,3,20
1/18/2020,10:23:41,4,4.09,2,1,Left,4,1,4,6
1/18/2020,10:31:46,4,4.09,1,1,Left,5,8,5,6
1/18/2020,10:34:20,4,4.09,1,1,Left,6,8,6,21
1/18/2020,10:37:10,4,4.09,1,1,Left,7,19,7,4
1/18/2020,10:38:01,4,4.09,1,1,Left,8,20,8,2
1/18/2020,10:42:24,4,4.09,1,1,Left,9,20,9,2
1/18/2020,10:44:09,4,4.09,1,1,Left,10,28,10,6
1/18/2020,10:57:21,4,4.09,1,1,Left,11,65,11,3
1/18/2020,11:00:40,4,4.09,2,1,Left,12,65,12,35
1/18/2020,11:02:44,4,4.09,1,1,Left,13,65,13,4
1/18/2020,11:10:23,4,4.10,1,1,Left,14,83,14,2
1/18/2020,11:21:41,4,4.09,1,1,Left,15,87,15,2
1/18/2020,11:23:07,4,4.10,1,1,Left,16,87,16,4
1/18/2020,11:25:54,4,4.10,1,1,Left,17,88,17,3
1/18/2020,11:31:54,4,4.10,3,1,Left,18,88,18,57
1/18/2020,11:40:58,4,4.10,1,1,Left,19,88,19,2
1/18/2020,11:41:54,4,4.10,1,1,Left,20,88,20,3
1/18/2020,11:42:54,4,4.09,1,1,Left,21,88,21,3
1/18/2020,11:43:48,4,4.10,1,1,Left,22,88,22,2
1/18/2020,11:45:48,4,4.10,1,1,Left,23,88,23,2
1/18/2020,12:20:14,4,4.11,2,1,Left,24,88,24,3
1/18/2020,12:26:15,4,4.11,1,1,Left,25,88,25,254
1/18/2020,12:36:24,4,4.10,1,1,Left,26,88,26,484
1/18/2020,14:13:28,4,4.12,1,1,Left,27,96,27,21
1/18/2020,14:14:49,4,4.12,1,1,Left,28,101,28,5
1/18/2020,14:16:09,4,4.11,1,1,Left,29,102,29,3
1/18/2020,14:17:49,4,4.11,1,1,Left,30,104,30,12
1/18/2020,14:28:45,4,4.12,1,1,Left,31,105,31,3
1/18/2020,15:18:43,4,4.12,1,1,Left,32,107,32,746
1/18/2020,15:37:21,4,4.14,1,1,Left,33,122,33,2
1/18/2020,15:40:16,4,4.13,1,1,Left,34,122,34,2
1/18/2020,15:55:36,4,4.14,1,1,Left,35,135,35,1
1/18/2020,16:00:12,4,4.14,1,1,Left,36,137,36,2
1/18/2020,16:28:38,4,4.15,1,1,Left,37,152,37,3
