MM:DD:YYYY hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Warning_Stim, Aversive_Stim, Active_Poke, Reward_Prob, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
12/12/2018 14:51:17,28,3.65,2,1,0,0,Left,NA,1,3,1,61
12/12/2018 15:26:10,28,3.66,3,1,0,0,Left,NA,2,3,2,62
12/12/2018 15:36:56,28,3.66,3,1,0,0,Left,NA,3,4,3,17
12/12/2018 16:10:24,28,3.66,7,1,0,0,Left,NA,4,5,4,4
12/12/2018 16:47:27,28,3.65,4,1,0,0,Left,NA,5,5,5,370
12/12/2018 17:09:07,28,3.66,3,1,0,0,Left,NA,6,9,6,7
12/12/2018 17:27:33,28,3.65,6,1,0,0,Left,NA,7,17,7,53
12/12/2018 17:34:03,28,3.65,3,1,0,0,Left,NA,8,17,8,27
12/12/2018 17:43:55,28,3.65,2,1,0,0,Left,NA,9,23,9,9
12/12/2018 17:46:40,28,3.65,20,1,0,0,Left,NA,10,25,10,11
12/12/2018 17:47:39,28,3.65,20,1,0,0,Left,NA,11,25,11,5
12/12/2018 18:52:04,28,3.65,6,1,0,0,Left,NA,12,25,12,2144
12/12/2018 18:52:53,28,3.65,2,1,0,0,Left,NA,13,25,13,15
12/12/2018 19:00:03,28,3.65,20,1,0,0,Left,NA,14,26,14,23
12/12/2018 19:02:10,28,3.65,20,1,0,0,Left,NA,15,26,15,6
12/12/2018 19:03:52,28,3.65,20,1,0,0,Left,NA,17,27,16,35
12/12/2018 19:22:57,28,3.65,3,1,0,0,Left,NA,18,28,17,8
12/12/2018 19:34:46,28,3.65,3,1,0,0,Left,NA,19,28,18,25
12/12/2018 20:08:02,28,3.65,5,1,0,0,Left,NA,20,30,19,2
12/12/2018 20:08:53,28,3.65,3,1,0,0,Left,NA,21,30,20,14
12/12/2018 20:10:11,28,3.65,3,1,0,0,Left,NA,22,31,21,4
12/12/2018 20:11:25,28,3.65,21,1,0,0,Left,NA,23,31,22,21
12/12/2018 20:29:41,28,3.65,7,1,0,0,Left,NA,24,31,23,237
12/12/2018 20:30:46,28,3.65,6,1,0,0,Left,NA,25,31,24,22
12/12/2018 20:59:19,28,3.65,7,1,0,0,Left,NA,26,32,25,384
12/12/2018 21:12:15,28,3.65,7,1,0,0,Left,NA,27,36,26,5
12/12/2018 21:12:54,28,3.65,3,1,0,0,Left,NA,28,36,27,6
12/12/2018 21:14:07,28,3.65,3,1,0,0,Left,NA,29,37,28,4
12/12/2018 21:15:03,28,3.65,2,1,0,0,Left,NA,30,37,29,2
12/12/2018 21:16:15,28,3.65,7,1,0,0,Left,NA,31,38,30,11
12/12/2018 21:51:14,28,3.65,3,1,0,0,Left,NA,32,38,31,1951
12/12/2018 22:04:22,28,3.65,5,1,0,0,Left,NA,33,38,32,3
12/12/2018 22:21:10,28,3.65,1,1,0,0,Left,NA,34,39,33,8
12/12/2018 22:23:04,28,3.65,3,1,0,0,Left,NA,35,39,34,3
12/12/2018 22:23:32,28,3.65,3,1,0,0,Left,NA,36,39,35,2
12/12/2018 22:39:16,28,3.65,4,1,0,0,Left,NA,37,39,36,538
12/12/2018 22:46:20,28,3.65,2,1,0,0,Left,NA,38,39,37,2
12/12/2018 22:47:55,28,3.65,20,1,0,0,Left,NA,39,40,38,9
12/12/2018 22:59:26,28,3.65,24,1,0,0,Left,NA,40,40,39,2
12/12/2018 23:42:31,28,3.65,3,1,0,0,Left,NA,41,40,40,2
12/12/2018 23:44:21,28,3.65,3,1,0,0,Left,NA,42,47,41,2
12/12/2018 23:45:36,28,3.65,5,1,0,0,Left,NA,43,47,42,17
12/12/2018 23:50:22,28,3.64,20,1,0,0,Left,NA,44,48,43,194
12/12/2018 23:50:39,28,3.65,6,1,0,0,Left,NA,45,48,44,2
12/12/2018 23:51:06,28,3.65,3,1,0,0,Left,NA,46,48,45,2
12/12/2018 23:52:11,28,3.65,20,1,0,0,Left,NA,47,48,46,7
12/13/2018 0:47:06,28,3.65,6,1,0,0,Left,NA,48,48,47,3
12/13/2018 0:47:36,28,3.64,2,1,0,0,Left,NA,49,48,48,3
12/13/2018 0:48:42,28,3.65,7,1,0,0,Left,NA,50,49,49,17
12/13/2018 0:51:01,28,3.64,3,1,0,0,Left,NA,51,49,50,2
12/13/2018 0:54:36,28,3.65,3,1,0,0,Left,NA,52,49,51,3
12/13/2018 1:40:57,28,3.64,3,1,0,0,Left,NA,53,49,52,1784
12/13/2018 1:42:17,28,3.64,3,1,0,0,Left,NA,54,49,53,2
12/13/2018 1:42:43,28,3.64,8,1,0,0,Left,NA,55,49,54,1
12/13/2018 1:43:16,28,3.64,3,1,0,0,Left,NA,56,49,55,1
12/13/2018 1:43:44,28,3.65,3,1,0,0,Left,NA,57,49,56,2
12/13/2018 1:56:09,28,3.65,2,1,0,0,Left,NA,58,57,57,2
12/13/2018 1:56:49,28,3.64,4,1,0,0,Left,NA,59,57,58,3
12/13/2018 1:57:33,28,3.64,6,1,0,0,Left,NA,60,57,59,14
12/13/2018 1:58:13,28,3.65,3,1,0,0,Left,NA,61,57,60,2
12/13/2018 2:30:10,28,3.65,6,1,0,0,Left,NA,62,57,61,320
12/13/2018 2:31:27,28,3.64,7,1,0,0,Left,NA,63,59,62,2
12/13/2018 2:32:08,28,3.64,6,1,0,0,Left,NA,64,59,63,16
12/13/2018 2:35:55,28,3.64,4,1,0,0,Left,NA,65,59,64,121
12/13/2018 4:43:05,28,3.64,3,1,0,0,Left,NA,66,60,65,2
12/13/2018 4:43:33,28,3.64,2,1,0,0,Left,NA,67,60,66,3
12/13/2018 4:44:27,28,3.64,3,1,0,0,Left,NA,68,61,67,3
12/13/2018 4:45:18,28,3.64,3,1,0,0,Left,NA,69,61,68,2
12/13/2018 4:48:30,28,3.64,3,1,0,0,Left,NA,70,61,69,2
12/13/2018 4:48:55,28,3.64,4,1,0,0,Left,NA,71,61,70,2
12/13/2018 4:49:16,28,3.64,3,1,0,0,Left,NA,72,61,71,1
12/13/2018 4:49:36,28,3.64,3,1,0,0,Left,NA,73,61,72,2
12/13/2018 4:50:06,28,3.64,4,1,0,0,Left,NA,74,61,73,2
12/13/2018 4:50:30,28,3.64,2,1,0,0,Left,NA,75,61,74,3
12/13/2018 4:51:10,28,3.64,20,1,0,0,Left,NA,76,62,75,2
12/13/2018 4:51:52,28,3.64,20,1,0,0,Left,NA,77,62,76,2
12/13/2018 5:35:21,28,3.64,7,1,0,0,Left,NA,78,62,77,1821
12/13/2018 5:37:27,28,3.64,4,1,0,0,Left,NA,79,62,78,2
12/13/2018 5:53:50,28,3.64,3,1,0,0,Left,NA,80,63,79,2
12/13/2018 5:54:28,28,3.64,3,1,0,0,Left,NA,81,63,80,2
12/13/2018 6:37:50,28,3.64,3,1,0,0,Left,NA,82,63,81,2
12/13/2018 6:39:06,28,3.64,8,1,0,0,Left,NA,83,63,82,10
12/13/2018 6:39:46,28,3.64,7,1,0,0,Left,NA,84,63,83,11
12/13/2018 6:40:17,28,3.64,3,1,0,0,Left,NA,85,64,84,2
12/13/2018 6:46:54,28,3.64,3,1,0,0,Left,NA,86,64,85,3
12/13/2018 6:53:36,28,3.64,6,1,0,0,Left,NA,87,66,86,2
12/13/2018 7:07:26,28,3.64,4,1,0,0,Left,NA,88,66,87,2
12/13/2018 7:07:57,28,3.64,3,1,0,0,Left,NA,89,66,88,2
12/13/2018 7:27:11,28,3.64,6,1,0,0,Left,NA,90,66,89,1
12/13/2018 8:46:37,28,3.63,20,1,0,0,Left,NA,91,66,90,4
12/13/2018 8:47:33,28,3.63,5,1,0,0,Left,NA,92,66,91,2
12/13/2018 8:48:08,28,3.64,3,1,0,0,Left,NA,93,66,92,2
12/13/2018 8:48:45,28,3.64,5,1,0,0,Left,NA,94,66,93,5
12/13/2018 10:22:18,28,3.63,6,1,0,0,Left,NA,95,68,94,2
12/13/2018 10:23:05,28,3.63,5,1,0,0,Left,NA,96,68,95,11
12/13/2018 10:24:23,28,3.64,4,1,0,0,Left,NA,97,68,96,1
12/13/2018 10:24:45,28,3.64,3,1,0,0,Left,NA,98,68,97,2
12/13/2018 10:25:17,28,3.64,3,1,0,0,Left,NA,99,68,98,2
12/13/2018 10:26:13,28,3.63,7,1,0,0,Left,NA,100,68,99,11
12/13/2018 13:34:42,28,3.62,20,1,0,0,Left,NA,101,70,100,15
12/13/2018 13:36:28,28,3.62,20,1,0,0,Left,NA,102,71,101,2
12/13/2018 13:37:42,28,3.62,20,1,0,0,Left,NA,103,71,102,27
12/13/2018 13:39:14,28,3.62,20,1,0,0,Left,NA,104,71,103,13
12/13/2018 15:39:40,28,3.62,20,1,0,0,Left,NA,105,71,104,5
12/13/2018 15:40:38,28,3.62,7,1,0,0,Left,NA,106,71,105,8
12/13/2018 15:41:05,28,3.62,2,1,0,0,Left,NA,107,71,106,2
12/13/2018 15:41:25,28,3.62,5,1,0,0,Left,NA,108,71,107,1
12/13/2018 15:42:32,28,3.62,2,1,0,0,Left,NA,109,71,108,2
12/13/2018 16:45:30,28,3.62,6,1,0,0,Left,NA,110,72,109,4
