MM:DD:YYYY hh:mm:ss, Mouse, Battery_Voltage, MotorTurns, Session_Type, Event, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
5/9/2020 10:46:39,2,4.03,0,1,Poke,Left,1,0,0,nan
5/9/2020 10:56:56,2,4.03,1,1,Pellet,Left,1,0,1,612
5/9/2020 10:57:15,2,4.02,0,1,Poke,Left,2,0,1,nan
5/9/2020 10:57:20,2,4.03,1,1,Pellet,Left,2,0,2,2
5/9/2020 10:57:44,2,4.03,0,1,Poke,Left,3,0,2,nan
5/9/2020 11:02:42,2,4.02,1,1,Pellet,Left,3,0,3,295
5/9/2020 11:30:53,2,4.02,0,1,Poke,Left,4,0,3,nan
5/9/2020 11:30:58,2,4.02,1,1,Pellet,Left,4,0,4,2
5/9/2020 11:36:04,2,4.03,0,1,Poke,Left,5,0,4,nan
5/9/2020 11:36:18,2,4.03,2,1,Pellet,Left,5,0,5,9
5/9/2020 11:39:14,2,4.02,0,1,Poke,Left,5,1,5,nan
5/9/2020 11:39:16,2,4.03,0,1,Poke,Left,5,2,5,nan
5/9/2020 11:46:57,2,4.02,0,1,Poke,Left,6,2,5,nan
5/9/2020 11:47:02,2,4.03,1,1,Pellet,Left,6,2,6,2
5/9/2020 11:47:26,2,4.03,0,1,Poke,Left,7,2,6,nan
5/9/2020 11:47:31,2,4.02,1,1,Pellet,Left,7,2,7,2
5/9/2020 11:47:43,2,4.02,0,1,Poke,Left,8,2,7,nan
5/9/2020 11:47:48,2,4.02,1,1,Pellet,Left,8,2,8,2
5/9/2020 11:48:01,2,4.03,0,1,Poke,Left,8,3,8,nan
5/9/2020 12:06:41,2,4.03,0,1,Poke,Left,9,3,8,nan
5/9/2020 12:06:54,2,4.02,2,1,Pellet,Left,9,3,9,7
5/9/2020 12:07:10,2,4.02,0,1,Poke,Left,10,3,9,nan
5/9/2020 12:07:14,2,4.02,1,1,Pellet,Left,10,3,10,1
5/9/2020 12:09:47,2,4.02,0,1,Poke,Left,11,3,10,nan
5/9/2020 12:30:14,2,4.02,1,1,Pellet,Left,11,3,11,1224
5/9/2020 12:38:22,2,4.02,0,1,Poke,Left,12,3,11,nan
5/9/2020 12:38:34,2,4.02,2,1,Pellet,Left,12,3,12,7
5/9/2020 12:38:53,2,4.02,0,1,Poke,Left,13,3,12,nan
5/9/2020 12:39:05,2,4.02,1,1,Pellet,Left,13,3,13,8
