MM:DD:YYYY hh:mm:ss, Mouse, Battery_Voltage, MotorTurns, Session_Type, Event, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
5/10/2020 9:00,11,4.26,0,1,Poke,Left,1,0,0,nan
5/10/2020 14:26,11,4.22,1,1,Pellet,Left,1,0,1,32
5/10/2020 14:35,11,4.21,0,1,Poke,Left,2,0,1,nan
5/10/2020 14:36,11,4.21,1,1,Pellet,Left,2,0,2,39
5/10/2020 14:38,11,4.21,0,1,Poke,Left,2,1,2,nan
5/10/2020 14:38,11,4.21,0,1,Poke,Left,2,2,2,nan
5/10/2020 14:38,11,4.22,0,1,Poke,Left,2,3,2,nan
5/10/2020 14:43,11,4.22,0,1,Poke,Left,2,4,2,nan
5/10/2020 14:45,11,4.21,0,1,Poke,Left,3,4,2,nan
5/10/2020 14:45,11,4.22,1,1,Pellet,Left,3,4,3,7
5/10/2020 14:46,11,4.21,0,1,Poke,Left,4,4,3,nan
5/10/2020 14:46,11,4.21,1,1,Pellet,Left,4,4,4,1
5/10/2020 14:51,11,4.21,0,1,Poke,Left,4,5,4,nan
5/10/2020 14:51,11,4.21,0,1,Poke,Left,5,5,4,nan
5/10/2020 14:51,11,4.21,1,1,Pellet,Left,5,5,5,2
5/10/2020 14:52,11,4.21,0,1,Poke,Left,5,6,5,nan
5/10/2020 14:52,11,4.21,0,1,Poke,Left,5,7,5,nan
5/10/2020 14:52,11,4.22,0,1,Poke,Left,5,8,5,nan
5/10/2020 14:52,11,4.21,0,1,Poke,Left,5,9,5,nan
5/10/2020 14:54,11,4.22,0,1,Poke,Left,5,10,5,nan
5/10/2020 14:56,11,4.22,0,1,Poke,Left,5,11,5,nan
5/10/2020 14:57,11,4.21,0,1,Poke,Left,6,11,5,nan
5/10/2020 14:57,11,4.21,1,1,Pellet,Left,6,11,6,2
5/10/2020 14:57,11,4.21,0,1,Poke,Left,7,11,6,nan
5/10/2020 14:58,11,4.21,1,1,Pellet,Left,7,11,7,9
5/10/2020 14:58,11,4.2,0,1,Poke,Left,7,12,7,nan
5/10/2020 14:58,11,4.21,0,1,Poke,Left,8,12,7,nan
5/10/2020 14:58,11,4.21,1,1,Pellet,Left,8,12,8,1
5/10/2020 15:00,11,4.21,0,1,Poke,Left,8,13,8,nan
5/10/2020 15:00,11,4.21,0,1,Poke,Left,8,14,8,nan
