MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
2/9/2022 14:12:57,1.11.0,FR1,5,4.22,1,1,Left,Left,1,0,0,0,nan,nan,0.09
2/9/2022 14:13:10,1.11.0,FR1,5,4.22,1,1,Right,Left,1,1,0,0,nan,nan,0.06
2/9/2022 14:13:38,1.11.0,FR1,5,4.22,1,1,Left,Left,2,1,0,0,nan,nan,0.12
2/9/2022 14:14:13,1.11.0,FR1,5,4.22,1,1,Left,Left,3,1,0,0,nan,nan,0.19
2/9/2022 14:14:21,1.11.0,FR1,5,4.22,1,1,Right,Left,3,2,0,0,nan,nan,0.21
2/9/2022 14:17:07,1.11.0,FR1,5,4.22,1,1,Right,Left,3,3,0,0,nan,nan,0.37
2/9/2022 14:17:18,1.11.0,FR1,5,4.22,1,1,Left,Left,4,3,0,0,nan,nan,0.30
2/9/2022 14:20:07,1.11.0,FR1,5,4.22,1,1,Right,Left,4,4,0,0,nan,nan,0.05
2/9/2022 14:20:55,1.11.0,FR1,5,4.22,1,1,Right,Left,4,5,0,0,nan,nan,0.49
2/9/2022 14:20:57,1.11.0,FR1,5,4.22,1,1,Right,Left,4,6,0,0,nan,nan,0.19
2/9/2022 14:21:04,1.11.0,FR1,5,4.22,1,1,Left,Left,5,6,0,0,nan,nan,0.15
2/9/2022 14:21:12,1.11.0,FR1,5,4.22,1,1,Left,Left,6,6,0,0,nan,nan,0.63
2/9/2022 14:21:15,1.11.0,FR1,5,4.22,1,1,Right,Left,6,7,0,0,nan,nan,0.07
2/9/2022 14:21:16,1.11.0,FR1,5,4.22,1,1,Right,Left,6,8,0,0,nan,nan,0.23
2/9/2022 14:21:37,1.11.0,FR1,5,4.22,1,1,Left,Left,7,8,0,0,nan,nan,0.27
2/9/2022 14:21:51,1.11.0,FR1,5,4.22,1,1,Left,Left,8,8,0,0,nan,nan,0.05
2/9/2022 14:22:47,1.11.0,FR1,5,4.22,1,1,Right,Left,8,9,0,0,nan,nan,0.35
2/9/2022 14:23:03,1.11.0,FR1,5,4.22,1,1,Right,Left,8,10,0,0,nan,nan,0.09
2/9/2022 14:24:48,1.11.0,FR1,5,4.22,1,1,Left,Left,9,10,0,0,nan,nan,0.78
2/9/2022 14:25:06,1.11.0,FR1,5,4.22,1,1,Right,Left,9,11,0,0,nan,nan,0.54
2/9/2022 14:25:12,1.11.0,FR1,5,4.22,1,1,Left,Left,10,11,0,0,nan,nan,0.14
2/9/2022 14:25:24,1.11.0,FR1,5,4.22,1,1,Right,Left,10,12,0,0,nan,nan,0.04
2/9/2022 14:27:10,1.11.0,FR1,5,4.22,1,1,Right,Left,10,13,0,0,nan,nan,0.17
2/9/2022 14:27:39,1.11.0,FR1,5,4.22,1,1,Right,Left,10,14,0,0,nan,nan,0.09
2/9/2022 14:28:13,1.11.0,FR1,5,4.22,1,1,Left,Left,11,14,0,0,nan,nan,0.28
2/9/2022 14:28:20,1.11.0,FR1,5,4.22,1,1,Left,Left,12,14,0,0,nan,nan,0.13
2/9/2022 14:28:53,1.11.0,FR1,5,4.22,1,1,Left,Left,13,14,0,0,nan,nan,0.02
2/9/2022 14:29:01,1.11.0,FR1,5,4.22,1,1,Right,Left,13,15,0,0,nan,nan,0.02
2/9/2022 14:29:10,1.11.0,FR1,5,4.22,1,1,Left,Left,14,15,0,0,nan,nan,0.08
2/9/2022 14:29:19,1.11.0,FR1,5,4.21,1,1,Right,Left,14,16,0,0,nan,nan,0.23
2/9/2022 14:33:30,1.11.0,FR1,5,4.22,1,1,Left,Left,15,16,0,0,nan,nan,0.18
2/9/2022 14:34:06,1.11.0,FR1,5,4.22,1,1,Left,Left,16,16,0,0,nan,nan,0.11
2/9/2022 14:34:25,1.11.0,FR1,5,4.22,1,1,Left,Left,17,16,0,0,nan,nan,0.07
2/9/2022 14:34:34,1.11.0,FR1,5,4.22,1,1,Left,Left,18,16,0,0,nan,nan,0.02
2/9/2022 14:34:40,1.11.0,FR1,5,4.22,1,1,Left,Left,19,16,0,0,nan,nan,0.07
2/9/2022 14:34:43,1.11.0,FR1,5,4.22,1,1,Right,Left,19,17,0,0,nan,nan,0.00
2/9/2022 14:34:52,1.11.0,FR1,5,4.22,1,1,Left,Left,20,17,0,0,nan,nan,0.20
2/9/2022 14:35:08,1.11.0,FR1,5,4.22,1,1,Left,Left,21,17,0,0,nan,nan,0.62
2/9/2022 14:35:11,1.11.0,FR1,5,4.22,1,1,Right,Left,21,18,0,0,nan,nan,0.00
2/9/2022 14:35:39,1.11.0,FR1,5,4.22,1,1,Left,Left,22,18,0,0,nan,nan,0.15
2/9/2022 14:39:36,1.11.0,FR1,5,4.21,1,1,Left,Left,23,18,0,0,nan,nan,0.06
2/9/2022 14:39:53,1.11.0,FR1,5,4.22,1,1,Left,Left,24,18,0,0,nan,nan,0.04
2/9/2022 14:39:56,1.11.0,FR1,5,4.22,1,1,Right,Left,24,19,0,0,nan,nan,0.00
2/9/2022 14:40:10,1.11.0,FR1,5,4.22,1,1,Left,Left,25,19,0,0,nan,nan,0.29
2/9/2022 14:43:02,1.11.0,FR1,5,4.22,1,1,Left,Left,26,19,0,0,nan,nan,0.14
2/9/2022 14:45:12,1.11.0,FR1,5,4.22,1,1,Left,Left,27,19,0,0,nan,nan,0.16
2/9/2022 14:45:15,1.11.0,FR1,5,4.22,1,1,Right,Left,27,20,0,0,nan,nan,0.00
2/9/2022 14:45:18,1.11.0,FR1,5,4.22,1,1,Left,Left,28,20,0,0,nan,nan,0.11
2/9/2022 14:46:54,1.11.0,FR1,5,4.22,1,1,Right,Left,28,21,0,0,nan,nan,0.07
2/9/2022 14:48:36,1.11.0,FR1,5,4.22,1,1,Left,Left,29,21,0,0,nan,nan,0.01
2/9/2022 14:49:52,1.11.0,FR1,5,4.22,1,1,Right,Left,29,22,0,0,nan,nan,0.23
2/9/2022 14:50:19,1.11.0,FR1,5,4.22,1,1,Left,Left,30,22,0,0,nan,nan,0.00
2/9/2022 14:54:02,1.11.0,FR1,5,4.22,1,1,Right,Left,30,23,0,0,nan,nan,0.09
2/9/2022 14:54:15,1.11.0,FR1,5,4.22,1,1,Right,Left,30,24,0,0,nan,nan,0.28
