MM:DD:YYYY hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Warning_Stim, Aversive_Stim, Active_Poke, Reward_Prob, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
11/23/2018 11:25:19,21,4.03,3,1,0,0,Left,NA,1,2,1,44
11/23/2018 11:29:11,21,4.03,4,1,0,0,Left,NA,2,2,2,8
11/23/2018 11:33:06,21,4.03,2,1,0,0,Left,NA,3,3,3,15
11/23/2018 11:43:46,21,4.03,3,1,0,0,Left,NA,4,4,4,51
11/23/2018 11:45:15,21,4.04,4,1,0,0,Left,NA,5,4,5,48
11/23/2018 11:55:31,21,4.03,2,1,0,0,Left,NA,6,5,6,2
11/23/2018 11:58:51,21,4.03,3,1,0,0,Left,NA,7,9,7,21
11/23/2018 12:16:51,21,4.03,2,1,0,0,Left,NA,8,10,8,29
11/23/2018 12:17:56,21,4.03,3,1,0,0,Left,NA,9,10,9,24
11/23/2018 12:29:33,21,4.03,4,1,0,0,Left,NA,10,10,10,204
11/23/2018 12:34:20,21,4.03,3,1,0,0,Left,NA,11,10,11,3
11/23/2018 12:39:36,21,4.03,3,1,0,0,Left,NA,12,10,12,3
11/23/2018 12:41:13,21,4.04,3,1,0,0,Left,NA,13,10,13,59
11/23/2018 13:28:40,21,4.03,6,1,0,0,Left,NA,14,12,14,428
11/23/2018 13:35:21,21,4.03,3,1,0,0,Left,NA,15,13,15,4
11/23/2018 13:36:27,21,4.03,3,1,0,0,Left,NA,17,13,16,2
11/23/2018 13:37:46,21,4.03,2,1,0,0,Left,NA,18,13,17,5
11/23/2018 13:56:14,21,4.02,2,1,0,0,Left,NA,19,15,18,48
11/23/2018 14:22:46,21,4.02,6,1,0,0,Left,NA,20,15,19,13
11/23/2018 14:28:37,21,4.02,3,1,0,0,Left,NA,21,15,20,29
11/23/2018 14:49:46,21,4.02,3,1,0,0,Left,NA,22,17,21,9
11/23/2018 14:55:46,21,4.02,3,1,0,0,Left,NA,24,18,22,2
11/23/2018 16:48:42,21,4.00,3,1,0,0,Left,NA,25,31,23,4
11/23/2018 16:49:39,21,4.01,3,1,0,0,Left,NA,26,31,24,3
11/23/2018 16:51:19,21,4.01,2,1,0,0,Left,NA,27,32,25,4
11/23/2018 16:52:00,21,4.00,3,1,0,0,Left,NA,28,32,26,2
11/23/2018 16:52:47,21,4.01,2,1,0,0,Left,NA,29,32,27,2
11/23/2018 16:53:35,21,4.01,2,1,0,0,Left,NA,30,33,28,2
11/23/2018 16:54:54,21,4.02,4,1,0,0,Left,NA,31,34,29,28
11/23/2018 16:55:06,21,4.01,3,1,0,0,Left,NA,32,34,30,2
11/23/2018 16:55:59,21,4.02,2,1,0,0,Left,NA,33,34,31,2
11/23/2018 16:56:23,21,4.01,2,1,0,0,Left,NA,34,34,32,2
11/23/2018 16:57:56,21,4.01,4,1,0,0,Left,NA,35,34,33,3
11/23/2018 16:58:48,21,4.01,2,1,0,0,Left,NA,36,34,34,2
11/23/2018 17:14:34,21,4.00,3,1,0,0,Left,NA,37,35,35,119
11/23/2018 17:15:38,21,4.01,3,1,0,0,Left,NA,38,35,36,3
11/23/2018 17:16:22,21,4.01,3,1,0,0,Left,NA,39,35,37,3
11/23/2018 17:17:10,21,4.00,3,1,0,0,Left,NA,41,35,38,2
11/23/2018 17:18:15,21,4.01,2,1,0,0,Left,NA,42,35,39,3
11/23/2018 17:29:13,21,4.01,3,1,0,0,Left,NA,43,35,40,7
11/23/2018 17:40:12,21,4.00,2,1,0,0,Left,NA,44,38,41,2
11/23/2018 17:40:57,21,4.00,4,1,0,0,Left,NA,45,38,42,2
11/23/2018 17:41:27,21,4.01,2,1,0,0,Left,NA,46,38,43,2
11/23/2018 17:42:17,21,4.00,2,1,0,0,Left,NA,47,38,44,2
11/23/2018 17:42:48,21,4.01,3,1,0,0,Left,NA,48,38,45,1
11/23/2018 18:23:01,21,4.00,3,1,0,0,Left,NA,49,38,46,3
11/23/2018 18:37:38,21,4.00,3,1,0,0,Left,NA,51,38,47,2
11/23/2018 18:38:19,21,4.00,4,1,0,0,Left,NA,52,38,48,1
11/23/2018 18:39:07,21,4.00,7,1,0,0,Left,NA,53,38,49,16
11/23/2018 18:39:53,21,4.00,2,1,0,0,Left,NA,54,38,50,3
11/23/2018 18:43:46,21,4.00,6,1,0,0,Left,NA,56,39,51,177
11/23/2018 20:18:28,21,3.99,3,1,0,0,Left,NA,57,39,52,245
11/23/2018 20:19:16,21,3.98,4,1,0,0,Left,NA,58,39,53,5
11/23/2018 20:20:00,21,3.99,7,1,0,0,Left,NA,59,39,54,2
11/23/2018 21:06:58,21,3.99,3,1,0,0,Left,NA,60,39,55,2
11/23/2018 21:07:30,21,3.99,2,1,0,0,Left,NA,61,39,56,8
11/23/2018 21:08:08,21,3.99,3,1,0,0,Left,NA,62,39,57,3
11/23/2018 21:08:44,21,3.99,3,1,0,0,Left,NA,63,39,58,3
11/23/2018 21:09:18,21,3.99,2,1,0,0,Left,NA,64,41,59,3
11/23/2018 21:09:38,21,3.99,3,1,0,0,Left,NA,65,41,60,1
11/23/2018 21:09:58,21,3.99,2,1,0,0,Left,NA,66,41,61,3
11/23/2018 21:10:20,21,3.98,3,1,0,0,Left,NA,67,41,62,2
11/23/2018 21:10:42,21,3.99,2,1,0,0,Left,NA,68,41,63,2
11/23/2018 21:13:06,21,3.99,3,1,0,0,Left,NA,69,41,64,2
11/23/2018 21:14:32,21,3.99,2,1,0,0,Left,NA,70,41,65,62
11/23/2018 21:29:41,21,3.98,3,1,0,0,Left,NA,71,41,66,25
11/23/2018 21:30:16,21,3.98,5,1,0,0,Left,NA,72,41,67,19
11/23/2018 21:30:59,21,3.98,3,1,0,0,Left,NA,73,41,68,2
11/23/2018 22:20:36,21,3.98,3,1,0,0,Left,NA,74,41,69,2948
11/23/2018 23:37:02,21,3.98,2,1,0,0,Left,NA,75,41,70,14
11/24/2018 0:01:37,21,3.98,3,1,0,0,Left,NA,76,41,71,-85519
11/24/2018 0:33:18,21,3.97,3,1,0,0,Left,NA,77,41,72,29
11/24/2018 0:34:09,21,3.97,3,1,0,0,Left,NA,78,41,73,3
11/24/2018 0:56:33,21,3.97,3,1,0,0,Left,NA,79,41,74,1327
11/24/2018 0:57:02,21,3.97,3,1,0,0,Left,NA,80,41,75,3
11/24/2018 1:13:17,21,3.97,2,1,0,0,Left,NA,81,41,76,2
11/24/2018 1:13:59,21,3.96,6,1,0,0,Left,NA,82,41,77,7
11/24/2018 1:14:36,21,3.96,2,1,0,0,Left,NA,83,41,78,1
11/24/2018 1:15:23,21,3.96,6,1,0,0,Left,NA,84,41,79,13
11/24/2018 1:26:01,21,3.97,6,1,0,0,Left,NA,85,41,80,11
11/24/2018 2:10:50,21,3.96,4,1,0,0,Left,NA,86,41,81,2
11/24/2018 2:11:13,21,3.96,2,1,0,0,Left,NA,87,41,82,1
11/24/2018 2:11:38,21,3.96,3,1,0,0,Left,NA,88,41,83,2
11/24/2018 2:12:19,21,3.96,3,1,0,0,Left,NA,89,41,84,25
11/24/2018 2:52:19,21,3.96,2,1,0,0,Left,NA,90,43,85,8
11/24/2018 2:58:50,21,3.96,3,1,0,0,Left,NA,91,44,86,103
11/24/2018 2:59:39,21,3.96,3,1,0,0,Left,NA,92,44,87,3
11/24/2018 3:00:04,21,3.96,3,1,0,0,Left,NA,94,44,88,1
11/24/2018 3:10:20,21,3.96,3,1,0,0,Left,NA,95,44,89,36
11/24/2018 3:35:11,21,3.96,3,1,0,0,Left,NA,96,45,90,2
11/24/2018 3:35:38,21,3.95,2,1,0,0,Left,NA,97,45,91,1
11/24/2018 3:36:04,21,3.95,3,1,0,0,Left,NA,98,45,92,2
11/24/2018 3:57:01,21,3.95,2,1,0,0,Left,NA,99,45,93,594
11/24/2018 4:31:10,21,3.95,7,1,0,0,Left,NA,100,45,94,1994
11/24/2018 4:43:25,21,3.95,2,1,0,0,Left,NA,101,45,95,87
11/24/2018 4:44:00,21,3.94,7,1,0,0,Left,NA,102,45,96,7
11/24/2018 4:44:34,21,3.95,5,1,0,0,Left,NA,103,45,97,6
11/24/2018 4:45:00,21,3.95,2,1,0,0,Left,NA,104,45,98,3
11/24/2018 6:42:30,21,3.94,2,1,0,0,Left,NA,105,46,99,2
11/24/2018 6:43:16,21,3.94,3,1,0,0,Left,NA,106,46,100,2
11/24/2018 6:43:43,21,3.94,2,1,0,0,Left,NA,107,46,101,2
11/24/2018 6:45:02,21,3.94,2,1,0,0,Left,NA,108,46,102,2
11/24/2018 6:45:39,21,3.94,3,1,0,0,Left,NA,109,46,103,2
11/24/2018 6:46:16,21,3.94,3,1,0,0,Left,NA,110,46,104,1
11/24/2018 6:52:12,21,3.94,5,1,0,0,Left,NA,111,46,105,11
11/24/2018 6:52:42,21,3.94,3,1,0,0,Left,NA,112,46,106,2
11/24/2018 8:42:37,21,3.94,2,1,0,0,Left,NA,113,46,107,2
11/24/2018 8:43:09,21,3.93,3,1,0,0,Left,NA,114,46,108,3
11/24/2018 8:43:45,21,3.93,3,1,0,0,Left,NA,115,46,109,1
11/24/2018 8:44:30,21,3.93,2,1,0,0,Left,NA,116,46,110,1
11/24/2018 8:44:49,21,3.94,3,1,0,0,Left,NA,117,46,111,2
11/24/2018 8:45:31,21,3.93,7,1,0,0,Left,NA,118,46,112,7
11/24/2018 8:45:52,21,3.94,2,1,0,0,Left,NA,119,46,113,1
11/24/2018 8:46:15,21,3.93,4,1,0,0,Left,NA,120,46,114,2
11/24/2018 10:55:21,21,3.93,2,1,0,0,Left,NA,121,46,115,1
11/24/2018 10:55:46,21,3.93,3,1,0,0,Left,NA,122,46,116,2
11/24/2018 10:56:44,21,3.92,20,1,0,0,Left,NA,123,46,117,14
11/24/2018 10:59:58,21,3.93,2,1,0,0,Left,NA,124,46,118,2
11/24/2018 11:00:24,21,3.92,3,1,0,0,Left,NA,125,46,119,1
11/24/2018 13:11:13,21,3.91,2,1,0,0,Left,NA,126,47,120,2
11/24/2018 13:11:41,21,3.91,2,1,0,0,Left,NA,127,47,121,1
11/24/2018 13:12:03,21,3.91,3,1,0,0,Left,NA,128,47,122,1
11/24/2018 13:12:44,21,3.91,8,1,0,0,Left,NA,129,47,123,4
11/24/2018 13:13:32,21,3.92,5,1,0,0,Left,NA,130,47,124,2
11/24/2018 13:14:17,21,3.92,3,1,0,0,Left,NA,131,47,125,6
