MM:DD:YYYY hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Warning_Stim, Aversive_Stim, Active_Poke, Reward_Prob, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
12/11/2018 22:38:35,14,4.10,2,1,0,0,Left,NA,1,2,1,2
12/11/2018 22:43:51,14,4.09,7,1,0,0,Left,NA,2,6,2,11
12/11/2018 22:50:33,14,4.09,6,1,0,0,Left,NA,3,6,3,223
12/11/2018 23:02:15,14,4.09,20,1,0,0,Left,NA,4,10,4,9
12/11/2018 23:35:59,14,4.09,20,1,0,0,Left,NA,5,16,5,43
12/12/2018 0:29:52,14,4.09,3,1,0,0,Left,NA,6,20,6,17
12/12/2018 1:04:42,14,4.09,9,1,0,0,Left,NA,7,29,7,14
12/12/2018 1:55:05,14,4.08,6,1,0,0,Left,NA,8,46,8,56
12/12/2018 6:17:21,14,4.07,2,1,0,0,Left,NA,9,87,9,11
12/12/2018 7:09:43,14,4.07,3,1,0,0,Left,NA,10,126,10,11
12/12/2018 14:36:58,14,4.03,3,1,0,0,Left,NA,11,148,11,9
