MM:DD:YYYY hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Warning_Stim, Aversive_Stim, Active_Poke, Reward_Prob, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
12/13/2018 6:29:30,32,3.62,3,1,0,0,Left,NA,87,73,85,1
12/13/2018 6:30:52,32,3.63,4,1,0,0,Left,NA,88,73,86,30
12/13/2018 6:31:30,32,3.62,8,1,0,0,Left,NA,89,73,87,2
12/13/2018 6:32:47,32,3.62,3,1,0,0,Left,NA,90,73,88,3
12/13/2018 7:05:29,32,3.62,3,1,0,0,Left,NA,91,73,89,1355
12/13/2018 10:29:39,32,3.62,2,1,0,0,Left,NA,92,74,90,2
12/13/2018 10:30:51,32,3.62,2,1,0,0,Left,NA,93,74,91,2
12/13/2018 10:36:34,32,3.62,4,1,0,0,Left,NA,94,78,92,1
12/13/2018 10:37:17,32,3.62,2,1,0,0,Left,NA,95,78,93,2
12/13/2018 10:38:05,32,3.62,3,1,0,0,Left,NA,96,78,94,1
12/13/2018 10:38:33,32,3.62,3,1,0,0,Left,NA,97,78,95,1
12/13/2018 10:40:01,32,3.62,3,1,0,0,Left,NA,98,78,96,2
12/13/2018 10:52:42,32,3.62,3,1,0,0,Left,NA,99,78,97,3
12/13/2018 12:14:41,32,3.62,5,1,0,0,Left,NA,100,79,98,1
12/13/2018 12:15:26,32,3.62,3,1,0,0,Left,NA,101,79,99,1
12/13/2018 12:16:09,32,3.62,3,1,0,0,Left,NA,102,79,100,3
12/13/2018 12:18:18,32,3.62,3,1,0,0,Left,NA,103,79,101,2
12/13/2018 13:40:26,32,3.62,3,1,0,0,Left,NA,104,82,102,2
12/13/2018 13:40:49,32,3.62,2,1,0,0,Left,NA,105,82,103,2
12/13/2018 13:41:37,32,3.61,3,1,0,0,Left,NA,106,82,104,2
12/13/2018 13:42:12,32,3.61,2,1,0,0,Left,NA,107,82,105,2
12/13/2018 13:42:45,32,3.61,3,1,0,0,Left,NA,108,82,106,2
12/13/2018 13:43:47,32,3.61,20,1,0,0,Left,NA,109,82,107,3
12/13/2018 15:14:49,32,3.61,4,1,0,0,Left,NA,110,82,108,2
12/13/2018 15:15:41,32,3.60,3,1,0,0,Left,NA,111,82,109,1
12/13/2018 15:16:30,32,3.61,2,1,0,0,Left,NA,112,82,110,2
12/13/2018 15:34:28,32,3.61,8,1,0,0,Left,NA,113,82,111,2
12/13/2018 15:39:06,32,3.61,3,1,0,0,Left,NA,114,82,112,2
12/13/2018 16:52:08,32,3.61,3,1,0,0,Left,NA,115,86,113,4
12/13/2018 16:52:46,32,3.61,2,1,0,0,Left,NA,116,86,114,2
12/13/2018 16:53:45,32,3.61,4,1,0,0,Left,NA,117,86,115,7
12/13/2018 16:54:12,32,3.60,21,1,0,0,Left,NA,118,86,116,2
