MM:DD:YYYY hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Warning_Stim, Aversive_Stim, Active_Poke, Reward_Prob, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
12/12/2018 14:53:09,32,3.65,4,1,0,0,Left,NA,1,0,1,195
12/12/2018 15:21:13,32,3.65,3,1,0,0,Left,NA,2,19,2,8
12/12/2018 15:43:08,32,3.65,3,1,0,0,Left,NA,3,25,3,5
12/12/2018 15:57:16,32,3.65,3,1,0,0,Left,NA,4,27,4,2
12/12/2018 16:09:53,32,3.65,3,1,0,0,Left,NA,5,27,5,66
12/12/2018 16:24:46,32,3.65,6,1,0,0,Left,NA,6,41,6,10
12/12/2018 16:28:26,32,3.65,6,1,0,0,Left,NA,7,41,7,19
12/12/2018 16:58:05,32,3.64,3,1,0,0,Left,NA,8,43,8,8
12/12/2018 17:42:04,32,3.65,3,1,0,0,Left,NA,9,45,9,137
12/12/2018 17:43:00,32,3.64,2,1,0,0,Left,NA,10,45,10,5
12/12/2018 18:52:07,32,3.64,5,1,0,0,Left,NA,11,46,11,3012
12/12/2018 18:53:08,32,3.64,3,1,0,0,Left,NA,12,46,12,14
12/12/2018 18:56:01,32,3.64,6,1,0,0,Left,NA,13,47,13,23
12/12/2018 19:01:52,32,3.64,3,1,0,0,Left,NA,14,47,14,4
12/12/2018 19:02:55,32,3.64,2,1,0,0,Left,NA,15,47,15,4
12/12/2018 19:22:24,32,3.64,20,1,0,0,Left,NA,16,50,16,2
12/12/2018 20:00:26,32,3.64,7,1,0,0,Left,NA,18,50,17,39
12/12/2018 20:01:26,32,3.64,3,1,0,0,Left,NA,19,51,18,8
12/12/2018 20:02:25,32,3.64,7,1,0,0,Left,NA,20,52,19,2
12/12/2018 20:03:59,32,3.64,2,1,0,0,Left,NA,21,55,20,1
12/12/2018 20:04:36,32,3.64,4,1,0,0,Left,NA,22,55,21,2
12/12/2018 20:05:41,32,3.64,20,1,0,0,Left,NA,23,55,22,2
12/12/2018 20:06:57,32,3.64,6,1,0,0,Left,NA,24,55,23,7
12/12/2018 20:16:07,32,3.64,20,1,0,0,Left,NA,25,56,24,2
12/12/2018 20:19:41,32,3.64,7,1,0,0,Left,NA,26,57,25,2
12/12/2018 20:20:54,32,3.64,20,1,0,0,Left,NA,27,57,26,7
12/12/2018 20:22:14,32,3.64,5,1,0,0,Left,NA,28,57,27,2
12/12/2018 20:24:45,32,3.63,20,1,0,0,Left,NA,29,57,28,14
12/12/2018 20:44:20,32,3.64,6,1,0,0,Left,NA,30,58,29,3
12/12/2018 20:44:58,32,3.64,3,1,0,0,Left,NA,31,58,30,2
12/12/2018 21:21:08,32,3.64,2,1,0,0,Left,NA,32,58,31,1454
12/12/2018 21:37:05,32,3.64,4,1,0,0,Left,NA,33,58,32,4
12/12/2018 21:37:58,32,3.64,3,1,0,0,Left,NA,34,58,33,19
12/12/2018 21:39:06,32,3.64,3,1,0,0,Left,NA,35,59,34,2
12/12/2018 21:51:09,32,3.64,2,1,0,0,Left,NA,36,59,35,3
12/12/2018 21:51:39,32,3.64,3,1,0,0,Left,NA,37,59,36,2
12/12/2018 21:53:19,32,3.64,6,1,0,0,Left,NA,38,61,37,22
12/12/2018 21:54:13,32,3.64,7,1,0,0,Left,NA,39,61,38,6
12/12/2018 21:54:53,32,3.64,2,1,0,0,Left,NA,40,61,39,6
12/12/2018 22:39:42,32,3.64,3,1,0,0,Left,NA,41,61,40,2662
12/12/2018 22:41:41,32,3.64,2,1,0,0,Left,NA,42,61,41,3
12/12/2018 23:01:47,32,3.64,3,1,0,0,Left,NA,43,61,42,4
12/12/2018 23:02:32,32,3.64,2,1,0,0,Left,NA,44,61,43,4
12/13/2018 0:18:00,32,3.63,3,1,0,0,Left,NA,45,61,44,2
12/13/2018 0:18:48,32,3.64,6,1,0,0,Left,NA,46,61,45,10
12/13/2018 0:19:43,32,3.64,2,1,0,0,Left,NA,47,61,46,2
12/13/2018 0:20:36,32,3.64,4,1,0,0,Left,NA,48,61,47,2
12/13/2018 0:21:16,32,3.64,3,1,0,0,Left,NA,49,61,48,2
12/13/2018 0:22:17,32,3.63,3,1,0,0,Left,NA,50,61,49,1
12/13/2018 0:23:04,32,3.64,3,1,0,0,Left,NA,51,61,50,2
12/13/2018 0:53:53,32,3.63,3,1,0,0,Left,NA,52,63,51,2
12/13/2018 0:54:27,32,3.64,6,1,0,0,Left,NA,53,63,52,9
12/13/2018 0:54:57,32,3.63,2,1,0,0,Left,NA,54,63,53,3
12/13/2018 0:55:40,32,3.63,6,1,0,0,Left,NA,55,63,54,5
12/13/2018 1:56:24,32,3.64,7,1,0,0,Left,NA,56,65,55,3
12/13/2018 1:57:19,32,3.63,3,1,0,0,Left,NA,57,65,56,15
12/13/2018 1:57:45,32,3.63,2,1,0,0,Left,NA,58,65,57,2
12/13/2018 2:01:41,32,3.63,6,1,0,0,Left,NA,60,65,58,168
12/13/2018 2:55:27,32,3.63,2,1,0,0,Left,NA,61,66,59,2
12/13/2018 3:03:21,32,3.63,3,1,0,0,Left,NA,62,66,60,464
12/13/2018 3:04:37,32,3.64,2,1,0,0,Left,NA,63,66,61,2
12/13/2018 4:18:32,32,3.62,4,1,0,0,Left,NA,64,67,62,1
12/13/2018 4:19:00,32,3.63,2,1,0,0,Left,NA,65,67,63,2
12/13/2018 4:19:39,32,3.62,3,1,0,0,Left,NA,66,69,64,2
12/13/2018 4:20:05,32,3.63,3,1,0,0,Left,NA,67,69,65,3
12/13/2018 4:20:33,32,3.63,3,1,0,0,Left,NA,68,69,66,2
12/13/2018 4:21:07,32,3.63,3,1,0,0,Left,NA,69,70,67,3
12/13/2018 4:21:20,32,3.63,2,1,0,0,Left,NA,70,70,68,2
12/13/2018 4:22:34,32,3.63,2,1,0,0,Left,NA,71,70,69,2
12/13/2018 4:33:52,32,3.63,4,1,0,0,Left,NA,72,70,70,2
12/13/2018 4:54:40,32,3.63,2,1,0,0,Left,NA,73,70,71,108
12/13/2018 4:55:43,32,3.63,3,1,0,0,Left,NA,74,70,72,3
12/13/2018 5:09:12,32,3.62,7,1,0,0,Left,NA,75,72,73,2
12/13/2018 5:11:30,32,3.63,3,1,0,0,Left,NA,76,73,74,2
12/13/2018 5:12:30,32,3.63,5,1,0,0,Left,NA,77,73,75,18
12/13/2018 5:14:15,32,3.62,3,1,0,0,Left,NA,78,73,76,29
12/13/2018 5:14:48,32,3.63,2,1,0,0,Left,NA,79,73,77,3
12/13/2018 5:17:26,32,3.63,3,1,0,0,Left,NA,80,73,78,3
12/13/2018 5:24:53,32,3.63,6,1,0,0,Left,NA,81,73,79,286
12/13/2018 5:31:58,32,3.63,6,1,0,0,Left,NA,82,73,80,4
12/13/2018 5:55:16,32,3.62,2,1,0,0,Left,NA,83,73,81,21
12/13/2018 6:18:00,32,3.62,3,1,0,0,Left,NA,84,73,82,88
12/13/2018 6:28:31,32,3.63,7,1,0,0,Left,NA,85,73,83,3
12/13/2018 6:29:04,32,3.62,3,1,0,0,Left,NA,86,73,84,3
