,MM:DD:YYYY hh:mm:ss,Device_Number,Battery_Voltage,Motor_Turns,Target_Sequence,Mouse_Sequence,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,filename,RelativeTime,Errors
729,2019-09-24 14:27:39,0,4.22,0,R,NaN,12,16,15,0,g_8_FED000_092419_02.CSV,0 days 00:30:51,1.0
730,2019-09-24 14:28:00,0,4.22,0,R,NaN,12,17,16,0,g_8_FED000_092419_02.CSV,0 days 00:31:12,1.0
731,2019-09-24 14:29:55,0,4.22,0,R,NaN,12,18,17,0,g_8_FED000_092419_02.CSV,0 days 00:33:07,1.0
732,2019-09-24 14:29:59,0,4.22,0,R,NaN,12,19,18,0,g_8_FED000_092419_02.CSV,0 days 00:33:11,1.0
733,2019-09-24 14:30:03,0,4.22,0,R,NaN,12,20,19,0,g_8_FED000_092419_02.CSV,0 days 00:33:15,1.0
734,2019-09-24 14:30:05,0,4.22,0,R,NaN,12,21,20,0,g_8_FED000_092419_02.CSV,0 days 00:33:17,1.0
735,2019-09-24 14:30:24,0,4.22,0,R,NaN,12,22,21,0,g_8_FED000_092419_02.CSV,0 days 00:33:36,1.0
736,2019-09-24 14:30:29,0,4.22,0,R,NaN,12,23,22,0,g_8_FED000_092419_02.CSV,0 days 00:33:41,1.0
737,2019-09-24 14:30:51,0,4.22,0,R,NaN,12,24,23,0,g_8_FED000_092419_02.CSV,0 days 00:34:03,1.0
738,2019-09-24 14:31:05,0,4.22,0,R,NaN,12,25,24,0,g_8_FED000_092419_02.CSV,0 days 00:34:17,1.0
739,2019-09-24 14:31:15,0,4.22,0,R,NaN,12,26,25,0,g_8_FED000_092419_02.CSV,0 days 00:34:27,1.0
740,2019-09-24 14:31:46,0,4.22,0,R,NaN,13,26,26,0,g_8_FED000_092419_02.CSV,0 days 00:34:58,0.0
741,2019-09-24 14:32:23,0,4.22,0,R,NaN,14,26,26,0,g_8_FED000_092419_02.CSV,0 days 00:35:35,0.0
742,2019-09-24 14:32:57,0,4.22,0,R,NaN,14,27,26,0,g_8_FED000_092419_02.CSV,0 days 00:36:09,1.0
743,2019-09-24 14:33:02,0,4.22,0,R,NaN,14,28,27,0,g_8_FED000_092419_02.CSV,0 days 00:36:14,1.0
744,2019-09-24 14:33:08,0,4.22,0,R,NaN,14,29,28,0,g_8_FED000_092419_02.CSV,0 days 00:36:20,1.0
745,2019-09-24 14:33:33,0,4.22,0,R,NaN,14,30,29,0,g_8_FED000_092419_02.CSV,0 days 00:36:45,1.0
746,2019-09-24 14:33:40,0,4.22,0,R,NaN,14,31,30,0,g_8_FED000_092419_02.CSV,0 days 00:36:52,1.0
747,2019-09-24 14:33:45,0,4.22,0,R,NaN,14,32,31,0,g_8_FED000_092419_02.CSV,0 days 00:36:57,1.0
748,2019-09-24 14:33:59,0,4.22,0,R,NaN,14,33,32,0,g_8_FED000_092419_02.CSV,0 days 00:37:11,1.0
749,2019-09-24 14:34:09,0,4.22,0,R,NaN,14,34,33,0,g_8_FED000_092419_02.CSV,0 days 00:37:21,1.0
750,2019-09-24 14:34:35,0,4.22,0,R,NaN,14,35,34,0,g_8_FED000_092419_02.CSV,0 days 00:37:47,1.0
751,2019-09-24 14:34:40,0,4.22,0,R,NaN,14,36,35,0,g_8_FED000_092419_02.CSV,0 days 00:37:52,1.0
752,2019-09-24 14:35:25,0,4.22,0,R,NaN,14,37,36,0,g_8_FED000_092419_02.CSV,0 days 00:38:37,1.0
753,2019-09-24 14:35:30,0,4.22,0,R,NaN,14,38,37,0,g_8_FED000_092419_02.CSV,0 days 00:38:42,1.0
754,2019-09-24 14:35:49,0,4.22,0,R,NaN,15,38,38,0,g_8_FED000_092419_02.CSV,0 days 00:39:01,0.0
755,2019-09-24 14:36:38,0,4.22,0,R,NaN,15,39,38,0,g_8_FED000_092419_02.CSV,0 days 00:39:50,1.0
756,2019-09-24 14:37:07,0,4.22,0,R,NaN,15,40,39,0,g_8_FED000_092419_02.CSV,0 days 00:40:19,1.0
757,2019-09-24 14:37:27,0,4.22,0,R,NaN,15,41,40,0,g_8_FED000_092419_02.CSV,0 days 00:40:39,1.0
758,2019-09-24 14:37:33,0,4.22,0,R,NaN,15,42,41,0,g_8_FED000_092419_02.CSV,0 days 00:40:45,1.0
759,2019-09-24 14:37:49,0,4.22,0,R,NaN,15,43,42,0,g_8_FED000_092419_02.CSV,0 days 00:41:01,1.0
760,2019-09-24 14:38:09,0,4.22,0,R,NaN,15,44,43,0,g_8_FED000_092419_02.CSV,0 days 00:41:21,1.0
761,2019-09-24 14:38:45,0,4.22,0,R,NaN,15,45,44,0,g_8_FED000_092419_02.CSV,0 days 00:41:57,1.0
762,2019-09-24 14:39:21,0,4.22,0,R,NaN,15,46,45,0,g_8_FED000_092419_02.CSV,0 days 00:42:33,1.0
763,2019-09-24 14:39:38,0,4.22,0,R,NaN,15,47,46,0,g_8_FED000_092419_02.CSV,0 days 00:42:50,1.0
764,2019-09-24 14:39:46,0,4.22,0,R,NaN,15,48,47,0,g_8_FED000_092419_02.CSV,0 days 00:42:58,1.0
765,2019-09-24 14:40:00,0,4.22,0,R,NaN,15,49,48,0,g_8_FED000_092419_02.CSV,0 days 00:43:12,1.0
766,2019-09-24 14:40:17,0,4.22,0,R,NaN,15,50,49,0,g_8_FED000_092419_02.CSV,0 days 00:43:29,1.0
767,2019-09-24 14:42:16,0,4.22,0,R,NaN,15,51,50,0,g_8_FED000_092419_02.CSV,0 days 00:45:28,1.0
768,2019-09-24 14:42:21,0,4.22,0,R,NaN,15,52,51,0,g_8_FED000_092419_02.CSV,0 days 00:45:33,1.0
769,2019-09-24 14:42:27,0,4.22,0,R,NaN,15,53,52,0,g_8_FED000_092419_02.CSV,0 days 00:45:39,1.0
770,2019-09-24 14:42:31,0,4.22,0,R,NaN,15,54,53,0,g_8_FED000_092419_02.CSV,0 days 00:45:43,1.0
771,2019-09-24 14:42:36,0,4.22,0,R,NaN,15,55,54,0,g_8_FED000_092419_02.CSV,0 days 00:45:48,1.0
772,2019-09-24 14:42:53,0,4.22,0,R,NaN,15,56,55,0,g_8_FED000_092419_02.CSV,0 days 00:46:05,1.0
773,2019-09-24 14:43:00,0,4.22,0,R,NaN,15,57,56,0,g_8_FED000_092419_02.CSV,0 days 00:46:12,1.0
774,2019-09-24 14:43:06,0,4.22,0,R,NaN,15,58,57,0,g_8_FED000_092419_02.CSV,0 days 00:46:18,1.0
775,2019-09-24 14:43:10,0,4.22,0,R,NaN,15,59,58,0,g_8_FED000_092419_02.CSV,0 days 00:46:22,1.0
776,2019-09-24 14:43:13,0,4.22,0,R,NaN,15,60,59,0,g_8_FED000_092419_02.CSV,0 days 00:46:25,1.0
777,2019-09-24 14:43:32,0,4.22,0,R,NaN,15,61,60,0,g_8_FED000_092419_02.CSV,0 days 00:46:44,1.0
778,2019-09-24 14:43:37,0,4.22,0,R,NaN,15,62,61,0,g_8_FED000_092419_02.CSV,0 days 00:46:49,1.0
779,2019-09-24 14:43:40,0,4.22,0,R,NaN,15,63,62,0,g_8_FED000_092419_02.CSV,0 days 00:46:52,1.0
780,2019-09-24 14:43:45,0,4.22,0,R,NaN,15,64,63,0,g_8_FED000_092419_02.CSV,0 days 00:46:57,1.0
781,2019-09-24 14:43:54,0,4.22,0,R,NaN,15,65,64,0,g_8_FED000_092419_02.CSV,0 days 00:47:06,1.0
782,2019-09-24 14:44:21,0,4.22,0,R,NaN,16,65,65,0,g_8_FED000_092419_02.CSV,0 days 00:47:33,0.0
783,2019-09-24 14:44:26,0,4.22,0,R,NaN,16,66,65,0,g_8_FED000_092419_02.CSV,0 days 00:47:38,1.0
784,2019-09-24 14:44:35,0,4.22,0,R,NaN,16,67,66,0,g_8_FED000_092419_02.CSV,0 days 00:47:47,1.0
785,2019-09-24 14:44:42,0,4.22,0,R,NaN,16,68,67,0,g_8_FED000_092419_02.CSV,0 days 00:47:54,1.0
786,2019-09-24 14:44:45,0,4.22,0,R,NaN,16,69,68,0,g_8_FED000_092419_02.CSV,0 days 00:47:57,1.0
787,2019-09-24 14:44:50,0,4.22,0,R,NaN,16,70,69,0,g_8_FED000_092419_02.CSV,0 days 00:48:02,1.0
788,2019-09-24 14:44:54,0,4.22,0,R,NaN,16,71,70,0,g_8_FED000_092419_02.CSV,0 days 00:48:06,1.0
789,2019-09-24 14:45:04,0,4.22,0,R,NaN,16,72,71,0,g_8_FED000_092419_02.CSV,0 days 00:48:16,1.0
790,2019-09-24 14:45:51,0,4.22,0,R,NaN,16,73,72,0,g_8_FED000_092419_02.CSV,0 days 00:49:03,1.0
791,2019-09-24 14:46:43,0,4.22,0,R,NaN,16,74,73,0,g_8_FED000_092419_02.CSV,0 days 00:49:55,1.0
792,2019-09-24 14:46:58,0,4.22,0,R,NaN,16,75,74,0,g_8_FED000_092419_02.CSV,0 days 00:50:10,1.0
