MM:DD:YYYY hh:mm:ss, Mouse, Battery_Voltage, MotorTurns, Session_Type, Event, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
5/8/2020 9:24:22,13,4.12,0,1,Poke,Left,1,0,0,nan
5/8/2020 19:26:44,13,4.06,1,1,Pellet,Left,1,0,1,71
5/8/2020 19:34:09,13,4.06,0,1,Poke,Left,2,0,1,nan
5/8/2020 19:34:19,13,4.06,1,1,Pellet,Left,2,0,2,7
5/8/2020 19:34:59,13,4.07,0,1,Poke,Left,3,0,2,nan
5/8/2020 19:35:05,13,4.05,1,1,Pellet,Left,3,0,3,3
5/8/2020 19:38:06,13,4.06,0,1,Poke,Left,3,1,3,nan
5/8/2020 19:46:39,13,4.07,0,1,Poke,Left,4,1,3,nan
5/8/2020 19:46:46,13,4.06,1,1,Pellet,Left,4,1,4,4
5/8/2020 19:47:27,13,4.07,0,1,Poke,Left,5,1,4,nan
5/8/2020 19:47:42,13,4.05,1,1,Pellet,Left,5,1,5,11
5/8/2020 19:49:11,13,4.06,0,1,Poke,Left,5,2,5,nan
5/8/2020 19:50:02,13,4.05,0,1,Poke,Left,6,2,5,nan
5/8/2020 19:50:10,13,4.06,1,1,Pellet,Left,6,2,6,5
5/8/2020 19:57:54,13,4.05,0,1,Poke,Left,7,2,6,nan
5/8/2020 19:58:01,13,4.06,1,1,Pellet,Left,7,2,7,4
5/8/2020 19:58:51,13,4.06,0,1,Poke,Left,8,2,7,nan
5/8/2020 19:58:57,13,4.05,1,1,Pellet,Left,8,2,8,3
5/8/2020 19:59:51,13,4.06,0,1,Poke,Left,9,2,8,nan
5/8/2020 19:59:57,13,4.06,1,1,Pellet,Left,9,2,9,3
5/8/2020 20:02:54,13,4.06,0,1,Poke,Left,10,2,9,nan
5/8/2020 20:02:59,13,4.05,1,1,Pellet,Left,10,2,10,2
5/8/2020 20:03:47,13,4.06,0,1,Poke,Left,11,2,10,nan
5/8/2020 20:03:56,13,4.05,1,1,Pellet,Left,11,2,11,2
5/8/2020 20:04:17,13,4.06,0,1,Poke,Left,12,2,11,nan
5/8/2020 20:04:22,13,4.05,1,1,Pellet,Left,12,2,12,2
5/8/2020 20:05:53,13,4.06,0,1,Poke,Left,12,3,12,nan
5/8/2020 20:06:07,13,4.06,0,1,Poke,Left,13,3,12,nan
5/8/2020 20:06:13,13,4.05,1,1,Pellet,Left,13,3,13,3
5/8/2020 20:06:35,13,4.05,0,1,Poke,Left,14,3,13,nan
5/8/2020 20:06:39,13,4.05,1,1,Pellet,Left,14,3,14,1
5/8/2020 20:11:22,13,4.06,0,1,Poke,Left,15,3,14,nan
5/8/2020 20:11:27,13,4.05,1,1,Pellet,Left,15,3,15,2
5/8/2020 20:15:58,13,4.05,0,1,Poke,Left,16,3,15,nan
5/8/2020 20:55:01,13,4.06,1,1,Pellet,Left,16,3,16,449
5/8/2020 21:02:35,13,4.05,0,1,Poke,Left,16,4,16,nan
5/8/2020 21:04:04,13,4.05,0,1,Poke,Left,16,5,16,nan
5/8/2020 21:04:06,13,4.05,0,1,Poke,Left,16,6,16,nan
5/8/2020 21:05:51,13,4.05,0,1,Poke,Left,17,6,16,nan
5/8/2020 21:06:26,13,4.05,1,1,Pellet,Left,17,6,17,31
5/8/2020 21:06:36,13,4.05,0,1,Poke,Left,18,6,17,nan
5/8/2020 21:06:42,13,4.05,1,1,Pellet,Left,18,6,18,3
5/8/2020 21:06:54,13,4.06,0,1,Poke,Left,19,6,18,nan
5/8/2020 21:08:37,13,4.05,1,1,Pellet,Left,19,6,19,99
5/8/2020 21:14:14,13,4.06,0,1,Poke,Left,20,6,19,nan
5/8/2020 21:25:49,13,4.05,1,1,Pellet,Left,20,6,20,320
5/8/2020 21:26:06,13,4.05,0,1,Poke,Left,21,6,20,nan
5/8/2020 21:26:17,13,4.05,1,1,Pellet,Left,21,6,21,8
5/8/2020 21:29:10,13,4.05,0,1,Poke,Left,22,6,21,nan
5/8/2020 21:29:26,13,4.05,1,1,Pellet,Left,22,6,22,13
5/8/2020 21:31:58,13,4.05,0,1,Poke,Left,23,6,22,nan
5/8/2020 21:32:44,13,4.05,1,1,Pellet,Left,23,6,23,43
5/8/2020 21:32:48,13,4.05,0,1,Poke,Left,24,6,23,nan
5/8/2020 21:33:57,13,4.05,1,1,Pellet,Left,24,6,24,66
5/8/2020 21:43:18,13,4.05,0,1,Poke,Left,24,7,24,nan
5/8/2020 21:43:37,13,4.05,0,1,Poke,Left,25,7,24,nan
5/8/2020 21:44:55,13,4.05,1,1,Pellet,Left,25,7,25,39
5/8/2020 21:53:27,13,4.05,0,1,Poke,Left,26,7,25,nan
5/8/2020 21:53:40,13,4.05,1,1,Pellet,Left,26,7,26,10
5/8/2020 22:04:47,13,4.05,0,1,Poke,Left,27,7,26,nan
5/8/2020 22:04:52,13,4.05,1,1,Pellet,Left,27,7,27,2
5/8/2020 22:08:54,13,4.05,0,1,Poke,Left,27,8,27,nan
5/8/2020 22:09:03,13,4.05,0,1,Poke,Left,28,8,27,nan
5/8/2020 22:09:11,13,4.05,1,1,Pellet,Left,28,8,28,3
5/8/2020 22:22:24,13,4.05,0,1,Poke,Left,29,8,28,nan
5/8/2020 22:22:32,13,4.05,1,1,Pellet,Left,29,8,29,4
5/9/2020 0:41:32,13,4.04,0,1,Poke,Left,29,9,29,nan
5/9/2020 0:50:55,13,4.05,0,1,Poke,Left,29,10,29,nan
5/9/2020 0:51:30,13,4.04,0,1,Poke,Left,30,10,29,nan
5/9/2020 0:51:36,13,4.03,1,1,Pellet,Left,30,10,30,2
5/9/2020 0:55:47,13,4.04,0,1,Poke,Left,31,10,30,nan
5/9/2020 0:56:27,13,4.04,2,1,Pellet,Left,31,10,31,32
5/9/2020 0:58:07,13,4.04,0,1,Poke,Left,32,10,31,nan
5/9/2020 0:58:12,13,4.03,1,1,Pellet,Left,32,10,32,1
5/9/2020 0:58:59,13,4.04,0,1,Poke,Left,33,10,32,nan
5/9/2020 0:59:05,13,4.03,1,1,Pellet,Left,33,10,33,3
5/9/2020 7:30:18,13,4.02,0,1,Poke,Left,33,11,33,nan
5/9/2020 7:36:38,13,4.02,0,1,Poke,Left,34,11,33,nan
5/9/2020 7:36:44,13,4.02,1,1,Pellet,Left,34,11,34,2
5/9/2020 7:39:07,13,4.02,0,1,Poke,Left,35,11,34,nan
5/9/2020 7:39:12,13,4.02,1,1,Pellet,Left,35,11,35,2
5/9/2020 9:07:34,13,4.02,0,1,Poke,Left,36,11,35,nan
5/9/2020 9:08:02,13,4.02,1,1,Pellet,Left,36,11,36,24
5/9/2020 9:11:08,13,4.03,0,1,Poke,Left,37,11,36,nan
5/9/2020 9:11:12,13,4.02,1,1,Pellet,Left,37,11,37,1
5/9/2020 9:16:59,13,4.02,0,1,Poke,Left,38,11,37,nan
5/9/2020 9:20:00,13,4.02,1,1,Pellet,Left,38,11,38,177
5/9/2020 9:22:02,13,4.02,0,1,Poke,Left,39,11,38,nan
5/9/2020 9:23:24,13,4.02,1,1,Pellet,Left,39,11,39,70
5/9/2020 9:28:03,13,4.03,0,1,Poke,Left,39,12,39,nan
5/9/2020 9:30:20,13,4.02,0,1,Poke,Left,40,12,39,nan
5/9/2020 9:30:25,13,4.02,1,1,Pellet,Left,40,12,40,2
5/9/2020 9:34:37,13,4.02,0,1,Poke,Left,41,12,40,nan
5/9/2020 9:35:12,13,4.02,1,1,Pellet,Left,41,12,41,31
5/9/2020 9:39:02,13,4.02,0,1,Poke,Left,42,12,41,nan
5/9/2020 9:45:01,13,4.02,1,1,Pellet,Left,42,12,42,31
5/9/2020 9:50:09,13,4.02,0,1,Poke,Left,43,12,42,nan
5/9/2020 9:51:00,13,4.02,1,1,Pellet,Left,43,12,43,48
5/9/2020 9:57:40,13,4.02,0,1,Poke,Left,44,12,43,nan
5/9/2020 9:57:52,13,4.02,1,1,Pellet,Left,44,12,44,2
5/9/2020 9:57:59,13,4.02,0,1,Poke,Left,45,12,44,nan
5/9/2020 9:58:05,13,4.02,1,1,Pellet,Left,45,12,45,3
