MM:DD:YYYY hh:mm:ss, Mouse, Battery_Voltage, MotorTurns, Session_Type, Event, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
5/8/2020 7:52:51,20,4.15,0,1,Poke,Left,1,0,0,nan
5/9/2020 9:12:30,20,4.02,1,1,Pellet,Left,1,0,1,88
5/9/2020 9:33:48,20,4.03,0,1,Poke,Left,1,1,1,nan
5/9/2020 9:46:11,20,4.02,0,1,Poke,Left,1,2,1,nan
5/9/2020 10:00:23,20,4.02,0,1,Poke,Left,2,2,1,nan
5/9/2020 10:00:44,20,4.02,1,1,Pellet,Left,2,2,2,18
5/9/2020 10:28:22,20,4.02,0,1,Poke,Left,2,3,2,nan
5/9/2020 10:30:31,20,4.02,0,1,Poke,Left,2,4,2,nan
5/9/2020 10:46:43,20,4.02,0,1,Poke,Left,2,5,2,nan
5/9/2020 10:48:53,20,4.02,0,1,Poke,Left,3,5,2,nan
5/9/2020 10:49:15,20,4.02,1,1,Pellet,Left,3,5,3,19
5/9/2020 10:56:16,20,4.02,0,1,Poke,Left,3,6,3,nan
5/9/2020 10:58:12,20,4.02,0,1,Poke,Left,3,7,3,nan
5/9/2020 10:59:27,20,4.02,0,1,Poke,Left,3,8,3,nan
5/9/2020 11:00:42,20,4.02,0,1,Poke,Left,4,8,3,nan
5/9/2020 11:01:02,20,4.02,1,1,Pellet,Left,4,8,4,17
5/9/2020 11:03:01,20,4.02,0,1,Poke,Left,5,8,4,nan
5/9/2020 11:03:16,20,4.02,1,1,Pellet,Left,5,8,5,12
5/9/2020 11:03:53,20,4.02,0,1,Poke,Left,6,8,5,nan
5/9/2020 11:03:59,20,4.02,1,1,Pellet,Left,6,8,6,1
5/9/2020 11:07:43,20,4.02,0,1,Poke,Left,7,8,6,nan
5/9/2020 11:07:48,20,4.02,1,1,Pellet,Left,7,8,7,2
5/9/2020 11:08:32,20,4.02,0,1,Poke,Left,7,9,7,nan
5/9/2020 11:08:42,20,4.02,0,1,Poke,Left,8,9,7,nan
5/9/2020 11:08:47,20,4.02,1,1,Pellet,Left,8,9,8,2
5/9/2020 11:11:34,20,4.02,0,1,Poke,Left,8,10,8,nan
5/9/2020 11:13:29,20,4.02,0,1,Poke,Left,9,10,8,nan
5/9/2020 11:13:34,20,4.02,1,1,Pellet,Left,9,10,9,1
5/9/2020 11:14:51,20,4.03,0,1,Poke,Left,9,11,9,nan
5/9/2020 11:15:00,20,4.02,0,1,Poke,Left,10,11,9,nan
5/9/2020 11:15:05,20,4.02,1,1,Pellet,Left,10,11,10,1
5/9/2020 11:17:50,20,4.02,0,1,Poke,Left,11,11,10,nan
5/9/2020 11:17:58,20,4.02,1,1,Pellet,Left,11,11,11,5
5/9/2020 11:18:43,20,4.02,0,1,Poke,Left,11,12,11,nan
5/9/2020 11:19:41,20,4.02,0,1,Poke,Left,12,12,11,nan
5/9/2020 11:23:19,20,4.02,1,1,Pellet,Left,12,12,12,202
5/9/2020 11:23:26,20,4.02,0,1,Poke,Left,13,12,12,nan
5/9/2020 12:09:45,20,4.02,1,1,Pellet,Left,13,12,13,821
5/9/2020 12:20:51,20,4.02,0,1,Poke,Left,14,12,13,nan
5/9/2020 12:20:57,20,4.02,1,1,Pellet,Left,14,12,14,1
5/9/2020 12:26:29,20,4.02,0,1,Poke,Left,15,12,14,nan
5/9/2020 12:27:13,20,4.02,1,1,Pellet,Left,15,12,15,24
5/9/2020 12:27:18,20,4.02,0,1,Poke,Left,16,12,15,nan
5/9/2020 12:27:35,20,4.02,1,1,Pellet,Left,16,12,16,9
5/9/2020 12:27:44,20,4.02,0,1,Poke,Left,17,12,16,nan
5/9/2020 12:29:21,20,4.02,1,1,Pellet,Left,17,12,17,54
5/9/2020 12:31:24,20,4.02,0,1,Poke,Left,18,12,17,nan
5/9/2020 12:32:41,20,4.02,1,1,Pellet,Left,18,12,18,74
5/9/2020 12:35:57,20,4.02,0,1,Poke,Left,19,12,18,nan
5/9/2020 12:36:40,20,4.02,1,1,Pellet,Left,19,12,19,39
5/9/2020 12:37:13,20,4.02,0,1,Poke,Left,20,12,19,nan
5/9/2020 12:41:29,20,4.02,1,1,Pellet,Left,20,12,20,247
5/9/2020 12:44:39,20,4.02,0,1,Poke,Left,21,12,20,nan
5/9/2020 12:44:44,20,4.02,1,1,Pellet,Left,21,12,21,1
5/9/2020 12:46:19,20,4.02,0,1,Poke,Left,22,12,21,nan
5/9/2020 12:52:18,20,4.02,2,1,Pellet,Left,22,12,22,116
5/9/2020 12:52:29,20,4.02,0,1,Poke,Left,23,12,22,nan
5/9/2020 12:52:34,20,4.02,1,1,Pellet,Left,23,12,23,2
5/9/2020 12:54:28,20,4.02,0,1,Poke,Left,24,12,23,nan
5/9/2020 12:59:08,20,4.02,1,1,Pellet,Left,24,12,24,9
5/9/2020 12:59:13,20,4.02,0,1,Poke,Left,25,12,24,nan
5/9/2020 13:01:55,20,4.02,1,1,Pellet,Left,25,12,25,23
5/9/2020 13:06:29,20,4.02,0,1,Poke,Left,25,13,25,nan
5/9/2020 13:11:25,20,4.02,0,1,Poke,Left,26,13,25,nan
5/9/2020 13:12:47,20,4.02,1,1,Pellet,Left,26,13,26,4
5/9/2020 13:12:55,20,4.02,0,1,Poke,Left,27,13,26,nan
5/9/2020 13:13:09,20,4.02,1,1,Pellet,Left,27,13,27,8
5/9/2020 13:24:56,20,4.02,0,1,Poke,Left,28,13,27,nan
5/9/2020 13:26:14,20,4.01,1,1,Pellet,Left,28,13,28,72
5/9/2020 13:26:32,20,4.02,0,1,Poke,Left,28,14,28,nan
5/9/2020 13:30:31,20,4.02,0,1,Poke,Left,29,14,28,nan
5/9/2020 13:30:40,20,4.02,1,1,Pellet,Left,29,14,29,6
5/9/2020 13:39:46,20,4.02,0,1,Poke,Left,30,14,29,nan
5/9/2020 13:39:54,20,4.02,1,1,Pellet,Left,30,14,30,5
5/9/2020 13:47:42,20,4.02,0,1,Poke,Left,31,14,30,nan
5/9/2020 13:58:09,20,4.02,1,1,Pellet,Left,31,14,31,5
5/9/2020 13:58:30,20,4.02,0,1,Poke,Left,32,14,31,nan
5/9/2020 14:04:04,20,4.02,1,1,Pellet,Left,32,14,32,330
