MM:DD:YYYY hh:mm:ss, Mouse, Battery_Voltage, MotorTurns, Session_Type, Event, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
5/8/2020 9:19:40,17,4.11,0,1,Poke,Left,1,0,0,nan
5/8/2020 20:29:30,17,4.10,1,1,Pellet,Left,1,0,1,1
5/8/2020 20:34:37,17,4.10,0,1,Poke,Left,1,1,1,nan
5/8/2020 20:37:22,17,4.10,0,1,Poke,Left,2,1,1,nan
5/8/2020 20:48:48,17,4.10,1,1,Pellet,Left,2,1,2,534
5/8/2020 20:57:50,17,4.10,0,1,Poke,Left,3,1,2,nan
5/8/2020 20:58:07,17,4.10,1,1,Pellet,Left,3,1,3,14
5/8/2020 21:00:10,17,4.10,0,1,Poke,Left,3,2,3,nan
5/8/2020 21:23:29,17,4.09,0,1,Poke,Left,4,2,3,nan
5/8/2020 21:24:35,17,4.09,1,1,Pellet,Left,4,2,4,3
5/8/2020 21:54:17,17,4.09,0,1,Poke,Left,5,2,4,nan
5/8/2020 22:00:55,17,4.10,1,1,Pellet,Left,5,2,5,84
5/8/2020 22:01:00,17,4.09,0,1,Poke,Left,6,2,5,nan
5/8/2020 22:09:11,17,4.09,1,1,Pellet,Left,6,2,6,266
5/8/2020 22:11:45,17,4.09,0,1,Poke,Left,7,2,6,nan
5/8/2020 22:12:11,17,4.09,1,1,Pellet,Left,7,2,7,23
5/8/2020 22:15:05,17,4.10,0,1,Poke,Left,7,3,7,nan
5/8/2020 22:15:24,17,4.09,0,1,Poke,Left,7,4,7,nan
5/8/2020 22:15:39,17,4.09,0,1,Poke,Left,7,5,7,nan
5/8/2020 22:40:44,17,4.09,0,1,Poke,Left,7,6,7,nan
5/8/2020 22:41:09,17,4.09,0,1,Poke,Left,8,6,7,nan
5/8/2020 22:41:40,17,4.09,1,1,Pellet,Left,8,6,8,15
5/8/2020 23:11:08,17,4.09,0,1,Poke,Left,9,6,8,nan
5/8/2020 23:11:39,17,4.09,1,1,Pellet,Left,9,6,9,27
5/8/2020 23:16:07,17,4.09,0,1,Poke,Left,9,7,9,nan
5/8/2020 23:23:09,17,4.09,0,1,Poke,Left,9,8,9,nan
5/8/2020 23:38:24,17,4.09,0,1,Poke,Left,10,8,9,nan
