MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
4/24/2021 17:24:02,1.4.2,FR1_Rev,1,4.05,1,1,Left,Left,1,0,0,0,nan,0.14
4/24/2021 17:24:14,1.4.2,FR1_Rev,1,4.05,2,1,Pellet,Left,1,0,1,0,8.98,nan
4/24/2021 17:25:53,1.4.2,FR1_Rev,1,4.03,1,1,Left,Left,2,0,1,0,nan,0.11
4/24/2021 17:25:56,1.4.2,FR1_Rev,1,4.03,1,1,Pellet,Left,2,0,2,0,1.38,nan
4/24/2021 17:39:39,1.4.2,FR1_Rev,1,4.03,1,1,Left,Left,3,0,2,0,nan,0.06
4/24/2021 17:39:41,1.4.2,FR1_Rev,1,4.03,1,1,Pellet,Left,3,0,3,0,1.19,nan
4/24/2021 18:20:52,1.4.2,FR1_Rev,1,4.03,1,1,Right,Left,3,1,3,0,nan,0.00
4/24/2021 18:21:04,1.4.2,FR1_Rev,1,4.03,1,1,Left,Left,4,1,3,0,nan,0.08
4/24/2021 18:21:07,1.4.2,FR1_Rev,1,4.03,3,1,Pellet,Left,4,1,4,0,0.06,nan
4/24/2021 18:21:37,1.4.2,FR1_Rev,1,4.03,1,1,Left,Left,5,1,4,0,nan,0.16
4/24/2021 18:21:39,1.4.2,FR1_Rev,1,4.03,1,1,Pellet,Left,5,1,5,0,0.81,nan
4/24/2021 18:21:57,1.4.2,FR1_Rev,1,4.03,1,1,Left,Left,6,1,5,0,nan,0.16
4/24/2021 18:21:59,1.4.2,FR1_Rev,1,4.03,1,1,Pellet,Left,6,1,6,0,0.69,nan
4/24/2021 18:22:32,1.4.2,FR1_Rev,1,4.04,1,1,Left,Left,7,1,6,0,nan,0.06
4/24/2021 18:22:34,1.4.2,FR1_Rev,1,4.04,1,1,Pellet,Left,7,1,7,0,0.88,nan
4/24/2021 18:23:13,1.4.2,FR1_Rev,1,4.04,1,1,Right,Left,7,2,7,0,nan,0.06
4/24/2021 18:24:02,1.4.2,FR1_Rev,1,4.03,1,1,Left,Left,8,2,7,0,nan,0.37
4/24/2021 18:24:03,1.4.2,FR1_Rev,1,4.03,1,1,Pellet,Left,8,2,8,0,0.44,nan
4/24/2021 18:24:33,1.4.2,FR1_Rev,1,4.03,1,1,Right,Left,8,3,8,0,nan,0.20
4/24/2021 18:24:37,1.4.2,FR1_Rev,1,4.03,1,1,Left,Left,9,3,8,0,nan,0.23
4/24/2021 18:24:39,1.4.2,FR1_Rev,1,4.03,1,1,Pellet,Left,9,3,9,0,0.44,nan
4/24/2021 18:29:19,1.4.2,FR1_Rev,1,4.03,1,1,Left,Left,10,3,9,0,nan,0.12
4/24/2021 18:29:20,1.4.2,FR1_Rev,1,4.03,1,1,Pellet,Left,10,3,10,0,0.44,nan
4/24/2021 19:36:02,1.4.2,FR1_Rev,1,4.03,1,1,Left,Left,11,3,10,0,nan,0.00
4/24/2021 19:36:03,1.4.2,FR1_Rev,1,4.03,1,1,Pellet,Left,11,3,11,0,0.44,nan
4/24/2021 19:36:30,1.4.2,FR1_Rev,1,4.03,1,1,Left,Left,12,3,11,0,nan,0.21
4/24/2021 19:36:31,1.4.2,FR1_Rev,1,4.03,1,1,Pellet,Left,12,3,12,0,0.18,nan
4/24/2021 19:36:53,1.4.2,FR1_Rev,1,4.03,1,1,Left,Left,13,3,12,0,nan,0.09
4/24/2021 19:36:54,1.4.2,FR1_Rev,1,4.03,2,1,Pellet,Left,13,3,13,0,0.19,nan
4/24/2021 19:37:15,1.4.2,FR1_Rev,1,4.03,1,1,Left,Left,14,3,13,0,nan,0.00
4/24/2021 19:37:16,1.4.2,FR1_Rev,1,4.03,1,1,Pellet,Left,14,3,14,0,0.63,nan
4/24/2021 19:38:14,1.4.2,FR1_Rev,1,4.03,1,1,Left,Left,15,3,14,0,nan,0.09
4/24/2021 19:38:15,1.4.2,FR1_Rev,1,4.03,1,1,Pellet,Left,15,3,15,0,0.37,nan
4/24/2021 19:38:42,1.4.2,FR1_Rev,1,4.03,1,1,Right,Left,15,4,15,0,nan,0.02
