MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
4/2/2021 18:17:03,1.4.2,FR1_Rev,0,4.05,1,1,Right,Left,0,1,0,0,nan,0.61
4/2/2021 18:17:18,1.4.2,FR1_Rev,0,4.06,1,1,Right,Left,0,2,0,0,nan,0.18
4/2/2021 18:18:40,1.4.2,FR1_Rev,0,4.06,1,1,Left,Left,1,2,0,0,nan,0.22
4/2/2021 18:20:17,1.4.2,FR1_Rev,0,4.06,3,1,Pellet,Left,1,2,1,0,Timed_out,nan
4/2/2021 18:22:28,1.4.2,FR1_Rev,0,4.06,1,1,Right,Left,1,3,1,0,nan,0.29
4/2/2021 18:22:31,1.4.2,FR1_Rev,0,4.05,1,1,Right,Left,1,4,1,0,nan,0.04
4/2/2021 18:22:53,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,2,4,1,0,nan,0.30
4/2/2021 18:23:29,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,2,4,2,0,34.96,nan
4/2/2021 18:27:01,1.4.2,FR1_Rev,0,4.06,1,1,Left,Left,3,4,2,0,nan,0.00
4/2/2021 18:27:04,1.4.2,FR1_Rev,0,4.06,1,1,Pellet,Left,3,4,3,0,1.58,nan
4/2/2021 18:27:30,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,4,4,3,0,nan,0.08
4/2/2021 18:28:01,1.4.2,FR1_Rev,0,4.05,11,1,Pellet,Left,4,4,4,0,3.11,nan
4/2/2021 18:28:13,1.4.2,FR1_Rev,0,4.06,1,1,Left,Left,5,4,4,0,nan,0.07
4/2/2021 18:28:40,1.4.2,FR1_Rev,0,4.06,5,1,Pellet,Left,5,4,5,0,18.77,nan
4/2/2021 18:28:51,1.4.2,FR1_Rev,0,4.06,1,1,Left,Left,6,4,5,0,nan,0.31
4/2/2021 18:28:53,1.4.2,FR1_Rev,0,4.06,1,1,Pellet,Left,6,4,6,0,0.97,nan
4/2/2021 18:29:18,1.4.2,FR1_Rev,0,4.05,1,1,Right,Left,6,5,6,0,nan,0.60
4/2/2021 18:29:24,1.4.2,FR1_Rev,0,4.06,1,1,Right,Left,6,6,6,0,nan,0.12
4/2/2021 18:29:29,1.4.2,FR1_Rev,0,4.05,1,1,Right,Left,6,7,6,0,nan,0.10
4/2/2021 18:29:44,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,7,7,6,0,nan,0.00
4/2/2021 18:30:01,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,7,7,7,0,16.43,nan
4/2/2021 18:35:33,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,8,7,7,0,nan,0.04
4/2/2021 18:35:35,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,8,7,8,0,1.40,nan
4/2/2021 18:40:31,1.4.2,FR1_Rev,0,4.05,1,1,Right,Left,8,8,8,0,nan,0.11
4/2/2021 18:41:16,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,9,8,8,0,nan,0.18
4/2/2021 18:41:20,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,9,8,9,0,2.93,nan
4/2/2021 19:12:25,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,10,8,9,0,nan,0.02
4/2/2021 19:12:32,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,10,8,10,0,6.73,nan
4/2/2021 19:12:45,1.4.2,FR1_Rev,0,4.06,1,1,Left,Left,11,8,10,0,nan,0.05
4/2/2021 19:12:47,1.4.2,FR1_Rev,0,4.06,1,1,Pellet,Left,11,8,11,0,0.85,nan
4/2/2021 19:15:17,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,12,8,11,0,nan,0.06
4/2/2021 19:15:19,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,12,8,12,0,1.22,nan
4/2/2021 19:16:35,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,13,8,12,0,nan,0.00
4/2/2021 19:25:10,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,13,8,13,0,Timed_out,nan
4/2/2021 19:25:55,1.4.2,FR1_Rev,0,4.05,1,1,Right,Left,13,9,13,0,nan,0.02
4/2/2021 19:26:00,1.4.2,FR1_Rev,0,4.06,1,1,Right,Left,13,10,13,0,nan,0.12
4/2/2021 19:26:02,1.4.2,FR1_Rev,0,4.05,1,1,Right,Left,13,11,13,0,nan,0.00
4/2/2021 19:26:05,1.4.2,FR1_Rev,0,4.05,1,1,Right,Left,13,12,13,0,nan,0.36
4/2/2021 19:26:08,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,14,12,13,0,nan,0.00
4/2/2021 19:26:12,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,14,12,14,0,2.44,nan
4/2/2021 19:26:16,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,15,12,14,0,nan,0.00
4/2/2021 19:29:26,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,15,12,15,0,Timed_out,nan
4/2/2021 19:29:34,1.4.2,FR1_Rev,0,4.05,1,1,Right,Left,15,13,15,0,nan,0.00
4/2/2021 19:32:32,1.4.2,FR1_Rev,0,4.05,1,1,Right,Left,15,14,15,0,nan,0.00
4/2/2021 19:32:58,1.4.2,FR1_Rev,0,4.05,1,1,Right,Left,15,15,15,0,nan,0.00
4/2/2021 19:35:39,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,16,15,15,0,nan,0.00
4/2/2021 19:35:42,1.4.2,FR1_Rev,0,4.05,2,1,Pellet,Left,16,15,16,0,0.54,nan
4/2/2021 19:38:50,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,17,15,16,0,nan,0.92
4/2/2021 19:46:52,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,17,15,17,0,Timed_out,nan
4/2/2021 19:56:11,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,18,15,17,0,nan,0.75
4/2/2021 19:56:15,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,18,15,18,0,2.38,nan
4/2/2021 19:56:24,1.4.2,FR1_Rev,0,4.05,1,1,Right,Left,18,16,18,0,nan,0.26
4/2/2021 19:56:29,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,19,16,18,0,nan,0.63
4/2/2021 20:02:55,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,19,16,19,0,Timed_out,nan
4/2/2021 20:10:35,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,20,16,19,0,nan,0.02
4/2/2021 20:12:36,1.4.2,FR1_Rev,0,4.05,2,1,Pellet,Left,20,16,20,0,Timed_out,nan
4/2/2021 20:12:57,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,21,16,20,0,nan,0.21
4/2/2021 20:12:59,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,21,16,21,0,0.54,nan
4/2/2021 20:16:23,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,22,16,21,0,nan,0.08
4/2/2021 20:36:48,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,22,16,22,0,Timed_out,nan
4/2/2021 20:37:12,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,23,16,22,0,nan,0.02
4/2/2021 20:37:15,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,23,16,23,0,2.08,nan
4/2/2021 20:38:24,1.4.2,FR1_Rev,0,4.05,1,1,Right,Left,23,17,23,0,nan,0.06
4/2/2021 20:38:31,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,24,17,23,0,nan,0.03
4/2/2021 20:38:34,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,24,17,24,0,1.95,nan
4/2/2021 20:39:51,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,25,17,24,0,nan,0.14
4/2/2021 20:39:53,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,25,17,25,0,1.03,nan
4/2/2021 20:49:30,1.4.2,FR1_Rev,0,4.05,1,1,Right,Left,25,18,25,0,nan,0.98
4/2/2021 20:49:34,1.4.2,FR1_Rev,0,4.05,1,1,Right,Left,25,19,25,0,nan,2.17
4/2/2021 20:58:19,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,26,19,25,0,nan,0.01
4/2/2021 20:58:57,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,26,19,26,0,36.61,nan
4/2/2021 21:06:49,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,27,19,26,0,nan,0.24
4/2/2021 21:06:52,1.4.2,FR1_Rev,0,4.05,2,1,Pellet,Left,27,19,27,0,1.58,nan
4/2/2021 21:07:17,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,28,19,27,0,nan,0.08
4/2/2021 21:07:18,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,28,19,28,0,0.79,nan
4/2/2021 21:07:38,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,29,19,28,0,nan,0.32
4/2/2021 21:07:39,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,29,19,29,0,0.36,nan
4/2/2021 21:07:58,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,30,19,29,0,nan,0.25
4/2/2021 21:07:59,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,30,19,30,0,0.48,nan
4/2/2021 21:08:43,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,31,19,30,0,nan,0.15
4/2/2021 21:23:15,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,31,19,31,0,Timed_out,nan
4/2/2021 21:25:31,1.4.2,FR1_Rev,0,4.05,1,1,Right,Left,31,20,31,0,nan,0.29
4/2/2021 21:25:34,1.4.2,FR1_Rev,0,4.05,1,1,Right,Left,31,21,31,0,nan,0.05
4/2/2021 21:30:08,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,32,21,31,0,nan,0.21
4/2/2021 21:34:11,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,32,21,32,0,Timed_out,nan
4/2/2021 21:41:48,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,33,21,32,0,nan,0.07
4/2/2021 21:41:50,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,33,21,33,0,1.16,nan
4/2/2021 21:42:24,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,34,21,33,0,nan,0.12
4/2/2021 21:42:26,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,34,21,34,0,0.91,nan
4/2/2021 21:48:05,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,35,21,34,0,nan,0.13
4/2/2021 21:52:58,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,35,21,35,0,Timed_out,nan
4/2/2021 21:53:26,1.4.2,FR1_Rev,0,4.04,1,1,Right,Left,35,22,35,0,nan,0.16
4/2/2021 22:07:07,1.4.2,FR1_Rev,0,4.05,1,1,Right,Left,35,23,35,0,nan,0.69
4/2/2021 22:07:09,1.4.2,FR1_Rev,0,4.04,1,1,Right,Left,35,24,35,0,nan,0.22
4/2/2021 22:07:12,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,36,24,35,0,nan,0.16
4/2/2021 22:07:15,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,36,24,36,0,2.02,nan
4/2/2021 22:07:34,1.4.2,FR1_Rev,0,4.04,1,1,Left,Left,37,24,36,0,nan,0.04
4/2/2021 22:07:36,1.4.2,FR1_Rev,0,4.04,1,1,Pellet,Left,37,24,37,0,0.85,nan
4/2/2021 22:07:53,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,38,24,37,0,nan,0.05
4/2/2021 22:07:54,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,38,24,38,0,0.73,nan
4/2/2021 22:08:13,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,39,24,38,0,nan,0.22
4/2/2021 22:08:15,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,39,24,39,0,1.09,nan
4/2/2021 22:08:36,1.4.2,FR1_Rev,0,4.05,1,1,Left,Left,40,24,39,0,nan,0.00
4/2/2021 22:08:38,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Left,40,24,40,0,0.42,nan
4/2/2021 22:08:57,1.4.2,FR1_Rev,0,4.05,1,1,Left,Right,41,24,40,0,nan,0.14
4/2/2021 22:09:00,1.4.2,FR1_Rev,0,4.05,1,1,Left,Right,42,24,40,0,nan,0.19
4/2/2021 22:09:06,1.4.2,FR1_Rev,0,4.05,1,1,Left,Right,43,24,40,0,nan,0.22
4/2/2021 22:11:59,1.4.2,FR1_Rev,0,4.04,1,1,Left,Right,44,24,40,0,nan,0.15
4/2/2021 22:16:49,1.4.2,FR1_Rev,0,4.05,1,1,Right,Right,44,25,40,0,nan,0.04
4/2/2021 22:34:49,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Right,44,25,41,0,Timed_out,nan
4/2/2021 22:37:30,1.4.2,FR1_Rev,0,4.04,1,1,Right,Right,44,26,41,0,nan,0.17
4/2/2021 22:39:02,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Right,44,26,42,0,Timed_out,nan
4/2/2021 22:39:36,1.4.2,FR1_Rev,0,4.05,1,1,Right,Right,44,27,42,0,nan,0.15
4/2/2021 22:40:09,1.4.2,FR1_Rev,0,4.05,1,1,Pellet,Right,44,27,43,0,32.22,nan
4/2/2021 22:45:51,1.4.2,FR1_Rev,0,4.04,1,1,Left,Right,45,27,43,0,nan,0.41
4/2/2021 22:48:54,1.4.2,FR1_Rev,0,4.05,1,1,Left,Right,46,27,43,0,nan,0.03
