MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
4/2/2021 17:55:39,1.4.2,FR1_Rev,3,3.98,1,1,Right,Left,0,1,0,0,nan,0.04
4/2/2021 17:57:09,1.4.2,FR1_Rev,3,3.99,1,1,Left,Left,1,1,0,0,nan,0.22
4/2/2021 17:57:18,1.4.2,FR1_Rev,3,3.99,3,1,Pellet,Left,1,1,1,0,3.48,nan
4/2/2021 17:57:24,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,2,1,1,0,nan,0.23
4/2/2021 17:57:26,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,2,1,2,0,1.09,nan
4/2/2021 18:50:14,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,3,1,2,0,nan,0.46
4/2/2021 18:50:19,1.4.2,FR1_Rev,3,3.98,2,1,Pellet,Left,3,1,3,0,2.01,nan
4/2/2021 18:51:32,1.4.2,FR1_Rev,3,3.98,1,1,Right,Left,3,2,3,0,nan,0.00
4/2/2021 18:52:33,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,4,2,3,0,nan,0.15
4/2/2021 18:52:37,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,4,2,4,0,2.38,nan
4/2/2021 18:54:50,1.4.2,FR1_Rev,3,3.98,1,1,Right,Left,4,3,4,0,nan,0.09
4/2/2021 18:54:55,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,5,3,4,0,nan,0.09
4/2/2021 18:55:00,1.4.2,FR1_Rev,3,3.98,2,1,Pellet,Left,5,3,5,0,3.48,nan
4/2/2021 18:59:15,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,6,3,5,0,nan,0.08
4/2/2021 18:59:17,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,6,3,6,0,1.28,nan
4/2/2021 19:00:23,1.4.2,FR1_Rev,3,3.98,1,1,Right,Left,6,4,6,0,nan,0.12
4/2/2021 19:04:42,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,7,4,6,0,nan,0.06
4/2/2021 19:04:44,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,7,4,7,0,0.97,nan
4/2/2021 19:08:14,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,8,4,7,0,nan,0.17
4/2/2021 19:08:15,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,8,4,8,0,0.36,nan
4/2/2021 19:19:53,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,9,4,8,0,nan,0.03
