MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
4/14/2021 15:31:23,1.4.2,FR1_Rev,0,3.88,1,1,Right,Left,0,1,0,0,nan,0.43
4/14/2021 15:31:30,1.4.2,FR1_Rev,0,3.88,1,1,Right,Left,0,2,0,0,nan,0.12
4/14/2021 15:31:33,1.4.2,FR1_Rev,0,3.89,1,1,Right,Left,0,3,0,0,nan,0.19
4/14/2021 15:32:26,1.4.2,FR1_Rev,0,3.89,1,1,Left,Left,1,3,0,0,nan,0.49
4/14/2021 15:32:32,1.4.2,FR1_Rev,0,3.89,3,1,Pellet,Left,1,3,1,0,2.14,nan
4/14/2021 15:33:22,1.4.2,FR1_Rev,0,3.88,1,1,Right,Left,1,4,1,0,nan,0.15
4/14/2021 15:33:25,1.4.2,FR1_Rev,0,3.88,1,1,Left,Left,2,4,1,0,nan,0.02
4/14/2021 15:33:46,1.4.2,FR1_Rev,0,3.88,2,1,Pellet,Left,2,4,2,0,18.88,nan
4/14/2021 15:35:06,1.4.2,FR1_Rev,0,3.88,1,1,Left,Left,3,4,2,0,nan,0.42
4/14/2021 15:35:21,1.4.2,FR1_Rev,0,3.88,2,1,Pellet,Left,3,4,3,0,14.00,nan
4/14/2021 15:36:14,1.4.2,FR1_Rev,0,3.88,1,1,Left,Left,4,4,3,0,nan,0.24
4/14/2021 15:36:17,1.4.2,FR1_Rev,0,3.88,2,1,Pellet,Left,4,4,4,0,0.06,nan
4/14/2021 15:36:37,1.4.2,FR1_Rev,0,3.88,1,1,Left,Left,5,4,4,0,nan,0.19
4/14/2021 15:36:39,1.4.2,FR1_Rev,0,3.88,1,1,Pellet,Left,5,4,5,0,0.88,nan
4/14/2021 15:37:11,1.4.2,FR1_Rev,0,3.88,1,1,Left,Left,6,4,5,0,nan,0.09
4/14/2021 15:37:21,1.4.2,FR1_Rev,0,3.88,1,1,Pellet,Left,6,4,6,0,8.79,nan
4/14/2021 15:38:41,1.4.2,FR1_Rev,0,3.88,1,1,Right,Left,6,5,6,0,nan,0.26
4/14/2021 15:38:45,1.4.2,FR1_Rev,0,3.89,1,1,Left,Left,7,5,6,0,nan,0.54
4/14/2021 15:38:47,1.4.2,FR1_Rev,0,3.89,1,1,Pellet,Left,7,5,7,0,0.56,nan
4/14/2021 15:39:37,1.4.2,FR1_Rev,0,3.88,1,1,Left,Left,8,5,7,0,nan,0.00
4/14/2021 15:39:39,1.4.2,FR1_Rev,0,3.88,1,1,Pellet,Left,8,5,8,0,0.44,nan
4/14/2021 15:40:07,1.4.2,FR1_Rev,0,3.88,1,1,Left,Left,9,5,8,0,nan,0.13
4/14/2021 15:40:08,1.4.2,FR1_Rev,0,3.88,1,1,Pellet,Left,9,5,9,0,0.50,nan
4/14/2021 15:41:00,1.4.2,FR1_Rev,0,3.89,1,1,Left,Left,10,5,9,0,nan,0.05
4/14/2021 15:41:19,1.4.2,FR1_Rev,0,3.89,2,1,Pellet,Left,10,5,10,0,15.14,nan
4/14/2021 15:43:31,1.4.2,FR1_Rev,0,3.88,1,1,Right,Left,10,6,10,0,nan,0.11
4/14/2021 15:43:38,1.4.2,FR1_Rev,0,3.88,1,1,Left,Left,11,6,10,0,nan,0.27
4/14/2021 15:43:39,1.4.2,FR1_Rev,0,3.88,1,1,Pellet,Left,11,6,11,0,0.81,nan
4/14/2021 15:44:18,1.4.2,FR1_Rev,0,3.88,1,1,Left,Left,12,6,11,0,nan,0.23
4/14/2021 15:44:19,1.4.2,FR1_Rev,0,3.88,1,1,Pellet,Left,12,6,12,0,0.31,nan
4/14/2021 15:45:23,1.4.2,FR1_Rev,0,3.88,1,1,Right,Left,12,7,12,0,nan,0.04
4/14/2021 15:45:24,1.4.2,FR1_Rev,0,3.88,1,1,Right,Left,12,8,12,0,nan,0.05
4/14/2021 15:45:31,1.4.2,FR1_Rev,0,3.88,1,1,Left,Left,13,8,12,0,nan,0.22
4/14/2021 15:45:33,1.4.2,FR1_Rev,0,3.88,2,1,Pellet,Left,13,8,13,0,0.18,nan
4/14/2021 15:45:58,1.4.2,FR1_Rev,0,3.88,1,1,Left,Left,14,8,13,0,nan,0.12
4/14/2021 15:46:00,1.4.2,FR1_Rev,0,3.88,1,1,Pellet,Left,14,8,14,0,0.69,nan
4/14/2021 15:46:29,1.4.2,FR1_Rev,0,3.87,1,1,Left,Left,15,8,14,0,nan,0.07
4/14/2021 15:46:31,1.4.2,FR1_Rev,0,3.87,1,1,Pellet,Left,15,8,15,0,0.69,nan
