MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
4/14/2021 14:48:13,1.4.2,FR1_Rev,5,3.89,1,1,Right,Left,0,1,0,0,nan,0.00
4/14/2021 14:59:18,1.4.2,FR1_Rev,5,3.89,1,1,Left,Left,1,1,0,0,nan,0.28
4/14/2021 14:59:23,1.4.2,FR1_Rev,5,3.89,2,1,Pellet,Left,1,1,1,0,1.57,nan
4/14/2021 15:00:01,1.4.2,FR1_Rev,5,3.88,1,1,Left,Left,2,1,1,0,nan,0.34
4/14/2021 15:00:03,1.4.2,FR1_Rev,5,3.88,1,1,Pellet,Left,2,1,2,0,0.63,nan
4/14/2021 15:00:47,1.4.2,FR1_Rev,5,3.89,1,1,Left,Left,3,1,2,0,nan,0.24
4/14/2021 15:00:49,1.4.2,FR1_Rev,5,3.89,1,1,Pellet,Left,3,1,3,0,1.07,nan
4/14/2021 15:01:28,1.4.2,FR1_Rev,5,3.88,1,1,Left,Left,4,1,3,0,nan,0.47
4/14/2021 15:01:30,1.4.2,FR1_Rev,5,3.88,1,1,Pellet,Left,4,1,4,0,0.81,nan
4/14/2021 15:01:54,1.4.2,FR1_Rev,5,3.88,1,1,Left,Left,5,1,4,0,nan,0.00
4/14/2021 15:01:56,1.4.2,FR1_Rev,5,3.88,1,1,Pellet,Left,5,1,5,0,0.63,nan
4/14/2021 15:02:28,1.4.2,FR1_Rev,5,3.88,1,1,Left,Left,6,1,5,0,nan,0.60
4/14/2021 15:02:29,1.4.2,FR1_Rev,5,3.88,1,1,Pellet,Left,6,1,6,0,0.37,nan
4/14/2021 15:03:19,1.4.2,FR1_Rev,5,3.88,1,1,Left,Left,7,1,6,0,nan,0.31
4/14/2021 15:03:21,1.4.2,FR1_Rev,5,3.88,1,1,Pellet,Left,7,1,7,0,0.50,nan
4/14/2021 15:03:47,1.4.2,FR1_Rev,5,3.89,1,1,Left,Left,8,1,7,0,nan,0.23
4/14/2021 15:03:48,1.4.2,FR1_Rev,5,3.89,1,1,Pellet,Left,8,1,8,0,0.63,nan
4/14/2021 15:04:16,1.4.2,FR1_Rev,5,3.88,1,1,Left,Left,9,1,8,0,nan,0.37
4/14/2021 15:04:17,1.4.2,FR1_Rev,5,3.88,1,1,Pellet,Left,9,1,9,0,0.37,nan
4/14/2021 15:04:40,1.4.2,FR1_Rev,5,3.88,1,1,Left,Left,10,1,9,0,nan,0.34
4/14/2021 15:04:41,1.4.2,FR1_Rev,5,3.88,1,1,Pellet,Left,10,1,10,0,0.50,nan
