MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
6/27/2022 12:18:00,1.12.0,ClosedEcon,1,4.06,nan,1,Left,Left,1,0,0,0,nan,nan,0.04
6/27/2022 12:18:38,1.12.0,ClosedEcon,1,4.07,2,1,Pellet,Left,1,0,1,1,35.56,nan,nan
6/27/2022 12:20:37,1.12.0,ClosedEcon,1,4.06,nan,2,Left,Left,2,0,1,1,nan,nan,0.83
6/27/2022 12:20:41,1.12.0,ClosedEcon,1,4.07,nan,2,Right,Left,2,1,1,1,nan,nan,0.25
6/27/2022 12:28:14,1.12.0,ClosedEcon,1,4.07,nan,2,Left,Left,3,1,1,1,nan,nan,0.42
6/27/2022 12:28:15,1.12.0,ClosedEcon,1,4.06,1,2,Pellet,Left,3,1,2,2,0.77,577,nan
6/27/2022 14:42:05,1.12.0,ClosedEcon,1,4.05,nan,1,Left,Left,4,1,2,0,nan,nan,0.22
6/27/2022 14:42:10,1.12.0,ClosedEcon,1,4.05,2,1,Pellet,Left,4,1,3,1,2.18,8035,nan
6/27/2022 14:43:14,1.12.0,ClosedEcon,1,4.05,nan,2,Left,Left,5,1,3,1,nan,nan,0.08
6/27/2022 14:43:15,1.12.0,ClosedEcon,1,4.06,nan,2,Left,Left,6,1,3,1,nan,nan,0.00
6/27/2022 14:43:17,1.12.0,ClosedEcon,1,4.05,1,2,Pellet,Left,6,1,4,2,0.65,67,nan
6/27/2022 16:08:20,1.12.0,ClosedEcon,1,4.05,nan,1,Left,Left,7,1,4,0,nan,nan,0.47
6/27/2022 16:08:21,1.12.0,ClosedEcon,1,4.05,1,1,Pellet,Left,7,1,5,1,0.22,5104,nan
6/27/2022 16:08:52,1.12.0,ClosedEcon,1,4.05,nan,2,Left,Left,8,1,5,1,nan,nan,0.13
6/27/2022 16:08:53,1.12.0,ClosedEcon,1,4.05,nan,2,Left,Left,9,1,5,1,nan,nan,0.14
6/27/2022 16:08:55,1.12.0,ClosedEcon,1,4.05,1,2,Pellet,Left,9,1,6,2,0.34,33,nan
6/27/2022 16:09:29,1.12.0,ClosedEcon,1,4.05,nan,3,Left,Left,10,1,6,2,nan,nan,0.01
6/27/2022 16:09:30,1.12.0,ClosedEcon,1,4.05,nan,3,Left,Left,11,1,6,2,nan,nan,0.03
6/27/2022 16:09:31,1.12.0,ClosedEcon,1,4.05,nan,3,Left,Left,12,1,6,2,nan,nan,0.00
6/27/2022 16:09:32,1.12.0,ClosedEcon,1,4.05,1,3,Pellet,Left,12,1,7,3,0.22,38,nan
6/27/2022 16:10:01,1.12.0,ClosedEcon,1,4.05,nan,4,Left,Left,13,1,7,3,nan,nan,0.32
6/27/2022 16:10:03,1.12.0,ClosedEcon,1,4.05,nan,4,Left,Left,14,1,7,3,nan,nan,0.00
6/27/2022 16:10:04,1.12.0,ClosedEcon,1,4.05,nan,4,Left,Left,15,1,7,3,nan,nan,0.01
6/27/2022 16:10:05,1.12.0,ClosedEcon,1,4.05,nan,4,Left,Left,16,1,7,3,nan,nan,0.13
6/27/2022 16:10:06,1.12.0,ClosedEcon,1,4.05,2,4,Pellet,Left,16,1,8,4,0.16,34,nan
6/27/2022 16:10:51,1.12.0,ClosedEcon,1,4.05,nan,5,Left,Left,17,1,8,4,nan,nan,0.08
6/27/2022 16:11:03,1.12.0,ClosedEcon,1,4.05,nan,5,Left,Left,18,1,8,4,nan,nan,0.00
6/27/2022 16:11:07,1.12.0,ClosedEcon,1,4.05,nan,5,Left,Left,19,1,8,4,nan,nan,0.21
6/27/2022 16:11:09,1.12.0,ClosedEcon,1,4.05,nan,5,Left,Left,20,1,8,4,nan,nan,0.00
6/27/2022 16:11:10,1.12.0,ClosedEcon,1,4.05,nan,5,Left,Left,21,1,8,4,nan,nan,0.00
6/27/2022 16:11:11,1.12.0,ClosedEcon,1,4.05,1,5,Pellet,Left,21,1,9,5,0.22,65,nan
6/27/2022 18:48:20,1.12.0,ClosedEcon,1,4.05,nan,1,Left,Left,22,1,9,0,nan,nan,0.03
6/27/2022 18:48:25,1.12.0,ClosedEcon,1,4.04,2,1,Pellet,Left,22,1,10,1,2.12,9434,nan
6/27/2022 18:49:32,1.12.0,ClosedEcon,1,4.04,nan,2,Left,Left,23,1,10,1,nan,nan,0.08
6/27/2022 18:49:34,1.12.0,ClosedEcon,1,4.04,nan,2,Left,Left,24,1,10,1,nan,nan,0.00
6/27/2022 18:49:36,1.12.0,ClosedEcon,1,4.03,1,2,Pellet,Left,24,1,11,2,0.58,71,nan
6/27/2022 18:51:25,1.12.0,ClosedEcon,1,4.04,nan,3,Right,Left,24,2,11,2,nan,nan,0.08
6/27/2022 19:23:35,1.12.0,ClosedEcon,1,4.04,nan,1,Left,Left,25,2,11,0,nan,nan,0.19
6/27/2022 19:23:36,1.12.0,ClosedEcon,1,4.04,1,1,Pellet,Left,25,2,12,1,0.16,2040,nan
6/27/2022 19:24:08,1.12.0,ClosedEcon,1,4.04,nan,2,Left,Left,26,2,12,1,nan,nan,0.00
6/27/2022 19:24:10,1.12.0,ClosedEcon,1,4.03,nan,2,Left,Left,27,2,12,1,nan,nan,0.23
6/27/2022 19:24:14,1.12.0,ClosedEcon,1,4.04,2,2,Pellet,Left,27,2,13,2,1.32,38,nan
6/27/2022 19:24:39,1.12.0,ClosedEcon,1,4.04,nan,3,Left,Left,28,2,13,2,nan,nan,0.08
6/27/2022 19:24:41,1.12.0,ClosedEcon,1,4.04,nan,3,Left,Left,29,2,13,2,nan,nan,0.00
6/27/2022 19:24:43,1.12.0,ClosedEcon,1,4.04,nan,3,Left,Left,30,2,13,2,nan,nan,0.20
6/27/2022 19:24:44,1.12.0,ClosedEcon,1,4.04,2,3,Pellet,Left,30,2,14,3,0.22,30,nan
6/27/2022 19:25:13,1.12.0,ClosedEcon,1,4.03,nan,4,Left,Left,31,2,14,3,nan,nan,0.00
6/27/2022 19:25:15,1.12.0,ClosedEcon,1,4.04,nan,4,Left,Left,32,2,14,3,nan,nan,0.00
6/27/2022 19:25:16,1.12.0,ClosedEcon,1,4.03,nan,4,Left,Left,33,2,14,3,nan,nan,0.11
6/27/2022 19:25:18,1.12.0,ClosedEcon,1,4.03,nan,4,Left,Left,34,2,14,3,nan,nan,0.03
6/27/2022 19:25:19,1.12.0,ClosedEcon,1,4.03,1,4,Pellet,Left,34,2,15,4,0.28,35,nan
6/27/2022 19:25:51,1.12.0,ClosedEcon,1,4.03,nan,5,Left,Left,35,2,15,4,nan,nan,0.00
6/27/2022 19:25:52,1.12.0,ClosedEcon,1,4.04,nan,5,Left,Left,36,2,15,4,nan,nan,0.05
6/27/2022 19:25:54,1.12.0,ClosedEcon,1,4.04,nan,5,Left,Left,37,2,15,4,nan,nan,0.23
6/27/2022 19:25:55,1.12.0,ClosedEcon,1,4.04,nan,5,Left,Left,38,2,15,4,nan,nan,0.00
6/27/2022 19:25:58,1.12.0,ClosedEcon,1,4.03,nan,5,Left,Left,39,2,15,4,nan,nan,0.04
6/27/2022 19:25:59,1.12.0,ClosedEcon,1,4.04,1,5,Pellet,Left,39,2,16,5,0.16,40,nan
6/27/2022 19:53:22,1.12.0,ClosedEcon,1,4.03,nan,6,Right,Left,39,3,16,5,nan,nan,0.07
6/27/2022 20:03:35,1.12.0,ClosedEcon,1,4.03,nan,1,Left,Left,40,3,16,0,nan,nan,0.14
6/27/2022 20:03:36,1.12.0,ClosedEcon,1,4.03,1,1,Pellet,Left,40,3,17,1,0.46,2257,nan
6/27/2022 20:04:37,1.12.0,ClosedEcon,1,4.03,nan,2,Right,Left,40,4,17,1,nan,nan,0.16
6/27/2022 20:04:39,1.12.0,ClosedEcon,1,4.03,nan,2,Left,Left,41,4,17,1,nan,nan,0.37
6/27/2022 20:04:40,1.12.0,ClosedEcon,1,4.04,nan,2,Left,Left,42,4,17,1,nan,nan,0.39
6/27/2022 20:04:42,1.12.0,ClosedEcon,1,4.04,1,2,Pellet,Left,42,4,18,2,0.58,66,nan
6/27/2022 20:11:03,1.12.0,ClosedEcon,1,4.03,nan,3,Right,Left,42,5,18,2,nan,nan,0.05
6/27/2022 20:11:10,1.12.0,ClosedEcon,1,4.04,nan,3,Right,Left,42,6,18,2,nan,nan,0.00
6/27/2022 20:17:12,1.12.0,ClosedEcon,1,4.03,nan,3,Left,Left,43,6,18,2,nan,nan,0.30
6/27/2022 20:17:13,1.12.0,ClosedEcon,1,4.03,nan,3,Left,Left,44,6,18,2,nan,nan,0.02
