YYYY/MM/DD HH:MM:SS,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
7/8/2021 18:19,1.8.1,ClosedEcon_PR1,4,4.16,1,1,Left,Left,1,0,0,0,nan,nan,0.07
7/8/2021 18:21,1.8.1,ClosedEcon_PR1,4,4.17,3,1,Pellet,Left,1,0,1,1,Timed_out,nan,nan
7/8/2021 18:21,1.8.1,ClosedEcon_PR1,4,4.16,1,2,Left,Left,2,0,1,1,nan,nan,0.09
7/8/2021 18:21,1.8.1,ClosedEcon_PR1,4,4.17,1,2,Right,Left,2,1,1,1,nan,nan,0.39
7/8/2021 18:21,1.8.1,ClosedEcon_PR1,4,4.16,1,2,Right,Left,2,2,1,1,nan,nan,0.14
7/8/2021 18:22,1.8.1,ClosedEcon_PR1,4,4.16,1,2,Left,Left,3,2,1,1,nan,nan,0.09
7/8/2021 18:22,1.8.1,ClosedEcon_PR1,4,4.17,1,2,Pellet,Left,3,2,2,2,0.65,88,nan
7/8/2021 18:22,1.8.1,ClosedEcon_PR1,4,4.17,1,3,Left,Left,4,2,2,2,nan,nan,0.22
7/8/2021 18:22,1.8.1,ClosedEcon_PR1,4,4.16,1,3,Left,Left,5,2,2,2,nan,nan,0.06
7/8/2021 18:22,1.8.1,ClosedEcon_PR1,4,4.17,1,3,Left,Left,6,2,2,2,nan,nan,0.08
7/8/2021 18:22,1.8.1,ClosedEcon_PR1,4,4.17,1,3,Pellet,Left,6,2,3,3,0.59,9,nan
7/8/2021 18:24,1.8.1,ClosedEcon_PR1,4,4.16,1,4,Left,Left,7,2,3,3,nan,nan,0.13
7/8/2021 18:28,1.8.1,ClosedEcon_PR1,4,4.16,1,4,Left,Left,8,2,3,3,nan,nan,0.05
7/8/2021 18:30,1.8.1,ClosedEcon_PR1,4,4.17,1,4,Right,Left,8,3,3,3,nan,nan,0.35
7/8/2021 18:30,1.8.1,ClosedEcon_PR1,4,4.16,1,4,Right,Left,8,4,3,3,nan,nan,0.02
7/8/2021 18:30,1.8.1,ClosedEcon_PR1,4,4.16,1,4,Right,Left,8,5,3,3,nan,nan,0.08
7/8/2021 18:30,1.8.1,ClosedEcon_PR1,4,4.16,1,4,Right,Left,8,6,3,3,nan,nan,0.06
7/8/2021 18:30,1.8.1,ClosedEcon_PR1,4,4.16,1,4,Right,Left,8,7,3,3,nan,nan,0.04
7/8/2021 18:30,1.8.1,ClosedEcon_PR1,4,4.16,1,4,Left,Left,9,7,3,3,nan,nan,0.47
7/8/2021 18:30,1.8.1,ClosedEcon_PR1,4,4.16,1,4,Left,Left,10,7,3,3,nan,nan,0
7/8/2021 18:30,1.8.1,ClosedEcon_PR1,4,4.16,2,4,Pellet,Left,10,7,4,4,0.46,464,nan
7/8/2021 18:30,1.8.1,ClosedEcon_PR1,4,4.17,1,5,Left,Left,11,7,4,4,nan,nan,0.08
7/8/2021 18:30,1.8.1,ClosedEcon_PR1,4,4.16,1,5,Left,Left,12,7,4,4,nan,nan,0.13
7/8/2021 18:32,1.8.1,ClosedEcon_PR1,4,4.16,1,5,Left,Left,13,7,4,4,nan,nan,0.4
7/8/2021 18:32,1.8.1,ClosedEcon_PR1,4,4.16,1,5,Left,Left,14,7,4,4,nan,nan,0.27
7/8/2021 18:32,1.8.1,ClosedEcon_PR1,4,4.17,1,5,Left,Left,15,7,4,4,nan,nan,0.05
7/8/2021 18:32,1.8.1,ClosedEcon_PR1,4,4.17,1,5,Pellet,Left,15,7,5,5,0.65,150,nan
7/8/2021 18:33,1.8.1,ClosedEcon_PR1,4,4.16,1,6,Left,Left,16,7,5,5,nan,nan,0.02
7/8/2021 18:33,1.8.1,ClosedEcon_PR1,4,4.16,1,6,Left,Left,17,7,5,5,nan,nan,0.39
7/8/2021 18:33,1.8.1,ClosedEcon_PR1,4,4.16,1,6,Left,Left,18,7,5,5,nan,nan,0.08
7/8/2021 18:34,1.8.1,ClosedEcon_PR1,4,4.16,1,6,Left,Left,19,7,5,5,nan,nan,0.03
7/8/2021 18:35,1.8.1,ClosedEcon_PR1,4,4.16,1,6,Right,Left,19,8,5,5,nan,nan,0.26
7/8/2021 18:35,1.8.1,ClosedEcon_PR1,4,4.16,1,6,Right,Left,19,9,5,5,nan,nan,0
7/8/2021 18:35,1.8.1,ClosedEcon_PR1,4,4.16,1,6,Right,Left,19,10,5,5,nan,nan,0.07
7/8/2021 18:35,1.8.1,ClosedEcon_PR1,4,4.16,1,6,Left,Left,20,10,5,5,nan,nan,0.14
7/8/2021 18:36,1.8.1,ClosedEcon_PR1,4,4.17,1,6,Left,Left,21,10,5,5,nan,nan,0.05
7/8/2021 18:36,1.8.1,ClosedEcon_PR1,4,4.16,1,6,Pellet,Left,21,10,6,6,0.72,229,nan
7/8/2021 18:38,1.8.1,ClosedEcon_PR1,4,4.16,1,7,Left,Left,22,10,6,6,nan,nan,0.04
7/8/2021 18:40,1.8.1,ClosedEcon_PR1,4,4.16,1,7,Left,Left,23,10,6,6,nan,nan,0.11
7/8/2021 18:40,1.8.1,ClosedEcon_PR1,4,4.16,1,7,Left,Left,24,10,6,6,nan,nan,0.2
7/8/2021 18:40,1.8.1,ClosedEcon_PR1,4,4.16,1,7,Left,Left,25,10,6,6,nan,nan,0.1
7/8/2021 18:46,1.8.1,ClosedEcon_PR1,4,4.17,1,7,Right,Left,25,11,6,6,nan,nan,0.03
7/8/2021 18:46,1.8.1,ClosedEcon_PR1,4,4.16,1,7,Right,Left,25,12,6,6,nan,nan,0
7/8/2021 18:46,1.8.1,ClosedEcon_PR1,4,4.16,1,7,Left,Left,26,12,6,6,nan,nan,0.13
7/8/2021 18:46,1.8.1,ClosedEcon_PR1,4,4.16,1,7,Left,Left,27,12,6,6,nan,nan,0.1
7/8/2021 18:46,1.8.1,ClosedEcon_PR1,4,4.16,1,7,Left,Left,28,12,6,6,nan,nan,0.11
7/8/2021 18:46,1.8.1,ClosedEcon_PR1,4,4.16,1,7,Pellet,Left,28,12,7,7,12.96,595,nan
7/8/2021 18:46,1.8.1,ClosedEcon_PR1,4,4.16,1,8,Right,Left,28,13,7,7,nan,nan,0.2
7/8/2021 18:46,1.8.1,ClosedEcon_PR1,4,4.16,1,8,Left,Left,29,13,7,7,nan,nan,0.15
7/8/2021 18:46,1.8.1,ClosedEcon_PR1,4,4.16,1,8,Left,Left,30,13,7,7,nan,nan,0.16
7/8/2021 18:46,1.8.1,ClosedEcon_PR1,4,4.16,1,8,Left,Left,31,13,7,7,nan,nan,0.02
7/8/2021 18:48,1.8.1,ClosedEcon_PR1,4,4.16,1,8,Left,Left,32,13,7,7,nan,nan,0.14
7/8/2021 18:49,1.8.1,ClosedEcon_PR1,4,4.16,1,8,Left,Left,33,13,7,7,nan,nan,0
7/8/2021 18:49,1.8.1,ClosedEcon_PR1,4,4.16,1,8,Left,Left,34,13,7,7,nan,nan,0.22
7/8/2021 18:49,1.8.1,ClosedEcon_PR1,4,4.16,1,8,Right,Left,34,14,7,7,nan,nan,1.36
7/8/2021 18:49,1.8.1,ClosedEcon_PR1,4,4.16,1,8,Right,Left,34,15,7,7,nan,nan,0.04
7/8/2021 18:49,1.8.1,ClosedEcon_PR1,4,4.16,1,8,Right,Left,34,16,7,7,nan,nan,0
7/8/2021 18:49,1.8.1,ClosedEcon_PR1,4,4.16,1,8,Right,Left,34,17,7,7,nan,nan,0.15
7/8/2021 18:49,1.8.1,ClosedEcon_PR1,4,4.16,1,8,Left,Left,35,17,7,7,nan,nan,0.66
7/8/2021 18:49,1.8.1,ClosedEcon_PR1,4,4.16,1,8,Left,Left,36,17,7,7,nan,nan,0.54
7/8/2021 18:49,1.8.1,ClosedEcon_PR1,4,4.16,1,8,Pellet,Left,36,17,8,8,0.85,151,nan
7/8/2021 18:49,1.8.1,ClosedEcon_PR1,4,4.17,1,9,Left,Left,37,17,8,8,nan,nan,0.22
7/8/2021 18:49,1.8.1,ClosedEcon_PR1,4,4.16,1,9,Left,Left,38,17,8,8,nan,nan,0.4
7/8/2021 19:01,1.8.1,ClosedEcon_PR1,4,4.16,1,9,Left,Left,39,17,8,8,nan,nan,0.02
7/8/2021 19:01,1.8.1,ClosedEcon_PR1,4,4.16,1,9,Left,Left,40,17,8,8,nan,nan,0
7/8/2021 19:01,1.8.1,ClosedEcon_PR1,4,4.16,1,9,Right,Left,40,18,8,8,nan,nan,0.04
7/8/2021 19:01,1.8.1,ClosedEcon_PR1,4,4.16,1,9,Left,Left,41,18,8,8,nan,nan,0.04
7/8/2021 19:01,1.8.1,ClosedEcon_PR1,4,4.16,1,9,Left,Left,42,18,8,8,nan,nan,0.35
7/8/2021 19:02,1.8.1,ClosedEcon_PR1,4,4.16,1,9,Left,Left,43,18,8,8,nan,nan,0.2
7/8/2021 19:02,1.8.1,ClosedEcon_PR1,4,4.16,1,9,Left,Left,44,18,8,8,nan,nan,0.09
7/8/2021 19:13,1.8.1,ClosedEcon_PR1,4,4.16,1,9,Left,Left,45,18,8,8,nan,nan,0.12
7/8/2021 19:13,1.8.1,ClosedEcon_PR1,4,4.16,1,9,Pellet,Left,45,18,9,9,0.85,1449,nan
7/8/2021 19:15,1.8.1,ClosedEcon_PR1,4,4.16,1,10,Left,Left,46,18,9,9,nan,nan,0.14
7/8/2021 19:15,1.8.1,ClosedEcon_PR1,4,4.16,1,10,Left,Left,47,18,9,9,nan,nan,0.2
7/8/2021 19:15,1.8.1,ClosedEcon_PR1,4,4.16,1,10,Left,Left,48,18,9,9,nan,nan,0.23
7/8/2021 19:15,1.8.1,ClosedEcon_PR1,4,4.16,1,10,Left,Left,49,18,9,9,nan,nan,0.12
7/8/2021 19:15,1.8.1,ClosedEcon_PR1,4,4.16,1,10,Left,Left,50,18,9,9,nan,nan,0.44
7/8/2021 19:15,1.8.1,ClosedEcon_PR1,4,4.16,1,10,Left,Left,51,18,9,9,nan,nan,0.08
7/8/2021 19:15,1.8.1,ClosedEcon_PR1,4,4.16,1,10,Right,Left,51,19,9,9,nan,nan,0.36
7/8/2021 19:17,1.8.1,ClosedEcon_PR1,4,4.16,1,10,Left,Left,52,19,9,9,nan,nan,0.05
7/8/2021 19:17,1.8.1,ClosedEcon_PR1,4,4.16,1,10,Left,Left,53,19,9,9,nan,nan,0.05
7/8/2021 19:20,1.8.1,ClosedEcon_PR1,4,4.16,1,10,Left,Left,54,19,9,9,nan,nan,0.17
7/8/2021 19:20,1.8.1,ClosedEcon_PR1,4,4.16,1,10,Right,Left,54,20,9,9,nan,nan,0.28
7/8/2021 19:20,1.8.1,ClosedEcon_PR1,4,4.16,1,10,Right,Left,54,21,9,9,nan,nan,0.54
7/8/2021 19:20,1.8.1,ClosedEcon_PR1,4,4.16,1,10,Left,Left,55,21,9,9,nan,nan,0.08
7/8/2021 19:25,1.8.1,ClosedEcon_PR1,4,4.16,1,10,Pellet,Left,55,21,10,10,Timed_out,717,nan
7/8/2021 19:30,1.8.1,ClosedEcon_PR1,4,4.16,1,11,Right,Left,55,22,10,10,nan,nan,0.04
7/8/2021 19:36,1.8.1,ClosedEcon_PR1,4,4.16,1,11,Left,Left,56,22,10,10,nan,nan,0.1
7/8/2021 19:36,1.8.1,ClosedEcon_PR1,4,4.16,1,11,Left,Left,57,22,10,10,nan,nan,0.25
7/8/2021 19:36,1.8.1,ClosedEcon_PR1,4,4.16,1,11,Left,Left,58,22,10,10,nan,nan,0.15
7/8/2021 19:36,1.8.1,ClosedEcon_PR1,4,4.16,1,11,Left,Left,59,22,10,10,nan,nan,0.65
7/8/2021 19:36,1.8.1,ClosedEcon_PR1,4,4.16,1,11,Left,Left,60,22,10,10,nan,nan,0.29
7/8/2021 19:36,1.8.1,ClosedEcon_PR1,4,4.16,1,11,Left,Left,61,22,10,10,nan,nan,0
7/8/2021 19:36,1.8.1,ClosedEcon_PR1,4,4.16,1,11,Left,Left,62,22,10,10,nan,nan,0.37
7/8/2021 19:36,1.8.1,ClosedEcon_PR1,4,4.16,1,11,Left,Left,63,22,10,10,nan,nan,0.43
7/8/2021 19:36,1.8.1,ClosedEcon_PR1,4,4.16,1,11,Left,Left,64,22,10,10,nan,nan,0.36
7/8/2021 19:36,1.8.1,ClosedEcon_PR1,4,4.16,1,11,Left,Left,65,22,10,10,nan,nan,0
7/8/2021 19:36,1.8.1,ClosedEcon_PR1,4,4.16,1,11,Left,Left,66,22,10,10,nan,nan,0
7/8/2021 19:36,1.8.1,ClosedEcon_PR1,4,4.16,1,11,Pellet,Left,66,22,11,11,0.39,667,nan
7/8/2021 19:36,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Left,Left,67,22,11,11,nan,nan,0.16
7/8/2021 19:36,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Left,Left,68,22,11,11,nan,nan,0
7/8/2021 19:36,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Right,Left,68,23,11,11,nan,nan,0.11
7/8/2021 19:36,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Right,Left,68,24,11,11,nan,nan,0.44
7/8/2021 19:36,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Left,Left,69,24,11,11,nan,nan,0.2
7/8/2021 19:37,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Left,Left,70,24,11,11,nan,nan,0.08
7/8/2021 19:46,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Left,Left,71,24,11,11,nan,nan,0.07
7/8/2021 19:47,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Left,Left,72,24,11,11,nan,nan,0.14
7/8/2021 19:47,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Left,Left,73,24,11,11,nan,nan,0.14
7/8/2021 19:47,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Right,Left,73,25,11,11,nan,nan,0.13
7/8/2021 19:47,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Right,Left,73,26,11,11,nan,nan,0.14
7/8/2021 19:47,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Right,Left,73,27,11,11,nan,nan,0.12
7/8/2021 19:47,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Right,Left,73,28,11,11,nan,nan,0.2
7/8/2021 19:47,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Right,Left,73,29,11,11,nan,nan,0.19
7/8/2021 19:47,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Right,Left,73,30,11,11,nan,nan,0.04
7/8/2021 19:47,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Right,Left,73,31,11,11,nan,nan,0.45
7/8/2021 19:47,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Right,Left,73,32,11,11,nan,nan,0.23
7/8/2021 19:47,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Right,Left,73,33,11,11,nan,nan,0
7/8/2021 19:48,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Left,Left,74,33,11,11,nan,nan,0.44
7/8/2021 19:48,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Left,Left,75,33,11,11,nan,nan,0.26
7/8/2021 19:48,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Left,Left,76,33,11,11,nan,nan,0.42
7/8/2021 19:48,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Left,Left,77,33,11,11,nan,nan,0
7/8/2021 19:48,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Left,Left,78,33,11,11,nan,nan,0.04
7/8/2021 19:48,1.8.1,ClosedEcon_PR1,4,4.16,1,12,Pellet,Left,78,33,12,12,0.39,701,nan
7/8/2021 19:48,1.8.1,ClosedEcon_PR1,4,4.16,1,13,Left,Left,79,33,12,12,nan,nan,0.1
7/8/2021 19:48,1.8.1,ClosedEcon_PR1,4,4.16,1,13,Right,Left,79,34,12,12,nan,nan,0.12
7/8/2021 19:48,1.8.1,ClosedEcon_PR1,4,4.16,1,13,Right,Left,79,35,12,12,nan,nan,0.14
7/8/2021 19:48,1.8.1,ClosedEcon_PR1,4,4.16,1,13,Left,Left,80,35,12,12,nan,nan,0.25
7/8/2021 19:48,1.8.1,ClosedEcon_PR1,4,4.16,1,13,Left,Left,81,35,12,12,nan,nan,0.34
7/8/2021 19:48,1.8.1,ClosedEcon_PR1,4,4.16,1,13,Left,Left,82,35,12,12,nan,nan,0.21
7/8/2021 19:48,1.8.1,ClosedEcon_PR1,4,4.16,1,13,Left,Left,83,35,12,12,nan,nan,0
7/8/2021 19:48,1.8.1,ClosedEcon_PR1,4,4.16,1,13,Left,Left,84,35,12,12,nan,nan,0.11
7/8/2021 19:48,1.8.1,ClosedEcon_PR1,4,4.16,1,13,Left,Left,85,35,12,12,nan,nan,0
7/8/2021 19:48,1.8.1,ClosedEcon_PR1,4,4.16,1,13,Left,Left,86,35,12,12,nan,nan,0
7/8/2021 19:48,1.8.1,ClosedEcon_PR1,4,4.16,1,13,Left,Left,87,35,12,12,nan,nan,0.09
7/8/2021 19:48,1.8.1,ClosedEcon_PR1,4,4.16,1,13,Left,Left,88,35,12,12,nan,nan,0.42
7/8/2021 19:49,1.8.1,ClosedEcon_PR1,4,4.16,1,13,Left,Left,89,35,12,12,nan,nan,0.24
7/8/2021 19:49,1.8.1,ClosedEcon_PR1,4,4.16,1,13,Left,Left,90,35,12,12,nan,nan,0
7/8/2021 19:49,1.8.1,ClosedEcon_PR1,4,4.16,1,13,Left,Left,91,35,12,12,nan,nan,0
7/8/2021 19:49,1.8.1,ClosedEcon_PR1,4,4.16,1,13,Pellet,Left,91,35,13,13,0.72,55,nan
7/8/2021 19:51,1.8.1,ClosedEcon_PR1,4,4.16,1,14,Left,Left,92,35,13,13,nan,nan,0.26
7/8/2021 20:07,1.8.1,ClosedEcon_PR1,4,4.15,1,14,Left,Left,93,35,13,13,nan,nan,0.2
7/8/2021 20:07,1.8.1,ClosedEcon_PR1,4,4.16,1,14,Left,Left,94,35,13,13,nan,nan,0.29
7/8/2021 20:10,1.8.1,ClosedEcon_PR1,4,4.16,1,14,Left,Left,95,35,13,13,nan,nan,0.14
7/8/2021 20:10,1.8.1,ClosedEcon_PR1,4,4.16,1,14,Left,Left,96,35,13,13,nan,nan,0
7/8/2021 20:10,1.8.1,ClosedEcon_PR1,4,4.16,1,14,Left,Left,97,35,13,13,nan,nan,0.1
7/8/2021 20:11,1.8.1,ClosedEcon_PR1,4,4.16,1,14,Left,Left,98,35,13,13,nan,nan,0.2
7/8/2021 20:11,1.8.1,ClosedEcon_PR1,4,4.16,1,14,Right,Left,98,36,13,13,nan,nan,0.02
7/8/2021 20:11,1.8.1,ClosedEcon_PR1,4,4.16,1,14,Left,Left,99,36,13,13,nan,nan,0.35
7/8/2021 20:12,1.8.1,ClosedEcon_PR1,4,4.15,1,14,Left,Left,100,36,13,13,nan,nan,0.03
7/8/2021 20:12,1.8.1,ClosedEcon_PR1,4,4.16,1,14,Left,Left,101,36,13,13,nan,nan,0.17
7/8/2021 20:14,1.8.1,ClosedEcon_PR1,4,4.16,1,14,Right,Left,101,37,13,13,nan,nan,0.01
7/8/2021 20:14,1.8.1,ClosedEcon_PR1,4,4.16,1,14,Left,Left,102,37,13,13,nan,nan,0.35
7/8/2021 20:14,1.8.1,ClosedEcon_PR1,4,4.16,1,14,Left,Left,103,37,13,13,nan,nan,0.31
7/8/2021 20:14,1.8.1,ClosedEcon_PR1,4,4.16,1,14,Left,Left,104,37,13,13,nan,nan,0.13
7/8/2021 20:14,1.8.1,ClosedEcon_PR1,4,4.16,1,14,Left,Left,105,37,13,13,nan,nan,0.07
7/8/2021 20:14,1.8.1,ClosedEcon_PR1,4,4.16,1,14,Pellet,Left,105,37,14,14,0.52,1541,nan
7/8/2021 20:15,1.8.1,ClosedEcon_PR1,4,4.16,1,15,Left,Left,106,37,14,14,nan,nan,0.14
7/8/2021 20:15,1.8.1,ClosedEcon_PR1,4,4.16,1,15,Left,Left,107,37,14,14,nan,nan,0.13
7/8/2021 20:15,1.8.1,ClosedEcon_PR1,4,4.16,1,15,Left,Left,108,37,14,14,nan,nan,0.28
7/8/2021 20:15,1.8.1,ClosedEcon_PR1,4,4.16,1,15,Left,Left,109,37,14,14,nan,nan,0
7/8/2021 20:15,1.8.1,ClosedEcon_PR1,4,4.16,1,15,Left,Left,110,37,14,14,nan,nan,0.12
7/8/2021 20:16,1.8.1,ClosedEcon_PR1,4,4.16,1,15,Left,Left,111,37,14,14,nan,nan,0.33
7/8/2021 20:16,1.8.1,ClosedEcon_PR1,4,4.16,1,15,Left,Left,112,37,14,14,nan,nan,0.13
7/8/2021 20:16,1.8.1,ClosedEcon_PR1,4,4.16,1,15,Left,Left,113,37,14,14,nan,nan,0.25
7/8/2021 20:16,1.8.1,ClosedEcon_PR1,4,4.16,1,15,Left,Left,114,37,14,14,nan,nan,0.33
7/8/2021 20:16,1.8.1,ClosedEcon_PR1,4,4.16,1,15,Left,Left,115,37,14,14,nan,nan,0.59
7/8/2021 20:16,1.8.1,ClosedEcon_PR1,4,4.16,1,15,Left,Left,116,37,14,14,nan,nan,0
7/8/2021 20:16,1.8.1,ClosedEcon_PR1,4,4.16,1,15,Left,Left,117,37,14,14,nan,nan,0
7/8/2021 20:16,1.8.1,ClosedEcon_PR1,4,4.16,1,15,Left,Left,118,37,14,14,nan,nan,0.13
7/8/2021 20:16,1.8.1,ClosedEcon_PR1,4,4.16,1,15,Left,Left,119,37,14,14,nan,nan,0.27
7/8/2021 20:16,1.8.1,ClosedEcon_PR1,4,4.16,1,15,Left,Left,120,37,14,14,nan,nan,0.45
7/8/2021 20:16,1.8.1,ClosedEcon_PR1,4,4.16,1,15,Pellet,Left,120,37,15,15,0.39,90,nan
7/8/2021 20:19,1.8.1,ClosedEcon_PR1,4,4.15,1,16,Right,Left,120,38,15,15,nan,nan,0.18
7/8/2021 20:19,1.8.1,ClosedEcon_PR1,4,4.16,1,16,Left,Left,121,38,15,15,nan,nan,0.22
7/8/2021 20:19,1.8.1,ClosedEcon_PR1,4,4.16,1,16,Left,Left,122,38,15,15,nan,nan,0.02
7/8/2021 20:23,1.8.1,ClosedEcon_PR1,4,4.16,1,16,Left,Left,123,38,15,15,nan,nan,0.21
7/8/2021 20:23,1.8.1,ClosedEcon_PR1,4,4.16,1,16,Left,Left,124,38,15,15,nan,nan,0.08
7/8/2021 20:23,1.8.1,ClosedEcon_PR1,4,4.16,1,16,Left,Left,125,38,15,15,nan,nan,0.18
7/8/2021 20:23,1.8.1,ClosedEcon_PR1,4,4.16,1,16,Left,Left,126,38,15,15,nan,nan,0.09
7/8/2021 20:23,1.8.1,ClosedEcon_PR1,4,4.16,1,16,Left,Left,127,38,15,15,nan,nan,0.43
7/8/2021 20:23,1.8.1,ClosedEcon_PR1,4,4.15,1,16,Left,Left,128,38,15,15,nan,nan,0.05
7/8/2021 20:23,1.8.1,ClosedEcon_PR1,4,4.16,1,16,Left,Left,129,38,15,15,nan,nan,0.25
7/8/2021 20:23,1.8.1,ClosedEcon_PR1,4,4.15,1,16,Left,Left,130,38,15,15,nan,nan,0.11
7/8/2021 20:23,1.8.1,ClosedEcon_PR1,4,4.15,1,16,Left,Left,131,38,15,15,nan,nan,0.33
7/8/2021 20:23,1.8.1,ClosedEcon_PR1,4,4.16,1,16,Left,Left,132,38,15,15,nan,nan,0
7/8/2021 20:23,1.8.1,ClosedEcon_PR1,4,4.16,1,16,Left,Left,133,38,15,15,nan,nan,0.42
7/8/2021 20:23,1.8.1,ClosedEcon_PR1,4,4.16,1,16,Left,Left,134,38,15,15,nan,nan,0
7/8/2021 20:23,1.8.1,ClosedEcon_PR1,4,4.16,1,16,Left,Left,135,38,15,15,nan,nan,0
7/8/2021 20:23,1.8.1,ClosedEcon_PR1,4,4.16,1,16,Left,Left,136,38,15,15,nan,nan,0.02
7/8/2021 20:23,1.8.1,ClosedEcon_PR1,4,4.16,1,16,Pellet,Left,136,38,16,16,0.19,434,nan
7/8/2021 20:24,1.8.1,ClosedEcon_PR1,4,4.16,1,17,Right,Left,136,39,16,16,nan,nan,0.33
7/8/2021 20:24,1.8.1,ClosedEcon_PR1,4,4.16,1,17,Left,Left,137,39,16,16,nan,nan,0.13
7/8/2021 20:24,1.8.1,ClosedEcon_PR1,4,4.16,1,17,Left,Left,138,39,16,16,nan,nan,0.03
7/8/2021 20:26,1.8.1,ClosedEcon_PR1,4,4.16,1,17,Left,Left,139,39,16,16,nan,nan,0.27
7/8/2021 20:26,1.8.1,ClosedEcon_PR1,4,4.16,1,17,Left,Left,140,39,16,16,nan,nan,0.17
7/8/2021 20:26,1.8.1,ClosedEcon_PR1,4,4.16,1,17,Left,Left,141,39,16,16,nan,nan,0.42
7/8/2021 20:26,1.8.1,ClosedEcon_PR1,4,4.16,1,17,Left,Left,142,39,16,16,nan,nan,0.18
7/8/2021 20:26,1.8.1,ClosedEcon_PR1,4,4.16,1,17,Left,Left,143,39,16,16,nan,nan,0.1
7/8/2021 20:26,1.8.1,ClosedEcon_PR1,4,4.16,1,17,Left,Left,144,39,16,16,nan,nan,0
7/8/2021 20:26,1.8.1,ClosedEcon_PR1,4,4.16,1,17,Left,Left,145,39,16,16,nan,nan,0.05
7/8/2021 20:26,1.8.1,ClosedEcon_PR1,4,4.15,1,17,Left,Left,146,39,16,16,nan,nan,0.03
7/8/2021 20:27,1.8.1,ClosedEcon_PR1,4,4.16,1,17,Left,Left,147,39,16,16,nan,nan,0.06
7/8/2021 20:27,1.8.1,ClosedEcon_PR1,4,4.16,1,17,Left,Left,148,39,16,16,nan,nan,0.16
7/8/2021 20:27,1.8.1,ClosedEcon_PR1,4,4.16,1,17,Left,Left,149,39,16,16,nan,nan,0
7/8/2021 20:27,1.8.1,ClosedEcon_PR1,4,4.15,1,17,Right,Left,149,40,16,16,nan,nan,0.02
7/8/2021 20:27,1.8.1,ClosedEcon_PR1,4,4.16,1,17,Left,Left,150,40,16,16,nan,nan,0.23
7/8/2021 20:27,1.8.1,ClosedEcon_PR1,4,4.16,1,17,Left,Left,151,40,16,16,nan,nan,0
7/8/2021 20:27,1.8.1,ClosedEcon_PR1,4,4.16,1,17,Left,Left,152,40,16,16,nan,nan,0.26
7/8/2021 20:27,1.8.1,ClosedEcon_PR1,4,4.16,1,17,Left,Left,153,40,16,16,nan,nan,0
7/8/2021 20:27,1.8.1,ClosedEcon_PR1,4,4.16,2,17,Pellet,Left,153,40,17,17,0.32,235,nan
7/8/2021 20:30,1.8.1,ClosedEcon_PR1,4,4.16,1,18,Left,Left,154,40,17,17,nan,nan,0.19
7/8/2021 20:33,1.8.1,ClosedEcon_PR1,4,4.16,1,18,Right,Left,154,41,17,17,nan,nan,0.08
7/8/2021 20:33,1.8.1,ClosedEcon_PR1,4,4.15,1,18,Right,Left,154,42,17,17,nan,nan,0.35
7/8/2021 20:33,1.8.1,ClosedEcon_PR1,4,4.16,1,18,Right,Left,154,43,17,17,nan,nan,0.07
7/8/2021 20:33,1.8.1,ClosedEcon_PR1,4,4.16,1,18,Left,Left,155,43,17,17,nan,nan,0.15
7/8/2021 20:33,1.8.1,ClosedEcon_PR1,4,4.16,1,18,Left,Left,156,43,17,17,nan,nan,0.09
7/8/2021 20:33,1.8.1,ClosedEcon_PR1,4,4.16,1,18,Left,Left,157,43,17,17,nan,nan,0.24
7/8/2021 20:33,1.8.1,ClosedEcon_PR1,4,4.15,1,18,Right,Left,157,44,17,17,nan,nan,0.27
7/8/2021 20:33,1.8.1,ClosedEcon_PR1,4,4.16,1,18,Left,Left,158,44,17,17,nan,nan,0.34
7/8/2021 20:33,1.8.1,ClosedEcon_PR1,4,4.16,1,18,Left,Left,159,44,17,17,nan,nan,0.02
