YYYY/MM/DD HH:MM:SS,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
7/8/2021 23:33,1.8.1,ClosedEcon_PR1,4,4.14,1,32,Left,Left,507,84,31,31,nan,nan,0.23
7/8/2021 23:33,1.8.1,ClosedEcon_PR1,4,4.14,1,32,Left,Left,508,84,31,31,nan,nan,0
7/8/2021 23:33,1.8.1,ClosedEcon_PR1,4,4.14,1,32,Left,Left,509,84,31,31,nan,nan,0.08
7/8/2021 23:33,1.8.1,ClosedEcon_PR1,4,4.14,1,32,Left,Left,510,84,31,31,nan,nan,0.02
7/8/2021 23:33,1.8.1,ClosedEcon_PR1,4,4.15,1,32,Left,Left,511,84,31,31,nan,nan,0.11
7/8/2021 23:33,1.8.1,ClosedEcon_PR1,4,4.15,1,32,Left,Left,512,84,31,31,nan,nan,0.01
7/8/2021 23:33,1.8.1,ClosedEcon_PR1,4,4.14,1,32,Left,Left,513,84,31,31,nan,nan,0.11
7/8/2021 23:33,1.8.1,ClosedEcon_PR1,4,4.14,1,32,Left,Left,514,84,31,31,nan,nan,0.21
7/8/2021 23:33,1.8.1,ClosedEcon_PR1,4,4.14,1,32,Left,Left,515,84,31,31,nan,nan,0
7/8/2021 23:33,1.8.1,ClosedEcon_PR1,4,4.14,1,32,Left,Left,516,84,31,31,nan,nan,0
7/8/2021 23:33,1.8.1,ClosedEcon_PR1,4,4.14,1,32,Left,Left,517,84,31,31,nan,nan,0
7/8/2021 23:33,1.8.1,ClosedEcon_PR1,4,4.14,1,32,Left,Left,518,84,31,31,nan,nan,0.17
7/8/2021 23:33,1.8.1,ClosedEcon_PR1,4,4.15,1,32,Left,Left,519,84,31,31,nan,nan,0.26
7/8/2021 23:33,1.8.1,ClosedEcon_PR1,4,4.14,1,32,Left,Left,520,84,31,31,nan,nan,0
7/8/2021 23:33,1.8.1,ClosedEcon_PR1,4,4.15,1,32,Left,Left,521,84,31,31,nan,nan,0.07
7/8/2021 23:33,1.8.1,ClosedEcon_PR1,4,4.14,1,32,Left,Left,522,84,31,31,nan,nan,0.12
7/8/2021 23:33,1.8.1,ClosedEcon_PR1,4,4.15,1,32,Left,Left,523,84,31,31,nan,nan,0.04
7/8/2021 23:33,1.8.1,ClosedEcon_PR1,4,4.14,1,32,Left,Left,524,84,31,31,nan,nan,0
7/8/2021 23:34,1.8.1,ClosedEcon_PR1,4,4.14,1,32,Left,Left,525,84,31,31,nan,nan,0.14
7/8/2021 23:34,1.8.1,ClosedEcon_PR1,4,4.14,1,32,Left,Left,526,84,31,31,nan,nan,0
7/8/2021 23:34,1.8.1,ClosedEcon_PR1,4,4.14,1,32,Left,Left,527,84,31,31,nan,nan,0.12
7/8/2021 23:34,1.8.1,ClosedEcon_PR1,4,4.14,1,32,Left,Left,528,84,31,31,nan,nan,0
7/8/2021 23:34,1.8.1,ClosedEcon_PR1,4,4.15,1,32,Pellet,Left,528,84,32,32,0.39,1050,nan
7/8/2021 23:34,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,529,84,32,32,nan,nan,0.05
7/8/2021 23:34,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,530,84,32,32,nan,nan,0.07
7/8/2021 23:36,1.8.1,ClosedEcon_PR1,4,4.15,1,33,Right,Left,530,85,32,32,nan,nan,0.07
7/8/2021 23:36,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Right,Left,530,86,32,32,nan,nan,0
7/8/2021 23:36,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,531,86,32,32,nan,nan,0.08
7/8/2021 23:36,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,532,86,32,32,nan,nan,0.04
7/8/2021 23:43,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Right,Left,532,87,32,32,nan,nan,0.1
7/8/2021 23:43,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Right,Left,532,88,32,32,nan,nan,0.09
7/8/2021 23:43,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Right,Left,532,89,32,32,nan,nan,0.23
7/8/2021 23:51,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,533,89,32,32,nan,nan,0.02
7/8/2021 23:51,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,534,89,32,32,nan,nan,0.06
7/8/2021 23:52,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,535,89,32,32,nan,nan,0.29
7/8/2021 23:52,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,536,89,32,32,nan,nan,0
7/8/2021 23:52,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,537,89,32,32,nan,nan,0
7/8/2021 23:52,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,538,89,32,32,nan,nan,0.3
7/8/2021 23:52,1.8.1,ClosedEcon_PR1,4,4.15,1,33,Left,Left,539,89,32,32,nan,nan,0.32
7/8/2021 23:52,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,540,89,32,32,nan,nan,0.18
7/8/2021 23:52,1.8.1,ClosedEcon_PR1,4,4.15,1,33,Left,Left,541,89,32,32,nan,nan,0.24
7/8/2021 23:52,1.8.1,ClosedEcon_PR1,4,4.15,1,33,Left,Left,542,89,32,32,nan,nan,0.07
7/8/2021 23:52,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,543,89,32,32,nan,nan,0.04
7/8/2021 23:52,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,544,89,32,32,nan,nan,0
7/8/2021 23:52,1.8.1,ClosedEcon_PR1,4,4.15,1,33,Left,Left,545,89,32,32,nan,nan,0.17
7/8/2021 23:52,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,546,89,32,32,nan,nan,0.07
7/8/2021 23:52,1.8.1,ClosedEcon_PR1,4,4.15,1,33,Left,Left,547,89,32,32,nan,nan,0
7/8/2021 23:52,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,548,89,32,32,nan,nan,0.1
7/8/2021 23:52,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,549,89,32,32,nan,nan,0.02
7/8/2021 23:52,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,550,89,32,32,nan,nan,0.15
7/8/2021 23:52,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,551,89,32,32,nan,nan,0
7/8/2021 23:52,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,552,89,32,32,nan,nan,0.02
7/8/2021 23:52,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,553,89,32,32,nan,nan,0
7/8/2021 23:52,1.8.1,ClosedEcon_PR1,4,4.15,1,33,Left,Left,554,89,32,32,nan,nan,0
7/8/2021 23:52,1.8.1,ClosedEcon_PR1,4,4.15,1,33,Left,Left,555,89,32,32,nan,nan,0
7/8/2021 23:52,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,556,89,32,32,nan,nan,0.08
7/8/2021 23:53,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,557,89,32,32,nan,nan,0
7/8/2021 23:53,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,558,89,32,32,nan,nan,0.7
7/8/2021 23:53,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,559,89,32,32,nan,nan,0
7/8/2021 23:53,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,560,89,32,32,nan,nan,0
7/8/2021 23:53,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Left,Left,561,89,32,32,nan,nan,0.11
7/8/2021 23:53,1.8.1,ClosedEcon_PR1,4,4.14,1,33,Pellet,Left,561,89,33,33,0.26,1141,nan
7/8/2021 23:55,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,562,89,33,33,nan,nan,0.03
7/8/2021 23:55,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,563,89,33,33,nan,nan,0.28
7/8/2021 23:55,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Right,Left,563,90,33,33,nan,nan,0.12
7/8/2021 23:55,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,564,90,33,33,nan,nan,0.49
7/8/2021 23:55,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,565,90,33,33,nan,nan,0.04
7/8/2021 23:55,1.8.1,ClosedEcon_PR1,4,4.15,1,34,Left,Left,566,90,33,33,nan,nan,0.01
7/8/2021 23:55,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,567,90,33,33,nan,nan,0.08
7/8/2021 23:55,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,568,90,33,33,nan,nan,0.1
7/8/2021 23:55,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,569,90,33,33,nan,nan,0.04
7/8/2021 23:55,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,570,90,33,33,nan,nan,0
7/8/2021 23:55,1.8.1,ClosedEcon_PR1,4,4.15,1,34,Left,Left,571,90,33,33,nan,nan,0
7/8/2021 23:55,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,572,90,33,33,nan,nan,0
7/8/2021 23:55,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,573,90,33,33,nan,nan,0
7/8/2021 23:55,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,574,90,33,33,nan,nan,0.19
7/8/2021 23:55,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,575,90,33,33,nan,nan,0
7/8/2021 23:55,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,576,90,33,33,nan,nan,0
7/8/2021 23:55,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,577,90,33,33,nan,nan,0
7/8/2021 23:55,1.8.1,ClosedEcon_PR1,4,4.15,1,34,Left,Left,578,90,33,33,nan,nan,0.17
7/8/2021 23:55,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,579,90,33,33,nan,nan,0.26
7/8/2021 23:56,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Right,Left,579,91,33,33,nan,nan,0.09
7/9/2021 0:03,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,580,91,33,33,nan,nan,0.66
7/9/2021 0:03,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,581,91,33,33,nan,nan,0
7/9/2021 0:03,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,582,91,33,33,nan,nan,0
7/9/2021 0:03,1.8.1,ClosedEcon_PR1,4,4.15,1,34,Left,Left,583,91,33,33,nan,nan,0.42
7/9/2021 0:03,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,584,91,33,33,nan,nan,0.04
7/9/2021 0:03,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,585,91,33,33,nan,nan,0.12
7/9/2021 0:03,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,586,91,33,33,nan,nan,0.08
7/9/2021 0:03,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,587,91,33,33,nan,nan,0
7/9/2021 0:03,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,588,91,33,33,nan,nan,0.05
7/9/2021 0:03,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,589,91,33,33,nan,nan,0.12
7/9/2021 0:03,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,590,91,33,33,nan,nan,0
7/9/2021 0:03,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,591,91,33,33,nan,nan,0.16
7/9/2021 0:04,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,592,91,33,33,nan,nan,0.43
7/9/2021 0:04,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,593,91,33,33,nan,nan,0
7/9/2021 0:04,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,594,91,33,33,nan,nan,0.15
7/9/2021 0:04,1.8.1,ClosedEcon_PR1,4,4.14,1,34,Left,Left,595,91,33,33,nan,nan,0
7/9/2021 0:04,1.8.1,ClosedEcon_PR1,4,4.15,1,34,Pellet,Left,595,91,34,34,0.26,658,nan
7/9/2021 0:11,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Right,Left,595,92,34,34,nan,nan,0.09
7/9/2021 0:16,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,596,92,34,34,nan,nan,0.08
7/9/2021 0:16,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,597,92,34,34,nan,nan,0
7/9/2021 0:17,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,598,92,34,34,nan,nan,0.02
7/9/2021 0:17,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,599,92,34,34,nan,nan,0.03
7/9/2021 0:17,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,600,92,34,34,nan,nan,0.09
7/9/2021 0:17,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,601,92,34,34,nan,nan,0.02
7/9/2021 0:17,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,602,92,34,34,nan,nan,0.03
7/9/2021 0:25,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,603,92,34,34,nan,nan,0.07
7/9/2021 0:26,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Right,Left,603,93,34,34,nan,nan,0.01
7/9/2021 0:27,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,604,93,34,34,nan,nan,0.1
7/9/2021 0:35,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,605,93,34,34,nan,nan,0.05
7/9/2021 0:42,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,606,93,34,34,nan,nan,0
7/9/2021 0:42,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,607,93,34,34,nan,nan,0.07
7/9/2021 0:42,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,608,93,34,34,nan,nan,0.02
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,609,93,34,34,nan,nan,0.06
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,610,93,34,34,nan,nan,0.06
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,611,93,34,34,nan,nan,0
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,612,93,34,34,nan,nan,0
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,613,93,34,34,nan,nan,0.12
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,614,93,34,34,nan,nan,0.08
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,615,93,34,34,nan,nan,0.16
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,616,93,34,34,nan,nan,0.77
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,617,93,34,34,nan,nan,0.26
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,618,93,34,34,nan,nan,0.05
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,619,93,34,34,nan,nan,0.17
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,620,93,34,34,nan,nan,0.06
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,621,93,34,34,nan,nan,0
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,622,93,34,34,nan,nan,0.39
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,623,93,34,34,nan,nan,0
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,624,93,34,34,nan,nan,0.25
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,625,93,34,34,nan,nan,0.11
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,626,93,34,34,nan,nan,0.12
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,627,93,34,34,nan,nan,0.08
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,628,93,34,34,nan,nan,0
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Right,Left,628,94,34,34,nan,nan,0.13
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Right,Left,628,95,34,34,nan,nan,0.06
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Right,Left,628,96,34,34,nan,nan,0
7/9/2021 0:48,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,629,96,34,34,nan,nan,0.03
7/9/2021 0:53,1.8.1,ClosedEcon_PR1,4,4.14,1,35,Left,Left,630,96,34,34,nan,nan,0.03
7/9/2021 0:53,1.8.1,ClosedEcon_PR1,4,4.14,3,35,Pellet,Left,630,96,35,35,2.7,2956,nan
7/9/2021 0:54,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,631,96,35,35,nan,nan,0
7/9/2021 0:54,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,632,96,35,35,nan,nan,0.11
7/9/2021 0:54,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,633,96,35,35,nan,nan,0.01
7/9/2021 0:54,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,634,96,35,35,nan,nan,0.03
7/9/2021 0:54,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,635,96,35,35,nan,nan,0
7/9/2021 0:54,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,636,96,35,35,nan,nan,0.01
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,637,96,35,35,nan,nan,0.04
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,638,96,35,35,nan,nan,0
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,639,96,35,35,nan,nan,0
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,640,96,35,35,nan,nan,0.19
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,641,96,35,35,nan,nan,0.87
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,642,96,35,35,nan,nan,0.03
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,643,96,35,35,nan,nan,0
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,644,96,35,35,nan,nan,0.11
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,645,96,35,35,nan,nan,0.03
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,646,96,35,35,nan,nan,0
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,647,96,35,35,nan,nan,0.23
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,648,96,35,35,nan,nan,0
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,649,96,35,35,nan,nan,0.17
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,650,96,35,35,nan,nan,0
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,651,96,35,35,nan,nan,0.2
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,652,96,35,35,nan,nan,0.25
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,653,96,35,35,nan,nan,0
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,654,96,35,35,nan,nan,0
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,655,96,35,35,nan,nan,0
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,656,96,35,35,nan,nan,0.15
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,657,96,35,35,nan,nan,0.47
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,658,96,35,35,nan,nan,0.13
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,659,96,35,35,nan,nan,0.05
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,660,96,35,35,nan,nan,0.8
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,661,96,35,35,nan,nan,0
7/9/2021 0:55,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,662,96,35,35,nan,nan,0
7/9/2021 0:56,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,663,96,35,35,nan,nan,0.04
7/9/2021 0:56,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,664,96,35,35,nan,nan,0.05
7/9/2021 0:56,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,665,96,35,35,nan,nan,0
7/9/2021 0:56,1.8.1,ClosedEcon_PR1,4,4.14,1,36,Left,Left,666,96,35,35,nan,nan,0
7/9/2021 0:56,1.8.1,ClosedEcon_PR1,4,4.14,2,36,Pellet,Left,666,96,36,36,0.13,203,nan
7/9/2021 0:58,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,667,96,36,36,nan,nan,0
7/9/2021 0:58,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,668,96,36,36,nan,nan,0.08
7/9/2021 1:11,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,669,96,36,36,nan,nan,0.18
7/9/2021 1:11,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,670,96,36,36,nan,nan,0.03
7/9/2021 1:11,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,671,96,36,36,nan,nan,0.07
7/9/2021 1:16,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Right,Left,671,97,36,36,nan,nan,0.08
7/9/2021 1:18,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,672,97,36,36,nan,nan,0.09
7/9/2021 1:18,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,673,97,36,36,nan,nan,0.08
7/9/2021 1:20,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Right,Left,673,98,36,36,nan,nan,0.14
7/9/2021 1:21,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,674,98,36,36,nan,nan,0.07
7/9/2021 1:21,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,675,98,36,36,nan,nan,0.17
7/9/2021 1:21,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,676,98,36,36,nan,nan,0.03
7/9/2021 1:21,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,677,98,36,36,nan,nan,0.48
7/9/2021 1:22,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,678,98,36,36,nan,nan,0.1
7/9/2021 1:22,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,679,98,36,36,nan,nan,0.11
7/9/2021 1:27,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,680,98,36,36,nan,nan,0.12
7/9/2021 1:27,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,681,98,36,36,nan,nan,0
7/9/2021 1:27,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,682,98,36,36,nan,nan,0.01
7/9/2021 1:28,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,683,98,36,36,nan,nan,0.24
7/9/2021 1:28,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,684,98,36,36,nan,nan,0.02
7/9/2021 1:28,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,685,98,36,36,nan,nan,0.12
7/9/2021 1:28,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,686,98,36,36,nan,nan,0.08
7/9/2021 1:35,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,687,98,36,36,nan,nan,0.01
7/9/2021 1:35,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,688,98,36,36,nan,nan,0.33
7/9/2021 1:35,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,689,98,36,36,nan,nan,0.25
7/9/2021 1:40,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,690,98,36,36,nan,nan,0.08
7/9/2021 1:41,1.8.1,ClosedEcon_PR1,4,4.13,1,37,Left,Left,691,98,36,36,nan,nan,0.03
7/9/2021 1:44,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,692,98,36,36,nan,nan,0.02
7/9/2021 1:46,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,693,98,36,36,nan,nan,0.05
7/9/2021 1:46,1.8.1,ClosedEcon_PR1,4,4.13,1,37,Left,Left,694,98,36,36,nan,nan,0.75
7/9/2021 1:47,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,695,98,36,36,nan,nan,0.29
7/9/2021 1:47,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,696,98,36,36,nan,nan,0.02
7/9/2021 1:47,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,697,98,36,36,nan,nan,0.04
7/9/2021 1:47,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,698,98,36,36,nan,nan,0.02
7/9/2021 1:47,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,699,98,36,36,nan,nan,0
7/9/2021 1:47,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,700,98,36,36,nan,nan,0.03
7/9/2021 1:48,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,701,98,36,36,nan,nan,0.1
7/9/2021 1:48,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,702,98,36,36,nan,nan,0.11
7/9/2021 1:48,1.8.1,ClosedEcon_PR1,4,4.14,1,37,Left,Left,703,98,36,36,nan,nan,0.01
7/9/2021 1:48,1.8.1,ClosedEcon_PR1,4,4.14,2,37,Pellet,Left,703,98,37,37,0.39,3082,nan
7/9/2021 1:53,1.8.1,ClosedEcon_PR1,4,4.14,1,38,Left,Left,704,98,37,37,nan,nan,0.05
7/9/2021 1:53,1.8.1,ClosedEcon_PR1,4,4.14,1,38,Left,Left,705,98,37,37,nan,nan,0.01
7/9/2021 1:53,1.8.1,ClosedEcon_PR1,4,4.13,1,38,Left,Left,706,98,37,37,nan,nan,0.01
7/9/2021 1:53,1.8.1,ClosedEcon_PR1,4,4.13,1,38,Left,Left,707,98,37,37,nan,nan,0
