MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
6/15/2022 13:13:46,1.12.0,FR1_2s_delay,13,4.07,nan,1,Left,Left,1,0,0,0,nan,nan,0.44
6/15/2022 13:13:57,1.12.0,FR1_2s_delay,13,4.06,4,1,Pellet,Left,1,0,1,0,3.65,nan,nan
6/15/2022 13:15:49,1.12.0,FR1_2s_delay,13,4.07,nan,1,Right,Left,1,1,1,0,nan,nan,0.44
6/15/2022 13:15:52,1.12.0,FR1_2s_delay,13,4.07,nan,1,Right,Left,1,2,1,0,nan,nan,0.53
6/15/2022 13:16:19,1.12.0,FR1_2s_delay,13,4.07,nan,1,Right,Left,1,3,1,0,nan,nan,0.38
6/15/2022 13:16:27,1.12.0,FR1_2s_delay,13,4.07,nan,1,Left,Left,2,3,1,0,nan,nan,0.08
6/15/2022 13:16:32,1.12.0,FR1_2s_delay,13,4.07,1,1,Pellet,Left,2,3,2,0,2.67,155,nan
6/15/2022 13:17:19,1.12.0,FR1_2s_delay,13,4.07,nan,1,Left,Left,3,3,2,0,nan,nan,0.27
6/15/2022 13:17:27,1.12.0,FR1_2s_delay,13,4.06,3,1,Pellet,Left,3,3,3,0,0.71,54,nan
6/15/2022 13:19:08,1.12.0,FR1_2s_delay,13,4.06,nan,1,Left,Left,4,3,3,0,nan,nan,0.00
6/15/2022 13:19:13,1.12.0,FR1_2s_delay,13,4.05,1,1,Pellet,Left,4,3,4,0,1.75,107,nan
6/15/2022 13:19:50,1.12.0,FR1_2s_delay,13,4.06,nan,1,Left,Left,5,3,4,0,nan,nan,0.00
6/15/2022 13:19:53,1.12.0,FR1_2s_delay,13,4.06,1,1,Pellet,Left,5,3,5,0,0.83,40,nan
6/15/2022 13:20:17,1.12.0,FR1_2s_delay,13,4.07,nan,1,Left,Left,6,3,5,0,nan,nan,0.09
6/15/2022 13:20:21,1.12.0,FR1_2s_delay,13,4.07,1,1,Pellet,Left,6,3,6,0,1.01,28,nan
6/15/2022 13:20:49,1.12.0,FR1_2s_delay,13,4.06,nan,1,Left,Left,7,3,6,0,nan,nan,0.14
6/15/2022 13:20:56,1.12.0,FR1_2s_delay,13,4.05,1,1,Pellet,Left,7,3,7,0,4.45,35,nan
6/15/2022 13:23:20,1.12.0,FR1_2s_delay,13,4.07,nan,1,Left,Left,8,3,7,0,nan,nan,0.27
6/15/2022 13:23:26,1.12.0,FR1_2s_delay,13,4.06,1,1,Pellet,Left,8,3,8,0,2.36,149,nan
6/15/2022 13:23:55,1.12.0,FR1_2s_delay,13,4.06,nan,1,Right,Left,8,4,8,0,nan,nan,0.00
6/15/2022 13:24:58,1.12.0,FR1_2s_delay,13,4.07,nan,1,Left,Left,9,4,8,0,nan,nan,0.20
6/15/2022 13:25:02,1.12.0,FR1_2s_delay,13,4.06,1,1,Pellet,Left,9,4,9,0,1.14,97,nan
6/15/2022 13:25:25,1.12.0,FR1_2s_delay,13,4.06,nan,1,Left,Left,10,4,9,0,nan,nan,0.04
6/15/2022 13:25:29,1.12.0,FR1_2s_delay,13,4.06,1,1,Pellet,Left,10,4,10,0,1.38,27,nan
6/15/2022 13:27:14,1.12.0,FR1_2s_delay,13,4.05,nan,1,Left,Left,11,4,10,0,nan,nan,0.06
6/15/2022 13:27:17,1.12.0,FR1_2s_delay,13,4.06,1,1,Pellet,Left,11,4,11,0,0.71,108,nan
6/15/2022 13:27:46,1.12.0,FR1_2s_delay,13,4.07,nan,1,Left,Left,12,4,11,0,nan,nan,0.38
6/15/2022 13:27:51,1.12.0,FR1_2s_delay,13,4.06,1,1,Pellet,Left,12,4,12,0,2.06,34,nan
6/15/2022 13:28:13,1.12.0,FR1_2s_delay,13,4.06,nan,1,Left,Left,13,4,12,0,nan,nan,0.12
6/15/2022 13:28:18,1.12.0,FR1_2s_delay,13,4.07,1,1,Pellet,Left,13,4,13,0,1.93,27,nan
6/15/2022 13:29:04,1.12.0,FR1_2s_delay,13,4.07,nan,1,Left,Left,14,4,13,0,nan,nan,0.17
