,filename,group,sex,mouse,4hour,Left_Poke_Count,Right_Poke_Count,active_bias
272,SHI_C149_F1_FED002_072320_00.CSV,SHI,F,C149_F1,43,8,5,0.6153846153846154
273,SHI_C149_F1_FED002_072420_00.CSV,SHI,F,C149_F1,43,6,2,0.75
274,SHI_C149_F1_FED002_072420_00.CSV,SHI,F,C149_F1,44,13,3,0.8125
275,SHI_C149_F1_FED002_072520_00.CSV,SHI,F,C149_F1,44,4,0,1.0
276,SHI_C149_F1_FED002_072520_00.CSV,SHI,F,C149_F1,45,16,5,0.7619047619047619
277,SHI_C149_F1_FED002_072620_00.CSV,SHI,F,C149_F1,45,12,2,0.8571428571428571
278,SHI_C149_F1_FED002_072620_00.CSV,SHI,F,C149_F1,46,13,2,0.8666666666666667
279,SHI_C149_F1_FED002_072720_00.CSV,SHI,F,C149_F1,46,13,3,0.8125
280,SHI_C149_F2_FED003_061120_00.CSV,SHI,F,C149_F2,1,1,0,1.0
281,SHI_C149_F2_FED003_061220_00.CSV,SHI,F,C149_F2,1,6,6,0.5
282,SHI_C149_F2_FED003_061320_00.CSV,SHI,F,C149_F2,2,13,3,0.8125
283,SHI_C149_F2_FED003_061420_00.CSV,SHI,F,C149_F2,3,13,15,0.4642857142857143
284,SHI_C149_F2_FED003_061720_00.CSV,SHI,F,C149_F2,7,8,6,0.5714285714285714
285,SHI_C149_F2_FED003_061820_00.CSV,SHI,F,C149_F2,7,12,5,0.7058823529411765
286,SHI_C149_F2_FED003_061920_00.CSV,SHI,F,C149_F2,8,11,3,0.7857142857142857
287,SHI_C149_F2_FED003_062020_00.CSV,SHI,F,C149_F2,9,12,16,0.42857142857142855
288,SHI_C149_F2_FED003_062120_00.CSV,SHI,F,C149_F2,10,14,10,0.5833333333333334
289,SHI_C149_F2_FED003_062420_00.CSV,SHI,F,C149_F2,13,11,4,0.7333333333333333
290,SHI_C149_F2_FED003_062520_00.CSV,SHI,F,C149_F2,14,10,8,0.5555555555555556
291,SHI_C149_F2_FED003_062620_00.CSV,SHI,F,C149_F2,15,17,3,0.85
292,SHI_C149_F2_FED003_063020_00.CSV,SHI,F,C149_F2,19,13,6,0.6842105263157895
293,SHI_C149_F2_FED003_070220_00.CSV,SHI,F,C149_F2,21,16,6,0.7272727272727273
294,SHI_C149_F2_FED003_070320_00.CSV,SHI,F,C149_F2,22,18,6,0.75
295,SHI_C149_F2_FED003_070420_00.CSV,SHI,F,C149_F2,23,16,6,0.7272727272727273
296,SHI_C149_F2_FED003_070520_00.CSV,SHI,F,C149_F2,24,21,3,0.875
297,SHI_C149_F2_FED003_070720_00.CSV,SHI,F,C149_F2,26,18,7,0.72
298,SHI_C149_F2_FED003_070820_00.CSV,SHI,F,C149_F2,27,21,6,0.7777777777777778
299,SHI_C149_F2_FED003_070820_00.CSV,SHI,F,C149_F2,28,30,8,0.7894736842105263
300,SHI_C149_F2_FED003_070920_00.CSV,SHI,F,C149_F2,28,17,5,0.7727272727272727
301,SHI_C149_F2_FED003_070920_00.CSV,SHI,F,C149_F2,29,27,7,0.7941176470588235
302,SHI_C149_F2_FED003_071020_00.CSV,SHI,F,C149_F2,29,30,19,0.6122448979591837
303,SHI_C149_F2_FED003_071020_00.CSV,SHI,F,C149_F2,30,31,19,0.62
304,SHI_C149_F2_FED003_071120_00.CSV,SHI,F,C149_F2,30,14,8,0.6363636363636364
305,SHI_C149_F2_FED003_071120_00.CSV,SHI,F,C149_F2,31,21,14,0.6
306,SHI_C149_F2_FED003_071220_00.CSV,SHI,F,C149_F2,31,19,8,0.7037037037037037
307,SHI_C149_F2_FED003_071420_00.CSV,SHI,F,C149_F2,33,16,10,0.6153846153846154
308,SHI_C149_F2_FED003_071420_00.CSV,SHI,F,C149_F2,34,21,17,0.5526315789473685
309,SHI_C149_F2_FED003_071520_00.CSV,SHI,F,C149_F2,35,27,14,0.6585365853658537
310,SHI_C149_F2_FED003_071620_00.CSV,SHI,F,C149_F2,35,15,4,0.7894736842105263
311,SHI_C149_F2_FED003_071620_00.CSV,SHI,F,C149_F2,36,25,7,0.78125
312,SHI_C149_F2_FED003_071720_00.CSV,SHI,F,C149_F2,36,13,8,0.6190476190476191
313,SHI_C149_F2_FED003_071720_00.CSV,SHI,F,C149_F2,37,23,9,0.71875
314,SHI_C149_F2_FED003_071820_00.CSV,SHI,F,C149_F2,38,25,13,0.6578947368421053
315,SHI_C149_F2_FED003_071920_00.CSV,SHI,F,C149_F2,38,19,13,0.59375
316,SHI_C149_F2_FED003_072120_00.CSV,SHI,F,C149_F2,40,12,0,1.0
317,SHI_C149_F2_FED003_072120_00.CSV,SHI,F,C149_F2,41,18,6,0.75
318,SHI_C149_F2_FED003_072320_00.CSV,SHI,F,C149_F2,42,4,0,1.0
319,SHI_C149_F2_FED003_072320_00.CSV,SHI,F,C149_F2,43,21,10,0.6774193548387096
320,SHI_C149_F2_FED003_072420_00.CSV,SHI,F,C149_F2,43,1,0,1.0
321,SHI_C149_F2_FED003_072420_00.CSV,SHI,F,C149_F2,44,20,6,0.7692307692307693
322,SHI_C149_F2_FED003_072520_00.CSV,SHI,F,C149_F2,45,15,2,0.8823529411764706
323,SHI_C149_F2_FED003_072620_00.CSV,SHI,F,C149_F2,45,11,3,0.7857142857142857
324,SHI_C149_F2_FED003_072620_00.CSV,SHI,F,C149_F2,46,24,9,0.7272727272727273
325,SHI_C149_F2_FED003_072720_00.CSV,SHI,F,C149_F2,46,21,8,0.7241379310344828
326,SHI_C150_M0_FED001_061920_02.CSV,SHI,M,C150_M0,1,17,9,0.6538461538461539
327,SHI_C150_M0_FED001_062020_02.CSV,SHI,M,C150_M0,1,18,4,0.8181818181818182
328,SHI_C150_M0_FED001_062120_02.CSV,SHI,M,C150_M0,2,16,5,0.7619047619047619
329,SHI_C150_M0_FED001_062420_02.CSV,SHI,M,C150_M0,5,8,4,0.6666666666666666
330,SHI_C150_M0_FED001_062420_02.CSV,SHI,M,C150_M0,6,14,6,0.7
331,SHI_C150_M0_FED001_062520_02.CSV,SHI,M,C150_M0,7,16,3,0.8421052631578947
332,SHI_C150_M0_FED001_062620_02.CSV,SHI,M,C150_M0,7,11,4,0.7333333333333333
333,SHI_C150_M0_FED001_062620_02.CSV,SHI,M,C150_M0,8,15,4,0.7894736842105263
334,SHI_C150_M0_FED001_063020_02.CSV,SHI,M,C150_M0,11,12,5,0.7058823529411765
335,SHI_C150_M0_FED001_070220_02.CSV,SHI,M,C150_M0,13,8,4,0.6666666666666666
336,SHI_C150_M0_FED001_070220_02.CSV,SHI,M,C150_M0,14,13,4,0.7647058823529411
337,SHI_C150_M0_FED001_070320_02.CSV,SHI,M,C150_M0,14,11,6,0.6470588235294118
338,SHI_C150_M0_FED001_070320_02.CSV,SHI,M,C150_M0,15,14,7,0.6666666666666666
339,SHI_C150_M0_FED001_070420_02.CSV,SHI,M,C150_M0,15,13,4,0.7647058823529411
340,SHI_C150_M0_FED001_070520_02.CSV,SHI,M,C150_M0,16,15,5,0.75
341,SHI_C150_M0_FED001_070720_02.CSV,SHI,M,C150_M0,19,16,2,0.8888888888888888
342,SHI_C150_M0_FED001_070820_02.CSV,SHI,M,C150_M0,20,17,6,0.7391304347826086
343,SHI_C150_M0_FED001_070920_02.CSV,SHI,M,C150_M0,21,19,3,0.8636363636363636
344,SHI_C150_M0_FED001_071020_02.CSV,SHI,M,C150_M0,22,18,3,0.8571428571428571
345,SHI_C150_M0_FED001_071120_01.CSV,SHI,M,C150_M0,23,16,3,0.8421052631578947
346,SHI_C150_M0_FED001_071220_02.CSV,SHI,M,C150_M0,23,1,0,1.0
347,SHI_C150_M0_FED001_071420_02.CSV,SHI,M,C150_M0,26,12,8,0.6
348,SHI_C150_M0_FED001_071520_02.CSV,SHI,M,C150_M0,27,16,3,0.8421052631578947
349,SHI_C150_M0_FED001_071620_02.CSV,SHI,M,C150_M0,28,16,5,0.7619047619047619
350,SHI_C150_M0_FED001_071720_02.CSV,SHI,M,C150_M0,29,16,5,0.7619047619047619
351,SHI_C150_M0_FED001_071820_02.CSV,SHI,M,C150_M0,30,13,2,0.8666666666666667
352,SHI_C150_M0_FED001_071920_02.CSV,SHI,M,C150_M0,31,11,2,0.8461538461538461
353,SHI_C150_M0_FED001_072120_02.CSV,SHI,M,C150_M0,33,13,2,0.8666666666666667
354,SHI_C150_M0_FED001_072320_02.CSV,SHI,M,C150_M0,35,10,4,0.7142857142857143
355,SHI_C150_M0_FED001_072420_02.CSV,SHI,M,C150_M0,36,18,3,0.8571428571428571
356,SHI_C150_M0_FED001_072520_02.CSV,SHI,M,C150_M0,37,19,3,0.8636363636363636
357,SHI_C150_M0_FED001_072620_02.CSV,SHI,M,C150_M0,38,13,2,0.8666666666666667
358,SHI_C150_M0_FED001_072720_02.CSV,SHI,M,C150_M0,39,21,5,0.8076923076923077
359,SHI_C150_M1_FED003_061120_02.CSV,SHI,M,C150_M1,1,10,11,0.47619047619047616
360,SHI_C150_M1_FED003_061220_02.CSV,SHI,M,C150_M1,1,11,5,0.6875
361,SHI_C150_M1_FED003_061320_02.CSV,SHI,M,C150_M1,2,10,5,0.6666666666666666
362,SHI_C150_M1_FED003_061420_02.CSV,SHI,M,C150_M1,3,14,2,0.875
363,SHI_C150_M1_FED003_061720_02.CSV,SHI,M,C150_M1,7,9,11,0.45
364,SHI_C150_M1_FED003_061820_02.CSV,SHI,M,C150_M1,7,17,5,0.7727272727272727
365,SHI_C150_M1_FED003_061920_02.CSV,SHI,M,C150_M1,8,16,12,0.5714285714285714
366,SHI_C150_M1_FED003_062020_02.CSV,SHI,M,C150_M1,9,10,8,0.5555555555555556
367,SHI_C150_M1_FED003_062120_02.CSV,SHI,M,C150_M1,10,10,5,0.6666666666666666
368,SHI_C150_M1_FED003_062420_02.CSV,SHI,M,C150_M1,13,17,2,0.8947368421052632
369,SHI_C150_M1_FED003_062520_02.CSV,SHI,M,C150_M1,14,13,5,0.7222222222222222
370,SHI_C150_M1_FED003_062620_02.CSV,SHI,M,C150_M1,15,15,8,0.6521739130434783
371,SHI_C150_M1_FED003_063020_02.CSV,SHI,M,C150_M1,19,8,1,0.8888888888888888
372,SHI_C150_M1_FED003_070220_02.CSV,SHI,M,C150_M1,21,14,4,0.7777777777777778
373,SHI_C150_M1_FED003_070320_02.CSV,SHI,M,C150_M1,22,15,4,0.7894736842105263
374,SHI_C150_M1_FED003_070420_02.CSV,SHI,M,C150_M1,23,8,2,0.8
375,SHI_C150_M1_FED003_070520_02.CSV,SHI,M,C150_M1,24,15,2,0.8823529411764706
376,SHI_C150_M1_FED003_070720_02.CSV,SHI,M,C150_M1,26,16,2,0.8888888888888888
377,SHI_C150_M1_FED003_070820_02.CSV,SHI,M,C150_M1,27,15,2,0.8823529411764706
378,SHI_C150_M1_FED003_070820_02.CSV,SHI,M,C150_M1,28,17,3,0.85
379,SHI_C150_M1_FED003_070920_02.CSV,SHI,M,C150_M1,28,12,2,0.8571428571428571
380,SHI_C150_M1_FED003_070920_02.CSV,SHI,M,C150_M1,29,20,2,0.9090909090909091
381,SHI_C150_M1_FED003_071020_02.CSV,SHI,M,C150_M1,29,12,3,0.8
382,SHI_C150_M1_FED003_071120_02.CSV,SHI,M,C150_M1,30,14,4,0.7777777777777778
383,SHI_C150_M1_FED003_071120_02.CSV,SHI,M,C150_M1,31,15,5,0.75
384,SHI_C150_M1_FED003_071220_02.CSV,SHI,M,C150_M1,31,19,5,0.7916666666666666
385,SHI_C150_M1_FED003_071420_02.CSV,SHI,M,C150_M1,33,14,4,0.7777777777777778
386,SHI_C150_M1_FED003_071520_02.CSV,SHI,M,C150_M1,35,15,5,0.75
387,SHI_C150_M1_FED003_071620_02.CSV,SHI,M,C150_M1,36,2,3,0.4
388,SHI_C150_M1_FED003_071720_02.CSV,SHI,M,C150_M1,36,11,0,1.0
389,SHI_C150_M1_FED003_071720_02.CSV,SHI,M,C150_M1,37,16,2,0.8888888888888888
390,SHI_C150_M1_FED003_071820_02.CSV,SHI,M,C150_M1,38,14,3,0.8235294117647058
391,SHI_C150_M1_FED003_071920_02.CSV,SHI,M,C150_M1,38,10,1,0.9090909090909091
392,SHI_C150_M1_FED003_072120_02.CSV,SHI,M,C150_M1,40,10,3,0.7692307692307693
393,SHI_C150_M1_FED003_072120_02.CSV,SHI,M,C150_M1,41,10,3,0.7692307692307693
394,SHI_C150_M1_FED003_072320_02.CSV,SHI,M,C150_M1,42,4,1,0.8
395,SHI_C150_M1_FED003_072320_02.CSV,SHI,M,C150_M1,43,10,1,0.9090909090909091
396,SHI_C150_M1_FED003_072420_02.CSV,SHI,M,C150_M1,43,3,0,1.0
397,SHI_C150_M1_FED003_072420_02.CSV,SHI,M,C150_M1,44,11,3,0.7857142857142857
398,SHI_C150_M1_FED003_072520_02.CSV,SHI,M,C150_M1,45,13,4,0.7647058823529411
399,SHI_C150_M1_FED003_072620_02.CSV,SHI,M,C150_M1,45,11,0,1.0
400,SHI_C150_M1_FED003_072620_02.CSV,SHI,M,C150_M1,46,15,1,0.9375
401,SHI_C150_M1_FED003_072720_02.CSV,SHI,M,C150_M1,46,10,4,0.7142857142857143
402,SHI_C150_M2_FED005_061120_01.CSV,SHI,M,C150_M2,1,2,2,0.5
403,SHI_C150_M2_FED005_061220_01.CSV,SHI,M,C150_M2,1,6,4,0.6
404,SHI_C150_M2_FED005_061320_01.CSV,SHI,M,C150_M2,2,6,7,0.46153846153846156
405,SHI_C150_M2_FED005_061420_01.CSV,SHI,M,C150_M2,3,10,9,0.5263157894736842
406,SHI_C150_M2_FED005_061720_01.CSV,SHI,M,C150_M2,7,7,12,0.3684210526315789
407,SHI_C150_M2_FED005_061820_01.CSV,SHI,M,C150_M2,7,9,10,0.47368421052631576
408,SHI_C150_M2_FED005_061920_01.CSV,SHI,M,C150_M2,8,9,4,0.6923076923076923
409,SHI_C150_M2_FED005_062020_01.CSV,SHI,M,C150_M2,9,13,6,0.6842105263157895
410,SHI_C150_M2_FED005_062120_01.CSV,SHI,M,C150_M2,10,12,8,0.6
411,SHI_C150_M2_FED005_062420_01.CSV,SHI,M,C150_M2,13,13,4,0.7647058823529411
412,SHI_C150_M2_FED005_062520_01.CSV,SHI,M,C150_M2,14,12,7,0.631578947368421
413,SHI_C150_M2_FED005_062620_01.CSV,SHI,M,C150_M2,15,11,6,0.6470588235294118
414,SHI_C150_M2_FED005_063020_00.CSV,SHI,M,C150_M2,19,7,3,0.7
415,SHI_C150_M2_FED005_070220_01.CSV,SHI,M,C150_M2,21,10,0,1.0
416,SHI_C150_M2_FED005_070320_01.CSV,SHI,M,C150_M2,22,13,3,0.8125
417,SHI_C150_M2_FED005_070420_01.CSV,SHI,M,C150_M2,23,12,6,0.6666666666666666
418,SHI_C150_M2_FED005_070520_01.CSV,SHI,M,C150_M2,24,12,2,0.8571428571428571
419,SHI_C150_M2_FED005_070820_01.CSV,SHI,M,C150_M2,27,17,7,0.7083333333333334
420,SHI_C150_M2_FED005_070920_01.CSV,SHI,M,C150_M2,28,17,4,0.8095238095238095
421,SHI_C150_M2_FED005_070920_01.CSV,SHI,M,C150_M2,29,18,4,0.8181818181818182
422,SHI_C150_M2_FED005_071020_01.CSV,SHI,M,C150_M2,29,16,1,0.9411764705882353
423,SHI_C150_M2_FED005_071120_01.CSV,SHI,M,C150_M2,30,20,7,0.7407407407407407
424,SHI_C150_M2_FED005_071220_01.CSV,SHI,M,C150_M2,31,19,7,0.7307692307692307
425,SHI_C150_M2_FED005_071420_01.CSV,SHI,M,C150_M2,33,16,5,0.7619047619047619
426,SHI_C150_M2_FED005_071520_02.CSV,SHI,M,C150_M2,34,4,0,1.0
427,SHI_C150_M2_FED005_071520_02.CSV,SHI,M,C150_M2,35,17,3,0.85
428,SHI_C150_M2_FED005_071620_02.CSV,SHI,M,C150_M2,35,15,1,0.9375
429,SHI_C150_M2_FED005_071620_02.CSV,SHI,M,C150_M2,36,18,2,0.9
430,SHI_C150_M2_FED005_071720_04.CSV,SHI,M,C150_M2,37,14,2,0.875
431,SHI_C150_M2_FED005_071820_02.CSV,SHI,M,C150_M2,38,12,3,0.8
432,SHI_C150_M2_FED005_071920_00.CSV,SHI,M,C150_M2,38,14,2,0.875
433,SHI_C150_M2_FED005_072120_02.CSV,SHI,M,C150_M2,40,13,3,0.8125
434,SHI_C150_M2_FED005_072420_02.CSV,SHI,M,C150_M2,43,7,2,0.7777777777777778
435,SHI_C150_M2_FED005_072420_02.CSV,SHI,M,C150_M2,44,12,4,0.75
436,SHI_C150_M2_FED005_072520_02.CSV,SHI,M,C150_M2,44,8,3,0.7272727272727273
437,SHI_C150_M2_FED005_072520_02.CSV,SHI,M,C150_M2,45,15,3,0.8333333333333334
438,SHI_C150_M2_FED005_072620_02.CSV,SHI,M,C150_M2,45,12,4,0.75
439,SHI_C150_M2_FED005_072720_02.CSV,SHI,M,C150_M2,46,15,2,0.8823529411764706
