,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,filename,group,sex,MM:DD:YYYY hh:mm:ss,RelativeTime,Errors,Mouse,MotorTurns,RelativeTime2,Retrieval_Time_filt,count,Retrieval_Time_filt_count,Retrieval_Time_filt_sum,Retrieval_Time_filt_percent,Errors_binned,Successes_binned,NewRT,active_bias,active_bias_percent
4.0,57.0,98.0,55.0,1663.0,BRI_FED033_121218_00.CSV,B,m,2018-12-12 23:10:31,0 days 07:28:05,2.0,NaN,NaN,26885.0,6.0,15585.0,1.0,6324.0,0.40580082135523615,5.0,29.0,8.0,0.8529411764705882,85.29411764705883
8.0,82.0,146.0,80.0,2281.0,BRI_FED033_121218_00.CSV,B,m,2018-12-13 03:14:11,0 days 11:31:45,40.0,NaN,NaN,41505.0,5.0,15610.0,1.0,6338.0,0.40607380830343415,48.0,25.0,12.0,0.3424657534246575,34.24657534246575
12.0,103.0,166.0,100.0,1173.0,BRI_FED033_121218_00.CSV,B,m,2018-12-13 07:41:38,0 days 15:59:12,15.0,NaN,NaN,57552.0,9.0,15630.0,1.0,6348.0,0.4061420345489443,20.0,21.0,16.0,0.5121951219512195,51.21951219512195
16.0,113.0,168.0,110.0,4119.0,BRI_FED033_121218_00.CSV,B,m,2018-12-13 10:34:51,0 days 18:52:25,1.0,NaN,NaN,67945.0,8.0,15640.0,1.0,6356.0,0.40641984781635654,2.0,10.0,20.0,0.8333333333333334,83.33333333333334
20.0,124.0,168.0,121.0,17.0,BRI_FED033_121218_00.CSV,B,m,2018-12-13 14:21:13,0 days 22:38:47,0.0,NaN,NaN,81527.0,8.0,15651.0,1.0,6364.0,0.4066193853427896,0.0,11.0,24.0,1.0,100.0
24.0,133.0,170.0,130.0,2363.0,BRI_FED033_121218_00.CSV,B,m,2018-12-13 17:03:10,1 days 01:20:44,1.0,NaN,NaN,91244.0,6.0,15660.0,1.0,6369.0,0.4067049808429119,2.0,9.0,28.0,0.8181818181818182,81.81818181818183
0.0,14.0,16.0,14.0,2052.0,BRI_FED035_121218_00.CSV,B,m,2018-12-12 19:04:51,0 days 03:58:29,4.0,NaN,NaN,14309.0,9.0,15440.0,1.0,6227.0,0.40339620195735304,16.0,14.0,4.0,0.4666666666666667,46.666666666666664
4.0,39.0,78.0,37.0,1190.0,BRI_FED035_121218_00.CSV,B,m,2018-12-12 23:03:45,0 days 07:57:23,41.0,NaN,NaN,28643.0,8.0,15463.0,1.0,6239.0,0.4034940148819152,62.0,25.0,8.0,0.28735632183908044,28.735632183908045
8.0,53.0,97.0,51.0,1716.0,BRI_FED035_121218_00.CSV,B,m,2018-12-13 02:44:28,0 days 11:38:06,4.0,NaN,NaN,41886.0,3.0,15477.0,1.0,6247.0,0.4036572757818558,19.0,14.0,12.0,0.42424242424242425,42.42424242424242
12.0,65.0,117.0,63.0,246.0,BRI_FED035_121218_00.CSV,B,m,2018-12-13 07:05:40,0 days 15:59:18,8.0,NaN,NaN,57558.0,4.0,15489.0,1.0,6253.0,0.403733126655041,20.0,12.0,16.0,0.375,37.5
16.0,79.0,162.0,77.0,157.0,BRI_FED035_121218_00.CSV,B,m,2018-12-13 10:19:31,0 days 19:13:09,33.0,NaN,NaN,69189.0,10.0,15503.0,1.0,6265.0,0.4041153325162872,45.0,14.0,20.0,0.23728813559322035,23.728813559322035
20.0,89.0,181.0,87.0,33.0,BRI_FED035_121218_00.CSV,B,m,2018-12-13 14:19:51,0 days 23:13:29,11.0,NaN,NaN,83609.0,2.0,15513.0,1.0,6273.0,0.4043705279443048,19.0,10.0,24.0,0.3448275862068966,34.48275862068966
24.0,95.0,207.0,93.0,38.0,BRI_FED035_121218_00.CSV,B,m,2018-12-13 17:06:10,1 days 01:59:48,16.0,NaN,NaN,93588.0,10.0,15519.0,1.0,6278.0,0.40453637476641535,26.0,6.0,28.0,0.1875,18.75
0.0,34.0,24.0,31.0,307.0,BRI_FED037_121218_00.CSV,B,m,2018-12-13 01:02:11,0 days 03:31:12,3.0,NaN,NaN,12672.0,9.0,15797.0,1.0,6466.0,0.4093182249794265,24.0,34.0,4.0,0.5862068965517241,58.620689655172406
4.0,55.0,37.0,51.0,668.0,BRI_FED037_121218_00.CSV,B,m,2018-12-13 05:26:19,0 days 07:55:20,4.0,NaN,NaN,28520.0,8.0,15817.0,1.0,6479.0,0.40964845725847243,13.0,21.0,8.0,0.6176470588235294,61.76470588235294
8.0,93.0,44.0,88.0,84.0,BRI_FED037_121218_00.CSV,B,m,2018-12-13 09:14:34,0 days 11:43:35,3.0,NaN,NaN,42215.0,10.0,15854.0,1.0,6511.0,0.41068500063075564,7.0,38.0,12.0,0.8444444444444444,84.44444444444444
12.0,106.0,45.0,101.0,1001.0,BRI_FED037_121218_00.CSV,B,m,2018-12-13 13:24:05,0 days 15:53:06,1.0,NaN,NaN,57186.0,6.0,15867.0,1.0,6520.0,0.4109416362032018,1.0,13.0,16.0,0.9285714285714286,92.85714285714286
16.0,121.0,48.0,116.0,3000.0,BRI_FED037_121218_00.CSV,B,m,2018-12-13 17:20:07,0 days 19:49:08,3.0,NaN,NaN,71348.0,3.0,15882.0,1.0,6533.0,0.4113461780632162,3.0,15.0,20.0,0.8333333333333334,83.33333333333334
20.0,123.0,48.0,118.0,57.0,BRI_FED037_121218_00.CSV,B,m,2018-12-13 18:18:37,0 days 20:47:38,0.0,NaN,NaN,74858.0,3.0,15884.0,1.0,6534.0,0.4113573407202216,0.0,2.0,24.0,1.0,100.0
0.0,32.0,22.0,31.0,77.0,BRI_FED039_121218_00.CSV,B,m,2018-12-12 18:54:25,0 days 03:44:47,7.0,NaN,NaN,13487.0,10.0,15109.0,1.0,6002.0,0.3972466741677146,22.0,32.0,4.0,0.5925925925925926,59.25925925925925
4.0,56.0,24.0,53.0,1339.0,BRI_FED039_121218_00.CSV,B,m,2018-12-12 22:26:03,0 days 07:16:25,2.0,NaN,NaN,26185.0,8.0,15131.0,1.0,6012.0,0.3974350499107556,2.0,24.0,8.0,0.9230769230769231,92.3076923076923
8.0,74.0,28.0,71.0,980.0,BRI_FED039_121218_00.CSV,B,m,2018-12-13 02:20:10,0 days 11:10:32,4.0,NaN,NaN,40232.0,6.0,15149.0,1.0,6020.0,0.3973859660703677,4.0,18.0,12.0,0.8181818181818182,81.81818181818183
12.0,97.0,37.0,94.0,1523.0,BRI_FED039_121218_00.CSV,B,m,2018-12-13 07:05:37,0 days 15:55:59,3.0,NaN,NaN,57359.0,9.0,15172.0,1.0,6032.0,0.39757447930398104,9.0,23.0,16.0,0.71875,71.875
16.0,104.0,42.0,101.0,16.0,BRI_FED039_121218_00.CSV,B,m,2018-12-13 10:32:34,0 days 19:22:56,2.0,NaN,NaN,69776.0,3.0,15179.0,1.0,6037.0,0.3977205349496014,5.0,7.0,20.0,0.5833333333333334,58.333333333333336
20.0,112.0,47.0,109.0,12.0,BRI_FED039_121218_00.CSV,B,m,2018-12-13 14:55:39,0 days 23:46:01,3.0,NaN,NaN,85561.0,4.0,15187.0,1.0,6044.0,0.3979719496938171,5.0,8.0,24.0,0.6153846153846154,61.53846153846154
24.0,126.0,47.0,123.0,12.0,BRI_FED039_121218_00.CSV,B,m,2018-12-13 17:21:01,1 days 02:11:23,0.0,NaN,NaN,94283.0,8.0,15201.0,1.0,6057.0,0.3984606275902901,0.0,14.0,28.0,1.0,100.0
0.0,19.0,12.0,5.0,358.0,MAK_450-F0 FR1 Day1 1_22_20.csv,C,f,2020-01-22 22:58:53,0 days 03:51:18,1.0,NaN,NaN,13878.0,8.0,14475.0,1.0,5910.0,0.4090720221606648,12.0,19.0,4.0,0.6129032258064516,61.29032258064516
4.0,110.0,57.0,10.0,41.0,MAK_450-F0 FR1 Day1 1_22_20.csv,C,f,2020-01-23 02:56:01,0 days 07:48:26,1.0,NaN,NaN,28106.0,5.0,14616.0,1.0,5913.0,0.4082619508151423,45.0,91.0,8.0,0.6691176470588235,66.91176470588235
8.0,120.0,61.0,10.0,NaN,MAK_450-F0 FR1 Day1 1_22_20.csv,C,f,2020-01-23 07:06:52,0 days 11:59:17,1.0,NaN,NaN,43157.0,NaN,14630.0,0.0,5913.0,0.404528973113498,4.0,10.0,12.0,0.7142857142857143,71.42857142857143
12.0,121.0,63.0,10.0,NaN,MAK_450-F0 FR1 Day1 1_22_20.csv,C,f,2020-01-23 09:01:48,0 days 13:54:13,1.0,NaN,NaN,50053.0,NaN,14633.0,0.0,5913.0,0.4041418905064589,2.0,1.0,16.0,0.3333333333333333,33.33333333333333
0.0,14.0,6.0,14.0,306.0,MAK_450-F1 FR1 Day 1 2_4_20.csv,C,f,2020-02-04 23:22:09,0 days 03:59:00,1.0,NaN,NaN,14340.0,10.0,14269.0,1.0,5865.0,0.41139284961719463,6.0,14.0,4.0,0.7,70.0
4.0,51.0,27.0,51.0,819.0,MAK_450-F1 FR1 Day 1 2_4_20.csv,C,f,2020-02-05 03:20:32,0 days 07:57:23,1.0,NaN,NaN,28643.0,9.0,14364.0,1.0,5891.0,0.4110807592631505,21.0,37.0,8.0,0.6379310344827587,63.793103448275865
8.0,66.0,38.0,65.0,503.0,MAK_450-F1 FR1 Day 1 2_4_20.csv,C,f,2020-02-05 06:03:09,0 days 10:40:00,1.0,NaN,NaN,38400.0,10.0,14404.0,1.0,5900.0,0.41013504106919113,11.0,15.0,12.0,0.5769230769230769,57.692307692307686
12.0,81.0,43.0,80.0,458.0,MAK_450-F1 FR1 Day 1 2_4_20.csv,C,f,2020-02-05 09:39:14,0 days 14:16:05,1.0,NaN,NaN,51365.0,8.0,14439.0,1.0,5907.0,0.409580006942034,5.0,15.0,16.0,0.75,75.0
0.0,23.0,23.0,22.0,NaN,MAK_450-F2 FR1 Day 1 2_4_20.csv,C,f,2020-02-04 22:56:38,0 days 03:37:23,1.0,NaN,NaN,13043.0,NaN,14830.0,0.0,5945.0,0.40269592901171847,23.0,23.0,4.0,0.5,50.0
4.0,54.0,32.0,54.0,NaN,MAK_450-F2 FR1 Day 1 2_4_20.csv,C,f,2020-02-05 03:12:45,0 days 07:53:30,1.0,NaN,NaN,28410.0,NaN,14901.0,0.0,5945.0,0.40084957184276176,9.0,31.0,8.0,0.775,77.5
8.0,70.0,40.0,69.0,NaN,MAK_450-F2 FR1 Day 1 2_4_20.csv,C,f,2020-02-05 06:02:17,0 days 10:43:02,1.0,NaN,NaN,38582.0,NaN,14940.0,0.0,5945.0,0.39893973963226415,8.0,16.0,12.0,0.6666666666666666,66.66666666666666
12.0,74.0,42.0,74.0,NaN,MAK_450-F2 FR1 Day 1 2_4_20.csv,C,f,2020-02-05 09:42:15,0 days 14:23:00,1.0,NaN,NaN,51780.0,NaN,14951.0,0.0,5945.0,0.39789840037480756,2.0,4.0,16.0,0.6666666666666666,66.66666666666666
0.0,24.0,8.0,24.0,317.0,MAK_456-F0 FR1 Day 1 1_22_20.csv,C,f,2020-01-22 23:09:11,0 days 03:55:04,1.0,NaN,NaN,14104.0,10.0,14689.0,1.0,5926.0,0.4040590405904059,8.0,24.0,4.0,0.75,75.0
4.0,50.0,11.0,50.0,845.0,MAK_456-F0 FR1 Day 1 1_22_20.csv,C,f,2020-01-23 03:11:50,0 days 07:57:43,1.0,NaN,NaN,28663.0,7.0,14744.0,1.0,5937.0,0.40340367597004767,3.0,26.0,8.0,0.896551724137931,89.65517241379311
8.0,57.0,13.0,57.0,7.0,MAK_456-F0 FR1 Day 1 1_22_20.csv,C,f,2020-01-23 07:05:00,0 days 11:50:53,1.0,NaN,NaN,42653.0,7.0,14760.0,1.0,5944.0,0.402710027100271,2.0,7.0,12.0,0.7777777777777778,77.77777777777779
12.0,58.0,13.0,58.0,5.0,MAK_456-F0 FR1 Day 1 1_22_20.csv,C,f,2020-01-23 09:24:43,0 days 14:10:36,0.0,NaN,NaN,51036.0,5.0,14762.0,1.0,5945.0,0.40272320823736624,0.0,1.0,16.0,1.0,100.0
0.0,14.0,3.0,13.0,96.0,MAK_456-F1 FR1 Day 1 1_22_20.csv,C,f,2020-01-22 22:57:30,0 days 03:53:23,1.0,NaN,NaN,14003.0,7.0,14981.0,1.0,5953.0,0.39764595733297664,3.0,14.0,4.0,0.8235294117647058,82.35294117647058
4.0,42.0,11.0,42.0,241.0,MAK_456-F1 FR1 Day 1 1_22_20.csv,C,f,2020-01-23 02:56:38,0 days 07:52:31,1.0,NaN,NaN,28351.0,8.0,15046.0,1.0,5970.0,0.3973708794875217,8.0,28.0,8.0,0.7777777777777778,77.77777777777779
8.0,56.0,13.0,56.0,124.0,MAK_456-F1 FR1 Day 1 1_22_20.csv,C,f,2020-01-23 06:34:06,0 days 11:29:59,1.0,NaN,NaN,41399.0,7.0,15076.0,1.0,5980.0,0.39675682860370837,2.0,14.0,12.0,0.875,87.5
12.0,57.0,13.0,57.0,4.0,MAK_456-F1 FR1 Day 1 1_22_20.csv,C,f,2020-01-23 08:31:02,0 days 13:26:55,0.0,NaN,NaN,48415.0,4.0,15078.0,1.0,5981.0,0.39667064597426716,0.0,1.0,16.0,1.0,100.0
0.0,1.0,0.0,0.0,NaN,MAT_FED002_050820_01.CSV,D,u,2020-05-08 10:41:05,0 days 00:00:00,NaN,2.0,0.0,0.0,NaN,19334.0,0.0,7439.0,0.3847625943932968,0.0,1.0,4.0,1.0,100.0
4.0,12.0,8.0,11.0,32.0,MAT_FED002_050820_01.CSV,D,u,2020-05-08 18:37:13,0 days 07:56:08,1.0,2.0,1.0,28568.0,9.0,19364.0,1.0,7447.0,0.3847944142746315,8.0,11.0,8.0,0.5789473684210527,57.89473684210527
8.0,49.0,21.0,48.0,238.0,MAT_FED002_050820_01.CSV,D,u,2020-05-08 22:36:40,0 days 11:55:35,1.0,2.0,3.0,42935.0,8.0,19451.0,1.0,7477.0,0.384666976216272,13.0,37.0,12.0,0.74,74.0
12.0,51.0,22.0,51.0,1757.0,MAT_FED002_050820_01.CSV,D,u,2020-05-09 01:50:03,0 days 15:08:58,1.0,2.0,2.0,54538.0,2.0,19457.0,1.0,7478.0,0.3843820686818836,1.0,2.0,16.0,0.6666666666666666,66.66666666666666
16.0,59.0,25.0,59.0,19.0,MAT_FED002_050820_01.CSV,D,u,2020-05-09 06:31:55,0 days 19:50:50,1.0,2.0,1.0,71450.0,8.0,19476.0,1.0,7484.0,0.384314934731216,3.0,8.0,20.0,0.7272727272727273,72.72727272727273
20.0,66.0,25.0,66.0,58.0,MAT_FED002_050820_01.CSV,D,u,2020-05-09 10:29:00,0 days 23:47:55,0.0,2.0,1.0,85675.0,3.0,19490.0,1.0,7489.0,0.3843272092784563,0.0,7.0,24.0,1.0,100.0
0.0,22.0,5.0,21.0,1224.0,MAT_FED002_050920_00.CSV,D,u,2020-05-09 14:46:05,0 days 03:59:26,1.0,2.0,2.0,14366.0,9.0,19706.0,1.0,7540.0,0.38272546925072487,5.0,22.0,4.0,0.8148148148148148,81.48148148148148
4.0,42.0,10.0,42.0,1128.0,MAT_FED002_050920_00.CSV,D,u,2020-05-09 18:42:44,0 days 07:56:05,1.0,2.0,2.0,28565.0,10.0,19752.0,1.0,7554.0,0.38262898888945257,5.0,20.0,8.0,0.8,80.0
8.0,57.0,15.0,57.0,2181.0,MAT_FED002_050920_00.CSV,D,u,2020-05-09 22:26:10,0 days 11:39:31,1.0,2.0,2.0,41971.0,7.0,19787.0,1.0,7564.0,0.38243482662617057,5.0,15.0,12.0,0.75,75.0
12.0,63.0,16.0,63.0,216.0,MAT_FED002_050920_00.CSV,D,u,2020-05-10 01:53:16,0 days 15:06:37,1.0,2.0,3.0,54397.0,10.0,19800.0,1.0,7568.0,0.3822830865632422,1.0,6.0,16.0,0.8571428571428571,85.71428571428571
16.0,67.0,16.0,67.0,10.0,MAT_FED002_050920_00.CSV,D,u,2020-05-10 05:18:55,0 days 18:32:16,0.0,2.0,2.0,66736.0,10.0,19808.0,1.0,7572.0,0.3822697899838449,0.0,4.0,20.0,1.0,100.0
20.0,77.0,19.0,77.0,968.0,MAT_FED002_050920_00.CSV,D,u,2020-05-10 10:29:54,0 days 23:43:15,1.0,2.0,2.0,85395.0,8.0,19831.0,1.0,7580.0,0.38230695516215263,3.0,10.0,24.0,0.7692307692307693,76.92307692307693
0.0,8.0,17.0,8.0,88.0,MAT_FED004_051020_01.CSV,D,u,2020-05-10 15:13:00,0 days 02:34:00,1.0,4.0,1.0,9240.0,8.0,16380.0,1.0,6718.0,0.4107536090041595,17.0,8.0,4.0,0.32,32.0
4.0,28.0,18.0,28.0,74.0,MAT_FED004_051020_01.CSV,D,u,2020-05-10 19:28:00,0 days 06:49:00,1.0,4.0,2.0,24540.0,7.0,16421.0,1.0,6730.0,0.4101092729381601,1.0,20.0,8.0,0.9523809523809523,95.23809523809523
8.0,49.0,23.0,48.0,348.0,MAT_FED004_051020_01.CSV,D,u,2020-05-11 00:30:00,0 days 11:51:00,1.0,4.0,1.0,42660.0,10.0,16467.0,1.0,6748.0,0.4098849595227951,5.0,21.0,12.0,0.8076923076923077,80.76923076923077
12.0,55.0,24.0,55.0,6781.0,MAT_FED004_051020_01.CSV,D,u,2020-05-11 04:26:00,0 days 15:47:00,1.0,4.0,1.0,56820.0,3.0,16481.0,1.0,6753.0,0.40979725628262714,1.0,6.0,16.0,0.8571428571428571,85.71428571428571
16.0,60.0,25.0,59.0,3811.0,MAT_FED004_051020_01.CSV,D,u,2020-05-11 08:26:00,0 days 19:47:00,1.0,4.0,2.0,71220.0,2.0,16491.0,1.0,6756.0,0.40976645435244163,1.0,5.0,20.0,0.8333333333333334,83.33333333333334
20.0,86.0,46.0,86.0,1522.0,MAT_FED004_051020_01.CSV,D,u,2020-05-11 12:38:00,0 days 23:59:00,1.0,4.0,3.0,86340.0,6.0,16565.0,1.0,6778.0,0.40967507274490783,21.0,26.0,24.0,0.5531914893617021,55.319148936170215
24.0,104.0,73.0,104.0,1331.0,MAT_FED004_051020_01.CSV,D,u,2020-05-11 16:27:00,1 days 03:48:00,1.0,4.0,4.0,100080.0,6.0,16628.0,1.0,6791.0,0.4091512736931064,27.0,18.0,28.0,0.4,40.0
28.0,124.0,80.0,124.0,755.0,MAT_FED004_051020_01.CSV,D,u,2020-05-11 20:34:00,1 days 07:55:00,1.0,4.0,2.0,114900.0,6.0,16675.0,1.0,6800.0,0.4084185207456404,7.0,20.0,32.0,0.7407407407407407,74.07407407407408
32.0,130.0,82.0,130.0,30.0,MAT_FED004_051020_01.CSV,D,u,2020-05-11 22:48:00,1 days 10:09:00,1.0,4.0,2.0,122940.0,5.0,16689.0,1.0,6804.0,0.4078182145212543,2.0,6.0,36.0,0.75,75.0
36.0,137.0,84.0,137.0,5328.0,MAT_FED004_051020_01.CSV,D,u,2020-05-12 04:13:00,1 days 15:34:00,1.0,4.0,2.0,142440.0,2.0,16705.0,1.0,6806.0,0.40766926303175555,2.0,7.0,40.0,0.7777777777777778,77.77777777777779
40.0,147.0,88.0,147.0,5112.0,MAT_FED004_051020_01.CSV,D,u,2020-05-12 08:34:00,1 days 19:55:00,1.0,4.0,3.0,158100.0,2.0,16729.0,1.0,6808.0,0.4073985394469053,4.0,10.0,44.0,0.7142857142857143,71.42857142857143
44.0,150.0,88.0,150.0,4.0,MAT_FED004_051020_01.CSV,D,u,2020-05-12 09:38:00,1 days 20:59:00,0.0,4.0,1.0,161940.0,4.0,16735.0,1.0,6811.0,0.4069913355243502,0.0,3.0,48.0,1.0,100.0
0.0,1.0,0.0,0.0,NaN,MAT_FED005_051020_00.CSV,D,u,2020-05-10 08:54:00,0 days 00:00:00,NaN,5.0,0.0,0.0,NaN,19331.0,0.0,7439.0,0.38482230614039625,0.0,1.0,4.0,1.0,100.0
4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0,NaN,NaN
8.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.0,NaN,NaN
12.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
16.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.0,NaN,NaN
20.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.0,NaN,NaN
24.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.0,NaN,NaN
28.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.0,NaN,NaN
32.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.0,NaN,NaN
36.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.0,NaN,NaN
40.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.0,NaN,NaN
44.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.0,NaN,NaN
48.0,2.0,0.0,1.0,3664.0,MAT_FED005_051020_00.CSV,D,u,2020-05-12 09:03:00,2 days 00:09:00,0.0,5.0,1.0,173340.0,NaN,19333.0,0.0,7439.0,0.38480240016552864,NaN,NaN,52.0,NaN,NaN
0.0,1.0,0.0,0.0,NaN,MAT_FED006_050820_01.CSV,D,u,2020-05-08 10:30:46,0 days 00:00:00,NaN,6.0,0.0,0.0,NaN,17559.0,0.0,7023.0,0.3999658294891509,0.0,1.0,4.0,1.0,100.0
4.0,10.0,3.0,10.0,186.0,MAT_FED006_050820_01.CSV,D,u,2020-05-08 18:24:59,0 days 07:54:13,1.0,6.0,1.0,28453.0,6.0,17581.0,1.0,7029.0,0.39994305239179956,3.0,9.0,8.0,0.75,75.0
8.0,36.0,17.0,36.0,630.0,MAT_FED006_050820_01.CSV,D,u,2020-05-08 22:08:18,0 days 11:37:32,1.0,6.0,2.0,41852.0,8.0,17647.0,1.0,7043.0,0.39978386986690934,14.0,26.0,12.0,0.65,65.0
12.0,45.0,21.0,45.0,910.0,MAT_FED006_050820_01.CSV,D,u,2020-05-09 00:48:39,0 days 14:17:53,1.0,6.0,2.0,51473.0,6.0,17669.0,1.0,7048.0,0.3990820489573889,4.0,9.0,16.0,0.6923076923076923,69.23076923076923
16.0,47.0,22.0,47.0,5.0,MAT_FED006_050820_01.CSV,D,u,2020-05-09 04:56:36,0 days 18:25:50,1.0,6.0,1.0,66350.0,5.0,17674.0,1.0,7050.0,0.39889102636641394,1.0,2.0,20.0,0.6666666666666666,66.66666666666666
20.0,58.0,26.0,58.0,1516.0,MAT_FED006_050820_01.CSV,D,u,2020-05-09 10:23:23,0 days 23:52:37,1.0,6.0,3.0,85957.0,3.0,17700.0,1.0,7056.0,0.3988684582743989,4.0,11.0,24.0,0.7333333333333333,73.33333333333333
24.0,80.0,44.0,80.0,2111.0,MAT_FED006_050820_01.CSV,D,u,2020-05-09 14:30:12,1 days 03:59:26,1.0,6.0,2.0,100766.0,10.0,17762.0,1.0,7072.0,0.3986333860402078,18.0,22.0,28.0,0.55,55.00000000000001
28.0,93.0,52.0,93.0,634.0,MAT_FED006_050820_01.CSV,D,u,2020-05-09 17:54:11,1 days 07:23:25,1.0,6.0,3.0,113005.0,10.0,17796.0,1.0,7079.0,0.39816482774149964,8.0,13.0,32.0,0.6190476190476191,61.904761904761905
32.0,111.0,56.0,111.0,476.0,MAT_FED006_050820_01.CSV,D,u,2020-05-09 21:35:51,1 days 11:05:05,1.0,6.0,2.0,126305.0,10.0,17836.0,1.0,7092.0,0.3978561005724548,4.0,18.0,36.0,0.8181818181818182,81.81818181818183
36.0,118.0,60.0,118.0,18.0,MAT_FED006_050820_01.CSV,D,u,2020-05-10 01:24:59,1 days 14:54:13,1.0,6.0,3.0,140053.0,10.0,17854.0,1.0,7098.0,0.39762345160024665,4.0,7.0,40.0,0.6363636363636364,63.63636363636363
40.0,126.0,60.0,126.0,11.0,MAT_FED006_050820_01.CSV,D,u,2020-05-10 05:32:54,1 days 19:02:08,0.0,6.0,2.0,154928.0,10.0,17870.0,1.0,7105.0,0.39759373251259095,0.0,8.0,44.0,1.0,100.0
44.0,139.0,61.0,138.0,3319.0,MAT_FED006_050820_01.CSV,D,u,2020-05-10 10:23:53,1 days 23:53:07,1.0,6.0,3.0,172387.0,10.0,17896.0,1.0,7112.0,0.39757216379503246,1.0,13.0,48.0,0.9285714285714286,92.85714285714286
0.0,18.0,19.0,17.0,289.0,MAT_FED007_050820_02.CSV,D,u,2020-05-08 12:51:01,0 days 03:32:13,1.0,7.0,2.0,12733.0,10.0,18919.0,1.0,7353.0,0.38921870030743133,19.0,18.0,4.0,0.4864864864864865,48.64864864864865
4.0,47.0,37.0,46.0,305.0,MAT_FED007_050820_02.CSV,D,u,2020-05-08 17:16:16,0 days 07:57:28,1.0,7.0,2.0,28648.0,10.0,18995.0,1.0,7369.0,0.38864813444667584,18.0,29.0,8.0,0.6170212765957447,61.702127659574465
8.0,72.0,40.0,72.0,453.0,MAT_FED007_050820_02.CSV,D,u,2020-05-08 20:46:42,0 days 11:27:54,1.0,7.0,1.0,41274.0,10.0,19049.0,1.0,7380.0,0.38794736842105265,3.0,25.0,12.0,0.8928571428571429,89.28571428571429
12.0,77.0,43.0,77.0,22.0,MAT_FED007_050820_02.CSV,D,u,2020-05-08 23:38:31,0 days 14:19:43,1.0,7.0,2.0,51583.0,3.0,19062.0,1.0,7384.0,0.38745736027289424,3.0,5.0,16.0,0.625,62.5
16.0,84.0,43.0,84.0,56.0,MAT_FED007_050820_02.CSV,D,u,2020-05-09 04:44:34,0 days 19:25:46,0.0,7.0,2.0,69946.0,5.0,19076.0,1.0,7389.0,0.38739116752333996,0.0,7.0,20.0,1.0,100.0
20.0,99.0,46.0,98.0,71.0,MAT_FED007_050820_02.CSV,D,u,2020-05-09 09:06:10,0 days 23:47:22,1.0,7.0,2.0,85642.0,7.0,19108.0,1.0,7398.0,0.3873722818967776,3.0,15.0,24.0,0.8333333333333334,83.33333333333334
24.0,135.0,57.0,135.0,556.0,MAT_FED007_050820_02.CSV,D,u,2020-05-09 13:11:41,1 days 03:52:53,1.0,7.0,2.0,100373.0,10.0,19192.0,1.0,7411.0,0.38714741744727615,11.0,36.0,28.0,0.7659574468085106,76.59574468085107
28.0,151.0,59.0,151.0,344.0,MAT_FED007_050820_02.CSV,D,u,2020-05-09 16:41:12,1 days 07:22:24,1.0,7.0,2.0,112944.0,5.0,19226.0,1.0,7418.0,0.38616234239866626,2.0,16.0,32.0,0.8888888888888888,88.88888888888889
32.0,170.0,63.0,170.0,242.0,MAT_FED007_050820_02.CSV,D,u,2020-05-09 20:47:40,1 days 11:28:52,1.0,7.0,3.0,127732.0,9.0,19268.0,1.0,7426.0,0.3858673044925125,4.0,19.0,36.0,0.8260869565217391,82.6086956521739
