MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
1/18/2020,9:52:20,24,4.20,1,1,Left,1,7,1,24
1/18/2020,10:04:33,24,4.20,1,1,Left,2,16,2,8
1/18/2020,10:06:28,24,4.20,1,1,Left,3,16,3,3
1/18/2020,10:08:37,24,4.20,1,1,Left,4,16,4,3
1/18/2020,10:10:58,24,4.20,1,1,Left,5,23,5,3
1/18/2020,10:12:00,24,4.20,1,1,Left,6,23,6,25
1/18/2020,10:13:25,24,4.20,1,1,Left,7,23,7,13
1/18/2020,10:18:56,24,4.20,1,1,Left,8,23,8,3
1/18/2020,10:25:41,24,4.20,1,1,Left,9,26,9,38
1/18/2020,10:33:15,24,4.20,1,1,Left,10,26,10,3
1/18/2020,12:24:42,24,4.19,1,1,Left,11,26,11,4
1/18/2020,12:26:09,24,4.20,1,1,Left,12,26,12,2
1/18/2020,12:55:42,24,4.19,2,1,Left,13,29,13,20
1/18/2020,12:57:38,24,4.20,1,1,Left,14,30,14,3
1/18/2020,13:13:41,24,4.19,1,1,Left,15,31,15,2
1/18/2020,13:19:53,24,4.19,1,1,Left,16,31,16,167
1/18/2020,13:21:50,24,4.19,1,1,Left,17,31,17,1
1/18/2020,13:45:50,24,4.19,2,1,Left,18,32,18,26
1/18/2020,13:48:03,24,4.19,1,1,Left,19,32,19,2
1/18/2020,14:04:46,24,4.19,1,1,Left,20,32,20,2
1/18/2020,15:15:39,24,4.22,1,1,Left,21,32,21,3
1/18/2020,15:16:22,24,4.22,1,1,Left,22,33,22,3
1/18/2020,15:16:54,24,4.22,1,1,Left,23,33,23,2
1/18/2020,16:18:52,24,4.23,1,1,Left,24,34,24,23
1/18/2020,16:19:59,24,4.23,2,1,Left,25,35,25,15
1/18/2020,16:21:00,24,4.23,3,1,Left,26,35,26,11
1/18/2020,16:21:27,24,4.23,1,1,Left,27,35,27,2
