MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
1/18/2020,10:02:21,33,3.58,1,1,Left,1,0,1,9
1/18/2020,10:06:34,33,3.58,1,1,Left,2,0,2,26
1/18/2020,10:12:14,33,3.58,1,1,Left,3,17,3,8
1/18/2020,10:16:42,33,3.59,1,1,Left,4,21,4,4
1/18/2020,10:22:50,33,3.58,1,1,Left,5,23,5,25
1/18/2020,10:33:37,33,3.58,1,1,Left,6,28,6,27
1/18/2020,10:37:16,33,3.58,1,1,Left,7,28,7,1
1/18/2020,12:08:20,33,3.56,1,1,Left,8,34,8,3
1/18/2020,12:09:54,33,3.56,1,1,Left,9,35,9,5
1/18/2020,12:16:09,33,3.56,1,1,Left,10,35,10,106
1/18/2020,12:30:20,33,3.56,1,1,Left,11,36,11,2
1/18/2020,12:59:46,33,3.55,1,1,Left,12,36,12,2
1/18/2020,13:00:51,33,3.55,1,1,Left,13,37,13,2
1/18/2020,13:02:36,33,3.54,1,1,Left,14,37,14,1
1/18/2020,13:41:27,33,3.54,2,1,Left,15,43,15,52
1/18/2020,15:24:51,33,3.52,1,1,Left,16,45,16,2
1/18/2020,15:26:11,33,3.52,1,1,Left,17,45,17,1
1/18/2020,15:38:51,33,3.51,1,1,Left,18,45,18,2
1/18/2020,15:43:15,33,3.51,2,1,Left,19,45,19,31
1/18/2020,15:45:18,33,3.51,1,1,Left,20,46,20,2
1/18/2020,15:46:05,33,3.51,1,1,Left,21,46,21,2
1/18/2020,15:46:44,33,3.51,1,1,Left,22,46,22,2
1/18/2020,15:53:46,33,3.52,1,1,Left,23,46,23,2
1/18/2020,15:55:23,33,3.51,2,1,Left,24,46,24,46
