MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
10/11/2019,15:39:55,2,3.82,1,1,Left,1,0,1,4
10/11/2019,15:41:19,2,3.82,1,1,Left,2,1,2,6
10/11/2019,15:42:03,2,3.82,1,1,Left,3,1,3,2
10/11/2019,15:42:22,2,3.82,1,1,Left,4,1,4,2
10/11/2019,15:42:43,2,3.82,1,1,Left,5,1,5,2
10/11/2019,15:43:08,2,3.82,2,1,Left,6,1,6,2
10/11/2019,15:46:52,2,3.82,1,1,Left,7,1,7,2
10/11/2019,15:47:23,2,3.82,2,1,Left,8,1,8,4
10/11/2019,15:49:15,2,3.82,2,1,Left,9,1,9,7
10/11/2019,15:50:33,2,3.82,2,1,Left,10,1,10,7
10/11/2019,15:51:35,2,3.82,1,1,Left,11,1,11,13
10/11/2019,15:53:47,2,3.82,1,1,Left,12,1,12,8
10/11/2019,15:54:47,2,3.82,1,1,Left,13,1,13,2
10/11/2019,16:01:05,2,3.82,2,1,Left,14,5,14,4
10/11/2019,16:10:53,2,3.82,3,1,Left,15,5,15,464
10/11/2019,16:15:51,2,3.82,2,1,Left,16,5,16,6
10/11/2019,16:21:34,2,3.87,2,1,Left,17,5,17,6
10/11/2019,16:30:01,2,3.87,1,1,Left,18,5,18,2
10/11/2019,16:38:32,2,3.88,2,1,Left,19,7,19,8
10/11/2019,16:43:37,2,3.88,2,1,Left,20,7,20,5
10/11/2019,16:45:08,2,3.88,1,1,Left,21,7,21,2
10/11/2019,16:52:35,2,3.88,2,1,Left,22,7,22,8
10/11/2019,16:59:38,2,3.89,2,1,Left,23,7,23,6
10/11/2019,20:14:42,2,3.95,3,1,Left,24,8,24,578
10/11/2019,20:23:11,2,3.96,2,1,Left,25,9,25,8
10/11/2019,20:23:49,2,3.96,1,1,Left,26,9,26,1
10/11/2019,20:24:15,2,3.96,1,1,Left,27,9,27,2
10/11/2019,21:01:33,2,3.97,1,1,Left,28,9,28,3
10/11/2019,21:12:59,2,3.98,1,1,Left,29,9,29,8
10/11/2019,21:14:43,2,3.98,2,1,Left,30,9,30,1
10/11/2019,21:14:57,2,3.98,1,1,Left,31,9,31,2
10/11/2019,21:22:55,2,3.98,1,1,Left,32,11,32,3
10/11/2019,21:37:48,2,3.98,1,1,Left,33,11,33,1
10/11/2019,21:38:15,2,3.98,3,1,Left,34,11,34,2
10/11/2019,21:45:04,2,3.98,2,1,Left,35,12,35,291
10/11/2019,22:06:07,2,4.00,3,1,Left,36,13,36,2
10/11/2019,22:12:08,2,4.00,2,1,Left,37,13,37,9
10/11/2019,22:20:47,2,4.01,2,1,Left,38,13,38,2
10/11/2019,22:23:47,2,4.00,1,1,Left,39,13,39,1
10/11/2019,22:30:39,2,4.00,1,1,Left,40,13,40,1
10/11/2019,22:38:54,2,4.01,1,1,Left,41,14,41,2
10/11/2019,23:08:40,2,4.01,1,1,Left,42,14,42,1347
10/11/2019,23:45:11,2,4.03,1,1,Left,43,15,43,8
10/12/2019,6:31:19,2,4.20,2,1,Left,44,15,44,13
10/12/2019,6:33:58,2,4.20,1,1,Left,45,15,45,1
