MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
1/18/2020,9:55:27,22,4.14,1,1,Left,1,0,1,50
1/18/2020,10:06:11,22,4.16,1,1,Left,2,8,2,176
1/18/2020,10:08:19,22,4.17,1,1,Left,3,8,3,55
1/18/2020,10:09:40,22,4.17,1,1,Left,4,8,4,7
1/18/2020,10:18:57,22,4.17,1,1,Left,5,11,5,2
1/18/2020,10:26:02,22,4.18,1,1,Left,6,21,6,25
1/18/2020,10:31:26,22,4.18,1,1,Left,7,21,7,3
1/18/2020,10:58:17,22,4.17,1,1,Left,8,25,8,18
1/18/2020,11:18:07,22,4.17,1,1,Left,9,25,9,3
1/18/2020,11:26:16,22,4.18,1,1,Left,10,25,10,92
1/18/2020,11:27:13,22,4.17,1,1,Left,11,25,11,3
1/18/2020,11:34:39,22,4.18,1,1,Left,12,25,12,7
1/18/2020,12:11:27,22,4.18,1,1,Left,13,31,13,6
1/18/2020,12:12:57,22,4.17,1,1,Left,14,31,14,2
1/18/2020,12:13:55,22,4.18,1,1,Left,15,31,15,4
1/18/2020,12:50:51,22,4.18,1,1,Left,16,35,16,3
1/18/2020,12:57:09,22,4.17,1,1,Left,17,35,17,3
1/18/2020,13:26:50,22,4.18,4,1,Left,18,38,18,211
1/18/2020,14:15:57,22,4.17,1,1,Left,19,39,19,3
