MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
10/11/2019,16:07:34,5,4.18,1,1,Left,1,0,1,2
10/11/2019,16:08:24,5,4.18,1,1,Left,2,0,2,2
10/11/2019,16:09:37,5,4.18,1,1,Left,3,0,3,1
10/11/2019,16:12:40,5,4.18,1,1,Left,4,2,4,3
10/11/2019,16:13:10,5,4.18,1,1,Left,5,2,5,3
10/11/2019,16:13:53,5,4.18,1,1,Left,6,2,6,3
10/11/2019,16:14:28,5,4.18,1,1,Left,7,2,7,1
10/11/2019,16:15:50,5,4.18,1,1,Left,8,2,8,29
10/11/2019,16:17:42,5,4.18,1,1,Left,9,2,9,3
10/11/2019,16:24:55,5,4.18,3,1,Left,10,2,10,149
10/11/2019,16:30:59,5,4.19,1,1,Left,11,2,11,2
10/11/2019,16:47:18,5,4.20,1,1,Left,12,2,12,1
10/11/2019,17:06:10,5,4.21,1,1,Left,13,5,13,419
10/11/2019,17:07:24,5,4.22,1,1,Left,14,5,14,3
10/11/2019,17:31:34,5,4.22,1,1,Left,15,6,15,3
10/11/2019,17:34:34,5,4.22,2,1,Left,16,6,16,77
10/11/2019,17:50:14,5,4.22,1,1,Left,17,7,17,4
10/11/2019,17:52:19,5,4.22,1,1,Left,18,7,18,2
10/11/2019,18:03:28,5,4.21,2,1,Left,19,7,19,36
10/11/2019,18:04:57,5,4.22,1,1,Left,20,7,20,2
10/11/2019,18:05:51,5,4.22,1,1,Left,21,7,21,3
10/11/2019,18:15:05,5,4.22,1,1,Left,22,8,22,2
10/11/2019,18:17:47,5,4.22,1,1,Left,23,8,23,2
10/11/2019,18:38:16,5,4.21,1,1,Left,24,10,24,2
10/11/2019,18:46:26,5,4.22,1,1,Left,25,11,25,3
10/11/2019,18:59:12,5,4.22,1,1,Left,26,11,26,3
10/11/2019,19:01:01,5,4.22,1,1,Left,27,11,27,2
10/11/2019,19:23:56,5,4.21,1,1,Left,28,11,28,1317
10/11/2019,19:25:23,5,4.22,1,1,Left,29,11,29,2
10/11/2019,19:26:57,5,4.21,1,1,Left,30,11,30,51
10/11/2019,19:27:07,5,4.22,1,1,Left,31,11,31,4
10/11/2019,19:30:22,5,4.22,1,1,Left,32,12,32,65
10/11/2019,19:38:45,5,4.22,1,1,Left,33,12,33,2
10/11/2019,19:47:13,5,4.22,2,1,Left,34,12,34,462
10/11/2019,19:48:45,5,4.22,1,1,Left,35,12,35,3
10/11/2019,19:49:37,5,4.22,1,1,Left,36,12,36,2
10/11/2019,20:08:29,5,4.22,1,1,Left,37,14,37,2
10/11/2019,20:09:19,5,4.22,1,1,Left,38,14,38,3
10/11/2019,20:34:19,5,4.22,1,1,Left,39,14,39,475
10/11/2019,20:40:56,5,4.21,2,1,Left,40,14,40,1
10/11/2019,20:41:54,5,4.21,1,1,Left,41,14,41,2
10/11/2019,20:43:10,5,4.21,2,1,Left,42,14,42,29
10/11/2019,20:43:52,5,4.20,1,1,Left,43,14,43,2
10/11/2019,21:17:35,5,4.20,2,1,Left,44,14,44,3
10/11/2019,21:18:32,5,4.20,1,1,Left,45,14,45,2
10/11/2019,21:22:55,5,4.21,2,1,Left,46,14,46,29
10/11/2019,21:44:43,5,4.20,1,1,Left,47,14,47,4
10/11/2019,21:56:17,5,4.20,2,1,Left,48,15,48,38
10/11/2019,21:57:02,5,4.20,1,1,Left,49,15,49,2
10/11/2019,21:58:11,5,4.20,1,1,Left,50,15,50,2
10/11/2019,22:02:38,5,4.20,1,1,Left,51,15,51,2
10/11/2019,22:27:25,5,4.20,1,1,Left,52,15,52,787
10/11/2019,22:33:35,5,4.20,1,1,Left,53,15,53,2
10/11/2019,22:52:47,5,4.20,1,1,Left,54,16,54,5
10/11/2019,22:53:48,5,4.21,1,1,Left,55,16,55,3
