MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
10/8/2019,8:12:52,24,3.58,1,1,Left,1,1,1,13
10/8/2019,8:15:30,24,3.59,1,1,Left,2,1,2,17
10/8/2019,8:16:15,24,3.59,1,1,Left,3,1,3,7
10/8/2019,8:21:04,24,3.60,1,1,Left,4,7,4,5
10/8/2019,8:26:31,24,3.60,1,1,Left,5,7,5,2
10/8/2019,8:28:05,24,3.60,1,1,Left,6,8,6,19
10/8/2019,8:30:35,24,3.60,1,1,Left,7,8,7,2
10/8/2019,8:32:47,24,3.60,1,1,Left,8,8,8,54
10/8/2019,8:39:14,24,3.60,1,1,Left,9,10,9,74
10/8/2019,8:41:34,24,3.61,1,1,Left,10,10,10,75
10/8/2019,8:59:56,24,3.62,1,1,Left,11,10,11,92
10/8/2019,9:09:47,24,3.62,1,1,Left,12,10,12,32
10/8/2019,9:18:43,24,3.62,1,1,Left,13,11,13,125
10/8/2019,9:20:39,24,3.62,1,1,Left,14,12,14,2
10/8/2019,9:21:24,24,3.63,1,1,Left,15,13,15,2
10/8/2019,9:28:06,24,3.62,1,1,Left,16,13,16,2
10/8/2019,9:49:36,24,3.64,1,1,Left,17,13,17,2
10/8/2019,10:27:37,24,3.65,1,1,Left,18,13,18,1
10/8/2019,10:28:23,24,3.65,1,1,Left,19,13,19,2
10/8/2019,10:35:27,24,3.66,1,1,Left,20,16,20,2
10/8/2019,10:38:27,24,3.67,1,1,Left,21,16,21,10
10/8/2019,10:52:00,24,3.66,1,1,Left,22,19,22,2
10/8/2019,10:55:21,24,3.66,1,1,Left,23,19,23,4
10/8/2019,10:56:42,24,3.66,1,1,Left,24,19,24,3
10/8/2019,11:12:59,24,3.67,1,1,Left,25,19,25,46
10/8/2019,11:39:25,24,3.68,1,1,Left,26,19,26,812
10/8/2019,11:40:30,24,3.68,2,1,Left,27,19,27,21
10/8/2019,11:41:09,24,3.68,1,1,Left,28,19,28,1
10/8/2019,12:03:58,24,3.69,1,1,Left,29,19,29,196
10/8/2019,12:22:57,24,3.69,1,1,Left,30,19,30,550
10/8/2019,12:45:10,24,3.70,1,1,Left,31,19,31,469
10/8/2019,12:50:13,24,3.71,1,1,Left,32,19,32,2
10/8/2019,12:50:55,24,3.71,2,1,Left,33,19,33,16
10/8/2019,12:55:18,24,3.71,1,1,Left,34,19,34,231
10/8/2019,12:59:05,24,3.71,1,1,Left,35,20,35,89
10/8/2019,13:05:09,24,3.71,2,1,Left,36,21,36,18
10/8/2019,13:10:18,24,3.71,1,1,Left,37,22,37,1
10/8/2019,13:42:45,24,3.73,1,1,Left,38,22,38,16
10/8/2019,13:45:28,24,3.73,2,1,Left,39,22,39,20
10/8/2019,13:59:24,24,3.73,1,1,Left,40,24,40,2
10/8/2019,14:02:23,24,3.73,2,1,Left,41,24,41,18
10/8/2019,14:10:05,24,3.73,2,1,Left,42,24,42,22
10/8/2019,14:16:40,24,3.74,2,1,Left,43,24,43,22
10/8/2019,14:17:59,24,3.73,1,1,Left,44,24,44,50
10/8/2019,14:30:17,24,3.74,1,1,Left,45,24,45,235
10/8/2019,14:38:45,24,3.75,1,1,Left,46,24,46,1
10/8/2019,14:46:36,24,3.74,1,1,Left,47,29,47,1
10/8/2019,15:07:56,24,3.74,1,1,Left,48,29,48,2
10/8/2019,15:08:41,24,3.75,2,1,Left,49,29,49,15
10/8/2019,15:09:38,24,3.75,2,1,Left,50,29,50,11
10/8/2019,15:10:23,24,3.75,1,1,Left,51,29,51,2
10/8/2019,15:21:31,24,3.76,1,1,Left,52,29,52,2
10/8/2019,16:37:31,24,3.78,1,1,Left,53,29,53,232
10/8/2019,16:53:54,24,3.79,2,1,Left,54,30,54,18
10/8/2019,16:55:11,24,3.78,1,1,Left,55,32,55,2
10/8/2019,16:55:44,24,3.79,1,1,Left,56,32,56,2
10/8/2019,17:02:36,24,3.80,1,1,Left,57,32,57,2
10/8/2019,17:09:20,24,3.80,1,1,Left,58,32,58,2
