MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
1/18/2020,10:02:31,28,3.64,1,1,Left,1,0,1,5
1/18/2020,10:14:04,28,3.64,1,1,Left,2,1,2,12
1/18/2020,10:15:56,28,3.64,1,1,Left,3,1,3,10
1/18/2020,10:20:43,28,3.64,1,1,Left,4,7,4,2
1/18/2020,10:22:38,28,3.64,1,1,Left,5,7,5,6
1/18/2020,10:26:20,28,3.64,1,1,Left,6,8,6,10
1/18/2020,10:27:43,28,3.64,1,1,Left,7,8,7,2
1/18/2020,10:29:21,28,3.63,1,1,Left,8,8,8,3
1/18/2020,10:32:05,28,3.64,1,1,Left,9,8,9,6
1/18/2020,10:35:59,28,3.63,1,1,Left,10,8,10,3
1/18/2020,11:50:41,28,3.61,1,1,Left,11,18,11,3
1/18/2020,11:53:11,28,3.62,1,1,Left,12,18,12,11
1/18/2020,11:54:31,28,3.62,1,1,Left,13,19,13,3
1/18/2020,11:56:40,28,3.62,2,1,Left,14,20,14,46
1/18/2020,12:02:44,28,3.61,1,1,Left,15,20,15,3
1/18/2020,12:38:43,28,3.61,1,1,Left,16,22,16,33
1/18/2020,13:01:55,28,3.60,1,1,Left,17,29,17,1
1/18/2020,13:03:07,28,3.60,1,1,Left,18,29,18,2
1/18/2020,13:09:24,28,3.60,1,1,Left,19,29,19,1
1/18/2020,13:11:37,28,3.60,1,1,Left,20,29,20,2
1/18/2020,13:12:35,28,3.60,1,1,Left,21,29,21,3
1/18/2020,13:19:13,28,3.59,1,1,Left,22,29,22,3
1/18/2020,13:29:19,28,3.59,1,1,Left,23,29,23,2
1/18/2020,13:33:16,28,3.60,1,1,Left,24,30,24,1
1/18/2020,13:34:26,28,3.60,1,1,Left,25,30,25,2
1/18/2020,13:39:14,28,3.59,1,1,Left,26,33,26,2
1/18/2020,13:40:39,28,3.59,1,1,Left,27,33,27,3
1/18/2020,14:18:07,28,3.58,1,1,Left,28,33,28,3
1/18/2020,14:20:06,28,3.58,1,1,Left,29,33,29,1
1/18/2020,14:22:38,28,3.58,2,1,Left,30,33,30,1
1/18/2020,14:25:42,28,3.58,1,1,Left,31,34,31,2
1/18/2020,14:26:20,28,3.58,1,1,Left,32,34,32,1
1/18/2020,14:29:48,28,3.58,1,1,Left,33,34,33,41
1/18/2020,14:52:32,28,3.57,1,1,Left,34,35,34,3
1/18/2020,15:15:21,28,3.57,1,1,Left,35,35,35,2
1/18/2020,15:16:39,28,3.57,1,1,Left,36,35,36,3
1/18/2020,15:49:14,28,3.56,1,1,Left,37,35,37,492
1/18/2020,15:56:54,28,3.56,1,1,Left,38,35,38,2
1/18/2020,15:57:58,28,3.56,1,1,Left,39,35,39,9
1/18/2020,16:01:57,28,3.56,1,1,Left,40,35,40,2
1/18/2020,16:09:53,28,3.56,1,1,Left,41,35,41,11
