MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
10/8/2019,8:10:25,26,3.69,1,1,Left,1,0,1,2
10/8/2019,8:10:54,26,3.69,1,1,Left,2,0,2,2
10/8/2019,8:13:00,26,3.69,2,1,Left,3,1,3,17
10/8/2019,8:13:36,26,3.69,2,1,Left,4,1,4,11
10/8/2019,8:14:16,26,3.70,1,1,Left,5,1,5,2
10/8/2019,8:14:53,26,3.70,2,1,Left,6,1,6,6
10/8/2019,8:15:32,26,3.70,2,1,Left,7,1,7,7
10/8/2019,8:18:13,26,3.70,2,1,Left,8,2,8,9
10/8/2019,8:19:02,26,3.70,1,1,Left,9,2,9,1
10/8/2019,8:25:20,26,3.71,1,1,Left,10,2,10,1
10/8/2019,8:29:43,26,3.71,1,1,Left,11,2,11,126
10/8/2019,10:14:32,26,3.76,1,1,Left,12,2,12,2
10/8/2019,10:16:38,26,3.76,2,1,Left,13,2,13,19
10/8/2019,10:17:02,26,3.76,1,1,Left,14,2,14,2
10/8/2019,10:51:41,26,3.78,4,1,Left,15,2,15,2
10/8/2019,10:52:03,26,3.77,1,1,Left,16,2,16,2
10/8/2019,10:58:21,26,3.78,1,1,Left,17,2,17,2
10/8/2019,11:02:23,26,3.78,1,1,Left,18,3,18,2
10/8/2019,11:08:34,26,3.78,2,1,Left,19,3,19,25
10/8/2019,12:02:08,26,3.80,3,1,Left,20,3,20,557
10/8/2019,12:02:59,26,3.80,1,1,Left,21,3,21,2
10/8/2019,14:19:49,26,3.86,1,1,Left,22,3,22,335
10/8/2019,14:20:12,26,3.85,1,1,Left,23,3,23,1
10/8/2019,14:20:37,26,3.85,1,1,Left,24,3,24,2
10/8/2019,14:21:04,26,3.85,1,1,Left,25,3,25,2
10/8/2019,14:21:55,26,3.85,1,1,Left,26,3,26,1
10/8/2019,14:26:40,26,3.86,1,1,Left,27,4,27,2
10/8/2019,14:44:16,26,3.86,3,1,Left,28,4,28,13
10/8/2019,14:44:50,26,3.86,2,1,Left,29,4,29,11
10/8/2019,14:51:24,26,3.87,2,1,Left,30,4,30,4
10/8/2019,15:41:43,26,3.89,2,1,Left,31,4,31,155
10/8/2019,15:48:13,26,3.89,1,1,Left,32,4,32,13
10/8/2019,15:57:10,26,3.89,3,1,Left,33,4,33,11
10/8/2019,16:11:01,26,3.89,3,1,Left,34,4,34,247
10/8/2019,16:11:19,26,3.89,1,1,Left,35,4,35,2
