MM:DD:YYYY hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, Target_Sequence, Mouse_Sequence, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
9/24/2019 15:36,1,3.72,0,R,,16,39,38,0
9/24/2019 16:06,1,3.72,0,R,,17,39,39,0
9/24/2019 16:09,1,3.72,0,R,,17,40,39,0
9/24/2019 16:09,1,3.72,0,R,,17,41,40,0
9/24/2019 16:10,1,3.72,0,R,,17,42,41,0
9/24/2019 16:10,1,3.72,0,R,,17,43,42,0
9/24/2019 16:10,1,3.72,0,R,,17,44,43,0
9/24/2019 16:16,1,3.72,0,R,,18,44,44,0
9/24/2019 16:16,1,3.72,0,R,,18,45,44,0
9/24/2019 16:17,1,3.72,0,R,,19,45,45,0
9/24/2019 16:17,1,3.72,0,R,,19,46,45,0
9/24/2019 16:19,1,3.72,0,R,,19,47,46,0
9/24/2019 16:20,1,3.72,0,R,,19,48,47,0
9/24/2019 16:20,1,3.72,0,R,,19,49,48,0
9/24/2019 16:20,1,3.72,0,R,,19,50,49,0
9/24/2019 16:20,1,3.72,0,R,,19,51,50,0
9/24/2019 16:20,1,3.72,0,R,,19,52,51,0
9/24/2019 16:20,1,3.72,0,R,,19,53,52,0
9/24/2019 16:20,1,3.72,0,R,,19,54,53,0
9/24/2019 16:20,1,3.72,0,R,,19,55,54,0
9/24/2019 16:21,1,3.72,0,R,,20,55,55,0
9/24/2019 16:21,1,3.72,0,R,,21,55,55,0
9/24/2019 16:21,1,3.72,0,R,,21,56,55,0
9/24/2019 16:21,1,3.72,0,R,,21,57,56,0
9/24/2019 16:22,1,3.72,0,R,,21,58,57,0
9/24/2019 16:22,1,3.72,0,R,,21,59,58,0
9/24/2019 16:22,1,3.72,0,R,,21,60,59,0
9/24/2019 16:22,1,3.72,0,R,,21,61,60,0
9/24/2019 16:22,1,3.72,0,R,,21,62,61,0
9/24/2019 16:22,1,3.72,0,R,,21,63,62,0
9/24/2019 16:23,1,3.72,0,R,,21,64,63,0
9/24/2019 16:23,1,3.72,0,R,,21,65,64,0
9/24/2019 16:23,1,3.72,0,R,,21,66,65,0
9/24/2019 16:23,1,3.72,0,R,,21,67,66,0
9/24/2019 16:23,1,3.72,0,R,,21,68,67,0
9/24/2019 16:23,1,3.72,0,R,,21,69,68,0
9/24/2019 16:23,1,3.72,0,R,,21,70,69,0
9/24/2019 16:23,1,3.72,0,R,,21,71,70,0
9/24/2019 16:23,1,3.72,0,R,,21,72,71,0
9/24/2019 16:23,1,3.72,0,R,,21,73,72,0
9/24/2019 16:24,1,3.72,0,R,,21,74,73,0
9/24/2019 16:24,1,3.72,0,R,,21,75,74,0
9/24/2019 16:24,1,3.72,0,RL,,21,76,75,0
9/24/2019 16:24,1,3.72,0,RL,R,21,77,75,0
9/24/2019 16:48,1,3.72,0,RL,,21,78,75,0
9/24/2019 16:50,1,3.72,0,RL,,22,78,75,0
9/24/2019 16:51,1,3.72,0,RL,,22,79,75,0
9/24/2019 16:51,1,3.72,0,RL,,22,80,75,0
9/24/2019 16:52,1,3.72,0,RL,R,23,80,75,0
9/24/2019 16:52,1,3.72,0,RL,,23,81,76,0
9/24/2019 16:52,1,3.72,0,RL,R,23,82,76,0
9/24/2019 16:53,1,3.72,0,RL,,24,82,76,0
9/24/2019 16:53,1,3.72,0,RL,,24,83,76,0
9/24/2019 16:54,1,3.72,0,RL,,24,84,76,0
9/24/2019 16:54,1,3.72,0,RL,R,25,84,76,0
9/24/2019 16:55,1,3.72,0,RL,,26,84,77,0
9/24/2019 16:55,1,3.72,0,RL,,27,84,77,0
9/24/2019 16:55,1,3.72,0,RL,,28,84,77,0
9/24/2019 16:55,1,3.72,0,RL,,28,85,77,0
9/24/2019 16:55,1,3.72,0,RL,R,28,86,77,0
9/24/2019 16:55,1,3.72,0,RL,,28,87,77,0
9/24/2019 16:56,1,3.72,0,RL,R,28,88,77,0
9/24/2019 16:56,1,3.72,0,RL,,28,89,77,0
9/24/2019 16:56,1,3.72,0,RL,R,28,90,77,0
9/24/2019 16:56,1,3.72,0,RL,,28,91,77,0
9/24/2019 16:57,1,3.72,0,RL,,28,92,77,0
9/24/2019 16:59,1,3.72,0,RL,,28,93,77,0
9/24/2019 16:59,1,3.72,0,RL,R,28,94,77,0
9/24/2019 16:59,1,3.72,0,RL,,28,95,77,0
9/24/2019 17:00,1,3.72,0,RL,R,28,96,77,0
9/24/2019 17:02,1,3.72,0,RL,,29,96,77,0
9/24/2019 17:02,1,3.72,0,RL,,29,97,77,0
9/24/2019 17:03,1,3.72,0,RL,R,29,98,77,0
9/24/2019 17:03,1,3.72,0,RL,,29,99,77,0
9/24/2019 17:09,1,3.72,0,RL,,29,100,77,0
9/24/2019 17:09,1,3.72,0,RL,R,29,101,77,0
9/24/2019 17:25,1,3.72,0,RL,,29,102,77,0
9/24/2019 17:25,1,3.72,0,RL,R,29,103,77,0
9/24/2019 17:25,1,3.72,0,RL,,29,104,77,0
9/24/2019 17:41,1,3.72,0,RL,,29,105,77,0
9/24/2019 17:47,1,3.72,0,RL,,30,105,77,0
9/24/2019 17:54,1,3.72,0,RL,,30,106,77,0
9/24/2019 17:54,1,3.72,0,RL,R,31,106,77,0
9/24/2019 17:56,1,3.72,0,RL,,31,107,78,0
9/24/2019 17:58,1,3.72,0,RL,,31,108,78,0
9/24/2019 17:58,1,3.72,0,RL,R,31,109,78,0
9/24/2019 17:58,1,3.72,0,RL,,31,110,78,0
9/24/2019 18:01,1,3.72,0,RL,,32,110,78,0
9/24/2019 18:02,1,3.72,0,RL,,33,110,78,0
9/24/2019 18:05,1,3.72,0,RL,,33,111,78,0
9/24/2019 18:05,1,3.72,0,RL,R,33,112,78,0
9/24/2019 18:08,1,3.72,0,RL,,34,112,78,0
9/24/2019 18:08,1,3.72,0,RL,,34,113,78,0
9/24/2019 18:12,1,3.72,0,RL,,35,113,78,0
9/24/2019 18:39,1,3.72,0,RL,,36,113,78,0
9/24/2019 18:40,1,3.72,0,RL,,36,114,78,0
9/24/2019 18:40,1,3.72,0,RL,R,36,115,78,0
9/24/2019 18:40,1,3.72,0,RL,,36,116,78,0
9/24/2019 18:41,1,3.72,0,RL,,37,116,78,0
9/24/2019 18:42,1,3.72,0,RL,,38,116,78,0
9/24/2019 18:43,1,3.72,0,RL,,39,116,78,0
9/24/2019 18:43,1,3.72,0,RL,,39,117,78,0
9/24/2019 18:43,1,3.72,0,RL,R,40,117,78,0
9/24/2019 18:43,1,3.72,0,RL,,41,117,79,0
9/24/2019 18:43,1,3.72,0,RL,,42,117,79,0
9/24/2019 18:44,1,3.72,0,RL,,42,118,79,0
9/24/2019 18:45,1,3.72,0,RL,,43,118,79,0
9/24/2019 18:59,1,3.72,0,RL,,44,118,79,0
9/24/2019 18:59,1,3.72,0,RL,,44,119,79,0
9/24/2019 19:37,1,3.72,0,RL,,45,119,79,0
9/24/2019 19:46,1,3.72,0,RL,,46,119,79,0
9/24/2019 19:48,1,3.72,0,RL,,47,119,79,0
9/24/2019 19:48,1,3.72,0,RL,,47,120,79,0
9/24/2019 20:00,1,3.72,0,RL,,47,121,79,0
9/24/2019 20:02,1,3.72,0,RL,,48,121,79,0
9/24/2019 20:02,1,3.72,0,RL,,49,121,79,0
9/24/2019 20:26,1,3.72,0,RL,,50,121,79,0
9/24/2019 20:37,1,3.72,0,RL,,51,121,79,0
9/24/2019 20:37,1,3.72,0,RL,,52,121,79,0
9/24/2019 20:37,1,3.72,0,RL,,53,121,79,0
9/24/2019 20:39,1,3.72,0,RL,,54,121,79,0
9/24/2019 20:39,1,3.72,0,RL,,54,122,79,0
9/24/2019 20:39,1,3.72,0,RL,R,54,123,79,0
9/24/2019 20:40,1,3.72,0,RL,,54,124,79,0
9/24/2019 20:40,1,3.72,0,RL,R,54,125,79,0
9/24/2019 20:40,1,3.72,0,RL,,54,126,79,0
9/24/2019 21:28,1,3.72,0,RL,,54,127,79,0
9/24/2019 21:28,1,3.72,0,RL,R,55,127,79,0
9/24/2019 21:28,1,3.72,0,RL,,56,127,80,0
9/24/2019 21:30,1,3.72,0,RL,,56,128,80,0
9/24/2019 21:41,1,3.72,0,RL,,56,129,80,0
9/24/2019 21:42,1,3.72,0,RL,,56,130,80,0
9/24/2019 21:43,1,3.72,0,RL,,57,130,80,0
9/24/2019 21:43,1,3.72,0,RL,,58,130,80,0
9/24/2019 21:48,1,3.72,0,RL,,59,130,80,0
9/24/2019 21:57,1,3.72,0,RL,,59,131,80,0
9/24/2019 21:57,1,3.72,0,RL,R,60,131,80,0
9/24/2019 21:58,1,3.72,0,RL,,61,131,81,0
9/24/2019 21:58,1,3.72,0,RL,,62,131,81,0
9/24/2019 21:58,1,3.72,0,RL,,63,131,81,0
9/24/2019 21:59,1,3.72,0,RL,,63,132,81,0
9/24/2019 22:06,1,3.72,0,RL,,64,132,81,0
9/24/2019 22:19,1,3.72,0,RL,,64,133,81,0
9/24/2019 22:21,1,3.72,0,RL,,64,134,81,0
9/24/2019 22:22,1,3.72,0,RL,R,64,135,81,0
9/24/2019 22:25,1,3.72,0,RL,,64,136,81,0
9/24/2019 22:29,1,3.72,0,RL,,64,137,81,0
9/24/2019 22:31,1,3.72,0,RL,,65,137,81,0
9/24/2019 22:44,1,3.72,0,RL,,66,137,81,0
9/24/2019 22:45,1,3.72,0,RL,,66,138,81,0
9/24/2019 22:53,1,3.72,0,RL,,67,138,81,0
9/24/2019 22:54,1,3.72,0,RL,,67,139,81,0
9/24/2019 22:54,1,3.72,0,RL,R,67,140,81,0
9/24/2019 22:55,1,3.72,0,RL,,67,141,81,0
9/24/2019 23:07,1,3.72,0,RL,,67,142,81,0
9/24/2019 23:08,1,3.72,0,RL,R,68,142,81,0
9/24/2019 23:08,1,3.72,0,RL,,69,142,82,0
9/24/2019 23:09,1,3.72,0,RL,,69,143,82,0
9/24/2019 23:10,1,3.72,0,RL,,69,144,82,0
9/24/2019 23:10,1,3.72,0,RL,R,69,145,82,0
9/24/2019 23:21,1,3.72,0,RL,,69,146,82,0
9/24/2019 23:25,1,3.72,0,RL,,70,146,82,0
9/24/2019 23:30,1,3.72,0,RL,,70,147,82,0
9/24/2019 23:56,1,3.72,0,RL,,70,148,82,0
9/24/2019 23:58,1,3.72,0,RL,,70,149,82,0
9/25/2019 0:01,1,3.72,0,RL,,71,149,82,0
9/25/2019 0:01,1,3.72,0,RL,,71,150,82,0
9/25/2019 0:01,1,3.72,0,RL,,72,150,82,0
9/25/2019 0:11,1,3.72,0,RL,,73,150,82,0
9/25/2019 0:12,1,3.72,0,RL,,73,151,82,0
9/25/2019 0:12,1,3.72,0,RL,,73,152,82,0
9/25/2019 0:12,1,3.72,0,RL,R,73,153,82,0
9/25/2019 0:12,1,3.72,0,RL,,73,154,82,0
9/25/2019 0:22,1,3.72,0,RL,,74,154,82,0
9/25/2019 0:22,1,3.72,0,RL,,74,155,82,0
9/25/2019 0:24,1,3.72,0,RL,,75,155,82,0
9/25/2019 0:24,1,3.72,0,RL,,76,155,82,0
9/25/2019 0:25,1,3.72,0,RL,,77,155,82,0
9/25/2019 0:25,1,3.72,0,RL,,77,156,82,0
9/25/2019 0:25,1,3.72,0,RL,R,78,156,82,0
9/25/2019 0:26,1,3.72,0,RL,,79,156,83,0
9/25/2019 0:34,1,3.72,0,RL,,79,157,83,0
9/25/2019 0:35,1,3.72,0,RL,,80,157,83,0
9/25/2019 0:37,1,3.72,0,RL,,81,157,83,0
9/25/2019 0:37,1,3.72,0,RL,,81,158,83,0
9/25/2019 0:48,1,3.72,0,RL,,82,158,83,0
9/25/2019 1:01,1,3.72,0,RL,,82,159,83,0
9/25/2019 1:01,1,3.72,0,RL,R,82,160,83,0
9/25/2019 1:16,1,3.72,0,RL,,82,161,83,0
9/25/2019 1:18,1,3.72,0,RL,,82,162,83,0
9/25/2019 1:21,1,3.72,0,RL,,83,162,83,0
9/25/2019 1:22,1,3.72,0,RL,,83,163,83,0
9/25/2019 1:23,1,3.72,0,RL,,84,163,83,0
9/25/2019 1:23,1,3.72,0,RL,,84,164,83,0
9/25/2019 1:24,1,3.72,0,RL,R,85,164,83,0
9/25/2019 1:25,1,3.72,0,RL,,85,165,84,0
9/25/2019 1:25,1,3.72,0,RL,R,85,166,84,0
9/25/2019 1:25,1,3.72,0,RL,,85,167,84,0
9/25/2019 1:29,1,3.72,0,RL,,86,167,84,0
9/25/2019 1:29,1,3.72,0,RL,,87,167,84,0
9/25/2019 1:29,1,3.72,0,RL,,87,168,84,0
9/25/2019 1:30,1,3.72,0,RL,,87,169,84,0
9/25/2019 1:30,1,3.72,0,RL,R,88,169,84,0
9/25/2019 1:37,1,3.72,0,RL,,88,170,85,0
9/25/2019 1:37,1,3.72,0,RL,R,88,171,85,0
9/25/2019 1:38,1,3.72,0,RL,,89,171,85,0
9/25/2019 1:39,1,3.72,0,RL,,89,172,85,0
9/25/2019 1:40,1,3.72,0,RL,,89,173,85,0
9/25/2019 1:50,1,3.72,0,RL,,90,173,85,0
9/25/2019 1:54,1,3.72,0,RL,,90,174,85,0
9/25/2019 1:54,1,3.72,0,RL,,90,175,85,0
9/25/2019 1:55,1,3.72,0,RL,R,91,175,85,0
9/25/2019 1:55,1,3.72,0,RL,,91,176,86,0
9/25/2019 2:14,1,3.72,0,RL,,92,176,86,0
9/25/2019 2:14,1,3.72,0,RL,,93,176,86,0
9/25/2019 2:44,1,3.72,0,RL,,93,177,86,0
9/25/2019 2:45,1,3.72,0,RL,R,94,177,86,0
9/25/2019 2:45,1,3.72,0,RL,,95,177,87,0
9/25/2019 3:24,1,3.72,0,RL,,95,178,87,0
9/25/2019 3:34,1,3.72,0,RL,,95,179,87,0
9/25/2019 3:34,1,3.72,0,RL,R,95,180,87,0
9/25/2019 3:52,1,3.72,0,RL,,96,180,87,0
9/25/2019 3:52,1,3.72,0,RL,,96,181,87,0
9/25/2019 3:52,1,3.72,0,RL,R,96,182,87,0
9/25/2019 3:52,1,3.72,0,RL,,96,183,87,0
9/25/2019 3:53,1,3.72,0,RL,R,97,183,87,0
9/25/2019 4:31,1,3.72,0,RL,,98,183,88,0
9/25/2019 4:32,1,3.72,0,RL,,98,184,88,0
9/25/2019 4:36,1,3.72,0,RL,,99,184,88,0
9/25/2019 4:36,1,3.72,0,RL,,99,185,88,0
9/25/2019 4:37,1,3.72,0,RL,R,99,186,88,0
9/25/2019 4:40,1,3.72,0,RL,,99,187,88,0
9/25/2019 4:40,1,3.72,0,RL,R,100,187,88,0
9/25/2019 4:40,1,3.72,0,RL,,100,188,89,0
9/25/2019 4:40,1,3.72,0,RL,R,101,188,89,0
9/25/2019 4:41,1,3.72,0,RL,,102,188,90,0
9/25/2019 4:41,1,3.72,0,RL,,102,189,90,0
9/25/2019 4:41,1,3.72,0,RL,R,103,189,90,0
9/25/2019 4:42,1,3.72,0,RL,,104,189,91,0
9/25/2019 4:42,1,3.72,0,RL,,105,189,91,0
9/25/2019 4:42,1,3.72,0,RL,,106,189,91,0
9/25/2019 4:47,1,3.72,0,RL,,107,189,91,0
9/25/2019 4:48,1,3.72,0,RL,,107,190,91,0
9/25/2019 4:48,1,3.72,0,RL,R,107,191,91,0
9/25/2019 4:48,1,3.72,0,RL,,108,191,91,0
9/25/2019 4:48,1,3.72,0,RL,,109,191,91,0
9/25/2019 4:48,1,3.72,0,RL,,110,191,91,0
9/25/2019 4:49,1,3.72,0,RL,,111,191,91,0
9/25/2019 5:24,1,3.72,0,RL,,112,191,91,0
9/25/2019 5:26,1,3.72,0,RL,,113,191,91,0
9/25/2019 5:31,1,3.72,0,RL,,113,192,91,0
9/25/2019 6:27,1,3.72,0,RL,,113,193,91,0
9/25/2019 6:31,1,3.72,0,RL,,114,193,91,0
9/25/2019 6:32,1,3.72,0,RL,,115,193,91,0
9/25/2019 6:44,1,3.72,0,RL,,116,193,91,0
9/25/2019 6:46,1,3.72,0,RL,,116,194,91,0
9/25/2019 6:46,1,3.72,0,RL,R,116,195,91,0
9/25/2019 6:46,1,3.72,0,RL,,117,195,91,0
9/25/2019 7:46,1,3.72,0,RL,,117,196,91,0
9/25/2019 7:46,1,3.72,0,RL,R,118,196,91,0
9/25/2019 8:25,1,3.72,0,RL,,119,196,92,0
9/25/2019 8:28,1,3.72,0,RL,,120,196,92,0
9/25/2019 8:28,1,3.72,0,RL,,121,196,92,0
9/25/2019 8:28,1,3.72,0,RL,,122,196,92,0
9/25/2019 8:29,1,3.72,0,RL,,123,196,92,0
9/25/2019 8:38,1,3.72,0,RL,,124,196,92,0
9/25/2019 9:12,1,3.72,0,RL,,125,196,92,0
9/25/2019 9:12,1,3.72,0,RL,,126,196,92,0
9/25/2019 9:31,1,3.72,0,RL,,127,196,92,0
9/25/2019 9:44,1,3.72,0,RL,,127,197,92,0
9/25/2019 9:45,1,3.72,0,RL,,128,197,92,0
9/25/2019 9:59,1,3.72,0,RL,,128,198,92,0
9/25/2019 10:21,1,3.72,0,RL,,129,198,92,0
9/25/2019 10:21,1,3.72,0,RL,,130,198,92,0
9/25/2019 10:25,1,3.72,0,RL,,131,198,92,0
9/25/2019 10:54,1,3.72,0,RL,,132,198,92,0
9/25/2019 10:58,1,3.72,0,RL,,132,199,92,0
9/25/2019 10:58,1,3.72,0,RL,R,133,199,92,0
9/25/2019 10:58,1,3.72,0,RL,,134,199,93,0
9/25/2019 10:59,1,3.72,0,RL,,135,199,93,0
9/25/2019 10:59,1,3.72,0,RL,,136,199,93,0
9/25/2019 10:59,1,3.72,0,RL,,137,199,93,0
9/25/2019 11:00,1,3.72,0,RL,,138,199,93,0
9/25/2019 11:00,1,3.72,0,RL,,139,199,93,0
9/25/2019 11:00,1,3.72,0,RL,,139,200,93,0
9/25/2019 11:06,1,3.72,0,RL,,140,200,93,0
