MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
1/18/2020,10:41:22,1,4.20,1,1,Left,1,14,1,12
1/18/2020,11:55:43,1,4.21,1,1,Left,2,15,2,10
1/18/2020,11:57:14,1,4.21,1,1,Left,3,15,3,2
1/18/2020,11:58:28,1,4.22,1,1,Left,4,15,4,3
1/18/2020,11:59:53,1,4.22,1,1,Left,5,16,5,7
1/18/2020,12:02:41,1,4.21,1,1,Left,6,16,6,4
1/18/2020,12:46:43,1,4.22,1,1,Left,7,27,7,3
1/18/2020,13:22:34,1,4.21,1,1,Left,8,34,8,3
1/18/2020,13:24:52,1,4.22,1,1,Left,9,39,9,1
1/18/2020,13:47:42,1,4.22,1,1,Left,10,45,10,3
1/18/2020,13:51:12,1,4.22,2,1,Left,11,52,11,61
1/18/2020,14:10:55,1,4.22,1,1,Left,12,67,12,3
1/18/2020,14:13:30,1,4.21,3,1,Left,13,67,13,56
1/18/2020,14:19:23,1,4.21,1,1,Left,14,67,14,2
