MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
10/11/2019,16:09:06,11,4.19,1,1,Left,1,0,1,2
10/11/2019,16:13:28,11,4.18,2,1,Left,2,1,2,22
10/11/2019,16:14:13,11,4.18,1,1,Left,3,1,3,3
10/11/2019,16:15:44,11,4.19,1,1,Left,4,2,4,12
10/11/2019,16:18:13,11,4.18,3,1,Left,5,2,5,10
10/11/2019,16:25:32,11,4.18,1,1,Left,6,2,6,3
10/11/2019,16:34:56,11,4.18,1,1,Left,7,2,7,2
10/11/2019,16:39:53,11,4.18,2,1,Left,8,2,8,14
10/11/2019,16:45:14,11,4.19,1,1,Left,9,3,9,2
10/11/2019,16:47:24,11,4.19,1,1,Left,10,7,10,2
10/11/2019,16:48:53,11,4.19,1,1,Left,11,7,11,2
10/11/2019,16:59:41,11,4.18,1,1,Left,12,7,12,3
10/11/2019,17:07:01,11,4.18,1,1,Left,13,8,13,3
10/11/2019,17:07:35,11,4.18,2,1,Left,14,8,14,2
10/11/2019,17:19:01,11,4.18,1,1,Left,15,10,15,3
10/11/2019,17:23:20,11,4.18,1,1,Left,16,14,16,2
10/11/2019,17:26:28,11,4.18,1,1,Left,17,14,17,22
10/11/2019,17:50:01,11,4.18,1,1,Left,18,18,18,2
10/11/2019,17:51:46,11,4.18,1,1,Left,19,19,19,1
10/11/2019,17:53:35,11,4.18,6,1,Left,20,20,20,6
10/11/2019,18:03:37,11,4.18,1,1,Left,21,20,21,4
10/11/2019,18:09:06,11,4.18,1,1,Left,22,22,22,17
10/11/2019,18:10:37,11,4.18,1,1,Left,23,22,23,1
10/11/2019,18:15:47,11,4.18,1,1,Left,24,22,24,3
10/11/2019,18:18:05,11,4.18,1,1,Left,25,22,25,2
10/11/2019,18:24:29,11,4.18,1,1,Left,26,23,26,2
10/11/2019,18:26:10,11,4.18,1,1,Left,27,23,27,2
10/11/2019,18:44:20,11,4.18,1,1,Left,28,23,28,1
10/11/2019,18:48:47,11,4.18,2,1,Left,29,24,29,19
10/11/2019,18:55:33,11,4.18,1,1,Left,30,47,30,2
10/11/2019,18:57:36,11,4.18,1,1,Left,31,47,31,2
10/11/2019,19:15:47,11,4.18,2,1,Left,32,47,32,19
10/11/2019,20:23:28,11,4.18,1,1,Left,33,47,33,26
10/11/2019,20:23:47,11,4.18,1,1,Left,34,47,34,2
10/11/2019,20:24:39,11,4.17,1,1,Left,35,47,35,1
10/11/2019,20:27:36,11,4.18,1,1,Left,36,48,36,1
10/11/2019,20:29:11,11,4.18,1,1,Left,37,48,37,2
10/11/2019,20:35:36,11,4.18,1,1,Left,38,48,38,2
10/11/2019,20:42:57,11,4.18,1,1,Left,39,49,39,2
10/11/2019,20:55:36,11,4.18,1,1,Left,40,49,40,2
10/11/2019,20:56:34,11,4.18,1,1,Left,41,49,41,2
10/11/2019,22:01:51,11,4.17,1,1,Left,42,49,42,3
10/11/2019,22:05:52,11,4.18,1,1,Left,43,50,43,2
10/11/2019,22:06:29,11,4.18,1,1,Left,44,50,44,2
10/11/2019,22:11:18,11,4.18,1,1,Left,45,50,45,2
10/11/2019,22:12:02,11,4.18,2,1,Left,46,50,46,2
10/11/2019,22:26:57,11,4.18,1,1,Left,47,50,47,2
10/11/2019,22:29:09,11,4.18,1,1,Left,48,50,48,1
10/11/2019,22:30:20,11,4.17,1,1,Left,49,50,49,2
10/11/2019,22:34:27,11,4.18,1,1,Left,50,50,50,2
10/11/2019,22:36:20,11,4.18,1,1,Left,51,50,51,1
10/11/2019,22:57:04,11,4.17,1,1,Left,52,50,52,225
10/12/2019,0:19:26,11,4.17,1,1,Left,53,52,53,2
10/12/2019,0:20:35,11,4.17,1,1,Left,54,52,54,2
10/12/2019,1:26:08,11,4.16,1,1,Left,55,52,55,2
10/12/2019,1:28:27,11,4.16,1,1,Left,56,52,56,2
10/12/2019,1:30:04,11,4.17,1,1,Left,57,55,57,2
10/12/2019,1:31:56,11,4.17,2,1,Left,58,55,58,2
10/12/2019,1:32:45,11,4.17,1,1,Left,59,55,59,2
10/12/2019,3:25:27,11,4.16,1,1,Left,60,55,60,2
10/12/2019,3:27:51,11,4.16,1,1,Left,61,55,61,2
10/12/2019,3:28:36,11,4.16,1,1,Left,62,55,62,2
10/12/2019,5:10:33,11,4.18,1,1,Left,63,55,63,2
10/12/2019,5:15:42,11,4.20,1,1,Left,64,55,64,2
10/12/2019,5:18:49,11,4.20,2,1,Left,65,55,65,138
10/12/2019,7:40:10,11,4.24,1,1,Left,66,56,66,56
10/12/2019,7:43:19,11,4.24,1,1,Left,67,60,67,2
10/12/2019,9:48:41,11,4.23,1,1,Left,68,60,68,2
10/12/2019,9:53:06,11,4.23,1,1,Left,69,60,69,2
10/12/2019,9:59:25,11,4.23,1,1,Left,70,64,70,5
10/12/2019,10:08:19,11,4.24,1,1,Left,71,64,71,2
