MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
6/11/2019,23:39:03,10,3.80,2,1,Left,1,0,1,378
6/11/2019,23:44:52,10,3.79,1,1,Left,2,0,2,3
6/11/2019,23:46:55,10,3.80,1,1,Left,3,0,3,1
6/12/2019,0:48:28,10,3.79,1,1,Left,4,1,4,202
6/12/2019,1:00:20,10,3.79,1,1,Left,5,3,5,29
6/12/2019,1:15:59,10,3.78,1,1,Left,6,3,6,15
6/12/2019,1:19:08,10,3.78,1,1,Left,7,3,7,11
6/12/2019,1:52:31,10,3.78,2,1,Left,8,5,8,658
6/12/2019,6:45:41,10,3.75,1,1,Left,9,7,9,8
6/12/2019,7:26:47,10,3.75,1,1,Left,10,9,10,24
6/12/2019,9:36:03,10,3.74,1,1,Left,11,9,11,19
6/12/2019,11:36:15,10,3.73,1,1,Left,12,9,12,3
6/12/2019,11:36:26,10,3.73,1,1,Left,13,9,13,4
