MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
1/18/2020,10:09:47,3,4.09,1,1,Left,1,0,1,2
1/18/2020,10:16:46,3,4.08,1,1,Left,2,1,2,2
1/18/2020,10:20:58,3,4.09,1,1,Left,3,5,3,6
1/18/2020,10:23:21,3,4.08,1,1,Left,4,6,4,3
1/18/2020,10:23:44,3,4.08,1,1,Left,5,6,5,16
1/18/2020,10:29:22,3,4.08,1,1,Left,6,9,6,6
1/18/2020,10:36:55,3,4.08,1,1,Left,7,14,7,158
1/18/2020,10:41:15,3,4.08,1,1,Left,8,16,8,41
1/18/2020,10:44:42,3,4.08,1,1,Left,9,17,9,3
1/18/2020,11:48:04,3,4.07,1,1,Left,10,18,10,536
1/18/2020,11:51:32,3,4.07,1,1,Left,11,19,11,4
1/18/2020,11:56:48,3,4.07,1,1,Left,12,19,12,82
1/18/2020,12:03:23,3,4.08,1,1,Left,13,19,13,3
1/18/2020,12:04:06,3,4.07,1,1,Left,14,20,14,1
1/18/2020,12:04:32,3,4.08,1,1,Left,15,20,15,5
1/18/2020,12:05:54,3,4.08,1,1,Left,16,20,16,2
1/18/2020,12:32:11,3,4.07,1,1,Left,17,23,17,1
1/18/2020,12:40:18,3,4.07,1,1,Left,18,24,18,9
1/18/2020,12:41:45,3,4.08,1,1,Left,19,24,19,4
1/18/2020,12:42:40,3,4.08,1,1,Left,20,24,20,3
1/18/2020,12:43:13,3,4.08,1,1,Left,21,24,21,16
1/18/2020,12:44:36,3,4.08,1,1,Left,22,25,22,3
1/18/2020,12:46:07,3,4.07,1,1,Left,23,25,23,3
1/18/2020,12:46:53,3,4.08,1,1,Left,24,26,24,2
1/18/2020,12:50:31,3,4.08,1,1,Left,25,26,25,137
1/18/2020,13:17:31,3,4.08,2,1,Left,26,26,26,2
1/18/2020,14:07:32,3,4.07,1,1,Left,27,28,27,2
1/18/2020,16:03:15,3,4.07,1,1,Left,28,29,28,2
1/18/2020,16:04:25,3,4.07,2,1,Left,29,29,29,20
1/18/2020,16:05:07,3,4.07,1,1,Left,30,29,30,2
1/18/2020,16:40:08,3,4.06,1,1,Left,31,31,31,1
