MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
10/11/2019,15:58:00,0,3.88,2,1,Left,1,0,1,6
10/11/2019,15:58:20,0,3.88,1,1,Left,2,0,2,2
10/11/2019,15:58:53,0,3.89,1,1,Left,3,0,3,10
10/11/2019,16:00:22,0,3.88,1,1,Left,4,1,4,1
10/11/2019,16:02:59,0,3.89,1,1,Left,5,2,5,2
10/11/2019,16:10:42,0,3.88,1,1,Left,6,2,6,3
10/11/2019,16:15:40,0,3.88,1,1,Left,7,2,7,1
10/11/2019,16:40:17,0,3.88,2,1,Left,8,2,8,18
10/11/2019,16:42:44,0,3.89,1,1,Left,9,3,9,1
10/11/2019,16:51:13,0,3.89,2,1,Left,10,5,10,17
10/11/2019,17:09:42,0,3.89,1,1,Left,11,5,11,11
10/11/2019,17:10:14,0,3.88,2,1,Left,12,5,12,1
10/11/2019,17:11:43,0,3.89,1,1,Left,13,5,13,2
10/11/2019,17:26:38,0,3.88,1,1,Left,14,5,14,12
10/11/2019,17:33:29,0,3.88,1,1,Left,15,5,15,138
10/11/2019,17:33:46,0,3.88,1,1,Left,16,5,16,1
10/11/2019,17:35:52,0,3.88,2,1,Left,17,5,17,89
10/11/2019,17:40:15,0,3.88,1,1,Left,18,5,18,2
10/11/2019,18:07:10,0,3.88,1,1,Left,19,5,19,480
10/11/2019,18:16:58,0,3.87,1,1,Left,20,5,20,261
10/11/2019,18:29:24,0,3.88,1,1,Left,21,6,21,8
10/11/2019,18:33:13,0,3.88,1,1,Left,22,9,22,2
10/11/2019,18:34:20,0,3.88,1,1,Left,23,10,23,14
10/11/2019,18:37:18,0,3.88,2,1,Left,24,10,24,10
10/11/2019,18:43:18,0,3.89,1,1,Left,25,10,25,2
10/11/2019,18:47:15,0,3.87,1,1,Left,26,11,26,2
10/11/2019,18:53:29,0,3.88,1,1,Left,27,11,27,2
10/11/2019,19:09:38,0,3.89,2,1,Left,28,12,28,7
10/11/2019,19:10:20,0,3.87,1,1,Left,29,12,29,2
10/11/2019,19:17:43,0,3.88,1,1,Left,30,12,30,237
10/11/2019,19:24:15,0,3.88,1,1,Left,31,12,31,2
10/11/2019,19:26:30,0,3.88,1,1,Left,32,12,32,11
10/11/2019,19:27:12,0,3.88,1,1,Left,33,12,33,12
10/11/2019,19:51:21,0,3.88,1,1,Left,34,12,34,3
10/11/2019,19:52:13,0,3.88,2,1,Left,35,14,35,24
10/11/2019,20:06:35,0,3.89,1,1,Left,36,16,36,108
10/11/2019,20:09:50,0,3.88,1,1,Left,37,16,37,1
10/11/2019,20:12:07,0,3.88,1,1,Left,38,16,38,2
10/11/2019,20:12:42,0,3.89,2,1,Left,39,16,39,16
10/11/2019,20:17:41,0,3.88,2,1,Left,40,17,40,14
10/11/2019,20:22:38,0,3.88,1,1,Left,41,17,41,2
10/11/2019,21:33:37,0,3.88,1,1,Left,42,17,42,3
10/11/2019,21:47:02,0,3.88,3,1,Left,43,17,43,39
10/11/2019,21:50:10,0,3.88,2,1,Left,44,20,44,2
10/11/2019,21:50:48,0,3.88,2,1,Left,45,20,45,11
10/11/2019,21:53:58,0,3.88,1,1,Left,46,20,46,2
10/11/2019,21:54:17,0,3.88,1,1,Left,47,20,47,2
10/11/2019,21:59:47,0,3.88,1,1,Left,48,20,48,2
10/11/2019,22:00:29,0,3.87,2,1,Left,49,20,49,6
10/11/2019,22:03:40,0,3.88,1,1,Left,50,23,50,97
10/11/2019,22:15:13,0,3.87,1,1,Left,51,23,51,42
10/12/2019,0:25:34,0,3.87,2,1,Left,52,23,52,-79835
10/12/2019,0:29:54,0,3.87,1,1,Left,53,23,53,3
10/12/2019,0:31:44,0,3.87,1,1,Left,54,23,54,13
10/12/2019,0:44:09,0,3.87,1,1,Left,55,29,55,2
10/12/2019,0:45:19,0,3.87,3,1,Left,56,31,56,7
10/12/2019,2:55:50,0,3.87,1,1,Left,57,31,57,2
10/12/2019,2:56:44,0,3.87,2,1,Left,58,31,58,16
10/12/2019,2:59:07,0,3.87,1,1,Left,59,31,59,16
10/12/2019,3:01:33,0,3.87,2,1,Left,60,32,60,12
10/12/2019,3:02:24,0,3.87,2,1,Left,61,32,61,16
10/12/2019,4:27:35,0,3.85,1,1,Left,62,32,62,2
10/12/2019,6:07:15,0,3.85,1,1,Left,63,32,63,18
10/12/2019,6:08:02,0,3.85,2,1,Left,64,32,64,17
10/12/2019,6:08:36,0,3.85,1,1,Left,65,32,65,3
10/12/2019,6:13:42,0,3.85,1,1,Left,66,33,66,3
10/12/2019,6:14:20,0,3.85,2,1,Left,67,33,67,15
10/12/2019,6:14:53,0,3.85,1,1,Left,68,33,68,2
10/12/2019,8:18:27,0,3.83,1,1,Left,69,33,69,14
10/12/2019,8:20:20,0,3.83,1,1,Left,70,33,70,4
10/12/2019,10:00:30,0,3.82,1,1,Left,71,33,71,2
10/12/2019,10:00:58,0,3.82,1,1,Left,72,33,72,1
10/12/2019,10:01:38,0,3.82,1,1,Left,73,33,73,11
10/12/2019,10:02:10,0,3.82,1,1,Left,74,33,74,3
10/12/2019,10:17:51,0,3.87,1,1,Left,75,33,75,1
