MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
1/18/2020,10:07:07,7,3.70,1,1,Left,1,4,1,1
1/18/2020,10:10:26,7,3.70,1,1,Left,2,5,2,9
1/18/2020,10:11:38,7,3.69,1,1,Left,3,5,3,8
1/18/2020,10:14:51,7,3.70,1,1,Left,4,7,4,58
1/18/2020,10:22:35,7,3.69,1,1,Left,5,7,5,46
1/18/2020,10:25:01,7,3.70,1,1,Left,6,7,6,2
1/18/2020,10:42:56,7,3.70,1,1,Left,7,10,7,2
1/18/2020,11:04:15,7,3.71,1,1,Left,8,10,8,70
1/18/2020,11:04:50,7,3.70,2,1,Left,9,10,9,4
1/18/2020,11:14:15,7,3.71,2,1,Left,10,10,10,2
1/18/2020,11:25:26,7,3.71,2,1,Left,11,10,11,465
1/18/2020,11:44:07,7,3.72,1,1,Left,12,10,12,7
1/18/2020,13:38:36,7,3.75,7,1,Left,13,10,13,5
1/18/2020,13:40:19,7,3.76,2,1,Left,14,11,14,2
1/18/2020,13:56:26,7,3.75,2,1,Left,15,11,15,4
1/18/2020,14:08:03,7,3.76,3,1,Left,16,11,16,4
1/18/2020,14:41:00,7,3.77,1,1,Left,17,12,17,1
1/18/2020,14:42:46,7,3.77,1,1,Left,18,12,18,3
1/18/2020,16:05:22,7,3.79,4,1,Left,19,14,19,915
