MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
10/11/2019,16:01:01,27,4.11,1,1,Left,1,0,1,7
10/11/2019,16:02:40,27,4.11,1,1,Left,2,0,2,10
10/11/2019,16:05:43,27,4.11,1,1,Left,3,2,3,2
10/11/2019,16:08:11,27,4.1,1,1,Left,4,14,4,3
10/11/2019,16:21:52,27,4.1,1,1,Left,5,19,5,15
10/11/2019,16:23:38,27,4.09,1,1,Left,6,20,6,3
10/11/2019,16:30:17,27,4.09,1,1,Left,7,25,7,4
10/11/2019,16:51:33,27,4.09,1,1,Left,8,50,8,2
10/11/2019,16:53:28,27,4.09,1,1,Left,9,56,9,2
10/11/2019,16:55:23,27,4.09,2,1,Left,10,56,10,24
10/11/2019,17:02:21,27,4.09,1,1,Left,11,63,11,12
10/11/2019,17:07:30,27,4.09,1,1,Left,12,64,12,2
10/11/2019,17:09:28,27,4.09,1,1,Left,13,74,13,2
10/11/2019,17:10:36,27,4.09,2,1,Left,14,74,14,21
10/11/2019,17:12:38,27,4.09,1,1,Left,15,75,15,2
10/11/2019,17:25:37,27,4.08,1,1,Left,16,78,16,33
10/11/2019,17:36:50,27,4.08,2,1,Left,17,79,17,3
10/11/2019,18:40:36,27,4.07,1,1,Left,18,83,18,5
10/11/2019,18:58:26,27,4.07,1,1,Left,19,83,19,7
10/11/2019,19:04:41,27,4.07,1,1,Left,20,83,20,9
10/11/2019,19:06:36,27,4.07,1,1,Left,21,83,21,28
10/11/2019,19:31:54,27,4.06,1,1,Left,22,83,22,8
10/11/2019,19:33:34,27,4.06,1,1,Left,23,83,23,3
10/11/2019,19:54:03,27,4.06,1,1,Left,24,83,24,80
10/11/2019,21:08:47,27,4.05,1,1,Left,25,83,25,2
10/11/2019,21:11:59,27,4.05,1,1,Left,26,83,26,7
10/11/2019,21:13:24,27,4.05,3,1,Left,27,83,27,8
10/11/2019,21:17:47,27,4.05,1,1,Left,28,83,28,5
