MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
8/18/2019,10:12:02,15,4.16,1,1,Left,1,2,1,49
8/18/2019,10:16:09,15,4.16,1,1,Left,2,2,2,55
8/18/2019,10:19:53,15,4.16,1,1,Left,3,2,3,4
8/18/2019,10:21:05,15,4.16,1,1,Left,4,3,4,4
8/18/2019,10:22:45,15,4.16,1,1,Left,5,3,5,3
8/18/2019,10:28:21,15,4.16,1,1,Left,6,4,6,3
8/18/2019,10:33:23,15,4.14,1,1,Left,7,4,7,3
8/18/2019,11:03:52,15,4.13,1,1,Left,8,11,8,7
8/18/2019,11:05:34,15,4.14,1,1,Left,9,12,9,1
8/18/2019,11:53:40,15,4.12,1,1,Left,10,12,10,3
8/18/2019,11:54:46,15,4.11,1,1,Left,11,14,11,4
8/18/2019,11:55:30,15,4.11,1,1,Left,12,14,12,6
8/18/2019,11:56:03,15,4.12,1,1,Left,13,14,13,4
8/18/2019,13:00:26,15,4.09,1,1,Left,14,15,14,2
8/18/2019,13:01:26,15,4.09,1,1,Left,15,19,15,2
8/18/2019,13:18:40,15,4.10,1,1,Left,16,20,16,2
8/18/2019,13:19:23,15,4.09,1,1,Left,17,22,17,1
8/18/2019,13:19:51,15,4.09,1,1,Left,18,22,18,4
8/18/2019,13:20:29,15,4.09,1,1,Left,19,22,19,2
8/18/2019,13:21:15,15,4.09,1,1,Left,20,22,20,2
8/18/2019,14:37:07,15,4.07,1,1,Left,21,22,21,2
8/18/2019,14:37:44,15,4.08,1,1,Left,22,22,22,2
8/18/2019,14:38:57,15,4.07,2,1,Left,23,22,23,1
8/18/2019,14:54:00,15,4.07,1,1,Left,24,33,24,2
8/18/2019,14:54:56,15,4.07,1,1,Left,25,37,25,10
8/18/2019,14:55:42,15,4.07,2,1,Left,26,37,26,11
8/18/2019,15:29:08,15,4.07,1,1,Left,27,41,27,2
8/18/2019,15:42:38,15,4.06,1,1,Left,28,43,28,2
8/18/2019,16:10:49,15,4.06,1,1,Left,29,43,29,2
8/18/2019,16:12:43,15,4.05,2,1,Left,30,43,30,13
8/18/2019,16:21:21,15,4.06,1,1,Left,31,43,31,3
8/18/2019,16:49:49,15,4.05,1,1,Left,32,52,32,2
8/18/2019,16:50:25,15,4.05,1,1,Left,33,52,33,3
8/18/2019,16:51:00,15,4.05,1,1,Left,34,52,34,4
8/18/2019,16:51:35,15,4.05,1,1,Left,35,53,35,2
8/18/2019,16:52:04,15,4.05,3,1,Left,36,53,36,7
8/18/2019,16:56:49,15,4.05,2,1,Left,37,53,37,3
8/18/2019,17:09:39,15,4.05,1,1,Left,38,54,38,1
8/18/2019,17:55:47,15,4.04,1,1,Left,39,54,39,230
8/18/2019,18:22:50,15,4.04,1,1,Left,40,56,40,2
8/18/2019,18:48:11,15,4.04,1,1,Left,41,56,41,403
