MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
10/11/2019,15:56:56,14,3.11,1,1,Left,1,4,1,2
10/11/2019,15:58:00,14,3.12,1,1,Left,2,4,2,3
10/11/2019,16:00:39,14,3.15,1,1,Left,3,4,3,2
10/11/2019,16:01:31,14,3.15,1,1,Left,4,5,4,2
10/11/2019,16:02:00,14,3.15,1,1,Left,5,5,5,2
10/11/2019,16:02:29,14,3.16,1,1,Left,6,5,6,1
10/11/2019,16:03:13,14,3.16,1,1,Left,7,8,7,2
10/11/2019,16:03:58,14,3.16,2,1,Left,8,8,8,10
10/11/2019,16:06:32,14,3.18,1,1,Left,9,9,9,2
10/11/2019,16:08:24,14,3.19,1,1,Left,10,10,10,2
10/11/2019,16:13:21,14,3.22,1,1,Left,11,11,11,2
10/11/2019,16:22:49,14,3.27,1,1,Left,12,11,12,2
10/11/2019,16:29:43,14,3.29,3,1,Left,13,12,13,234
10/11/2019,16:40:01,14,3.33,1,1,Left,14,12,14,5
10/11/2019,16:41:49,14,3.34,2,1,Left,15,12,15,20
10/11/2019,16:43:32,14,3.34,1,1,Left,16,13,16,2
10/11/2019,16:44:28,14,3.35,1,1,Left,17,14,17,2
10/11/2019,16:46:56,14,3.35,1,1,Left,18,15,18,2
10/11/2019,16:48:05,14,3.36,1,1,Left,19,15,19,4
10/11/2019,16:50:06,14,3.36,1,1,Left,20,18,20,2
10/11/2019,16:55:23,14,3.37,1,1,Left,21,19,21,2
10/11/2019,16:55:48,14,3.37,1,1,Left,22,19,22,1
10/11/2019,17:25:19,14,3.45,1,1,Left,23,21,23,3
10/11/2019,17:32:51,14,3.46,1,1,Left,24,21,24,3
10/11/2019,17:34:27,14,3.46,1,1,Left,25,21,25,2
10/11/2019,17:37:04,14,3.47,1,1,Left,26,21,26,2
10/11/2019,17:41:31,14,3.48,1,1,Left,27,22,27,6
10/11/2019,17:43:56,14,3.47,1,1,Left,28,23,28,8
10/11/2019,17:46:25,14,3.49,1,1,Left,29,23,29,2
10/11/2019,17:49:27,14,3.49,1,1,Left,30,23,30,151
10/11/2019,17:53:25,14,3.50,1,1,Left,31,23,31,2
