MM:DD:YYYY, hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
6/11/2019,16:40:36,0,4.1,2,1,Left,1,0,1,8
6/11/2019,16:44:25,0,4.09,1,1,Left,2,0,2,6
6/11/2019,16:49:27,0,4.09,1,1,Left,3,0,3,4
6/11/2019,16:49:53,0,4.09,1,1,Left,4,0,4,6
6/11/2019,16:57:25,0,4.09,1,1,Left,5,3,5,4
6/11/2019,17:01:27,0,4.09,1,1,Left,6,3,6,23
6/11/2019,20:42:08,0,4.07,23,1,Left,7,3,7,2
6/11/2019,21:35:56,0,4.04,660,1,Left,10,4,8,1
6/11/2019,21:53:02,0,4.04,206,1,Left,12,5,9,99
6/11/2019,22:49:51,0,4.04,103,1,Left,13,6,10,8
6/11/2019,22:59:21,0,4.04,6,1,Left,14,6,11,9
6/11/2019,23:07:49,0,4.03,144,1,Left,16,6,12,2
6/11/2019,23:13:15,0,4.03,84,1,Left,19,9,13,16
6/11/2019,23:40:41,0,4.03,83,1,Left,22,9,14,3
6/12/2019,0:16:39,0,4.03,525,1,Left,23,10,15,3
6/12/2019,0:45:18,0,4.02,381,1,Left,26,16,16,2
6/12/2019,1:05:50,0,4.02,322,1,Left,27,16,17,2
6/12/2019,2:05:24,0,4,747,1,Left,32,22,18,206
6/12/2019,2:25:15,0,4,268,1,Left,33,29,19,1
6/12/2019,5:42:50,0,3.94,1442,1,Left,34,30,20,3490
6/12/2019,5:43:57,0,3.94,2,1,Left,35,30,21,3
6/12/2019,5:56:36,0,3.94,27,1,Left,36,30,22,3
6/12/2019,6:02:16,0,3.94,3,1,Left,37,30,23,2
6/12/2019,6:38:38,0,3.94,28,1,Left,38,30,24,3
6/12/2019,6:48:13,0,3.93,145,1,Left,39,30,25,4
6/12/2019,9:45:14,0,3.85,2749,1,Left,41,30,26,1
