MM:DD:YYYY hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, FR_Ratio, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
1/10/2004 0:48:46,0,4.12,1,1,Left,1,1,1,217
1/10/2004 0:56:02,0,4.12,1,1,Left,2,1,2,4
1/10/2004 0:59:21,0,4.12,1,1,Left,3,1,3,137
1/10/2004 1:09:08,0,4.12,1,1,Left,4,1,4,80
1/10/2004 1:44:27,0,4.12,1,1,Left,5,12,5,285
1/10/2004 1:48:29,0,4.12,3,1,Left,6,14,6,36
1/10/2004 1:50:38,0,4.12,4,1,Left,7,15,7,51
1/10/2004 1:52:28,0,4.12,1,1,Left,8,16,8,54
1/10/2004 1:53:14,0,4.12,1,1,Left,9,17,9,16
1/10/2004 1:56:58,0,4.12,1,1,Left,10,17,10,27
1/10/2004 1:59:21,0,4.12,1,1,Left,11,17,11,113
1/10/2004 2:16:28,0,4.11,1,1,Left,12,18,12,33
1/10/2004 3:05:53,0,4.11,1,1,Left,13,19,13,39
1/10/2004 3:07:55,0,4.11,1,1,Left,14,19,14,3
1/10/2004 3:11:48,0,4.11,1,1,Left,15,19,15,83
1/10/2004 3:25:44,0,4.11,1,1,Left,16,20,16,2
1/10/2004 3:33:17,0,4.11,1,1,Left,17,21,17,6
1/10/2004 3:36:48,0,4.11,1,1,Left,18,21,18,10
1/10/2004 3:41:49,0,4.11,2,1,Left,19,22,19,96
1/10/2004 3:45:11,0,4.11,1,1,Left,20,23,20,13
1/10/2004 3:58:15,0,4.11,1,1,Left,21,23,21,108
1/10/2004 5:09:14,0,4.11,2,1,Left,22,27,22,2
1/10/2004 5:10:33,0,4.10,1,1,Left,23,28,23,2
1/10/2004 5:11:56,0,4.11,1,1,Left,24,28,24,36
1/10/2004 5:12:43,0,4.11,1,1,Left,25,29,25,2
1/10/2004 5:26:59,0,4.11,1,1,Left,26,29,26,4
1/10/2004 5:28:22,0,4.11,1,1,Left,27,30,27,19
1/10/2004 5:30:01,0,4.09,1,1,Left,28,31,28,19
1/10/2004 5:32:40,0,4.10,2,1,Left,29,31,29,128
1/10/2004 6:54:51,0,4.10,1,1,Left,30,31,30,3449
1/10/2004 7:06:41,0,4.09,1,1,Left,31,32,31,21
1/10/2004 7:16:00,0,4.09,2,1,Left,32,33,32,12
1/10/2004 7:25:42,0,4.09,1,1,Left,33,35,33,114
1/10/2004 7:27:09,0,4.09,4,1,Left,34,35,34,11
1/10/2004 8:59:52,0,4.09,2,1,Left,35,35,35,5038
1/10/2004 9:26:49,0,4.09,4,1,Left,36,35,36,11
1/10/2004 9:31:09,0,4.09,1,1,Left,37,36,37,11
1/10/2004 9:37:26,0,4.09,3,1,Left,38,39,38,7
1/10/2004 9:37:59,0,4.08,2,1,Left,39,39,39,7
1/10/2004 12:32:33,0,4.07,2,1,Left,40,41,40,2
1/10/2004 12:34:19,0,4.07,1,1,Left,41,42,41,4
1/10/2004 12:35:04,0,4.07,2,1,Left,42,42,42,7
1/10/2004 12:36:30,0,4.07,1,1,Left,43,42,43,2
1/10/2004 12:38:06,0,4.07,2,1,Left,44,42,44,7
1/10/2004 12:38:46,0,4.07,2,1,Left,45,42,45,7
1/10/2004 12:39:22,0,4.07,2,1,Left,46,42,46,7
1/10/2004 12:39:50,0,4.07,2,1,Left,47,42,47,8
