MM:DD:YYYY hh:mm:ss,Library_Version,Session_Type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Elapsed_Time,Binary_Pellets,Interpellet_Intervals,Binary_Left_Pokes,Binary_Right_Pokes,Correct_Poke,Concat_#,Mode
2022-05-24 18:43:54,1.12.0,FR1_4s_delay,1,3.87,,1,Poke,Left,1,0,0,0,,,0.05,0 days 00:00:00.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 18:44:50,1.12.0,FR1_4s_delay,1,3.87,,1,Poke,Left,2,0,0,0,,,0.22,0 days 00:00:56.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 18:46:35,1.12.0,FR1_4s_delay,1,3.87,2.0,1,Pellet,Left,2,0,1,0,,,,0 days 00:02:41.000000000,1.0,,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:13:52,1.12.0,FR1_4s_delay,1,3.87,,1,Poke,Left,2,1,1,0,,,0.9,0 days 00:29:58.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 19:15:27,1.12.0,FR1_4s_delay,1,3.87,,1,Poke,Left,3,1,1,0,,,0.79,0 days 00:31:33.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:15:33,1.12.0,FR1_4s_delay,1,3.87,1.0,1,Pellet,Left,3,1,2,0,0.67,1738.0,,0 days 00:31:39.000000000,1.0,28.966666666666665,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:16:07,1.12.0,FR1_4s_delay,1,3.87,,1,Poke,Left,4,1,2,0,,,0.42,0 days 00:32:13.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:16:12,1.12.0,FR1_4s_delay,1,3.87,1.0,1,Pellet,Left,4,1,3,0,0.3,39.0,,0 days 00:32:18.000000000,1.0,0.65,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:17:15,1.12.0,FR1_4s_delay,1,3.87,,1,Poke,Left,5,1,3,0,,,0.17,0 days 00:33:21.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:17:27,1.12.0,FR1_4s_delay,1,3.87,1.0,1,Pellet,Left,5,1,4,0,6.87,75.0,,0 days 00:33:33.000000000,1.0,1.25,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:18:14,1.12.0,FR1_4s_delay,1,3.87,,1,Poke,Left,6,1,4,0,,,0.28,0 days 00:34:20.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:18:19,1.12.0,FR1_4s_delay,1,3.87,1.0,1,Pellet,Left,6,1,5,0,0.61,52.0,,0 days 00:34:25.000000000,1.0,0.8666666666666667,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:19:21,1.12.0,FR1_4s_delay,1,3.87,,1,Poke,Left,7,1,5,0,,,0.28,0 days 00:35:27.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:19:39,1.12.0,FR1_4s_delay,1,3.87,2.0,1,Pellet,Left,7,1,6,0,10.44,80.0,,0 days 00:35:45.000000000,1.0,1.3333333333333333,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:20:10,1.12.0,FR1_4s_delay,1,3.88,,1,Poke,Left,8,1,6,0,,,0.18,0 days 00:36:16.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
